id,temporada,kind,zx,zy,xt
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,7,1,0.01427
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,7,2,0.00611
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,7,3,0.02576
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,7,4,0.00505
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,7,5,0.00835
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,7,7,0.01405
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,8,0,0.00693
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,8,1,0.0041
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,8,2,0.0092
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,8,3,0.01381
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,8,4,-0.02802
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,8,5,-0.00614
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,8,6,-0.00677
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,9,1,-0.00864
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,9,2,-0.00714
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,9,3,0.00594
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,9,4,-0.02412
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,9,6,-0.00475
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,9,7,-0.00568
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,10,1,0.08072
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,10,2,-0.01807
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,10,6,0.05782
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,10,7,0.07314
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,11,0,0.19173
7pk2vyumro8ku45aar5dw7dw4,2025-2026,gen,11,1,-0.00634
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,0,4,-0.0054
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,0,7,0.00444
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,1,4,0.00501
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,1,7,0.00649
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,2,5,0.00764
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,2,6,0.00578
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,2,7,0.02432
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,3,5,0.01468
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,3,6,0.02584
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,3,7,0.04482
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,4,5,0.01024
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,4,6,0.0481
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,4,7,0.06418
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,5,2,0.00541
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,5,5,0.01951
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,5,6,0.03138
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,5,7,0.03903
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,6,4,0.00996
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,6,5,0.00984
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,6,6,0.03958
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,6,7,0.07825
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,7,1,0.00414
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,7,2,0.00387
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,7,4,-0.01109
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,7,5,0.03173
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,7,6,0.02048
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,7,7,0.04054
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,8,1,-0.00395
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,8,2,0.02422
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,8,5,0.06024
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,8,6,0.01414
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,8,7,0.03102
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,9,2,-0.01269
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,9,4,-0.02481
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,9,5,0.05976
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,9,6,0.25559
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,9,7,0.03128
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,10,1,0.00878
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,10,5,-0.11133
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,10,6,0.35762
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,10,7,0.04396
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,11,2,-0.02377
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,11,3,0.00756
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,11,5,0.56788
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,11,6,0.10729
7c2wnewpcf1idj6ghj6gu0wyd,2025-2026,gen,11,7,0.02241
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,0,1,0.0038
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,0,2,0.00344
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,0,3,-0.00435
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,1,0,0.00375
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,1,1,0.00957
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,1,2,0.03003
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,1,3,0.00736
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,1,5,0.00478
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,2,0,0.0069
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,2,1,0.03048
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,2,2,0.0087
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,3,0,0.02216
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,3,1,0.02865
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,3,2,0.03744
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,3,3,0.00639
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,3,4,0.00778
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,4,0,0.01463
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,4,1,0.02832
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,4,2,0.04844
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,4,3,0.0306
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,4,5,0.00366
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,5,0,0.00374
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,5,1,0.00967
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,5,2,0.02373
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,5,3,0.00935
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,5,4,0.01145
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,6,0,0.00587
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,6,1,0.0737
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,6,2,0.04905
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,6,3,0.01618
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,7,0,0.01143
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,7,1,0.07217
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,7,2,0.0419
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,7,3,0.0146
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,7,4,0.00599
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,8,0,0.02033
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,8,1,0.01427
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,8,2,0.02092
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,9,1,-0.00379
7yirx71oya71zjsgldj5ucqcq,2025-2026,gen,9,2,0.18537
btf0dch35aww78bzillh2jgx6,2025-2026,gen,1,5,0.0039
btf0dch35aww78bzillh2jgx6,2025-2026,gen,2,3,0.00425
btf0dch35aww78bzillh2jgx6,2025-2026,gen,2,5,0.0044
btf0dch35aww78bzillh2jgx6,2025-2026,gen,3,2,0.00364
btf0dch35aww78bzillh2jgx6,2025-2026,gen,3,5,0.00519
btf0dch35aww78bzillh2jgx6,2025-2026,gen,4,2,0.00438
btf0dch35aww78bzillh2jgx6,2025-2026,gen,4,3,0.01344
btf0dch35aww78bzillh2jgx6,2025-2026,gen,4,4,0.02803
btf0dch35aww78bzillh2jgx6,2025-2026,gen,4,5,0.00593
btf0dch35aww78bzillh2jgx6,2025-2026,gen,5,3,-0.00308
btf0dch35aww78bzillh2jgx6,2025-2026,gen,5,4,0.01412
btf0dch35aww78bzillh2jgx6,2025-2026,gen,5,5,0.0052
btf0dch35aww78bzillh2jgx6,2025-2026,gen,6,4,-0.02114
btf0dch35aww78bzillh2jgx6,2025-2026,gen,6,6,-0.00321
btf0dch35aww78bzillh2jgx6,2025-2026,gen,7,0,0.01331
btf0dch35aww78bzillh2jgx6,2025-2026,gen,7,1,0.00499
btf0dch35aww78bzillh2jgx6,2025-2026,gen,7,2,-0.00789
btf0dch35aww78bzillh2jgx6,2025-2026,gen,7,3,0.02907
btf0dch35aww78bzillh2jgx6,2025-2026,gen,7,4,0.03771
btf0dch35aww78bzillh2jgx6,2025-2026,gen,7,5,0.01966
btf0dch35aww78bzillh2jgx6,2025-2026,gen,7,6,0.06194
btf0dch35aww78bzillh2jgx6,2025-2026,gen,7,7,0.00694
btf0dch35aww78bzillh2jgx6,2025-2026,gen,8,0,0.0051
btf0dch35aww78bzillh2jgx6,2025-2026,gen,8,1,0.07429
btf0dch35aww78bzillh2jgx6,2025-2026,gen,8,3,0.01371
btf0dch35aww78bzillh2jgx6,2025-2026,gen,8,4,0.03094
btf0dch35aww78bzillh2jgx6,2025-2026,gen,8,5,0.03293
btf0dch35aww78bzillh2jgx6,2025-2026,gen,8,6,-0.00997
btf0dch35aww78bzillh2jgx6,2025-2026,gen,8,7,0.01593
btf0dch35aww78bzillh2jgx6,2025-2026,gen,9,1,-0.00798
btf0dch35aww78bzillh2jgx6,2025-2026,gen,9,2,-0.01664
btf0dch35aww78bzillh2jgx6,2025-2026,gen,9,3,-0.04123
btf0dch35aww78bzillh2jgx6,2025-2026,gen,9,5,-0.00608
btf0dch35aww78bzillh2jgx6,2025-2026,gen,9,6,-0.00326
btf0dch35aww78bzillh2jgx6,2025-2026,gen,9,7,-0.00948
btf0dch35aww78bzillh2jgx6,2025-2026,gen,10,1,-0.00335
btf0dch35aww78bzillh2jgx6,2025-2026,gen,10,2,-0.01677
btf0dch35aww78bzillh2jgx6,2025-2026,gen,10,4,-0.1065
btf0dch35aww78bzillh2jgx6,2025-2026,gen,10,5,-0.01423
btf0dch35aww78bzillh2jgx6,2025-2026,gen,10,6,-0.01036
btf0dch35aww78bzillh2jgx6,2025-2026,gen,10,7,-0.01212
btf0dch35aww78bzillh2jgx6,2025-2026,gen,11,1,-0.00634
btf0dch35aww78bzillh2jgx6,2025-2026,gen,11,3,0.00756
btf0dch35aww78bzillh2jgx6,2025-2026,gen,11,6,-0.01787
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,1,2,0.00374
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,1,5,0.00378
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,1,6,0.00473
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,2,2,0.00339
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,2,3,0.00506
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,2,5,0.01274
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,3,1,0.01035
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,3,2,0.00508
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,3,3,0.00934
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,3,4,0.00688
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,3,6,0.00637
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,4,0,0.00429
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,4,1,0.00551
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,4,4,0.00742
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,5,1,0.00703
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,5,2,-0.00605
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,5,3,0.00547
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,5,4,0.00446
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,5,5,0.00527
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,5,6,0.00513
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,6,0,0.00814
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,6,1,0.00981
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,6,2,0.01385
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,6,3,-0.01026
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,6,6,-0.00448
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,6,7,0.02337
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,7,0,0.00511
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,7,1,0.03149
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,7,2,-0.00966
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,7,3,-0.00902
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,7,4,-0.01218
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,7,6,0.00554
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,7,7,0.01413
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,8,0,0.00331
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,8,1,-0.01365
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,8,2,-0.00443
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,8,3,-0.01212
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,8,4,0.00447
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,8,5,0.03076
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,8,6,0.0118
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,8,7,0.00677
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,9,0,-0.00857
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,9,2,0.01444
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,9,3,-0.03426
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,9,4,-0.02267
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,9,5,0.00995
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,9,6,0.06233
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,10,1,0.18293
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,10,2,-0.00594
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,10,4,-0.07497
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,10,6,-0.00496
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,10,7,-0.00457
3wp8fuk07m1ph1fpmbqe7tf55,2025-2026,gen,11,5,0.04891
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,1,1,0.00409
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,1,2,-0.00506
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,3,0,0.00356
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,3,1,0.0085
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,3,2,0.01779
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,4,0,0.01694
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,4,1,0.01307
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,4,2,0.0084
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,4,3,0.00727
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,4,5,0.01502
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,5,0,0.01351
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,5,1,0.02228
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,5,2,0.00481
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,5,4,0.02851
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,5,5,0.03265
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,5,6,0.00385
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,6,0,0.02628
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,6,1,0.00633
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,6,3,0.02269
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,6,5,0.01153
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,6,7,0.00306
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,7,0,0.03646
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,7,2,-0.01173
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,7,3,0.0089
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,7,4,0.00568
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,7,5,0.01651
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,7,6,-0.00475
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,8,1,0.01371
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,8,2,0.01364
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,8,3,-0.01852
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,8,4,0.00611
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,8,5,-0.02187
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,8,7,-0.00512
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,9,1,-0.00374
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,9,2,-0.01848
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,9,3,-0.01547
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,9,4,-0.03609
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,10,1,-0.00675
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,10,2,0.04967
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,10,5,0.05069
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,10,6,-0.01107
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,11,2,-0.01744
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,11,3,-0.11139
ecp0v1dxqfjbgy3urnkz5d3o5,2025-2026,gen,11,5,0.16031
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,4,6,0.00613
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,5,2,-0.00485
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,5,4,0.01716
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,6,3,0.07129
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,6,4,-0.01208
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,6,5,0.00848
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,6,6,0.03433
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,6,7,0.01028
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,7,2,0.02603
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,7,3,0.01975
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,7,4,0.00405
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,7,5,-0.01781
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,7,6,0.01227
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,7,7,0.01151
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,8,0,0.01115
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,8,1,-0.01787
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,8,2,-0.00687
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,8,3,0.18039
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,8,4,0.00831
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,8,5,0.04878
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,8,6,0.06849
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,8,7,-0.00392
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,9,0,-0.00424
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,9,1,0.00594
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,9,2,-0.04282
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,9,5,-0.0143
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,9,6,-0.00661
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,10,1,-0.01342
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,10,2,0.04964
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,10,3,-0.18221
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,10,4,-0.10136
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,10,5,-0.00616
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,10,6,0.003
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,10,7,-0.00457
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,11,0,0.02313
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,11,1,0.00406
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,11,2,0.00712
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,11,5,-0.01968
eaqqezw2ed1u0tt3zc128mr1m,2025-2026,gen,11,6,0.03265
3uc9z96xvain84leorf4ls962,2025-2026,gen,1,1,0.0038
3uc9z96xvain84leorf4ls962,2025-2026,gen,1,3,0.01136
3uc9z96xvain84leorf4ls962,2025-2026,gen,2,0,0.00567
3uc9z96xvain84leorf4ls962,2025-2026,gen,2,2,0.00896
3uc9z96xvain84leorf4ls962,2025-2026,gen,2,5,0.01005
3uc9z96xvain84leorf4ls962,2025-2026,gen,3,2,0.01452
3uc9z96xvain84leorf4ls962,2025-2026,gen,3,3,0.02164
3uc9z96xvain84leorf4ls962,2025-2026,gen,3,4,0.00704
3uc9z96xvain84leorf4ls962,2025-2026,gen,3,5,0.0069
3uc9z96xvain84leorf4ls962,2025-2026,gen,4,2,0.00979
3uc9z96xvain84leorf4ls962,2025-2026,gen,4,3,0.03043
3uc9z96xvain84leorf4ls962,2025-2026,gen,4,4,0.01655
3uc9z96xvain84leorf4ls962,2025-2026,gen,4,5,0.01959
3uc9z96xvain84leorf4ls962,2025-2026,gen,4,6,0.01384
3uc9z96xvain84leorf4ls962,2025-2026,gen,5,1,-0.00528
3uc9z96xvain84leorf4ls962,2025-2026,gen,5,2,0.01023
3uc9z96xvain84leorf4ls962,2025-2026,gen,5,3,0.04897
3uc9z96xvain84leorf4ls962,2025-2026,gen,5,4,0.03856
3uc9z96xvain84leorf4ls962,2025-2026,gen,5,5,0.05404
3uc9z96xvain84leorf4ls962,2025-2026,gen,6,1,0.00478
3uc9z96xvain84leorf4ls962,2025-2026,gen,6,2,0.00627
3uc9z96xvain84leorf4ls962,2025-2026,gen,6,3,0.04368
3uc9z96xvain84leorf4ls962,2025-2026,gen,6,4,0.07384
3uc9z96xvain84leorf4ls962,2025-2026,gen,6,5,0.0069
3uc9z96xvain84leorf4ls962,2025-2026,gen,6,6,0.01034
3uc9z96xvain84leorf4ls962,2025-2026,gen,6,7,0.00362
3uc9z96xvain84leorf4ls962,2025-2026,gen,7,0,0.01319
3uc9z96xvain84leorf4ls962,2025-2026,gen,7,1,0.04287
3uc9z96xvain84leorf4ls962,2025-2026,gen,7,2,0.01154
3uc9z96xvain84leorf4ls962,2025-2026,gen,7,3,0.0545
3uc9z96xvain84leorf4ls962,2025-2026,gen,7,4,0.05191
3uc9z96xvain84leorf4ls962,2025-2026,gen,7,5,0.08588
3uc9z96xvain84leorf4ls962,2025-2026,gen,7,6,0.05179
3uc9z96xvain84leorf4ls962,2025-2026,gen,8,0,0.0085
3uc9z96xvain84leorf4ls962,2025-2026,gen,8,1,0.01982
3uc9z96xvain84leorf4ls962,2025-2026,gen,8,2,0.1544
3uc9z96xvain84leorf4ls962,2025-2026,gen,8,3,0.0289
3uc9z96xvain84leorf4ls962,2025-2026,gen,8,4,-0.01724
3uc9z96xvain84leorf4ls962,2025-2026,gen,8,5,0.18122
3uc9z96xvain84leorf4ls962,2025-2026,gen,8,6,0.00537
3uc9z96xvain84leorf4ls962,2025-2026,gen,8,7,0.01235
3uc9z96xvain84leorf4ls962,2025-2026,gen,9,0,0.00912
3uc9z96xvain84leorf4ls962,2025-2026,gen,9,1,0.06355
3uc9z96xvain84leorf4ls962,2025-2026,gen,9,2,-0.03863
3uc9z96xvain84leorf4ls962,2025-2026,gen,9,3,0.01639
3uc9z96xvain84leorf4ls962,2025-2026,gen,9,4,-0.03257
3uc9z96xvain84leorf4ls962,2025-2026,gen,9,5,-0.04895
3uc9z96xvain84leorf4ls962,2025-2026,gen,9,6,-0.01198
3uc9z96xvain84leorf4ls962,2025-2026,gen,10,0,-0.00343
3uc9z96xvain84leorf4ls962,2025-2026,gen,10,1,0.01213
3uc9z96xvain84leorf4ls962,2025-2026,gen,10,6,-0.00982
3uc9z96xvain84leorf4ls962,2025-2026,gen,11,2,0.32829
3uc9z96xvain84leorf4ls962,2025-2026,gen,11,3,-0.11136
3uc9z96xvain84leorf4ls962,2025-2026,gen,11,7,0.00479
dczrgxyolp7lcz413wkz7ap61,2025-2026,gen,0,3,-0.0042
dczrgxyolp7lcz413wkz7ap61,2025-2026,gen,1,0,0.00784
