id,temporada,zx,zy,touches
dl10343h8yopcgerzur5samwa,2025-2026,2,3,1
dl10343h8yopcgerzur5samwa,2025-2026,2,4,4
dl10343h8yopcgerzur5samwa,2025-2026,2,6,3
dl10343h8yopcgerzur5samwa,2025-2026,3,0,15
dl10343h8yopcgerzur5samwa,2025-2026,3,1,13
dl10343h8yopcgerzur5samwa,2025-2026,3,2,9
dl10343h8yopcgerzur5samwa,2025-2026,3,3,11
dl10343h8yopcgerzur5samwa,2025-2026,3,4,7
dl10343h8yopcgerzur5samwa,2025-2026,3,5,7
dl10343h8yopcgerzur5samwa,2025-2026,3,6,6
dl10343h8yopcgerzur5samwa,2025-2026,3,7,2
dl10343h8yopcgerzur5samwa,2025-2026,4,0,23
dl10343h8yopcgerzur5samwa,2025-2026,4,1,22
dl10343h8yopcgerzur5samwa,2025-2026,4,2,15
dl10343h8yopcgerzur5samwa,2025-2026,4,3,10
dl10343h8yopcgerzur5samwa,2025-2026,4,4,8
dl10343h8yopcgerzur5samwa,2025-2026,4,5,9
dl10343h8yopcgerzur5samwa,2025-2026,4,6,7
dl10343h8yopcgerzur5samwa,2025-2026,4,7,6
dl10343h8yopcgerzur5samwa,2025-2026,5,0,14
dl10343h8yopcgerzur5samwa,2025-2026,5,1,19
dl10343h8yopcgerzur5samwa,2025-2026,5,2,26
dl10343h8yopcgerzur5samwa,2025-2026,5,3,24
dl10343h8yopcgerzur5samwa,2025-2026,5,4,15
dl10343h8yopcgerzur5samwa,2025-2026,5,5,9
dl10343h8yopcgerzur5samwa,2025-2026,5,6,9
dl10343h8yopcgerzur5samwa,2025-2026,5,7,6
dl10343h8yopcgerzur5samwa,2025-2026,6,0,19
dl10343h8yopcgerzur5samwa,2025-2026,6,1,18
dl10343h8yopcgerzur5samwa,2025-2026,6,2,15
dl10343h8yopcgerzur5samwa,2025-2026,6,3,27
dl10343h8yopcgerzur5samwa,2025-2026,6,4,29
dl10343h8yopcgerzur5samwa,2025-2026,6,5,11
dl10343h8yopcgerzur5samwa,2025-2026,6,6,11
dl10343h8yopcgerzur5samwa,2025-2026,6,7,4
dl10343h8yopcgerzur5samwa,2025-2026,7,0,14
dl10343h8yopcgerzur5samwa,2025-2026,7,1,32
dl10343h8yopcgerzur5samwa,2025-2026,7,2,32
dl10343h8yopcgerzur5samwa,2025-2026,7,3,19
dl10343h8yopcgerzur5samwa,2025-2026,7,4,17
dl10343h8yopcgerzur5samwa,2025-2026,7,5,15
dl10343h8yopcgerzur5samwa,2025-2026,7,6,14
dl10343h8yopcgerzur5samwa,2025-2026,7,7,7
dl10343h8yopcgerzur5samwa,2025-2026,8,0,35
dl10343h8yopcgerzur5samwa,2025-2026,8,1,47
dl10343h8yopcgerzur5samwa,2025-2026,8,2,43
dl10343h8yopcgerzur5samwa,2025-2026,8,3,43
dl10343h8yopcgerzur5samwa,2025-2026,8,4,22
dl10343h8yopcgerzur5samwa,2025-2026,8,5,20
dl10343h8yopcgerzur5samwa,2025-2026,8,6,17
dl10343h8yopcgerzur5samwa,2025-2026,8,7,13
dl10343h8yopcgerzur5samwa,2025-2026,9,0,27
dl10343h8yopcgerzur5samwa,2025-2026,9,1,24
dl10343h8yopcgerzur5samwa,2025-2026,9,2,23
dl10343h8yopcgerzur5samwa,2025-2026,9,3,21
dl10343h8yopcgerzur5samwa,2025-2026,9,4,29
dl10343h8yopcgerzur5samwa,2025-2026,9,5,13
dl10343h8yopcgerzur5samwa,2025-2026,9,6,13
dl10343h8yopcgerzur5samwa,2025-2026,9,7,17
dl10343h8yopcgerzur5samwa,2025-2026,10,0,16
dl10343h8yopcgerzur5samwa,2025-2026,10,1,12
dl10343h8yopcgerzur5samwa,2025-2026,10,2,17
dl10343h8yopcgerzur5samwa,2025-2026,10,3,12
dl10343h8yopcgerzur5samwa,2025-2026,10,4,18
dl10343h8yopcgerzur5samwa,2025-2026,10,5,8
dl10343h8yopcgerzur5samwa,2025-2026,10,6,8
dl10343h8yopcgerzur5samwa,2025-2026,10,7,11
dl10343h8yopcgerzur5samwa,2025-2026,11,0,7
dl10343h8yopcgerzur5samwa,2025-2026,11,1,4
dl10343h8yopcgerzur5samwa,2025-2026,11,2,10
dl10343h8yopcgerzur5samwa,2025-2026,11,3,2
dl10343h8yopcgerzur5samwa,2025-2026,11,4,4
dl10343h8yopcgerzur5samwa,2025-2026,11,5,6
dl10343h8yopcgerzur5samwa,2025-2026,11,6,12
dl10343h8yopcgerzur5samwa,2025-2026,11,7,3
fr9ac60188vlmtbrcddhxii1,2025-2026,0,1,2
fr9ac60188vlmtbrcddhxii1,2025-2026,0,2,1
fr9ac60188vlmtbrcddhxii1,2025-2026,0,3,4
fr9ac60188vlmtbrcddhxii1,2025-2026,0,4,6
fr9ac60188vlmtbrcddhxii1,2025-2026,0,5,1
fr9ac60188vlmtbrcddhxii1,2025-2026,1,0,2
fr9ac60188vlmtbrcddhxii1,2025-2026,1,2,5
fr9ac60188vlmtbrcddhxii1,2025-2026,1,3,6
fr9ac60188vlmtbrcddhxii1,2025-2026,1,4,5
fr9ac60188vlmtbrcddhxii1,2025-2026,1,5,3
fr9ac60188vlmtbrcddhxii1,2025-2026,2,0,9
fr9ac60188vlmtbrcddhxii1,2025-2026,2,1,5
fr9ac60188vlmtbrcddhxii1,2025-2026,2,2,6
fr9ac60188vlmtbrcddhxii1,2025-2026,2,3,5
fr9ac60188vlmtbrcddhxii1,2025-2026,2,4,5
fr9ac60188vlmtbrcddhxii1,2025-2026,2,5,1
fr9ac60188vlmtbrcddhxii1,2025-2026,2,6,2
fr9ac60188vlmtbrcddhxii1,2025-2026,3,0,10
fr9ac60188vlmtbrcddhxii1,2025-2026,3,1,5
fr9ac60188vlmtbrcddhxii1,2025-2026,3,2,11
fr9ac60188vlmtbrcddhxii1,2025-2026,3,3,7
fr9ac60188vlmtbrcddhxii1,2025-2026,3,4,10
fr9ac60188vlmtbrcddhxii1,2025-2026,3,5,9
fr9ac60188vlmtbrcddhxii1,2025-2026,3,6,3
fr9ac60188vlmtbrcddhxii1,2025-2026,4,0,11
fr9ac60188vlmtbrcddhxii1,2025-2026,4,1,10
fr9ac60188vlmtbrcddhxii1,2025-2026,4,2,3
fr9ac60188vlmtbrcddhxii1,2025-2026,4,3,4
fr9ac60188vlmtbrcddhxii1,2025-2026,4,4,2
fr9ac60188vlmtbrcddhxii1,2025-2026,4,5,5
fr9ac60188vlmtbrcddhxii1,2025-2026,4,6,1
fr9ac60188vlmtbrcddhxii1,2025-2026,4,7,1
fr9ac60188vlmtbrcddhxii1,2025-2026,5,0,13
fr9ac60188vlmtbrcddhxii1,2025-2026,5,1,1
fr9ac60188vlmtbrcddhxii1,2025-2026,5,2,3
fr9ac60188vlmtbrcddhxii1,2025-2026,5,3,1
fr9ac60188vlmtbrcddhxii1,2025-2026,6,0,12
fr9ac60188vlmtbrcddhxii1,2025-2026,6,1,3
fr9ac60188vlmtbrcddhxii1,2025-2026,6,2,2
fr9ac60188vlmtbrcddhxii1,2025-2026,6,3,1
fr9ac60188vlmtbrcddhxii1,2025-2026,6,4,1
fr9ac60188vlmtbrcddhxii1,2025-2026,6,5,1
fr9ac60188vlmtbrcddhxii1,2025-2026,7,0,5
fr9ac60188vlmtbrcddhxii1,2025-2026,7,1,1
fr9ac60188vlmtbrcddhxii1,2025-2026,7,4,2
fr9ac60188vlmtbrcddhxii1,2025-2026,7,6,1
fr9ac60188vlmtbrcddhxii1,2025-2026,7,7,1
fr9ac60188vlmtbrcddhxii1,2025-2026,8,0,1
fr9ac60188vlmtbrcddhxii1,2025-2026,8,1,1
fr9ac60188vlmtbrcddhxii1,2025-2026,8,2,1
fr9ac60188vlmtbrcddhxii1,2025-2026,8,7,1
fr9ac60188vlmtbrcddhxii1,2025-2026,10,0,1
fr9ac60188vlmtbrcddhxii1,2025-2026,10,2,3
fr9ac60188vlmtbrcddhxii1,2025-2026,10,3,1
fr9ac60188vlmtbrcddhxii1,2025-2026,10,4,3
fr9ac60188vlmtbrcddhxii1,2025-2026,11,1,1
fr9ac60188vlmtbrcddhxii1,2025-2026,11,2,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,0,1,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,0,2,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,0,3,12
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,0,4,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,0,5,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,0,6,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,1,0,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,1,1,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,1,2,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,1,3,9
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,1,4,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,1,6,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,2,0,8
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,2,1,4
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,2,2,6
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,2,3,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,2,4,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,2,5,4
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,2,6,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,2,7,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,3,0,10
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,3,1,4
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,3,2,5
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,3,3,8
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,3,4,7
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,3,5,9
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,3,6,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,3,7,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,4,0,7
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,4,1,12
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,4,2,8
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,4,3,6
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,4,4,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,4,5,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,4,6,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,4,7,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,5,0,5
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,5,1,13
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,5,2,5
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,5,3,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,5,5,4
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,5,6,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,5,7,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,6,0,7
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,6,1,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,6,2,14
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,6,3,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,6,4,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,6,5,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,6,6,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,6,7,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,7,0,15
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,7,1,4
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,7,2,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,7,3,4
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,7,5,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,7,6,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,7,7,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,8,0,6
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,8,1,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,8,2,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,8,3,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,8,5,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,8,7,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,9,0,8
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,9,2,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,9,7,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,10,0,7
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,10,1,2
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,10,2,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,10,3,4
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,10,5,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,10,7,5
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,11,0,3
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,11,3,1
4o48qpaaxvvvbjuxjeshj85hx,2025-2026,11,7,2
4tb2hobv1dwon0e8djvuohxxw,2025-2026,0,1,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,0,2,4
4tb2hobv1dwon0e8djvuohxxw,2025-2026,0,3,11
4tb2hobv1dwon0e8djvuohxxw,2025-2026,0,4,25
4tb2hobv1dwon0e8djvuohxxw,2025-2026,0,5,4
4tb2hobv1dwon0e8djvuohxxw,2025-2026,0,6,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,0,7,6
4tb2hobv1dwon0e8djvuohxxw,2025-2026,1,0,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,1,1,4
4tb2hobv1dwon0e8djvuohxxw,2025-2026,1,2,10
4tb2hobv1dwon0e8djvuohxxw,2025-2026,1,3,16
4tb2hobv1dwon0e8djvuohxxw,2025-2026,1,4,16
4tb2hobv1dwon0e8djvuohxxw,2025-2026,1,5,17
4tb2hobv1dwon0e8djvuohxxw,2025-2026,1,6,13
4tb2hobv1dwon0e8djvuohxxw,2025-2026,1,7,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,2,0,4
4tb2hobv1dwon0e8djvuohxxw,2025-2026,2,1,5
4tb2hobv1dwon0e8djvuohxxw,2025-2026,2,2,12
4tb2hobv1dwon0e8djvuohxxw,2025-2026,2,3,23
4tb2hobv1dwon0e8djvuohxxw,2025-2026,2,4,15
4tb2hobv1dwon0e8djvuohxxw,2025-2026,2,5,12
4tb2hobv1dwon0e8djvuohxxw,2025-2026,2,6,17
4tb2hobv1dwon0e8djvuohxxw,2025-2026,3,0,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,3,1,11
4tb2hobv1dwon0e8djvuohxxw,2025-2026,3,2,34
4tb2hobv1dwon0e8djvuohxxw,2025-2026,3,3,25
4tb2hobv1dwon0e8djvuohxxw,2025-2026,3,4,19
4tb2hobv1dwon0e8djvuohxxw,2025-2026,3,5,20
4tb2hobv1dwon0e8djvuohxxw,2025-2026,3,6,9
4tb2hobv1dwon0e8djvuohxxw,2025-2026,3,7,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,4,0,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,4,1,18
4tb2hobv1dwon0e8djvuohxxw,2025-2026,4,2,25
4tb2hobv1dwon0e8djvuohxxw,2025-2026,4,3,31
4tb2hobv1dwon0e8djvuohxxw,2025-2026,4,4,19
4tb2hobv1dwon0e8djvuohxxw,2025-2026,4,5,23
4tb2hobv1dwon0e8djvuohxxw,2025-2026,4,6,7
4tb2hobv1dwon0e8djvuohxxw,2025-2026,4,7,6
4tb2hobv1dwon0e8djvuohxxw,2025-2026,5,0,5
4tb2hobv1dwon0e8djvuohxxw,2025-2026,5,1,10
4tb2hobv1dwon0e8djvuohxxw,2025-2026,5,2,16
4tb2hobv1dwon0e8djvuohxxw,2025-2026,5,3,16
4tb2hobv1dwon0e8djvuohxxw,2025-2026,5,4,15
4tb2hobv1dwon0e8djvuohxxw,2025-2026,5,5,12
4tb2hobv1dwon0e8djvuohxxw,2025-2026,5,6,11
4tb2hobv1dwon0e8djvuohxxw,2025-2026,5,7,2
4tb2hobv1dwon0e8djvuohxxw,2025-2026,6,0,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,6,1,13
4tb2hobv1dwon0e8djvuohxxw,2025-2026,6,2,15
4tb2hobv1dwon0e8djvuohxxw,2025-2026,6,3,8
4tb2hobv1dwon0e8djvuohxxw,2025-2026,6,4,8
4tb2hobv1dwon0e8djvuohxxw,2025-2026,6,5,2
4tb2hobv1dwon0e8djvuohxxw,2025-2026,6,6,5
4tb2hobv1dwon0e8djvuohxxw,2025-2026,6,7,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,7,0,2
4tb2hobv1dwon0e8djvuohxxw,2025-2026,7,1,6
4tb2hobv1dwon0e8djvuohxxw,2025-2026,7,2,17
4tb2hobv1dwon0e8djvuohxxw,2025-2026,7,3,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,7,4,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,7,5,6
4tb2hobv1dwon0e8djvuohxxw,2025-2026,7,6,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,7,7,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,8,0,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,8,1,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,8,4,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,8,5,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,8,7,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,9,0,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,9,2,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,9,6,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,9,7,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,10,1,1
4tb2hobv1dwon0e8djvuohxxw,2025-2026,10,2,4
4tb2hobv1dwon0e8djvuohxxw,2025-2026,10,3,4
4tb2hobv1dwon0e8djvuohxxw,2025-2026,10,5,2
4tb2hobv1dwon0e8djvuohxxw,2025-2026,11,3,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,11,4,3
4tb2hobv1dwon0e8djvuohxxw,2025-2026,11,5,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,0,3,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,0,7,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,1,0,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,1,4,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,1,6,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,2,0,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,2,1,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,2,2,2
jykf7m9lffcn8ezf8fcouv3d,2025-2026,2,3,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,2,4,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,2,5,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,2,6,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,3,1,2
jykf7m9lffcn8ezf8fcouv3d,2025-2026,3,2,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,3,3,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,3,4,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,3,5,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,3,6,2
jykf7m9lffcn8ezf8fcouv3d,2025-2026,3,7,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,4,0,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,4,2,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,4,3,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,4,4,2
jykf7m9lffcn8ezf8fcouv3d,2025-2026,4,5,4
jykf7m9lffcn8ezf8fcouv3d,2025-2026,4,6,8
jykf7m9lffcn8ezf8fcouv3d,2025-2026,4,7,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,5,2,6
jykf7m9lffcn8ezf8fcouv3d,2025-2026,5,4,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,5,5,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,5,6,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,6,0,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,6,1,4
jykf7m9lffcn8ezf8fcouv3d,2025-2026,6,2,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,6,3,2
jykf7m9lffcn8ezf8fcouv3d,2025-2026,6,4,7
jykf7m9lffcn8ezf8fcouv3d,2025-2026,6,5,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,6,6,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,6,7,3
jykf7m9lffcn8ezf8fcouv3d,2025-2026,7,0,2
jykf7m9lffcn8ezf8fcouv3d,2025-2026,7,1,4
jykf7m9lffcn8ezf8fcouv3d,2025-2026,7,2,5
jykf7m9lffcn8ezf8fcouv3d,2025-2026,7,3,2
jykf7m9lffcn8ezf8fcouv3d,2025-2026,7,4,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,7,5,2
jykf7m9lffcn8ezf8fcouv3d,2025-2026,7,6,6
jykf7m9lffcn8ezf8fcouv3d,2025-2026,8,1,5
jykf7m9lffcn8ezf8fcouv3d,2025-2026,8,2,5
jykf7m9lffcn8ezf8fcouv3d,2025-2026,8,6,7
jykf7m9lffcn8ezf8fcouv3d,2025-2026,8,7,6
jykf7m9lffcn8ezf8fcouv3d,2025-2026,9,0,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,9,7,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,10,0,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,10,1,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,10,2,1
jykf7m9lffcn8ezf8fcouv3d,2025-2026,11,0,9
jykf7m9lffcn8ezf8fcouv3d,2025-2026,11,7,3
6xzgcexqk70l1ps75vs22c9p0,2025-2026,1,5,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,2,4,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,2,7,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,3,6,3
6xzgcexqk70l1ps75vs22c9p0,2025-2026,4,5,2
6xzgcexqk70l1ps75vs22c9p0,2025-2026,5,0,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,5,2,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,5,3,2
6xzgcexqk70l1ps75vs22c9p0,2025-2026,5,4,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,5,5,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,5,7,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,6,0,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,6,2,3
6xzgcexqk70l1ps75vs22c9p0,2025-2026,7,0,2
6xzgcexqk70l1ps75vs22c9p0,2025-2026,7,1,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,7,2,4
6xzgcexqk70l1ps75vs22c9p0,2025-2026,7,3,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,7,4,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,7,5,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,7,7,5
6xzgcexqk70l1ps75vs22c9p0,2025-2026,8,2,7
6xzgcexqk70l1ps75vs22c9p0,2025-2026,8,3,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,8,5,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,9,1,2
6xzgcexqk70l1ps75vs22c9p0,2025-2026,9,2,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,9,7,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,10,0,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,10,2,3
6xzgcexqk70l1ps75vs22c9p0,2025-2026,10,5,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,10,7,1
6xzgcexqk70l1ps75vs22c9p0,2025-2026,11,6,1
a3ms8havadt1y9x381l325txx,2025-2026,0,0,1
a3ms8havadt1y9x381l325txx,2025-2026,0,1,3
a3ms8havadt1y9x381l325txx,2025-2026,0,2,4
a3ms8havadt1y9x381l325txx,2025-2026,0,3,4
a3ms8havadt1y9x381l325txx,2025-2026,0,4,41
a3ms8havadt1y9x381l325txx,2025-2026,0,5,15
a3ms8havadt1y9x381l325txx,2025-2026,0,6,7
a3ms8havadt1y9x381l325txx,2025-2026,0,7,3
a3ms8havadt1y9x381l325txx,2025-2026,1,0,2
a3ms8havadt1y9x381l325txx,2025-2026,1,1,7
a3ms8havadt1y9x381l325txx,2025-2026,1,2,10
a3ms8havadt1y9x381l325txx,2025-2026,1,3,5
a3ms8havadt1y9x381l325txx,2025-2026,1,4,16
a3ms8havadt1y9x381l325txx,2025-2026,1,5,19
a3ms8havadt1y9x381l325txx,2025-2026,1,6,14
a3ms8havadt1y9x381l325txx,2025-2026,1,7,6
a3ms8havadt1y9x381l325txx,2025-2026,2,0,2
a3ms8havadt1y9x381l325txx,2025-2026,2,1,9
a3ms8havadt1y9x381l325txx,2025-2026,2,2,12
a3ms8havadt1y9x381l325txx,2025-2026,2,3,3
a3ms8havadt1y9x381l325txx,2025-2026,2,4,13
a3ms8havadt1y9x381l325txx,2025-2026,2,5,35
a3ms8havadt1y9x381l325txx,2025-2026,2,6,17
a3ms8havadt1y9x381l325txx,2025-2026,2,7,2
a3ms8havadt1y9x381l325txx,2025-2026,3,0,3
a3ms8havadt1y9x381l325txx,2025-2026,3,1,4
a3ms8havadt1y9x381l325txx,2025-2026,3,2,19
a3ms8havadt1y9x381l325txx,2025-2026,3,3,18
a3ms8havadt1y9x381l325txx,2025-2026,3,4,23
a3ms8havadt1y9x381l325txx,2025-2026,3,5,48
a3ms8havadt1y9x381l325txx,2025-2026,3,6,13
a3ms8havadt1y9x381l325txx,2025-2026,3,7,2
a3ms8havadt1y9x381l325txx,2025-2026,4,0,1
a3ms8havadt1y9x381l325txx,2025-2026,4,1,6
a3ms8havadt1y9x381l325txx,2025-2026,4,2,11
a3ms8havadt1y9x381l325txx,2025-2026,4,3,13
a3ms8havadt1y9x381l325txx,2025-2026,4,4,21
a3ms8havadt1y9x381l325txx,2025-2026,4,5,33
a3ms8havadt1y9x381l325txx,2025-2026,4,6,9
a3ms8havadt1y9x381l325txx,2025-2026,4,7,1
a3ms8havadt1y9x381l325txx,2025-2026,5,0,1
a3ms8havadt1y9x381l325txx,2025-2026,5,1,2
a3ms8havadt1y9x381l325txx,2025-2026,5,2,10
a3ms8havadt1y9x381l325txx,2025-2026,5,3,18
a3ms8havadt1y9x381l325txx,2025-2026,5,4,13
a3ms8havadt1y9x381l325txx,2025-2026,5,5,21
a3ms8havadt1y9x381l325txx,2025-2026,5,6,4
a3ms8havadt1y9x381l325txx,2025-2026,5,7,2
a3ms8havadt1y9x381l325txx,2025-2026,6,0,5
a3ms8havadt1y9x381l325txx,2025-2026,6,1,5
a3ms8havadt1y9x381l325txx,2025-2026,6,2,12
a3ms8havadt1y9x381l325txx,2025-2026,6,3,8
a3ms8havadt1y9x381l325txx,2025-2026,6,4,14
a3ms8havadt1y9x381l325txx,2025-2026,6,5,22
