id,temporada,liga,xG,npxG,npG-xG,npxg_goals,shots,np_shots,xA,key_passes
bh20puvz2w21mnag7ul1g3c9h,2021-2022,English Premier League,0.69,0.69,0.31,1,12,12,1.32,19
ebgkv548xih19m8uza7bgrvmd,2021-2022,English Premier League,0.69,0.69,0.31,1,7,7,0.51,9
dhtb9gizk25k1u3h0b7xgy4tl,2021-2022,English Premier League,0.67,0.67,-0.67,0,9,9,0.9,6
9id859f7xnqwj0jazjzkbjzdh,2021-2022,English Premier League,6.16,0.66,-0.66,0,16,9,2.85,30
5f72vvw62zdlyrj3mwux2udat,2021-2022,English Premier League,0.65,0.65,1.35,2,8,8,0.36,8
cnmlhoum9aahwqruxgmz2gcfd,2021-2022,English Premier League,0.64,0.64,-0.64,0,12,12,0.75,14
48hur5fmszaqltysykkb4js2d,2021-2022,English Premier League,1.42,0.64,-0.64,0,7,6,1.13,12
9qdm0nxg1g046olii48z3crf9,2021-2022,English Premier League,0.63,0.63,0.37,1,6,6,0.05,1
8i5ee4fmkqhl1rcuo31qomxud,2021-2022,English Premier League,0.63,0.63,0.37,1,15,15,1.35,23
3dph74ixutmbpscaon0b25sl,2021-2022,English Premier League,0.63,0.63,0.37,1,9,9,0.36,4
9g7jit9xa9c5b25gfl6wy7kd1,2021-2022,English Premier League,0.62,0.62,-0.62,0,14,14,4.44,37
2xgvd7xovqcd6q30m59dbi11x,2021-2022,English Premier League,0.62,0.62,0.38,1,8,8,1.2,5
8lst9t1pyjhibrxh7xxl3wn9x,2021-2022,English Premier League,0.61,0.61,-0.61,0,10,10,2.28,28
33ba9gzkz30b5m4049ze1rw7p,2021-2022,English Premier League,0.61,0.61,0.39,1,7,7,0.28,7
1ph4g125dfsijfjzjpcvpcmlm,2021-2022,English Premier League,0.61,0.61,0.39,1,3,3,0.0,0
1av9mmv19jwvc4xdr0p9owyxh,2021-2022,English Premier League,0.6,0.6,-0.6,0,5,5,0.18,5
6tma6gvgf6xphc5gm2el35vbp,2021-2022,English Premier League,0.6,0.6,-0.6,0,14,14,0.03,1
84xefpsrml48n7czpnruzxkru,2021-2022,English Premier League,0.6,0.6,0.4,1,12,12,0.54,10
8f0y825dozn5a9tm74br43d1x,2021-2022,English Premier League,0.59,0.59,-0.59,0,12,12,1.58,21
9jxhgh1vhc531ho0ez5alfazu,2021-2022,English Premier League,0.59,0.59,0.41,1,13,13,1.62,18
9o1vesnpfiucpoq35ihhpstex,2021-2022,English Premier League,0.59,0.59,0.41,1,8,8,0.47,9
2lazx19wotf1b8jqx9mqeg4tm,2021-2022,English Premier League,0.59,0.59,-0.59,0,5,5,0.86,5
3wp8fuk07m1ph1fpmbqe7tf55,2021-2022,English Premier League,0.58,0.58,-0.58,0,14,14,1.96,15
4ryipy52oscxkv71ws0os5w5,2021-2022,English Premier League,0.57,0.57,-0.57,0,11,11,2.48,24
3uc9z96xvain84leorf4ls962,2021-2022,English Premier League,0.57,0.57,0.43,1,10,10,0.2,4
ao2tl1brzen40y5leuuc3b5qt,2021-2022,English Premier League,0.56,0.56,-0.56,0,14,14,0.82,17
ahdrszmsp39t7c7awbydpuuvp,2021-2022,English Premier League,0.55,0.55,-0.55,0,12,12,1.06,8
7yirx71oya71zjsgldj5ucqcq,2021-2022,English Premier League,0.53,0.53,-0.53,0,3,3,0.06,2
dz2rfsmhib89jwilpuub10qcq,2021-2022,English Premier League,0.51,0.51,-0.51,0,10,10,0.49,10
bmk0efhzrno1sgr3g8yijoa8l,2021-2022,English Premier League,0.51,0.51,0.49,1,3,3,0.0,0
3l7amac6wdv9yztupg7ur3kl,2021-2022,English Premier League,0.5,0.5,-0.5,0,12,12,1.91,17
33p3p5buydosugm9alv57o0r9,2021-2022,English Premier League,0.5,0.5,0.5,1,10,10,1.87,13
2922aevmtpw4qvcwohmxmqtbd,2021-2022,English Premier League,0.49,0.49,-0.49,0,11,11,1.08,16
6h9nv8wfblox17wkudac1knh1,2021-2022,English Premier League,0.49,0.49,-0.49,0,3,3,0.26,4
5ql70wwevaoqpxabylew5f696,2021-2022,English Premier League,0.48,0.48,-0.48,0,4,4,1.1,3
7paw998ux29k7hx4t1g0wu85x,2021-2022,English Premier League,0.47,0.47,-0.47,0,10,10,0.95,15
6icypdqtfk2k81ax0i49j5xpl,2021-2022,English Premier League,0.47,0.47,-0.47,0,5,5,0.75,11
zo32khapaj950oma9gipptxx,2021-2022,English Premier League,0.47,0.47,0.53,1,12,12,1.21,17
xm50j2dki5ml1gzx3y0i0zbp,2021-2022,English Premier League,0.46,0.46,0.54,1,4,4,1.51,11
4wic6z72nwmhkheme209fcmp5,2021-2022,English Premier League,0.46,0.46,0.54,1,10,10,0.74,10
ctpm8dcmrebv2ygrdweo1kt0p,2021-2022,English Premier League,0.45,0.45,-0.45,0,2,2,0.35,1
7sdbx7mzjxhvofvke9mp26kbu,2021-2022,English Premier League,0.45,0.45,-0.45,0,2,2,0.06,2
1rz6bw398na1i3t29rop7ikt1,2021-2022,English Premier League,0.44,0.44,-0.44,0,10,10,0.38,7
bcqutyzafpahp2ni41u2xt4gl,2021-2022,English Premier League,0.44,0.44,0.56,1,9,9,0.41,4
57gg79gxvcfqtaoi0ruog7wmh,2021-2022,English Premier League,0.42,0.42,0.58,1,4,4,0.0,0
13squddw07mvcu7mo6xk5mjqi,2021-2022,English Premier League,0.42,0.42,-0.42,0,1,1,0.36,1
asweknp9d99safr6p9va75h3p,2021-2022,English Premier League,0.41,0.41,-0.41,0,10,10,2.08,31
23oysjfutg5xy1f3o9bapnmxh,2021-2022,English Premier League,0.4,0.4,0.6,1,4,4,0.45,5
b1w59l02v6sg991j7xuw21f4l,2021-2022,English Premier League,0.4,0.4,-0.4,0,2,2,0.0,0
3xqbru6q5dvtrhv6coe7retp1,2021-2022,English Premier League,0.4,0.4,-0.4,0,10,10,2.13,27
6xydddp1yp1hamdxbvbv8veuh,2021-2022,English Premier League,0.4,0.4,-0.4,0,8,8,0.68,5
6ki6rv564ybctrajr2xtgyeax,2021-2022,English Premier League,0.39,0.39,-0.39,0,4,4,0.09,3
61huc8rado1jmr8ilgyv2aqxh,2021-2022,English Premier League,0.38,0.38,-0.38,0,8,8,0.15,3
9kvp5ddeay1cmfwoao8eo1vbp,2021-2022,English Premier League,0.38,0.38,-0.38,0,7,7,0.16,3
5wkso3mls5ulkilr0xzfix1p1,2021-2022,English Premier League,0.37,0.37,-0.37,0,8,8,1.02,19
6xdgasd4dvfgg4n23jw38473d,2021-2022,English Premier League,0.37,0.37,-0.37,0,8,8,1.06,17
cwwanu5pmplz2stc3jvd7d0x5,2021-2022,English Premier League,0.37,0.37,-0.37,0,4,4,0.28,1
a1oyrdwf1kyutqivxk753mzmd,2021-2022,English Premier League,0.34,0.34,-0.34,0,9,9,1.41,17
2w7i4jfw5wgh3j2wuworoumeh,2021-2022,English Premier League,0.34,0.34,0.66,1,6,6,0.33,7
9k0kubwlwu9axyiuwjp3zg2qx,2021-2022,English Premier League,0.34,0.34,0.66,1,6,6,1.09,15
5gb7v3m0qisn24c7h49xn250p,2021-2022,English Premier League,0.34,0.34,-0.34,0,7,7,0.09,1
acffs01m2p3b4uemzjrp51d9m,2021-2022,English Premier League,0.32,0.32,-0.32,0,6,6,0.85,9
bnle6fgjp2e3jrhh70ulfhzsa,2021-2022,English Premier League,0.32,0.32,-0.32,0,1,1,0.0,0
2qr47jkfmxw0c4auuiu3uf2l1,2021-2022,English Premier League,0.31,0.31,0.69,1,5,5,0.07,2
9uo88sreasbyj41lg34hxy28l,2021-2022,English Premier League,0.31,0.31,-0.31,0,8,8,0.0,0
c8j50o9oqu2okdpjsr3nvnhsl,2021-2022,English Premier League,1.08,0.3,-0.3,0,8,7,0.46,5
e9wu8dcamrtj3ftbx3nmhusid,2021-2022,English Premier League,0.3,0.3,-0.3,0,8,8,1.97,15
7w8raplugv51unjcao6cq22tx,2021-2022,English Premier League,0.3,0.3,-0.3,0,6,6,0.86,5
egi71rvlclvis07nzbvjhl9m1,2021-2022,English Premier League,0.29,0.29,-0.29,0,6,6,0.29,6
a6m9jcx0e4l6krv1u0pbfuoyd,2021-2022,English Premier League,0.29,0.29,-0.29,0,7,7,0.86,7
3xthf6r5hvlx8oje4rqcs3it,2021-2022,English Premier League,0.29,0.29,-0.29,0,8,8,0.48,11
cag3gzjcv8erx3zpp2lidzcvd,2021-2022,English Premier League,0.29,0.29,-0.29,0,6,6,2.77,15
9niqvxfgy02wzphokpoh6u66t,2021-2022,English Premier League,0.28,0.28,-0.28,0,7,7,3.38,27
e1t5rgvs2hwnldts6vn8agzc9,2021-2022,English Premier League,0.28,0.28,-0.28,0,5,5,1.04,17
f54pd3cld0qkc8ol15bk9ye39,2021-2022,English Premier League,0.28,0.28,-0.28,0,6,6,0.23,1
bbla2bv2m5sddzh1us5n8az85,2021-2022,English Premier League,0.28,0.28,-0.28,0,5,5,0.4,4
8v8c3iwgajawy736g8r7od2lm,2021-2022,English Premier League,0.28,0.28,-0.28,0,1,1,0.0,0
ezhz85tya5qbfk1x0ksrc2y21,2021-2022,English Premier League,0.27,0.27,-0.27,0,5,5,0.0,0
npyr018r8w1ubvvdy1k6f3dh,2021-2022,English Premier League,0.27,0.27,-0.27,0,7,7,0.95,20
3imsbq3n9zgkzp668lsbklg45,2021-2022,English Premier League,0.27,0.27,-0.27,0,8,8,0.46,11
80y7k4ht4s4nkta9wnf30y40l,2021-2022,English Premier League,0.27,0.27,0.73,1,2,2,0.05,1
6gzi8qf8szxn99dnwh3h6gkb9,2021-2022,English Premier League,0.26,0.26,-0.26,0,5,5,0.79,9
68n1ydedtlw2s6toghw9qiprd,2021-2022,English Premier League,0.26,0.26,0.74,1,5,5,0.91,9
172klpuv2h1enskc8fz79xg45,2021-2022,English Premier League,0.26,0.26,0.74,1,5,5,0.15,3
a5jevih0cosa0398dvl3bz3rp,2021-2022,English Premier League,0.25,0.25,-0.25,0,7,7,0.52,3
boik3ru9i1aghjgmiu0chqfah,2021-2022,English Premier League,0.25,0.25,-0.25,0,5,5,0.0,0
d4vdrtte9kb9qmlkrx1rvgk45,2021-2022,English Premier League,0.25,0.25,-0.25,0,6,6,0.0,0
4042kk7ylrs378rh26b7mh42x,2021-2022,English Premier League,0.23,0.23,-0.23,0,6,6,0.14,3
7uxt9a7t22ij4reg1uire5uqd,2021-2022,English Premier League,0.22,0.22,-0.22,0,6,6,3.17,41
c5a7z6vphv9tp9ddid5jnrnx1,2021-2022,English Premier League,0.22,0.22,-0.22,0,6,6,1.86,13
6clj9dk6hdeaomo6yi7vcsv6d,2021-2022,English Premier League,0.22,0.22,-0.22,0,6,6,0.17,4
dbebh5mvzowjrp7h4qvzxvaol,2021-2022,English Premier League,0.22,0.22,-0.22,0,6,6,1.31,10
dl10343h8yopcgerzur5samwa,2021-2022,English Premier League,0.21,0.21,-0.21,0,4,4,0.37,2
a28kr2vgqtucg82768v067a39,2021-2022,English Premier League,0.21,0.21,-0.21,0,2,2,0.32,2
6gq38x5xbyz0moa1sk0aw082x,2021-2022,English Premier League,0.2,0.2,0.8,1,5,5,0.73,10
95qrrtlyz4ikkzjbgy6exbnit,2021-2022,English Premier League,0.2,0.2,0.8,1,5,5,0.68,10
drv9wksjusdgp1np315rokzit,2021-2022,English Premier League,0.2,0.2,-0.2,0,5,5,0.64,12
dgrk1cgbyk03p3e32nj4yugru,2021-2022,English Premier League,0.2,0.2,-0.2,0,6,6,0.76,7
7oikovl62nfxs6z54dzd85gx5,2021-2022,English Premier League,0.2,0.2,-0.2,0,4,4,0.09,2
6q0c4aylpwtjwb0fonmlyjaax,2021-2022,English Premier League,0.19,0.19,-0.19,0,4,4,1.86,26
6dqnwhx0eglxhelidxg0dphm2,2021-2022,English Premier League,0.19,0.19,-0.19,0,4,4,1.86,26
40h47dhimsmeiury61w1ourx1,2021-2022,English Premier League,0.19,0.19,-0.19,0,5,5,0.15,3
edti8t30h7ukwi3wqlzaczje1,2021-2022,English Premier League,0.19,0.19,-0.19,0,3,3,0.0,0
4xvg49ogu1sz6yuiuc79k13ze,2021-2022,English Premier League,0.18,0.18,-0.18,0,4,4,0.13,3
bxxb6qww6x0pddd08kj0ydhx,2021-2022,English Premier League,0.18,0.18,-0.18,0,4,4,0.65,7
a3ms8havadt1y9x381l325txx,2021-2022,English Premier League,0.18,0.18,-0.18,0,3,3,0.65,4
2bmeynv0dhsc8sjfuaprkexre,2021-2022,English Premier League,0.18,0.18,-0.18,0,3,3,0.21,4
70jmsf551d1sspqnm8t5lrch5,2021-2022,English Premier League,0.17,0.17,-0.17,0,4,4,1.33,13
70hdfmna3nvwjlufm9rs92uzu,2021-2022,English Premier League,0.17,0.17,0.83,1,2,2,0.04,1
9bamtyvun46xn9e64lqn9ogyx,2021-2022,English Premier League,0.17,0.17,-0.17,0,4,4,0.73,10
bzvr1umoce37zyxq8hvwu1lgp,2021-2022,English Premier League,0.17,0.17,-0.17,0,5,5,0.09,2
e9f7232gs1vgtv7frh8spdbkl,2021-2022,English Premier League,0.17,0.17,-0.17,0,4,4,0.0,0
36oeunwev16uv98qh0id4qaqx,2021-2022,English Premier League,0.15,0.15,-0.15,0,5,5,0.61,4
2zfjgh5747ge9r9q0thbk123t,2021-2022,English Premier League,0.15,0.15,-0.15,0,4,4,0.36,1
6wpnjdlg2p8f19y3gjpz1su6t,2021-2022,English Premier League,0.13,0.13,-0.13,0,3,3,3.41,27
7ws6w5ad1qkd8wffyb74m28l,2021-2022,English Premier League,0.13,0.13,-0.13,0,3,3,0.62,2
55bgi895g03zhc7vdh7e7yvv9,2021-2022,English Premier League,0.12,0.12,0.88,1,4,4,0.74,3
5qfa3h4gut5jlnfkexq5m1djp,2021-2022,English Premier League,0.12,0.12,-0.12,0,3,3,1.44,12
6sv29rmngsiyx4pv6zto3mklx,2021-2022,English Premier League,0.12,0.12,-0.12,0,3,3,1.25,13
8sms9gmdoqxv60nckpyqxflqt,2021-2022,English Premier League,0.11,0.11,-0.11,0,2,2,0.5,11
55yy0p6johtu9nxk90zsfctt5,2021-2022,English Premier League,0.11,0.11,-0.11,0,2,2,0.0,0
ezrn62nekq3wpw1qs1yu1ezmd,2021-2022,English Premier League,0.11,0.11,-0.11,0,3,3,0.41,7
cr74l0rwvkf4yck0go4esw44p,2021-2022,English Premier League,0.1,0.1,-0.1,0,2,2,0.04,1
6272debmua73jpg30up9gp04p,2021-2022,English Premier League,0.09,0.09,-0.09,0,2,2,0.38,7
2kte5o0a3o1wx9fepazzstqs5,2021-2022,English Premier League,0.09,0.09,-0.09,0,3,3,0.09,2
65z99j774kjnbf7vm0u2q0jit,2021-2022,English Premier League,0.09,0.09,1.91,2,2,2,0.46,9
cfpqqzqrpzv6dq89yw7nfd1p1,2021-2022,English Premier League,0.09,0.09,-0.09,0,2,2,0.06,1
6l046k4t48abc079efzg2oic5,2021-2022,English Premier League,0.08,0.08,-0.08,0,2,2,0.11,2
chn2v9j6dqmuz2haoiuulbd91,2021-2022,English Premier League,0.08,0.08,-0.08,0,2,2,0.32,1
3fb1otw3tr49iqf1cpynrcd79,2021-2022,English Premier League,0.08,0.08,0.92,1,2,2,0.0,0
a13bt8fcp7mnpoqfrjwjsvetx,2021-2022,English Premier League,0.08,0.08,-0.08,0,2,2,0.06,1
45zetxtrvjb3muvcrr9b5it3p,2021-2022,English Premier League,0.08,0.08,0.92,1,2,2,0.17,3
9q6c7nbjhgwp2yrelznmk1gb9,2021-2022,English Premier League,0.07,0.07,-0.07,0,2,2,0.09,3
dzsd79k6345s9105mb2r4fqol,2021-2022,English Premier League,0.07,0.07,-0.07,0,2,2,0.22,4
a87w6l9zsbahdi4knm1347zs9,2021-2022,English Premier League,0.07,0.07,-0.07,0,2,2,0.39,8
9tdb905kq5becch102boicdex,2021-2022,English Premier League,0.07,0.07,-0.07,0,2,2,0.2,1
cy8xr24x4d4jd5vsqs2d9jcut,2021-2022,English Premier League,0.07,0.07,-0.07,0,2,2,0.0,0
axj86ms31y5wju5431l5j2lwq,2021-2022,English Premier League,0.07,0.07,-0.07,0,1,1,0.0,0
enyatxtjef9lacem6c8cc1mmt,2021-2022,English Premier League,0.06,0.06,-0.06,0,2,2,0.28,6
aqvkylme8y0hfk6zomed6wlwp,2021-2022,English Premier League,0.06,0.06,-0.06,0,1,1,0.04,1
cjd62gwj9ptwrrtu6y6xnpeui,2021-2022,English Premier League,0.06,0.06,-0.06,0,1,1,0.09,2
bzummkjt2ya27kvolzmqn91wp,2021-2022,English Premier League,0.06,0.06,-0.06,0,1,1,0.05,1
bs7iyv9ys61m88qh4rvb0tpzp,2021-2022,English Premier League,0.06,0.06,-0.06,0,1,1,0.24,4
6zjzpbshmem98ecmuc852di0a,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.0,0
bbgnf53iva9u2rzc6xz045j9x,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.0,0
6wa837v5i330nm5lqm9nckfrp,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.03,1
7w32oxa2v9mk5hh9ansznk3c9,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.0,0
69ivqkcipxp15b7x5jl83ud49,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.22,4
6w1s9fojh50ecti3rz8jv6jca,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.05,1
4w3454m7kftnibu5rdnb0jw0l,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.0,0
d41ua67591gafg6gb9iwg3p7u,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.0,0
1x9aotlnlnuficv4k6dtd9l91,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.0,0
29f3jvukalzylzr19t9phgxgq,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.0,0
1jz6a0l9q2v38adtntoe30t1,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.06,1
artzh7xur73vi2kaso97fl756,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.0,0
4316y525qbk02gs9l3fm8z8b9,2021-2022,English Premier League,0.05,0.05,-0.05,0,1,1,0.05,1
7gaf68yeu28zp80kkb0tqgpd6,2021-2022,English Premier League,0.04,0.04,-0.04,0,1,1,0.0,0
c2kzyykn8bwtswj6lacvrj3s9,2021-2022,English Premier League,0.04,0.04,-0.04,0,1,1,0.0,0
5g725u1zyc8og1hesmg30wyxh,2021-2022,English Premier League,0.04,0.04,0.96,1,1,1,0.04,1
erdqr6vrr5tlfypbks3og0dlh,2021-2022,English Premier League,0.04,0.04,-0.04,0,1,1,0.28,1
29i4ruk1vkwrl1w9vg9ggqpqt,2021-2022,English Premier League,0.04,0.04,-0.04,0,1,1,0.0,0
a1oi2uvchhnwi4kqw9npdp0q1,2021-2022,English Premier League,0.04,0.04,-0.04,0,1,1,0.0,0
2axi9gr1lhuewlt06emrk44q1,2021-2022,English Premier League,0.04,0.04,-0.04,0,1,1,0.37,3
aarmpoi343teu4medudpl49ka,2021-2022,English Premier League,0.04,0.04,-0.04,0,1,1,0.0,0
77cfyl34koayx5uzza87go2y1,2021-2022,English Premier League,0.04,0.04,-0.04,0,1,1,0.03,1
d394go61g90f1u6bddu1narit,2021-2022,English Premier League,0.03,0.03,-0.03,0,1,1,0.03,1
29dp5gmu5xbd04mozwxq5tjh1,2021-2022,English Premier League,0.03,0.03,-0.03,0,1,1,0.56,4
7wu5l9m2kt30c4nifxdi3btg5,2021-2022,English Premier League,0.03,0.03,-0.03,0,1,1,0.04,1
8olbkp9lqy3em5s9h7a4aod4a,2021-2022,English Premier League,0.03,0.03,-0.03,0,1,1,0.0,0
bq2q90k6q53nlf53et7j46cid,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.18,4
d73maq8id4xflzaj6jfxlduj9,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.03,1
d9yxninyn4bac8f0ufxsnlqll,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.62,3
9s9i1a7hdq5bud8ma2dqi295h,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.13,3
3zl1q2gk6tdmzirsyfgm38no5,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.04,1
22s7hpp9k5ihtc2pwiaytdp05,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.05,1
3fzhzvsdd41o4b1lq4ozydgwl,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.18,4
e8dina16u5kt5ho4u5igtmimt,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.32,8
eagrmpe9ft8daly57l1ja8lhx,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.03,1
d3p7p18i2ybzlwz5p5gjdd239,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.1,2
7w4l5mrrrg66wvdd8ndb5zb9x,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.12,3
53d0pvr7ylvfhp6p749iniqc5,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.76,2
e6la6wx7o6x7k4srpq8tdsafp,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.23,4
96yg5g3b9o4gqbo2p299h4gdl,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.04,1
4b3axlxopby87f4luevihgwdl,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.04,1
ab2502dhe0p0fr35nf7urjxbe,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.04,1
9y3cnx4ymvbndjyu6sk936k4q,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.04,1
9q1pgu6p4wcn9qg4idxsipql1,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.35,3
8bhdwi4p824s82bbzkh2vy6t,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.15,3
6fz5d1z4587tqdldr261cp1p1,2021-2022,English Premier League,1.57,0.0,0.0,0,2,0,0.17,3
dvks9tdtrt7orsbravvxpz59m,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.03,1
71rob1lsnmdviy1siakkzpqdx,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.9,5
dp3cwbaz62y3kemf4b6dg08vd,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.45,2
y51k2gwbs4xmkao0mnaaa76d,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.12,2
8govqd0xf8ijst50tgypaep5h,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.36,3
8wp415u3d2culxpmg7vzk33kl,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.51,2
ombvyo6p3p5khkn91vubvpat,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.35,2
4iijb6llnz28unsz4rirr3umt,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.08,2
a7uo47nehqo2irfllck81uqxh,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.08,2
bhsoe49s9vpa6v62rswirhsl,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.07,1
3mgjcyaseuexxlssgatjgsand,2021-2022,English Premier League,0.0,0.0,0.0,0,0,0,0.47,1
c1mm3hdfcs78obhxmhailzidx,2021-2022,LaLiga,22.85,14.21,5.79,20,128,117,8.52,63
b4witgokm49tidm1a83qcvbop,2021-2022,LaLiga,12.33,12.33,4.67,17,80,80,8.46,73
ddvvwqxpsqqboupi3gx1ijhed,2021-2022,LaLiga,12.98,12.2,-5.2,7,95,94,5.88,34
diixuwl5rn7f8vjleqfqy4st1,2021-2022,LaLiga,15.02,11.1,0.9,12,106,101,1.89,28
cs2yx3hiqjsb4i5ul2r5kmdat,2021-2022,LaLiga,13.93,10.01,4.99,15,90,85,6.26,58
c4je25rkbg2n45xs5iurevhlh,2021-2022,LaLiga,8.95,8.95,7.05,16,55,55,2.0,19
4rktv6j9sioe0gmu7jt77fsh5,2021-2022,LaLiga,11.0,8.65,-1.65,7,62,59,1.75,14
9y7202khwzb48ea7im646m11x,2021-2022,LaLiga,12.41,8.49,1.51,10,81,76,4.35,40
4sojot9t32l4a6fm3e39xkcfd,2021-2022,LaLiga,8.37,8.37,1.63,10,62,62,0.24,5
d1d3v27d4r6vme6n2w5umaacp,2021-2022,LaLiga,8.94,8.15,-0.15,8,86,85,3.19,30
d67qj0sakwrfzbscleo4dbget,2021-2022,LaLiga,13.29,7.79,0.21,8,97,90,3.21,32
7x6mnev1ob4u5ffmdsvusb4rt,2021-2022,LaLiga,9.33,7.76,-3.76,4,73,71,3.12,21
93ysty1r8uw717axrz77q88ut,2021-2022,LaLiga,8.52,7.74,-0.74,7,60,59,2.11,20
actvnm36s31zf8wh8hjikzlqt,2021-2022,LaLiga,7.64,7.64,3.36,11,37,37,1.05,7
b64p21hmhsqgrn6n04mk00zpx,2021-2022,LaLiga,10.64,7.5,6.5,14,86,82,1.85,28
127eg3g8ig8j7obxtyc2tl8t1,2021-2022,LaLiga,7.37,7.37,2.63,10,64,64,2.24,33
946z96r5q70ryslp3hlhafnx1,2021-2022,LaLiga,8.92,7.35,-1.35,6,45,43,0.83,9
1jffh172t15s6ws7nou0fc251,2021-2022,LaLiga,7.94,7.16,-0.16,7,51,50,1.51,15
d92yjctlxrjuk1wem4nmq00k5,2021-2022,LaLiga,9.49,7.13,1.87,9,54,51,1.74,15
b37h0rc96jh4e34x6iru2plud,2021-2022,LaLiga,10.92,6.99,1.01,8,61,56,4.69,47
9rm3r46uzxlmuqnp0jo4danhm,2021-2022,LaLiga,6.7,6.7,-0.7,6,37,37,2.06,10
6fdvv4zs5pl6qj7pp6tsp5iad,2021-2022,LaLiga,6.46,6.46,5.54,12,50,50,3.55,27
1dpngw8qvpkfcp4simfj5jv11,2021-2022,LaLiga,6.91,6.12,3.88,10,46,45,3.13,28
8eh38t4oyyt728co362f6uqqd,2021-2022,LaLiga,5.96,5.96,1.04,7,68,68,5.7,48
6akzpi6rd6qq0ke07ojnhpoet,2021-2022,LaLiga,5.94,5.94,-1.94,4,35,35,2.21,20
2szgrzcosfeifh664tgt3mfvt,2021-2022,LaLiga,6.65,5.87,-2.87,3,52,51,2.74,11
4eezya3lwcwur6c8s6rl0rzvu,2021-2022,LaLiga,5.8,5.8,0.2,6,27,27,3.38,24
4z60ztggqxzfbp8w9ijoqefop,2021-2022,LaLiga,5.74,5.74,2.26,8,39,39,3.7,18
8ty68f4i1lwjdktycd2oy5a6t,2021-2022,LaLiga,5.62,5.62,0.38,6,51,51,1.74,18
aziqdd6dqjjgr6ifmzve0cz4l,2021-2022,LaLiga,7.76,5.4,0.6,6,49,46,1.62,19
7pmigpf4yfi6dfih8e1ogdwb9,2021-2022,LaLiga,6.93,5.36,4.64,10,69,67,4.65,48
a8ws0c0qiekoeqib6xxet0ixh,2021-2022,LaLiga,5.34,5.34,-0.34,5,29,29,4.11,45
716n1970vi9rvw5b4w9qmjfth,2021-2022,LaLiga,5.33,5.33,-2.33,3,47,47,3.68,26
9m2qujt0h0zrd0n1akjqjo0r9,2021-2022,LaLiga,5.31,5.31,0.69,6,41,41,1.94,24
4l2rgx65vzgrrxorbc1edq8yd,2021-2022,LaLiga,5.99,5.2,-1.2,4,53,52,1.92,19
3ia1z3fooszynz9a81dn17oid,2021-2022,LaLiga,5.18,5.18,1.82,7,49,49,0.77,11
c157xhi78x9cykn7xz816bjd,2021-2022,LaLiga,5.16,5.16,-1.16,4,46,46,3.47,27
3r9gdse50kyeq9ya1o3ul0e6t,2021-2022,LaLiga,7.49,5.14,-0.14,5,68,65,2.18,19
4bbqmasyopxoymo4umcxd4e09,2021-2022,LaLiga,5.91,5.12,-1.12,4,37,36,1.28,6
