root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Ground Duels won,Blocks,Leftside Passes,Shots On Target ( inc goals ),Total Tackles,Corners Won,Total Fouls Conceded,Foul Attempted Tackle,Unsuccessful Launches,Total Losses Of Possession,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Long Passes,Total Clearances,Touches,Rightside Passes,Unsuccessful Short Passes,Successful Crosses & Corners,Appearances,Successful Lay-offs,Tackles Lost,Successful Crosses open play,Forward Passes,Throw Ins to Own Player,Aerial Duels lost,Penalty Goals Conceded,Goals Conceded,Unsuccessful Dribbles,Goals Conceded Inside Box,Handballs conceded,Unsuccessful Passes Own Half,Interceptions,Ground Duels lost,Duels,Ground Duels,Open Play Passes,Index,Clean Sheets,Key Passes (Attempt Assists),Successful Fifty Fifty,Successful Short Passes,Unsuccessful Passes Opposition Half,Starts,Fifty Fifty,Successful Dribbles,Recoveries,Tackles Won,Duels lost,Successful Passes Opposition Half,Successful Passes Own Half,Times Tackled,Duels won,PutThrough/Blocked Distribution,Blocked Shots,Yellow Cards,Throw Ins to Opposition Player,Backward Passes,Overruns,Unsuccessful Long Passes,Total Shots,Aerial Duels,Goals Conceded Outside Box,Total Touches In Opposition Box,Shots Off Target (inc woodwork),Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Substitute Off,Aerial Duels won,Total Passes,Unsuccessful Crosses & Corners,Games Played,Total Fouls Won,Substitute On,Winning Goal,Successful Launches,Offsides,Corners Taken (incl short corners),Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Attempts from Set Pieces,Hit Woodwork,Goals from Inside Box,Goals,Assists (Intentional),Second Goal Assists,Left Foot Goals,Goal Assists,Home Goals,Away Goals,Foul Won Penalty,Unsuccessful lay-offs,Through balls,Right Foot Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Own Goal Scored,Saves Made from Outside Box,Catches,Saves Made from Inside Box,Penalties Faced,Goal Kicks,Penalties Saved,Punches,Goalkeeper Smother,Drops,Saves made - parried,GK Successful Distribution,Saves from Penalty,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Headed Goals,Set Pieces Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Taken,Penalty Goals,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Last Player Tackle,Other Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Final Third Touches,Goals Openplay
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,Midfielder,4,130.0,5.0,421.0,3.0,39.0,8.0,59.0,41.0,8.0,274.0,1147.0,1202.0,114.0,12.0,1745.0,410.0,126.0,4.0,31.0,7.0,17.0,4.0,337.0,4.0,26.0,6.0,44.0,24.0,38.0,2.0,37.0,23.0,159.0,333.0,289.0,1298.0,10.0,5.0,13.0,37.0,1088.0,127.0,28.0,68.0,47.0,188.0,22.0,185.0,661.0,545.0,72.0,148.0,43.0,3.0,7.0,1.0,186.0,1.0,26.0,7.0,44.0,6.0,12.0,4.0,2444.0,152.0,25.0,12.0,7.0,18.0,1354.0,12.0,31.0,44.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,8m40wao3p52gtklegqx07w7h1,A. Barreca,Defender,27,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0,23.0,24.0,2.0,1.0,57.0,11.0,4.0,1.0,3.0,,1.0,1.0,11.0,7.0,2.0,1.0,1.0,,1.0,,,,1.0,7.0,2.0,28.0,7.0,,1.0,1.0,22.0,16.0,1.0,1.0,,3.0,,3.0,17.0,8.0,,4.0,2.0,,,3.0,7.0,,2.0,2.0,5.0,,3.0,1.0,84.0,6.0,,7.0,1.0,3.0,30.0,10.0,3.0,,2.0,0.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,7358y8d8v19qn6s8h0kx7tn11,M. Benassi,Midfielder,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,5bi4t2dob5mo0okdbv6sna6fo,A. Bianco,Midfielder,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,66at96kfhvigkny465lkmrnbp,C. Biraghi,Defender,3,77.0,9.0,25.0,6.0,42.0,32.0,27.0,16.0,35.0,616.0,869.0,907.0,52.0,50.0,2041.0,454.0,190.0,65.0,35.0,,19.0,30.0,477.0,203.0,19.0,7.0,49.0,16.0,41.0,1.0,72.0,27.0,65.0,171.0,142.0,1150.0,10.0,5.0,44.0,30.0,855.0,440.0,31.0,49.0,13.0,136.0,23.0,84.0,624.0,348.0,21.0,87.0,64.0,6.0,8.0,39.0,242.0,3.0,101.0,19.0,29.0,8.0,56.0,13.0,2809.0,291.0,14.0,133.0,9.0,10.0,1198.0,221.0,35.0,23.0,4.0,0.0,14.0,4.0,85.0,54.0,,24.0,7.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,Midfielder,5,115.0,2.0,280.0,12.0,34.0,7.0,39.0,22.0,9.0,283.0,734.0,752.0,49.0,11.0,1337.0,209.0,130.0,10.0,34.0,12.0,15.0,7.0,224.0,,32.0,5.0,38.0,20.0,33.0,2.0,42.0,39.0,122.0,298.0,237.0,892.0,10.0,2.0,22.0,33.0,703.0,147.0,27.0,75.0,40.0,140.0,19.0,154.0,477.0,285.0,50.0,144.0,49.0,17.0,5.0,1.0,200.0,2.0,31.0,27.0,61.0,5.0,41.0,15.0,2266.0,161.0,24.0,14.0,19.0,29.0,913.0,28.0,34.0,41.0,7.0,0.0,2.0,7.0,16.0,11.0,,3.0,1.0,2.0,1.0,3.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,9t753r5hnyq6qe5o7csuurw15,F. Brancolini,Goalkeeper,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,80t08iyo94ace5egjbeciv9p1,José Callejón,Forward,7,28.0,1.0,112.0,1.0,10.0,3.0,6.0,1.0,,88.0,189.0,193.0,12.0,5.0,360.0,28.0,42.0,8.0,20.0,1.0,3.0,6.0,38.0,9.0,9.0,2.0,13.0,3.0,11.0,,6.0,4.0,18.0,64.0,46.0,231.0,11.0,,4.0,7.0,181.0,57.0,6.0,19.0,6.0,33.0,7.0,27.0,131.0,70.0,9.0,37.0,14.0,3.0,,4.0,58.0,,1.0,7.0,18.0,2.0,14.0,6.0,656.0,43.0,3.0,19.0,6.0,9.0,236.0,20.0,20.0,12.0,14.0,0.0,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,f0d8cjxx5cw5i22m0yy6azb2t,G. Castrovilli,Midfielder,17,126.0,2.0,123.0,13.0,33.0,14.0,41.0,24.0,2.0,348.0,547.0,555.0,41.0,12.0,1217.0,223.0,135.0,10.0,34.0,12.0,14.0,10.0,226.0,8.0,39.0,7.0,39.0,35.0,35.0,1.0,27.0,34.0,157.0,335.0,283.0,698.0,10.0,3.0,15.0,57.0,514.0,151.0,29.0,100.0,30.0,136.0,19.0,196.0,399.0,166.0,86.0,139.0,55.0,4.0,8.0,2.0,135.0,9.0,17.0,28.0,52.0,4.0,60.0,15.0,2346.0,152.0,23.0,18.0,20.0,13.0,707.0,26.0,34.0,63.0,5.0,2.0,2.0,1.0,5.0,5.0,1.0,,,1.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,9mldc318nq0tli73wjh6ueket,F. Ceccherini,Defender,17,66.0,13.0,224.0,,20.0,2.0,52.0,24.0,32.0,226.0,786.0,820.0,56.0,74.0,1321.0,287.0,118.0,1.0,28.0,,7.0,1.0,410.0,11.0,47.0,3.0,30.0,4.0,25.0,,63.0,47.0,66.0,256.0,132.0,967.0,14.0,3.0,5.0,46.0,764.0,128.0,26.0,81.0,11.0,104.0,13.0,113.0,288.0,533.0,10.0,143.0,16.0,1.0,10.0,2.0,85.0,1.0,68.0,11.0,124.0,5.0,28.0,11.0,2015.0,186.0,8.0,5.0,13.0,77.0,1006.0,5.0,28.0,36.0,2.0,0.0,11.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,c6nl81c1q4unq5js94s6s942x,F. Chiesa,Forward,25,146.0,2.0,207.0,26.0,53.0,34.0,32.0,22.0,7.0,338.0,617.0,628.0,37.0,16.0,1371.0,184.0,132.0,24.0,33.0,10.0,25.0,19.0,182.0,43.0,31.0,4.0,29.0,43.0,25.0,1.0,31.0,13.0,136.0,320.0,282.0,771.0,25.0,,41.0,23.0,591.0,180.0,31.0,65.0,54.0,114.0,28.0,167.0,449.0,203.0,71.0,153.0,55.0,16.0,3.0,5.0,209.0,3.0,22.0,54.0,38.0,4.0,147.0,28.0,2468.0,154.0,24.0,50.0,22.0,7.0,782.0,57.0,33.0,39.0,2.0,0.0,3.0,13.0,16.0,6.0,,6.0,,3.0,8.0,9.0,8.0,,4.0,9.0,3.0,6.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,9mr6n2dg6vvejeijx2ddpd7v8,L. Chiti,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,7dnu1vdavskc4ct33k88lpdcl,P. Cutrone,Forward,63,7.0,,9.0,1.0,4.0,1.0,8.0,3.0,,25.0,36.0,39.0,,,84.0,13.0,8.0,,11.0,4.0,1.0,,8.0,,7.0,,6.0,,5.0,,1.0,1.0,16.0,33.0,23.0,47.0,11.0,,,3.0,39.0,13.0,,9.0,,5.0,3.0,23.0,30.0,9.0,7.0,10.0,2.0,,,,20.0,,3.0,3.0,10.0,1.0,7.0,2.0,185.0,11.0,1.0,3.0,,3.0,50.0,3.0,11.0,3.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,74xoktrm0qxvttpznp8w7k05x,M. Cáceres,Defender,22,49.0,14.0,257.0,6.0,28.0,8.0,19.0,8.0,32.0,267.0,696.0,736.0,74.0,49.0,1267.0,186.0,108.0,10.0,29.0,,16.0,10.0,374.0,72.0,24.0,5.0,37.0,5.0,34.0,1.0,63.0,14.0,53.0,151.0,102.0,870.0,10.0,4.0,8.0,22.0,662.0,153.0,26.0,42.0,3.0,126.0,12.0,77.0,408.0,338.0,15.0,74.0,32.0,1.0,4.0,19.0,100.0,,73.0,14.0,49.0,3.0,24.0,8.0,2241.0,181.0,6.0,35.0,7.0,25.0,917.0,35.0,29.0,18.0,3.0,1.0,10.0,,,,1.0,,,,2.0,2.0,1.0,,1.0,2.0,0.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,93brd927scl69bpv3whaqm4iy,C. Dalle Mura,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,Goalkeeper,69,6.0,,135.0,,1.0,,1.0,1.0,182.0,356.0,279.0,540.0,229.0,30.0,1225.0,153.0,8.0,,36.0,,1.0,,601.0,,1.0,8.0,55.0,,47.0,,60.0,1.0,1.0,15.0,7.0,461.0,10.0,7.0,,2.0,311.0,289.0,36.0,3.0,,296.0,,2.0,139.0,401.0,,13.0,,,,,,,341.0,,8.0,8.0,,,3149.0,349.0,,,2.0,7.0,889.0,,36.0,6.0,,0.0,66.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,32.0,20.0,55.0,10.0,260.0,2.0,17.0,4.0,4.0,26.0,343.0,2.0,1.0,87.0,77.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,6mit9txkiacrr2dq1i27rm76d,A. Duncan,Midfielder,32,54.0,,183.0,,21.0,6.0,18.0,14.0,10.0,184.0,534.0,545.0,43.0,8.0,859.0,173.0,95.0,1.0,23.0,6.0,11.0,,229.0,3.0,16.0,2.0,19.0,9.0,13.0,,33.0,18.0,56.0,136.0,110.0,657.0,13.0,3.0,10.0,12.0,502.0,104.0,14.0,33.0,19.0,89.0,10.0,72.0,317.0,229.0,19.0,64.0,21.0,3.0,2.0,,85.0,2.0,30.0,5.0,26.0,6.0,6.0,5.0,1228.0,125.0,10.0,11.0,9.0,10.0,670.0,12.0,23.0,14.0,9.0,0.0,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,dvwsii16tr9miqzee5lji10d0,E. Duțu,Defender,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,1y7z2yjgnk2r7wu0o07pkduqd,V. Eysseric,Midfielder,92,28.0,,94.0,5.0,14.0,4.0,12.0,8.0,2.0,124.0,242.0,249.0,26.0,7.0,471.0,95.0,54.0,6.0,16.0,,6.0,4.0,85.0,1.0,9.0,1.0,17.0,3.0,14.0,,16.0,7.0,28.0,75.0,56.0,310.0,11.0,,8.0,8.0,223.0,82.0,6.0,27.0,3.0,40.0,8.0,37.0,191.0,64.0,10.0,38.0,20.0,6.0,2.0,2.0,46.0,2.0,17.0,7.0,19.0,3.0,13.0,2.0,727.0,71.0,11.0,16.0,4.0,10.0,320.0,27.0,16.0,11.0,10.0,0.0,1.0,,12.0,8.0,,2.0,1.0,,2.0,2.0,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,3hto0r4tj8tj79zogjhi41gb9,J. Illanes,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,dx6lafsqdg1cvuh41zb1hju8l,A. Kokorin,Forward,91,1.0,,6.0,,1.0,,1.0,1.0,,6.0,24.0,25.0,,,34.0,10.0,4.0,,4.0,2.0,1.0,,5.0,1.0,1.0,,2.0,,2.0,,1.0,,3.0,5.0,4.0,29.0,10.0,,,2.0,25.0,4.0,,7.0,,3.0,,4.0,19.0,6.0,1.0,1.0,3.0,,1.0,,9.0,,1.0,,1.0,,1.0,,91.0,5.0,1.0,,,,30.0,,4.0,,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,6gjn7pt0i34q45g4porckuj8p,C. Kouamé,Forward,99,56.0,1.0,75.0,6.0,9.0,4.0,25.0,9.0,1.0,177.0,217.0,230.0,2.0,4.0,534.0,71.0,85.0,1.0,33.0,7.0,5.0,1.0,57.0,3.0,57.0,3.0,17.0,11.0,14.0,,12.0,5.0,67.0,219.0,123.0,304.0,10.0,,11.0,25.0,228.0,80.0,9.0,49.0,16.0,31.0,4.0,124.0,159.0,72.0,35.0,95.0,19.0,3.0,4.0,,114.0,,2.0,14.0,96.0,3.0,56.0,8.0,980.0,87.0,8.0,5.0,7.0,39.0,317.0,5.0,33.0,32.0,24.0,0.0,,5.0,,,,,,,1.0,1.0,1.0,,,1.0,0.0,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,9qpkzs1jzv0k3ui0pk41qsk16,D. Krastev,Defender,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,agmcwbzoertg4l8njpdai7kl,Pol Lirola,Defender,21,26.0,3.0,86.0,,13.0,4.0,4.0,3.0,5.0,97.0,160.0,163.0,9.0,8.0,358.0,11.0,43.0,4.0,12.0,,5.0,4.0,71.0,37.0,4.0,,10.0,6.0,9.0,,20.0,6.0,20.0,53.0,46.0,215.0,10.0,,5.0,5.0,154.0,53.0,4.0,14.0,10.0,30.0,8.0,24.0,90.0,77.0,10.0,29.0,7.0,1.0,3.0,5.0,50.0,1.0,12.0,1.0,7.0,1.0,12.0,1.0,494.0,55.0,3.0,18.0,2.0,3.0,218.0,18.0,12.0,3.0,8.0,0.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,a1bx44e1wr9bjrrbwuytmup5h,K. Malcuit,Defender,25,13.0,,48.0,,7.0,5.0,4.0,2.0,1.0,47.0,73.0,73.0,3.0,6.0,174.0,3.0,16.0,1.0,7.0,,3.0,1.0,20.0,15.0,2.0,1.0,3.0,5.0,3.0,,3.0,5.0,14.0,32.0,27.0,94.0,10.0,,1.0,3.0,70.0,27.0,2.0,7.0,5.0,9.0,4.0,16.0,44.0,30.0,8.0,16.0,9.0,1.0,,2.0,23.0,2.0,5.0,1.0,5.0,,7.0,1.0,236.0,21.0,5.0,9.0,1.0,3.0,94.0,9.0,7.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,eq7q971ebxu7ipqbyvj5n4c15,L. Martínez Quarta,Defender,28,56.0,9.0,222.0,4.0,32.0,4.0,23.0,12.0,34.0,193.0,619.0,644.0,57.0,44.0,1071.0,180.0,82.0,3.0,21.0,,12.0,3.0,356.0,21.0,22.0,2.0,27.0,10.0,25.0,3.0,44.0,39.0,59.0,165.0,115.0,771.0,11.0,2.0,7.0,25.0,587.0,111.0,15.0,50.0,14.0,107.0,20.0,81.0,274.0,373.0,16.0,84.0,23.0,5.0,4.0,5.0,39.0,,71.0,11.0,50.0,2.0,25.0,7.0,1482.0,153.0,18.0,2.0,4.0,28.0,797.0,2.0,21.0,10.0,6.0,0.0,6.0,,,,1.0,,,3.0,1.0,1.0,,,,,1.0,0.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,Defender,4,73.0,33.0,571.0,10.0,49.0,6.0,56.0,34.0,45.0,271.0,1306.0,1363.0,84.0,122.0,2055.0,285.0,141.0,,34.0,,20.0,,612.0,72.0,30.0,8.0,52.0,3.0,46.0,,98.0,44.0,75.0,279.0,148.0,1521.0,10.0,8.0,6.0,36.0,1279.0,129.0,34.0,74.0,8.0,148.0,29.0,105.0,508.0,855.0,7.0,174.0,26.0,2.0,7.0,21.0,116.0,,80.0,19.0,131.0,6.0,29.0,9.0,3036.0,221.0,9.0,6.0,1.0,101.0,1584.0,6.0,34.0,16.0,,0.0,4.0,,,,1.0,,,,3.0,3.0,,,,1.0,3.0,0.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,7o6ktiqjswcftkuh6xa6us2ne,Tòfol Montiel,Midfielder,19,1.0,,1.0,,,,,,,2.0,1.0,2.0,1.0,,5.0,,1.0,,2.0,,,,,,,,,,,,1.0,,2.0,3.0,3.0,2.0,58.0,,,,1.0,,,,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,3.0,1.0,,,,,3.0,,2.0,1.0,2.0,0.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,c7cx5v0yt6kq8nwyan70nfc6i,L. Munteanu,Forward,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,en76b7xi8bu93m0zfxogirhsl,M. Olivera,Defender,15,3.0,1.0,10.0,,2.0,,1.0,1.0,1.0,4.0,26.0,26.0,5.0,8.0,45.0,11.0,2.0,,2.0,,2.0,,8.0,,2.0,,,,,,1.0,,1.0,7.0,4.0,29.0,35.0,1.0,,2.0,21.0,2.0,1.0,2.0,,2.0,,3.0,13.0,13.0,,4.0,2.0,,,,,,1.0,,3.0,,,,91.0,3.0,2.0,,,1.0,29.0,,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,7rfcycybym05sbe0j1g6yhfx1,G. Pezzella,Defender,20,52.0,14.0,408.0,2.0,34.0,2.0,33.0,16.0,35.0,195.0,973.0,997.0,63.0,105.0,1467.0,320.0,101.0,,32.0,,14.0,,359.0,3.0,48.0,7.0,48.0,,42.0,2.0,59.0,36.0,43.0,209.0,95.0,1142.0,10.0,5.0,3.0,31.0,934.0,117.0,32.0,66.0,1.0,130.0,20.0,91.0,237.0,760.0,1.0,118.0,20.0,4.0,5.0,1.0,84.0,,73.0,12.0,114.0,6.0,30.0,10.0,2748.0,174.0,12.0,2.0,5.0,66.0,1171.0,2.0,32.0,17.0,,0.0,21.0,4.0,,,2.0,,,1.0,1.0,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,15cmac5pmlah0xn8rvy1kg4fe,F. Ponsi,Defender,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2020-2021,ACF Fiorentina,ACF_Fiorentina,c5lzozvx7q897ugyibpfw3zyt,E. Pulgar,Midfielder,15,74.0,10.0,324.0,3.0,41.0,13.0,23.0,15.0,11.0,253.0,855.0,907.0,64.0,40.0,1432.0,288.0,121.0,21.0,31.0,1.0,23.0,6.0,330.0,3.0,12.0,4.0,30.0,4.0,28.0,2.0,48.0,41.0,57.0,171.0,131.0,1004.0,10.0,5.0,18.0,35.0,843.0,170.0,21.0,68.0,11.0,139.0,18.0,69.0,513.0,415.0,9.0,102.0,35.0,6.0,8.0,,124.0,,38.0,10.0,40.0,2.0,1.0,7.0,1996.0,159.0,14.0,9.0,5.0,28.0,1066.0,59.0,31.0,22.0,10.0,0.0,6.0,,43.0,27.0,1.0,11.0,4.0,1.0,,1.0,3.0,,,3.0,1.0,0.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
