root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Ground Duels won,Blocks,Leftside Passes,Shots On Target ( inc goals ),Total Tackles,Corners Won,Total Fouls Conceded,Foul Attempted Tackle,Unsuccessful Launches,Total Losses Of Possession,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Long Passes,Total Clearances,Touches,Rightside Passes,Unsuccessful Short Passes,Successful Crosses & Corners,Appearances,Successful Lay-offs,Tackles Lost,Successful Crosses open play,Forward Passes,Throw Ins to Own Player,Aerial Duels lost,Penalty Goals Conceded,Goals Conceded,Unsuccessful Dribbles,Goals Conceded Inside Box,Handballs conceded,Unsuccessful Passes Own Half,Interceptions,Ground Duels lost,Duels,Ground Duels,Open Play Passes,Index,Clean Sheets,Key Passes (Attempt Assists),Successful Fifty Fifty,Successful Short Passes,Unsuccessful Passes Opposition Half,Starts,Fifty Fifty,Successful Dribbles,Recoveries,Tackles Won,Duels lost,Successful Passes Opposition Half,Successful Passes Own Half,Times Tackled,Duels won,PutThrough/Blocked Distribution,Blocked Shots,Yellow Cards,Throw Ins to Opposition Player,Backward Passes,Overruns,Unsuccessful Long Passes,Total Shots,Aerial Duels,Goals Conceded Outside Box,Total Touches In Opposition Box,Shots Off Target (inc woodwork),Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),PutThrough/Blocked Distribution Won,Unsuccessful Crosses open play,Substitute Off,Aerial Duels won,Total Passes,Unsuccessful Crosses & Corners,Games Played,Total Fouls Won,Substitute On,Winning Goal,Successful Launches,Offsides,Corners Taken (incl short corners),Unsuccessful Corners into Box,Penalties Conceded,Successful Corners into Box,Attempts from Set Pieces,Hit Woodwork,Goals from Inside Box,Goals,Assists (Intentional),Second Goal Assists,Left Foot Goals,Goal Assists,Home Goals,Away Goals,Foul Won Penalty,Unsuccessful lay-offs,Through balls,Right Foot Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Own Goal Scored,Saves Made from Outside Box,Catches,Saves Made from Inside Box,Penalties Faced,Goal Kicks,Penalties Saved,Punches,Goalkeeper Smother,Drops,Saves made - parried,GK Successful Distribution,Saves from Penalty,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Headed Goals,Set Pieces Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Taken,Penalty Goals,Last Man Tackle,Crosses not Claimed,Penalties Off Target,Last Player Tackle,Other Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Final Third Touches,Goals Openplay
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,2fwc6b5gg9sp5o9j044k8bwq2,G. Garofani,Goalkeeper,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,Defender,4,57.0,15.0,540.0,7.0,33.0,6.0,39.0,21.0,33.0,251.0,1095.0,1118.0,74.0,82.0,1690.0,148.0,112.0,6.0,32.0,1.0,14.0,6.0,476.0,42.0,33.0,2.0,27.0,10.0,20.0,1.0,44.0,19.0,63.0,203.0,120.0,1276.0,12.0,11.0,10.0,,1044.0,150.0,30.0,,9.0,116.0,19.0,96.0,489.0,635.0,22.0,107.0,32.0,8.0,7.0,6.0,135.0,1.0,69.0,27.0,83.0,7.0,49.0,20.0,2640.0,181.0,11.0,13.0,7.0,50.0,1299.0,13.0,32.0,15.0,2.0,4.0,11.0,,,,,,,1.0,4.0,4.0,,,,,3.0,1.0,1.0,,1.0,3.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,2.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,2ya2ozbgvtrwx5fp5ekdo9fx1,S. Gori,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,el1iasw3t612r6gawvodhyf4k,L. Hasa,Midfielder,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,d2hnxi1yi5rgqj1tvxh1813x0,Dean Huijsen,Defender,13,13.0,4.0,169.0,2.0,10.0,1.0,10.0,8.0,14.0,66.0,400.0,411.0,19.0,27.0,550.0,106.0,38.0,,14.0,,5.0,,153.0,7.0,7.0,,10.0,1.0,8.0,,21.0,4.0,16.0,45.0,29.0,458.0,95.0,,1.0,,392.0,38.0,4.0,,1.0,25.0,5.0,23.0,134.0,277.0,3.0,22.0,13.0,1.0,4.0,,41.0,,20.0,5.0,16.0,2.0,9.0,3.0,515.0,58.0,3.0,1.0,2.0,9.0,469.0,1.0,14.0,2.0,10.0,0.0,2.0,,,,,,,,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,5.0,,,,,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,9p621hq50jdkujzy4309sagkq,S. Iling-Junior,Forward,17,35.0,5.0,32.0,4.0,23.0,6.0,15.0,13.0,8.0,150.0,270.0,275.0,7.0,18.0,594.0,151.0,58.0,19.0,24.0,2.0,10.0,10.0,94.0,36.0,3.0,,10.0,14.0,9.0,1.0,23.0,6.0,47.0,94.0,82.0,341.0,13.0,1.0,17.0,,268.0,76.0,4.0,,7.0,40.0,13.0,50.0,184.0,110.0,26.0,44.0,29.0,,1.0,2.0,70.0,4.0,14.0,9.0,12.0,1.0,25.0,5.0,800.0,72.0,12.0,20.0,2.0,9.0,347.0,27.0,24.0,5.0,20.0,0.0,,1.0,12.0,5.0,,6.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,3zqpvn7r1c779l9vwwh7yukfd,M. Kean,Forward,18,34.0,1.0,16.0,4.0,7.0,4.0,13.0,5.0,1.0,98.0,59.0,65.0,4.0,5.0,238.0,20.0,27.0,,19.0,17.0,3.0,,19.0,1.0,6.0,,4.0,18.0,2.0,,6.0,2.0,49.0,99.0,83.0,87.0,12.0,,5.0,,61.0,23.0,8.0,,14.0,18.0,4.0,55.0,43.0,22.0,34.0,44.0,8.0,4.0,2.0,,38.0,2.0,1.0,12.0,16.0,2.0,23.0,8.0,650.0,28.0,3.0,1.0,8.0,10.0,93.0,1.0,19.0,13.0,11.0,0.0,,7.0,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,555z9bynvux7oruirg67r8i51,F. Kostić,Midfielder,18,60.0,8.0,28.0,3.0,37.0,24.0,19.0,12.0,25.0,334.0,566.0,579.0,25.0,33.0,1265.0,258.0,99.0,45.0,29.0,,14.0,20.0,253.0,102.0,17.0,,15.0,15.0,10.0,1.0,49.0,9.0,65.0,154.0,125.0,705.0,11.0,1.0,36.0,,554.0,213.0,26.0,,6.0,73.0,23.0,82.0,356.0,268.0,31.0,72.0,59.0,11.0,2.0,7.0,179.0,2.0,40.0,10.0,29.0,5.0,32.0,7.0,1831.0,139.0,21.0,83.0,23.0,12.0,718.0,123.0,29.0,18.0,3.0,0.0,7.0,7.0,60.0,32.0,,25.0,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,Defender,12,28.0,7.0,74.0,1.0,13.0,1.0,17.0,12.0,7.0,90.0,410.0,430.0,24.0,23.0,664.0,193.0,36.0,3.0,16.0,,6.0,3.0,180.0,46.0,9.0,,6.0,3.0,4.0,1.0,15.0,15.0,24.0,73.0,52.0,469.0,13.0,1.0,5.0,,406.0,46.0,8.0,,3.0,34.0,7.0,33.0,205.0,228.0,7.0,40.0,10.0,1.0,1.0,13.0,42.0,,23.0,4.0,21.0,2.0,8.0,3.0,716.0,59.0,6.0,2.0,2.0,12.0,489.0,2.0,16.0,12.0,8.0,0.0,7.0,,,,,,,,1.0,1.0,,,,,1.0,0.0,,,,,,,,,,,,,9.0,,,,,,9.0,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,Midfielder,5,106.0,17.0,570.0,3.0,69.0,5.0,41.0,35.0,27.0,327.0,1596.0,1687.0,173.0,63.0,2357.0,578.0,169.0,6.0,36.0,3.0,26.0,5.0,644.0,10.0,16.0,2.0,28.0,5.0,22.0,2.0,64.0,25.0,87.0,235.0,193.0,1862.0,11.0,16.0,22.0,,1514.0,212.0,34.0,,13.0,171.0,43.0,103.0,934.0,759.0,22.0,132.0,41.0,10.0,6.0,,167.0,1.0,103.0,14.0,42.0,6.0,22.0,11.0,3011.0,272.0,26.0,4.0,5.0,26.0,1959.0,4.0,36.0,24.0,2.0,1.0,5.0,2.0,,,,,,,,1.0,4.0,,,4.0,0.0,1.0,,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,bruzi97imadvvn98t1wq2hpn8,T. Mancini,Forward,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,288nn7pbq5ewriiyb9o7da86h,W. McKennie,Midfielder,16,77.0,7.0,396.0,7.0,48.0,13.0,23.0,15.0,9.0,365.0,750.0,760.0,28.0,61.0,1528.0,95.0,164.0,14.0,34.0,19.0,19.0,14.0,228.0,124.0,34.0,,21.0,29.0,15.0,,59.0,18.0,81.0,230.0,158.0,931.0,11.0,7.0,34.0,,732.0,167.0,29.0,,18.0,115.0,29.0,115.0,490.0,284.0,48.0,115.0,44.0,4.0,6.0,44.0,222.0,5.0,17.0,19.0,72.0,6.0,72.0,12.0,2599.0,181.0,21.0,45.0,12.0,38.0,941.0,45.0,34.0,12.0,5.0,0.0,2.0,6.0,1.0,,,,,1.0,,,5.0,,,7.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,35r56n0i4sbdh7n5arbt7db6d,A. Milik,Forward,14,40.0,1.0,83.0,13.0,9.0,11.0,22.0,14.0,,103.0,206.0,214.0,8.0,2.0,432.0,63.0,47.0,,32.0,11.0,4.0,,42.0,1.0,36.0,,6.0,5.0,4.0,1.0,9.0,5.0,36.0,136.0,76.0,256.0,12.0,,14.0,,206.0,45.0,7.0,,5.0,31.0,5.0,72.0,136.0,78.0,17.0,64.0,9.0,10.0,2.0,,76.0,1.0,3.0,27.0,60.0,2.0,53.0,14.0,902.0,50.0,6.0,4.0,4.0,24.0,264.0,4.0,32.0,26.0,25.0,1.0,,11.0,,,,,3.0,2.0,3.0,4.0,1.0,,3.0,1.0,3.0,1.0,,4.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,bjob8tftnxojnytcj7juo0ga2,F. Miretti,Midfielder,20,67.0,1.0,108.0,3.0,18.0,10.0,22.0,17.0,,184.0,317.0,331.0,14.0,5.0,676.0,89.0,72.0,10.0,25.0,8.0,4.0,4.0,117.0,3.0,12.0,,8.0,18.0,6.0,5.0,14.0,7.0,76.0,159.0,143.0,399.0,12.0,,23.0,,317.0,90.0,16.0,,21.0,73.0,14.0,88.0,210.0,131.0,43.0,71.0,21.0,9.0,3.0,,99.0,2.0,10.0,11.0,16.0,2.0,39.0,8.0,1105.0,82.0,9.0,9.0,16.0,4.0,413.0,22.0,25.0,29.0,9.0,1.0,,1.0,23.0,12.0,,5.0,,1.0,1.0,1.0,,,,1.0,0.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,a6lo3s66xv87llkhwveoq1vqh,H. Nicolussi,Midfielder,41,15.0,1.0,28.0,,5.0,1.0,1.0,1.0,,38.0,92.0,99.0,10.0,2.0,177.0,39.0,13.0,7.0,8.0,2.0,3.0,1.0,30.0,1.0,2.0,,2.0,4.0,2.0,,7.0,,10.0,29.0,25.0,110.0,18.0,,7.0,,89.0,22.0,3.0,,,18.0,2.0,12.0,63.0,43.0,7.0,17.0,5.0,2.0,1.0,,20.0,,5.0,1.0,4.0,,,1.0,266.0,18.0,4.0,3.0,3.0,2.0,117.0,11.0,8.0,10.0,5.0,0.0,,,13.0,6.0,,5.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,49sl1kop4fnjrq5r26hwlls0k,J. Nonge,Midfielder,47,2.0,,1.0,,,,3.0,3.0,,2.0,7.0,7.0,2.0,1.0,12.0,5.0,2.0,,2.0,,,,3.0,,,,1.0,,1.0,,,,3.0,6.0,5.0,9.0,1.0,,,,5.0,2.0,,,1.0,1.0,,3.0,6.0,1.0,,3.0,,,1.0,,,,,,1.0,,,,22.0,2.0,,,1.0,1.0,9.0,,2.0,1.0,2.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,Defender,17,45.0,3.0,39.0,1.0,18.0,8.0,19.0,15.0,15.0,175.0,300.0,305.0,15.0,16.0,652.0,133.0,66.0,,19.0,3.0,5.0,,175.0,67.0,7.0,,8.0,12.0,7.0,1.0,38.0,9.0,44.0,109.0,89.0,393.0,10.0,1.0,2.0,,290.0,83.0,8.0,,14.0,50.0,13.0,51.0,154.0,151.0,18.0,58.0,25.0,3.0,5.0,20.0,51.0,4.0,27.0,4.0,20.0,1.0,7.0,3.0,781.0,93.0,4.0,26.0,6.0,13.0,398.0,28.0,19.0,13.0,11.0,0.0,4.0,,1.0,,,,1.0,,,1.0,,,1.0,,0.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,3o573dblmfc1o3wkkt2nva8k5,M. Perin,Goalkeeper,1,,,22.0,,,,,,3.0,12.0,30.0,45.0,7.0,1.0,74.0,14.0,1.0,,3.0,,,,21.0,,,,1.0,,1.0,,4.0,,,,,40.0,10.0,1.0,,,38.0,8.0,3.0,,,12.0,,,1.0,44.0,,,,,,,,,11.0,,,,,,225.0,12.0,,,1.0,,57.0,,3.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,,12.0,,,,,,20.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,8rlf5vjyddkcid5ysa3yo7hlh,C. Pinsoglio,Goalkeeper,23,,,5.0,,,,,,4.0,7.0,12.0,13.0,3.0,,24.0,5.0,1.0,,1.0,,,,10.0,,,,,,,,6.0,,,,,17.0,10.0,,,,10.0,1.0,,,,4.0,,,,13.0,,,,,,,,,6.0,,,,,,45.0,7.0,,,,,20.0,,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,571t7un9oijzktbmv1gfibsdm,Kaio Jorge,Forward,26,19.0,,34.0,13.0,6.0,11.0,8.0,5.0,,89.0,89.0,114.0,4.0,,273.0,42.0,39.0,1.0,20.0,9.0,2.0,1.0,28.0,1.0,26.0,1.0,20.0,13.0,18.0,1.0,8.0,1.0,27.0,82.0,46.0,130.0,10.0,,8.0,,110.0,35.0,8.0,,5.0,29.0,4.0,53.0,72.0,43.0,22.0,29.0,11.0,6.0,2.0,,51.0,1.0,2.0,21.0,36.0,2.0,46.0,8.0,805.0,41.0,6.0,2.0,6.0,10.0,155.0,2.0,20.0,10.0,12.0,0.0,,2.0,,,,,1.0,1.0,3.0,3.0,,,1.0,,1.0,2.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,1.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,f482w50k80zbyb2ykh84yijf9,P. Pogba,Midfielder,0,3.0,,5.0,,1.0,1.0,3.0,,,11.0,24.0,27.0,2.0,1.0,45.0,16.0,6.0,,2.0,2.0,,,9.0,,1.0,,,1.0,,,2.0,1.0,3.0,8.0,6.0,31.0,10.0,,1.0,,25.0,6.0,,,1.0,4.0,1.0,4.0,20.0,7.0,1.0,4.0,2.0,,,,4.0,,1.0,,2.0,,2.0,,52.0,7.0,,1.0,,1.0,34.0,1.0,2.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,2nddcty9qris2mmeldon0ogd1,A. Rabiot,Midfielder,25,123.0,6.0,260.0,17.0,58.0,13.0,44.0,33.0,13.0,310.0,945.0,960.0,30.0,29.0,1625.0,314.0,153.0,13.0,31.0,26.0,19.0,13.0,329.0,23.0,40.0,2.0,24.0,21.0,18.0,2.0,46.0,25.0,97.0,315.0,220.0,1122.0,12.0,14.0,23.0,,930.0,163.0,30.0,,28.0,150.0,39.0,137.0,599.0,374.0,40.0,178.0,47.0,9.0,8.0,2.0,234.0,3.0,24.0,29.0,95.0,6.0,81.0,12.0,2651.0,177.0,20.0,32.0,2.0,55.0,1137.0,32.0,31.0,38.0,1.0,1.0,2.0,6.0,,,,,,,5.0,5.0,3.0,,3.0,3.0,2.0,3.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,1abvcjwaxlhc22zoxdqu0t7th,Arthur,Midfielder,18,103.0,3.0,503.0,6.0,45.0,2.0,18.0,10.0,24.0,164.0,1290.0,1350.0,91.0,8.0,1739.0,479.0,75.0,9.0,33.0,8.0,15.0,5.0,303.0,13.0,7.0,4.0,26.0,4.0,23.0,1.0,34.0,18.0,52.0,169.0,155.0,1404.0,10.0,2.0,31.0,,1259.0,94.0,23.0,,11.0,141.0,30.0,59.0,774.0,585.0,19.0,110.0,39.0,2.0,2.0,,181.0,1.0,41.0,10.0,14.0,3.0,8.0,4.0,1993.0,116.0,24.0,4.0,19.0,7.0,1466.0,12.0,33.0,47.0,10.0,0.0,6.0,,9.0,7.0,,2.0,,,1.0,2.0,2.0,,,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,2zk88fh1e5js1g2jmfkrjmxka,F. Ranocchia,Midfielder,0,30.0,1.0,48.0,2.0,16.0,2.0,11.0,6.0,10.0,86.0,139.0,149.0,13.0,11.0,311.0,43.0,29.0,1.0,9.0,1.0,5.0,,90.0,2.0,4.0,2.0,9.0,2.0,7.0,,9.0,3.0,30.0,70.0,60.0,194.0,10.0,,4.0,,136.0,55.0,5.0,,6.0,16.0,11.0,34.0,72.0,78.0,10.0,36.0,13.0,1.0,3.0,,23.0,,26.0,5.0,10.0,2.0,4.0,3.0,478.0,55.0,8.0,5.0,5.0,6.0,204.0,9.0,9.0,8.0,4.0,0.0,1.0,,2.0,2.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,79e6khfyg3rdauul0yjlixv8q,N. Rovella,Midfielder,13,72.0,6.0,256.0,1.0,46.0,1.0,38.0,29.0,12.0,161.0,818.0,846.0,45.0,24.0,1203.0,263.0,78.0,3.0,23.0,11.0,18.0,,243.0,2.0,9.0,2.0,13.0,7.0,12.0,,38.0,23.0,76.0,168.0,148.0,922.0,10.0,2.0,8.0,,801.0,84.0,16.0,,10.0,99.0,28.0,85.0,377.0,472.0,18.0,83.0,39.0,2.0,6.0,,189.0,,27.0,3.0,20.0,1.0,4.0,2.0,1322.0,105.0,21.0,3.0,10.0,11.0,951.0,17.0,23.0,16.0,7.0,0.0,3.0,,16.0,11.0,,2.0,1.0,,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,bh3b7e2qzh41dltd6h2obpln9,D. Rugani,Defender,24,14.0,4.0,159.0,2.0,11.0,,15.0,9.0,17.0,78.0,540.0,563.0,28.0,40.0,744.0,224.0,42.0,,17.0,,2.0,,217.0,1.0,25.0,,10.0,,9.0,,25.0,9.0,17.0,81.0,31.0,610.0,14.0,4.0,3.0,,535.0,46.0,13.0,,,44.0,9.0,42.0,181.0,382.0,2.0,39.0,11.0,2.0,2.0,,33.0,1.0,28.0,6.0,50.0,1.0,13.0,4.0,1189.0,70.0,7.0,1.0,3.0,25.0,633.0,1.0,17.0,3.0,4.0,2.0,4.0,,,,,,,1.0,2.0,2.0,,,,,2.0,0.0,,,,1.0,,,,,,,,,15.0,,,,,,15.0,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,67i1f5231dvjs6i20f6xbnaxg,S. Scaglia,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,12pzr85vlocnpj1ur5ga3z5nu,N. Sekulov,Forward,39,,,,,,,,,,1.0,1.0,1.0,,,2.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,,1.0,,2.0,10.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,10.0,1.0,,,,,2.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,d196vatyvq6ycn1q7d477d2i1,Bremer,Defender,3,85.0,27.0,650.0,4.0,58.0,4.0,60.0,33.0,68.0,298.0,1593.0,1659.0,140.0,144.0,2355.0,589.0,140.0,,36.0,,16.0,,609.0,2.0,59.0,2.0,29.0,3.0,23.0,1.0,102.0,40.0,75.0,321.0,160.0,1853.0,11.0,15.0,7.0,,1519.0,162.0,36.0,,10.0,196.0,42.0,134.0,591.0,1068.0,11.0,187.0,32.0,5.0,9.0,,74.0,,123.0,13.0,161.0,6.0,35.0,9.0,3234.0,263.0,18.0,1.0,1.0,102.0,1922.0,1.0,36.0,17.0,,0.0,23.0,2.0,,,1.0,,,1.0,3.0,3.0,,,,,1.0,2.0,,,,,,,,,,,,,44.0,,,,,,44.0,,,,,3.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,erwh25hbq259kqdirfufnbcb8,M. Soulé,Forward,30,190.0,4.0,482.0,24.0,41.0,25.0,18.0,10.0,12.0,632.0,1085.0,1140.0,35.0,8.0,2252.0,175.0,225.0,28.0,36.0,50.0,14.0,14.0,415.0,29.0,44.0,5.0,62.0,101.0,55.0,5.0,50.0,18.0,212.0,457.0,402.0,1342.0,10.0,2.0,79.0,,1105.0,279.0,36.0,,102.0,175.0,27.0,256.0,800.0,368.0,178.0,201.0,67.0,24.0,4.0,3.0,327.0,18.0,34.0,59.0,55.0,7.0,113.0,35.0,3136.0,259.0,34.0,31.0,19.0,11.0,1399.0,70.0,36.0,47.0,,0.0,1.0,1.0,82.0,36.0,1.0,14.0,7.0,6.0,9.0,11.0,2.0,2.0,8.0,3.0,7.0,4.0,,7.0,23.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,6.0,5.0,,,,,,,,,,,,5.0
testeo_ligas_europa,Italy_Serie_A,2023-2024,Juventus FC,Juventus_FC,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,Goalkeeper,1,1.0,,190.0,,,,1.0,1.0,89.0,227.0,477.0,648.0,202.0,20.0,1151.0,211.0,9.0,,35.0,,,,467.0,,1.0,2.0,30.0,,23.0,,56.0,1.0,1.0,8.0,2.0,613.0,11.0,15.0,1.0,,446.0,164.0,35.0,,1.0,230.0,,2.0,95.0,553.0,,6.0,,,1.0,,,,211.0,,6.0,7.0,,,3150.0,220.0,,,,5.0,868.0,,35.0,2.0,,0.0,45.0,,,,1.0,,,,,,,,,,,,,,,,,,,,36.0,26.0,44.0,3.0,174.0,1.0,9.0,5.0,,28.0,260.0,1.0,2.0,81.0,48.0,,,,,,,,,,,,,,,,,,
