liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Hit Woodwork,Leftside Passes,Offsides,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Total Touches In Opposition Box,Unsuccessful lay-offs,Blocked Shots,Clean Sheets,Corners Taken (incl short corners),Goals,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Left Foot Goals,Overruns,Right Foot Goals,Shots On Target ( inc goals ),Successful Corners into Box,Successful Launches,Successful Lay-offs,Through balls,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Corners into Box,Yellow Cards,Home Goals,Away Goals,Handballs conceded,Headed Goals,Last Player Tackle,Penalties Conceded,Penalty Goals Conceded,Total Big Chances Saved,Assists (Intentional),Goal Assists,Attempts from Set Pieces,Clearances Off the Line,Foul Won Penalty,Goals from Outside Box,Penalties Taken,Penalty Goals,Straight Red Cards,Total Red Cards,Direct Setpiece Goals,Set Pieces Goals,GK Successful Distribution,Goal Kicks,Own Goal Scored,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Catches,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target,Drops,Goalkeeper Smother,Second Goal Assists,Other Goals,Crosses not Claimed
Italy_Serie_A,2025-2026,Cagliari Calcio,ab420lzne042a3e3b2lfmy5ii,E. Caprile,Goalkeeper,1,18,3,15,36,,,72,,20,3,17,,666,,36,51,44,2,,2,,1,621,40,,,288,198,1,36,,,,,199,430,146,514,461,,,,,3240,,30,,8,378,1031,660,,371,1392,,,,207,365,320,51,6,0,,167,,,,,,,,8,,,7,,,,,,,,79,,,,,,,2,,,,,,,2,25,,,,,,,,,,,,,300,231,,79,,44,2,,13,118,72,44,,2,48,,2,1,,,1
Italy_Serie_A,2025-2026,Cagliari Calcio,921amcj5jv6wu2p1qbbo4g2s4,N. Cavuoti,Midfielder,21,3,2,1,4,4,,3,,10,7,3,3,5,,4,1,1,7,5,2,,,14,2,,,2,1,,,,4,,,,12,6,6,12,,,,,40,3,,1,1,8,14,12,,2,27,,,1,,1,2,,1,0,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,apvsegsrcr043jtqe5mqxn88a,G. Ciocci,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,72kgngelj6od528ut4dhos26s,A. Cogoni,Defender,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,cmg6y5t0yuzeuzuxitelbvglx,A. Deiola,Midfielder,14,25,17,8,18,86,7,80,2,111,56,55,89,171,10,18,19,17,86,39,47,13,4,522,31,20,7,45,148,6,15,6,3,,,26,423,164,280,418,12,20,,3,1289,7,35,21,12,123,544,444,32,100,716,1,1,2,13,25,61,40,75,0,,139,7,7,3,13,17,3,5,2,,,2,,,,1,,6,,2,18,,,4,,,3,,,2,,,,1,,1,2,1,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,cgv93t4k8bzl9neswrjfcdbai,A. Di Pardo,Defender,18,1,1,,3,2,1,2,,5,3,2,6,8,,3,2,2,4,2,2,,,17,,2,,3,2,,,,3,,,,13,4,9,13,,1,3,6,53,,3,,1,7,17,13,1,4,34,,,,,,2,2,4,0,,5,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,2fbg7v69wyis2his47u8ij4rt,A. Dossena,Defender,22,24,9,15,10,22,8,74,1,60,24,36,14,109,3,10,11,10,36,15,21,7,1,382,50,4,3,25,132,2,8,,2,,,17,337,109,247,339,2,11,,,738,,33,10,7,55,403,356,13,47,499,,,,7,23,34,13,24,0,,140,2,3,1,5,10,,1,2,,,1,,,,,,2,,4,1,,1,1,,,5,,,,,,,1,,1,1,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,c4n7kjp8c47trslpssnyqjo16,S. Esposito,Forward,94,46,26,20,34,177,4,191,23,282,149,133,550,284,22,34,35,31,236,123,113,15,60,839,102,61,22,88,290,65,32,25,2,32,7,60,613,476,241,625,19,30,4,13,2529,52,22,41,49,470,916,685,49,231,1489,92,37,24,7,33,269,54,198,1,2,165,4,24,16,39,70,1,13,1,71,6,4,5,6,1,4,3,15,22,3,32,16,11,2,5,41,6,4,2,5,2,,,1,,4,5,7,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,ancokw84xekm3uve7tnoiiju,M. Felici,Forward,17,5,4,1,11,24,,62,5,61,36,25,110,31,2,11,7,7,56,32,24,5,7,103,38,9,2,15,36,8,4,4,7,6,4,1,69,48,29,70,5,6,,9,408,20,2,10,6,86,105,71,11,34,223,17,8,12,1,2,43,8,32,0,,14,,1,7,7,17,,2,,10,2,,2,2,,3,2,6,1,,3,1,1,1,2,7,3,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,8ofihttdgz6nyxxon2zim7x0p,M. Folorunsho,Midfielder,90,80,46,34,26,116,3,155,7,276,151,125,303,153,16,26,30,24,196,105,91,9,14,477,94,48,26,64,151,14,24,13,2,4,4,20,316,185,140,301,14,10,2,10,1989,57,27,35,48,315,482,321,24,161,906,18,18,26,9,32,143,36,129,0,1,62,13,16,21,25,47,1,11,2,,2,6,2,1,,1,1,9,,1,29,2,2,5,1,,3,1,1,2,1,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Italy_Serie_A,2025-2026,Cagliari Calcio,5cmv1y4s9qsjfrgegs3scmm8k,A. Franke,Defender,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,1ct0gujao4wvj1ff3aebqgqnd,G. Gaetano,Midfielder,10,27,13,14,31,166,2,211,7,169,85,84,237,308,16,31,28,24,142,72,70,18,21,869,95,41,18,98,245,24,19,11,12,10,3,51,675,358,376,673,11,15,,4,1732,29,25,26,29,288,923,724,26,199,1231,25,7,10,16,53,163,61,146,1,,204,,12,15,21,25,3,8,4,16,2,4,1,2,,1,2,9,6,4,40,3,2,,2,7,4,1,1,,,,,2,,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Italy_Serie_A,2025-2026,Cagliari Calcio,ewdxqfcyvr0k0yx7vu7j10,N. Grandu,Forward,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,cx7olq6m4no1tvyou3j58c2z8,R. Idrissi,Defender,3,10,9,1,23,67,4,69,8,78,42,36,128,105,4,23,15,12,68,33,35,8,6,282,51,16,2,42,101,6,4,1,19,2,,11,225,108,123,218,7,14,13,57,767,11,28,9,6,122,287,229,21,58,530,21,19,6,11,14,59,20,44,0,,14,1,,8,6,6,,,,2,2,3,2,2,1,2,,6,1,3,,1,,1,2,1,3,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,af5i86ypzrbbykkyh5tabbs44,V. Iliev,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,6zcua8ycqj1pca5fxwvie4x04,J. Rodríguez,Defender,15,30,14,16,15,20,13,112,,96,36,60,23,206,6,15,22,19,66,22,44,18,,564,44,12,7,39,239,,15,6,,1,1,14,497,115,424,524,9,27,4,6,1245,2,77,14,7,91,609,538,36,71,821,4,4,,21,39,46,29,32,0,,144,,1,1,2,5,,,1,,,3,,,,,,1,,8,,,,1,,,3,,,,,,,1,,,,,,,,,,,,,,28,28,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,6j6xnr1lxvtzs6rmfkzsa64gk,S. Kılıçsoy,Forward,9,39,33,6,22,66,1,100,4,126,86,40,153,38,8,22,15,13,87,53,34,1,11,229,34,14,6,29,81,11,11,10,11,1,,13,174,114,72,172,1,4,,2,976,40,,14,15,137,240,185,5,55,412,,,11,,1,42,13,54,1,,55,2,3,14,11,34,5,6,,1,4,2,3,3,1,2,2,8,1,,25,1,,,2,,1,2,2,,1,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,f3paczwnlcer8k4mb2wquf3mc,J. Liteta,Midfielder,27,4,2,2,4,20,3,16,,26,17,9,12,33,4,4,6,5,22,15,7,8,,128,4,2,1,21,49,,4,3,,,,4,108,39,72,107,3,2,,,266,4,3,4,,28,131,111,5,20,168,,,,5,10,16,4,10,0,,29,,,2,,1,,,,,,1,,,,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,Defender,6,63,34,29,31,107,19,273,3,166,74,92,60,451,16,31,46,41,103,40,63,27,4,1356,127,18,7,78,549,5,31,3,,2,2,61,1189,275,1030,1242,12,20,,8,2752,2,145,31,27,203,1478,1303,32,175,1834,9,9,,39,90,123,61,85,0,,371,1,3,5,7,16,,3,7,,1,5,,1,,,,4,,12,,1,4,1,1,,4,1,0,,1,2,,1,1,1,1,,2,,,,,,,,,66,66,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,9ol0vmk09xzkx6jk9th1cin84,R. Malfitano,Midfielder,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,c7u5a6ngr4f839ibw3b0opsk5,L. Mazzitelli,Midfielder,4,27,17,10,18,47,3,57,3,103,57,46,63,147,13,18,9,9,76,40,36,11,3,362,26,12,6,30,111,5,9,8,9,2,1,32,275,129,154,249,9,11,,3,766,6,26,22,13,118,370,281,20,89,524,7,7,3,20,35,68,28,54,2,,65,,6,3,11,10,,4,1,,2,,1,2,1,,1,5,,6,10,1,1,,,,3,2,0,1,,1,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,2ma0fsvwn2lzchpbbxw3k2uc4,P. Mendy,Forward,31,33,19,14,7,9,1,15,2,53,36,17,60,11,2,7,5,4,20,17,3,1,3,47,8,4,3,14,17,3,2,1,5,,,3,32,29,4,30,,,,,232,7,2,9,3,37,48,33,,15,106,1,1,1,,1,14,2,14,0,,11,2,5,,7,19,,3,,,2,1,1,2,1,,,2,,,,,,1,2,,,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,Defender,26,82,29,53,24,59,21,220,,189,68,121,43,324,7,24,27,24,107,39,68,23,8,1023,102,14,10,76,360,8,24,4,,,,34,939,169,828,963,16,14,,2,1973,10,115,25,36,122,1093,997,30,96,1404,1,1,2,17,45,70,27,51,1,,350,3,6,2,8,23,,1,6,,1,3,,1,,,,2,,5,1,,,,1,,3,1,0,,1,,,2,1,,,,,,,,,,1,,,2,2,,,1,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,2uvexgjeidkvy6qu4i2nf14a,A. Obert,Defender,33,63,33,30,33,112,18,211,9,227,106,121,231,505,23,33,38,33,164,73,91,40,21,1101,125,47,26,119,446,24,31,13,2,21,10,53,891,344,607,877,35,28,32,145,2602,21,104,39,12,333,1142,930,63,212,1772,42,32,9,24,61,159,95,151,0,1,79,,5,16,8,27,,2,5,19,,5,,,,,,3,11,8,,1,6,2,,8,8,,,1,,,,2,1,2,3,,,,,,,,1,,,2,2,,,1,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,8lxt5lqavooy0xo0pcinqluz8,M. Palestra,Defender,2,36,21,15,35,214,3,419,29,401,159,242,517,227,15,35,45,38,365,138,227,19,25,815,277,44,18,114,78,29,33,7,2,27,27,25,693,360,380,688,20,33,31,90,2967,85,40,40,107,383,835,713,53,122,1614,77,77,63,11,22,142,57,100,1,,316,8,11,67,17,72,1,8,5,1,1,7,1,1,,1,1,6,,1,6,1,7,,,,3,0,1,2,,,,2,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Italy_Serie_A,2025-2026,Cagliari Calcio,awkjevra745mh5j30bkjp70t1,L. Pavoletti,Forward,30,28,17,11,13,20,,3,,39,26,13,33,16,3,13,4,3,11,9,2,1,1,60,1,2,2,6,12,2,1,1,12,,,1,34,16,21,36,,2,,,217,1,2,10,,33,63,37,2,26,88,,,1,1,1,19,7,25,0,,15,2,3,,4,10,2,2,,,1,1,1,1,,,1,1,,,9,,1,2,1,,1,0,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,brfgmt7r59lah9iyqicc95v6c,N. Pintus,Defender,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,akvrot9hi5mylunfr07nytt04,M. Prati,Midfielder,16,28,13,15,31,98,9,124,1,137,70,67,168,267,15,31,28,24,109,57,52,19,11,760,42,24,11,67,236,11,21,16,10,5,2,54,601,285,359,585,24,13,,,1809,11,58,29,8,195,799,639,37,160,1053,10,4,7,33,68,120,50,92,0,,198,,21,7,22,17,2,8,1,9,1,4,,1,,,1,1,3,14,21,3,5,,1,6,6,0,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,4y9swvi27eh7vyn48vbrdp9ed,B. Radunović,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,6bd8f7n398r2c92uve249rzmc,O. Raterink,Defender,18,,,,1,1,,1,,,,,,2,,1,,,,,,,,6,,,,,1,,,,1,,,,5,,5,5,,,,1,6,,,,,1,6,5,,1,7,,,,1,1,,1,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,8f4dnhlapwc3zd9sz7a6pb651,M. Rog,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,1g4f5p7vqv0mhx9krh8ulq4gk,V. Sarno,Goalkeeper,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,3g1akjy7dpa6o8o3j5p69naad,A. Sherri,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,8kdamc6zz4bskby51c59uuntg,I. Sulemana,Midfielder,25,30,15,15,17,56,3,110,1,105,53,52,77,77,7,17,16,15,75,38,37,5,6,368,44,10,8,63,161,6,7,2,10,,,11,325,157,172,318,6,11,,2,861,21,15,12,9,87,373,329,17,44,519,2,2,11,5,9,27,19,35,0,1,79,,5,11,7,8,2,2,1,,1,1,,1,,1,1,2,,2,14,,,1,1,,2,1,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,dopu8tviy0pe8u6b8y891ad5g,I. Sulev,Midfielder,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,3u1tcqp63naaiu72n47ekcgk,Y. Trepy,Forward,37,7,6,1,8,3,,11,3,17,10,7,32,5,,8,1,1,10,4,6,1,2,15,6,2,1,,3,2,,,8,2,1,,9,8,3,9,1,1,,3,83,3,1,1,2,17,15,9,2,6,49,5,3,,1,1,10,1,5,0,,4,2,2,2,4,13,,3,,3,1,,1,1,1,,,2,1,,,,,1,,2,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,7bcvk3jsssr5wkj8vgkng3tw4,A. Vinciguerra,Forward,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,13ey9mb0ullya36lpv62pspre,G. Zappa,Defender,28,22,11,11,29,89,1,190,5,100,52,48,180,346,9,29,25,20,78,41,37,16,8,763,117,25,13,47,71,11,16,8,13,11,11,27,646,299,389,650,11,16,8,96,1414,10,42,13,5,188,801,677,27,124,1110,22,21,8,21,44,108,38,80,0,1,295,,7,5,7,18,1,2,1,1,,5,,,,4,,,,8,5,,4,,,,2,,,1,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,e0gv5rugqtsipy89z4rk7hsoa,Zito Luvumbo,Forward,77,5,4,1,12,16,,43,2,48,24,24,81,11,,12,8,6,43,20,23,1,3,64,27,5,1,10,12,3,2,2,10,2,2,,49,40,12,50,1,1,,1,320,14,1,4,18,47,65,50,2,15,144,5,5,9,,,19,1,15,0,,26,,5,3,11,21,1,1,,,,2,,,,2,,6,,,6,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Cagliari Calcio,1blngn7afc8verjkysdegb0tl,Zé Pedro,Defender,32,44,26,18,22,60,13,139,,144,76,68,63,343,15,22,25,22,100,50,50,20,2,864,88,22,15,54,174,3,19,8,3,,,30,747,222,554,746,15,16,28,54,1642,2,79,28,15,170,897,776,31,121,1211,4,4,2,21,59,83,42,62,0,1,320,,4,5,4,9,,1,4,,,3,,,,,,,,5,1,1,1,1,,,5,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,685wka5xc8na423mirotcu238,J. Addai,Forward,42,3,1,2,12,56,1,99,6,86,50,36,167,37,7,12,6,6,83,49,34,3,7,166,62,14,4,24,10,7,7,6,5,2,1,4,123,92,34,120,4,2,,1,688,33,4,13,14,101,167,124,6,43,303,9,9,16,2,6,46,6,37,2,,64,2,5,14,11,35,1,2,,1,3,,3,2,1,,2,6,1,,1,1,2,,2,,4,0,3,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,eqb1f2x60q87wd2mok4z5jbl6,Iván Azón,Forward,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,7onr52be14is8cwcfd2k1i784,M. Baturina,Midfielder,20,15,9,6,28,184,2,285,3,182,93,89,504,151,5,28,16,13,167,84,83,5,56,787,139,34,15,82,333,59,16,11,12,29,12,12,693,508,228,695,7,12,1,8,1486,49,2,14,43,223,803,707,19,96,1137,46,16,21,4,9,118,24,87,1,1,135,,11,21,20,58,,8,1,43,6,3,6,5,1,1,5,9,14,,17,7,8,,1,22,,3,3,1,,,,3,,3,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Italy_Serie_A,2025-2026,Calcio Como 1907,egpqejssqhnu4l7msepjd8xsk,L. Bonsignori Goggi,Midfielder,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,r0hm6ahwcvdu57bgfi5zkslx,J. Butez,Goalkeeper,1,15,1,14,37,,,268,,23,2,21,,664,,37,28,22,8,1,7,1,2,1075,168,1,,387,310,3,37,,,,,231,914,108,957,834,,2,,,3330,,45,,9,251,1308,1065,2,243,1691,,,,118,230,177,66,13,0,,334,,,1,,,,,19,,,6,,,,,,,,45,,,1,,,,3,,,,,1,,4,26,1,1,,,,,,,,,,,266,111,,25,,35,5,1,12,88,59,26,1,1,19,,3,5,,,1
Italy_Serie_A,2025-2026,Calcio Como 1907,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,Midfielder,6,20,10,10,29,136,3,231,7,175,95,80,358,261,21,29,10,7,155,85,70,13,19,861,94,26,13,66,307,24,17,16,12,9,5,12,754,488,304,771,12,22,3,4,1461,42,4,26,22,219,890,783,34,107,1168,25,13,14,5,14,113,19,93,0,,186,2,8,17,12,41,1,6,,19,2,3,2,1,,2,2,4,5,1,37,9,3,1,1,9,3,1,1,2,,1,1,1,,1,5,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,bvfk0bppn0h0smo7s6qfhd4pg,R. Cassano,Midfielder,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,95970d8pyp4eg8h6c0e7jr23u,N. Čavlina,Goalkeeper,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,209wrczpg1xivjis7rmntw0r9,A. Cerri,Forward,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,7dnu1vdavskc4ct33k88lpdcl,P. Cutrone,Forward,63,30,20,10,15,42,2,56,7,79,44,35,173,44,4,15,11,8,49,24,25,3,3,173,29,14,1,21,57,3,11,10,4,,,1,113,87,28,114,5,1,,1,891,13,7,7,16,119,175,115,6,60,330,12,12,8,1,7,63,9,53,0,1,32,8,10,4,17,39,2,8,,,1,3,,1,,1,1,7,,1,10,,2,5,1,,,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Calcio Como 1907,6hrvw3cddp5c6jgle4vc3wob8,C. De Paoli,Defender,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
