liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Hit Woodwork,Leftside Passes,Offsides,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Total Touches In Opposition Box,Unsuccessful lay-offs,Blocked Shots,Clean Sheets,Corners Taken (incl short corners),Goals,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Left Foot Goals,Overruns,Right Foot Goals,Shots On Target ( inc goals ),Successful Corners into Box,Successful Launches,Successful Lay-offs,Through balls,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Corners into Box,Yellow Cards,Home Goals,Away Goals,Handballs conceded,Headed Goals,Last Player Tackle,Penalties Conceded,Penalty Goals Conceded,Total Big Chances Saved,Assists (Intentional),Goal Assists,Attempts from Set Pieces,Clearances Off the Line,Foul Won Penalty,Goals from Outside Box,Penalties Taken,Penalty Goals,Straight Red Cards,Total Red Cards,Direct Setpiece Goals,Set Pieces Goals,GK Successful Distribution,Goal Kicks,Own Goal Scored,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Catches,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target,Drops,Goalkeeper Smother,Second Goal Assists,Other Goals,Crosses not Claimed
Italy_Serie_A,2025-2026,Hellas Verona FC,abg783u8sfib0jjaon04ql3vt,A. Edmundsson,Defender,5,72,38,34,13,27,10,133,3,119,59,60,33,200,3,13,17,13,47,21,26,25,1,464,72,20,14,50,141,1,13,1,,1,1,45,349,129,240,323,4,15,,4,1140,3,102,12,7,135,484,368,19,116,719,3,3,,38,72,92,27,44,0,,116,,3,1,4,15,,,2,,,4,,,,1,,1,,10,,1,,,,,3,,,,,,,,1,,,,1,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,600nv4cjlxic09g439g6filuc,W. Feola,Defender,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,75n60pzg0y5agf5nzo3sd3cvd,M. Frese,Defender,3,60,21,39,29,97,10,111,12,227,92,135,285,317,22,29,38,31,167,71,96,28,29,676,58,37,21,61,208,29,25,8,4,19,7,31,503,252,283,485,27,49,90,85,2258,10,82,45,20,340,689,516,76,173,1250,49,26,7,32,63,176,46,110,0,1,67,4,6,,17,26,,3,2,31,2,7,1,1,1,1,1,11,10,14,3,,4,1,,19,8,0,2,3,,,,1,1,,,3,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,
Italy_Serie_A,2025-2026,Hellas Verona FC,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,Midfielder,63,92,35,57,28,133,13,221,3,277,111,166,265,454,18,28,31,25,185,76,109,54,16,1104,108,25,14,127,297,16,24,7,4,6,6,46,892,510,420,878,33,38,1,6,2126,14,61,42,35,281,1138,924,71,214,1544,10,9,4,33,68,176,48,146,0,1,254,,6,6,9,26,1,6,4,1,1,6,,1,,2,,3,,9,5,1,,2,,,9,1,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,1e03r0jzxkpqbfiao98w06cr8,Giovane,Forward,17,148,111,37,32,115,2,207,22,339,229,110,508,115,11,32,27,22,191,118,73,6,26,428,112,42,20,75,67,31,20,13,12,13,2,12,289,233,78,286,4,10,3,3,1797,86,11,24,23,370,439,298,14,141,919,53,23,45,1,6,169,25,135,1,1,142,14,11,36,37,82,7,17,2,34,3,5,2,2,2,6,1,26,8,,26,5,6,4,1,25,2,3,0,,,,,1,,4,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,74o97lnqpku6m9svks66qbend,A. Harroui,Midfielder,21,15,14,1,21,83,2,95,7,101,67,34,166,97,5,21,19,14,86,53,33,1,12,290,58,18,6,42,96,12,10,10,11,7,3,12,229,156,106,243,6,16,,2,791,27,8,21,1,143,319,255,22,64,496,20,12,13,9,18,67,17,46,0,,43,2,4,10,6,10,,5,,11,1,5,,1,,3,1,2,4,,14,2,,,1,4,3,0,1,2,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,fqqy642gxaz7erahdwadutjo,Isaac,Forward,41,2,1,1,3,10,,10,,7,3,4,13,2,,3,,,5,2,3,,,22,5,,,3,5,,,,3,,,,20,15,5,20,,,,,37,1,,1,2,4,22,20,,2,29,1,1,,,,3,,2,0,,5,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,drljavudmjvyj9mvyzq7gz2s5,G. Kastanos,Midfielder,20,3,2,1,6,3,,10,,19,11,8,8,13,1,6,2,,16,9,7,3,1,25,4,,,4,5,1,,,6,1,,1,17,14,5,17,3,2,,1,40,3,1,3,1,14,26,18,5,8,47,1,,1,1,2,7,2,6,0,,5,,1,1,1,1,,,,1,,2,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,7g3z3h8k4bu9rwb1g8y66pbtg,A. Kurti,Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,9a4i8i66bch7834l9vmmgg55g,M. Lambourde,Forward,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,agmcwbzoertg4l8njpdai7kl,Pol Lirola,Defender,14,6,4,2,6,27,1,28,2,22,14,8,76,39,3,6,6,6,16,10,6,4,1,110,16,8,,15,3,1,3,3,3,1,1,4,69,46,26,67,2,3,6,21,305,5,6,3,,75,113,71,5,42,196,15,13,3,2,10,50,7,32,0,,44,,,1,,5,,,,1,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,13o5eskqs8b88yerwltk0tivp,S. Lovrić,Midfielder,4,5,3,2,12,34,,61,4,49,26,23,94,61,4,12,8,8,44,23,21,5,9,183,34,4,,21,42,10,2,3,10,15,2,13,157,112,70,154,7,8,,3,377,9,9,5,2,71,193,167,15,26,314,27,10,2,1,9,50,3,17,0,,56,,4,4,5,7,,,,25,,,,,,,,1,11,1,1,1,3,,,12,1,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,1fs2iimaa97nzlw80yypcd6ju,S. Mitrović,Forward,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,40vvfc7vxy4zqv209dhiezaj8,L. Monticelli,Midfielder,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,c7fky0h6gi7wmibnv2tzf6mz9,L. Montipò,Goalkeeper,1,5,,5,33,,,69,,12,,12,,725,,33,51,42,7,,7,,2,433,23,,,248,50,3,33,,,,,217,233,172,231,186,,,,,2970,,30,,7,478,878,403,,475,1140,,,,235,469,419,56,6,0,,103,,,1,,,,,5,,,9,,,,,,,,93,,,2,,,,,,,,,,,2,15,,1,,,,,,,,,,,212,246,,138,,25,4,2,17,81,44,34,2,1,23,,1,2,,,3
Italy_Serie_A,2025-2026,Hellas Verona FC,8lg7bwc6k73s2x0zd236pbomi,D. Mosquera,Forward,25,58,41,17,22,37,3,34,6,124,90,34,112,27,8,22,13,13,66,49,17,2,3,108,16,6,4,21,23,5,5,5,17,,,,78,53,31,84,3,2,,,585,24,6,22,6,87,114,84,5,30,231,2,2,9,1,2,28,4,28,0,,27,3,6,7,11,41,2,5,,,,,,,,1,,5,,,3,,2,,,,1,,,2,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,d0smch1f18iz5bf8odi0ijnqh,V. Nelsson,Defender,15,182,58,124,36,78,22,236,1,329,118,211,60,415,26,36,56,47,147,60,87,66,3,1163,92,14,9,109,292,3,35,2,1,,,39,987,319,691,971,27,40,11,16,3135,,247,43,19,210,1193,1010,67,183,1716,4,4,,51,83,142,45,100,0,,408,,6,3,6,18,,1,6,,,9,,,,,,,,17,,,,1,,,4,,,2,,3,1,2,3,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,2r3mojnewwtd6bts6w931ho15,C. Niasse,Midfielder,36,55,34,21,20,79,5,69,,128,67,61,121,104,12,20,22,20,73,33,40,14,10,354,26,14,9,41,63,11,11,9,9,6,6,7,286,170,129,286,7,14,3,14,978,7,18,20,15,99,361,293,21,68,536,6,6,2,6,14,60,14,54,0,,115,2,4,4,5,7,,1,,,,2,,,,1,,1,,2,10,,,,,,1,,,1,,,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,e8s9ssopq5nmp51zymvqp8jbp,Unai Núñez,Defender,5,61,33,28,17,47,13,103,1,140,70,70,82,254,11,17,26,22,79,37,42,23,5,541,54,18,9,54,60,5,15,3,2,3,3,42,422,203,231,389,8,16,6,33,1265,5,62,27,10,150,552,431,24,121,804,8,8,3,27,55,98,31,66,0,,191,,3,9,4,12,,3,2,,,4,,,,,,1,,12,,,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,adrn1x15rsehvnava8q9ofuvo,G. Orban,Forward,16,89,60,29,28,106,,114,16,205,134,71,337,84,7,28,32,24,116,74,42,4,18,346,63,22,9,57,96,20,23,13,5,5,5,13,245,190,85,257,2,2,,,2036,50,9,23,21,228,376,270,4,106,698,10,8,19,6,15,94,22,91,1,3,90,20,33,19,61,82,8,24,1,2,7,8,4,5,2,2,5,28,,3,23,1,3,12,4,2,4,4,3,2,,,,1,,1,2,7,,,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,am1da6dm0zympt2yt120h94yy,D. Oyegoke,Defender,2,16,9,7,15,47,,67,4,70,35,35,133,56,6,15,8,8,54,26,28,7,3,177,47,20,10,25,4,3,8,7,7,6,6,4,133,93,46,129,6,10,17,42,593,12,12,13,5,114,177,133,16,44,364,26,26,5,5,7,59,11,37,0,,70,1,2,7,3,10,,,,,,,,,,3,,1,,1,1,,,,,,2,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,cimjbhgjq6lx6kel5bqj9rhg4,J. Peci,Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,c2ezyc2fftje7rcm5ybbuytp1,S. Perilli,Goalkeeper,34,,,,3,,,8,,,,,,59,,3,7,7,,,,,,40,5,,,18,9,,3,,,,,16,25,11,26,21,,,,,270,,2,,,41,78,37,,41,98,,,,19,40,38,3,1,0,,10,,,,,,,,1,,,,,,,,,,,9,,,,,,,,,,,,,,,2,,,,,,,,,,,,,12,19,,13,,3,,,2,8,4,4,,,4,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,a3g8czikc2gkmi4whhbdv5mvo,A. Popović,Defender,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,amvonu36at4dg7ksi1ioczi3u,A. Sarr,Forward,9,96,60,36,32,74,,77,6,202,120,82,222,56,9,32,32,29,106,60,46,3,12,254,39,18,10,37,78,13,9,8,23,1,1,2,184,151,52,200,6,9,,,1038,34,10,25,21,147,272,202,15,70,477,9,9,13,1,2,69,10,68,0,,64,7,6,10,11,33,5,6,,,,3,,,,1,,5,,,11,,1,1,,,,,,2,,,,2,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,9j1fd0mz39tl1h5che3f357md,S. Serdar,Midfielder,8,22,14,8,20,57,5,95,3,122,62,60,155,186,16,20,24,22,100,48,52,9,13,386,48,25,12,54,74,13,12,8,8,1,1,25,275,177,108,259,12,19,,,1108,21,16,19,12,157,395,284,31,111,578,6,6,8,12,31,101,16,80,0,1,78,1,6,9,13,24,,6,1,,2,2,1,2,,1,2,7,,3,9,6,2,3,2,,3,0,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,wrckom9vy4352nos44600ydw,T. Slotsager,Defender,19,26,5,21,8,21,4,43,1,50,10,40,20,115,2,8,9,9,24,5,19,3,,218,23,10,6,13,29,,4,,4,1,1,9,168,71,106,167,7,7,,3,443,,34,3,5,57,227,176,14,51,315,1,1,,15,26,40,12,25,0,,62,,1,,2,3,,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,4t85yj2ijymrz5vf457jcihre,T. Suslov,Midfielder,10,1,1,,9,24,,46,7,46,26,20,60,20,5,9,5,4,45,25,20,1,2,76,26,2,1,22,17,2,3,2,6,3,1,5,65,41,34,67,1,5,,,326,12,1,7,11,55,84,72,6,12,173,13,2,9,,4,24,1,8,0,,23,,3,3,6,4,,5,,10,,1,,,,1,,3,1,,3,1,,1,,9,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,7oyeogf78hstsq6tzevkmx9uc,L. Szimionaș,Midfielder,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,d3fo9td8yl4w2m2yxplsy9ogk,G. Toniolo,Goalkeeper,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,djepfduaa3j07utg0j259cowk,N. Valentini,Defender,6,76,29,47,19,33,12,81,6,145,63,82,62,239,9,19,21,18,69,34,35,14,3,457,48,20,11,47,164,3,13,1,6,4,4,26,325,127,221,318,12,15,6,4,1266,3,88,25,7,163,479,344,27,135,710,9,9,1,30,63,110,34,72,0,,43,1,7,2,13,23,1,,2,,,3,,,,,,6,,3,,,2,1,,,5,,,1,,1,,,1,,,,1,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,3n2heamr3lq4efqfywqk180lw,I. Vermeșan,Forward,90,4,1,3,4,8,,4,,6,2,4,15,5,,4,,,2,1,1,,,20,1,2,2,4,7,,,,4,,,,14,9,5,14,,,,,65,1,1,,1,9,20,14,,6,31,,,1,1,1,4,2,5,0,,,,1,,2,1,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Hellas Verona FC,e5er1rgo8lluy6qjk4mcew6c4,Yellu Santiago,Midfielder,4,1,1,,2,,,1,,5,1,4,5,5,,2,,,4,,4,,1,7,1,,,2,1,1,,,2,,,,4,2,2,4,2,,,,5,,,,1,3,7,4,2,3,13,,,,2,2,3,,1,0,,1,,1,1,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,7pirs3v9u80j5qy71cmhzbxn8,V. Adžić,Midfielder,17,8,7,1,10,35,,21,2,28,20,8,63,14,2,10,3,3,20,13,7,2,4,95,9,8,3,15,24,4,1,1,9,,,4,81,52,34,82,2,2,,3,163,8,3,3,2,30,100,86,4,14,147,5,2,6,,2,13,6,12,1,,27,,1,1,5,4,,1,,2,1,,1,,,,1,4,,,4,1,,,,1,,1,0,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,ajy0lkju97eyx4jin5m2trklw,L. Anghelè,Forward,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,2fqlri41xq6p924kine7pjr2t,J. Boga,Forward,13,10,7,3,14,59,,86,9,73,39,34,194,32,1,14,5,3,63,32,31,2,14,185,51,11,4,9,80,14,5,4,9,9,6,,152,120,44,155,3,3,,4,600,26,4,3,5,93,188,155,6,33,336,18,8,19,,,47,4,33,2,1,17,1,6,20,18,47,1,5,1,16,4,2,4,4,,2,4,12,3,,2,2,2,3,4,10,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,d196vatyvq6ycn1q7d477d2i1,Bremer,Defender,3,114,48,66,26,40,11,318,4,190,84,106,106,348,11,26,19,15,76,36,40,32,5,1308,143,18,7,112,409,8,25,5,1,,,64,1170,462,731,1129,14,15,,6,2175,11,93,21,10,170,1333,1193,29,140,1626,1,1,6,33,62,89,52,78,2,1,536,,11,1,20,43,1,3,12,,4,4,,3,,,1,9,,13,2,1,,1,2,,5,2,2,,3,,1,,2,2,3,,2,,1,,,,,,,6,6,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,5054kfjkrimomrhilbe5j3xbe,J. Cabal,Defender,32,11,7,4,12,36,,29,,35,20,15,53,35,2,12,5,4,24,13,11,4,2,134,18,7,3,21,57,2,2,2,10,,,3,108,58,50,105,3,6,3,13,287,4,6,4,1,45,134,108,9,26,200,4,4,,3,8,17,13,18,1,,6,2,2,1,4,5,,1,,,2,1,,2,1,,,2,,,4,,2,,2,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,Defender,27,24,15,9,35,355,7,458,21,200,101,99,754,341,8,35,25,23,176,86,90,20,51,1481,211,59,22,162,601,55,34,25,1,31,24,52,1301,759,598,1274,21,39,12,170,2731,40,18,29,21,375,1507,1326,60,181,2144,91,79,18,11,31,207,65,150,2,,210,2,10,9,22,82,3,3,3,15,3,2,3,3,2,2,,12,5,3,31,4,11,2,3,8,3,1,2,3,1,1,,1,,4,4,,,,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,Forward,30,60,43,17,34,149,,139,10,187,121,66,420,87,11,34,13,12,127,78,49,5,29,512,77,31,14,61,159,33,20,16,14,,,5,403,306,102,403,8,9,,1,1754,41,5,29,26,236,517,408,17,109,805,7,7,19,,5,90,26,104,3,3,122,11,14,6,30,121,13,11,1,,6,1,4,6,4,2,1,16,,,42,6,5,13,6,,,4,2,1,1,,,,,1,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,Goalkeeper,16,2,,2,30,,,135,,7,,7,,339,,30,25,20,5,,5,,,505,65,1,,184,140,,29,,1,,,109,404,53,455,399,,,,,2655,,11,,5,166,669,508,,161,903,,,,97,159,113,48,2,0,,190,,,1,,,,,13,,,5,,,,,,,,37,,,,,,,1,,,,,,,1,11,,,,,,,,,,,,,209,112,,32,,18,3,1,5,61,31,28,1,,21,,4,1,,,
Italy_Serie_A,2025-2026,Juventus FC,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,Forward,7,16,14,2,30,324,1,469,24,259,130,129,780,97,17,30,17,16,243,116,127,7,37,797,241,39,11,96,54,41,26,24,4,23,15,18,695,524,213,696,9,25,,10,2028,72,4,32,39,298,816,714,34,102,1319,67,54,47,6,14,151,18,88,0,3,341,3,20,54,43,187,1,27,,37,3,1,2,1,3,7,,23,8,,17,2,5,10,1,13,3,1,2,3,,,,1,,4,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,3s5i5qcjy2r6ww98iplo3qm8k,M. Fuscaldo,Goalkeeper,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,Defender,4,38,14,24,20,45,5,200,3,74,32,42,56,177,3,20,11,7,36,18,18,12,3,597,91,11,5,43,173,3,11,5,9,,,29,541,209,344,524,2,9,,2,999,1,54,15,6,67,609,553,11,56,752,2,2,,11,24,43,15,32,1,,214,,4,1,10,18,,2,2,,2,4,,2,,,1,6,,3,,,,1,2,,3,1,1,,1,,,1,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,eh1ul4duphy1iz4odwx9tkjjd,N. González,Forward,11,3,,3,2,1,,1,,5,,5,7,2,,2,,,2,,2,,1,5,1,1,1,,,1,,,2,,,,2,1,1,2,,,2,2,17,,1,,3,5,5,2,,3,19,,,,,,2,1,3,0,,2,,1,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,awf3x41nsz8m73bhte5wlz6ui,E. Holm,Defender,2,33,17,16,17,83,3,94,7,118,48,70,150,150,3,17,11,8,85,31,54,8,5,361,52,21,12,57,26,9,10,7,7,7,7,11,284,145,152,279,10,19,17,75,857,14,27,11,19,157,369,290,29,79,671,21,20,8,11,31,76,24,48,0,1,110,,9,7,10,30,,2,1,1,1,3,,1,1,2,,1,,4,,,3,,1,1,1,0,1,,,,,1,,4,4,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,1vlwijs8vdj4uqfpca9b4molw,R. Huli,Goalkeeper,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,dowh6oc93ggduous7ligguqne,João Mário,Defender,25,14,8,6,19,87,3,156,4,107,45,62,185,180,5,19,9,8,93,37,56,12,6,432,103,20,4,40,66,6,11,9,8,6,6,17,339,203,155,335,6,8,7,66,904,21,12,9,28,152,445,352,14,93,694,11,11,17,5,21,70,34,72,0,,112,,1,14,3,24,,3,1,,1,1,1,1,,1,1,2,,2,3,1,1,,,,2,0,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,b33rlpjo3kx4477alx82si5wq,P. Kalulu,Defender,15,72,39,33,36,309,7,482,7,216,101,115,627,726,19,36,28,23,144,62,82,24,37,2108,249,47,18,154,231,41,36,,,21,21,75,1876,1004,921,1829,27,34,7,119,3192,23,60,33,14,359,2139,1904,61,235,2675,69,69,13,28,64,228,76,171,1,1,873,,5,7,9,45,1,4,16,,2,5,2,2,,1,1,4,,9,10,3,10,1,1,,1,1,1,1,1,1,,1,,4,4,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,
Italy_Serie_A,2025-2026,Juventus FC,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,Defender,6,141,52,89,34,150,16,546,6,279,110,169,185,621,12,34,28,23,138,58,80,14,8,1893,326,30,19,169,754,9,32,3,2,,,123,1678,674,1097,1648,12,34,1,17,2908,13,114,41,19,275,1989,1771,46,218,2393,11,11,4,32,105,170,59,113,0,1,464,4,7,17,10,41,,6,13,,1,5,,1,1,,,3,,8,1,4,2,,,,4,1,0,2,,,1,1,,1,1,1,,,,,,,,,,59,61,,2,,,,,,,,,,,,,,,,,
