root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Touches,Fifty Fifty,Attempts from Set Pieces,Substitute Off,Starts,Total Fouls Conceded,Goals Conceded,Shots On Target ( inc goals ),Forward Passes,PutThrough/Blocked Distribution,Straight Red Cards,Unsuccessful Passes Opposition Half,Aerial Duels won,Key Passes (Attempt Assists),Goals Conceded Outside Box,Successful Fifty Fifty,Clean Sheets,Successful Short Passes,Successful Passes Own Half,Duels won,Successful Launches,Shots Off Target (inc woodwork),Successful Passes Opposition Half,Ground Duels won,Total Losses Of Possession,Successful Dribbles,Unsuccessful Long Passes,Duels lost,Yellow Cards,Goals Conceded Inside Box,Goal Assists,Tackles Won,Time Played,Penalties Conceded,Total Touches In Opposition Box,Duels,Interceptions,Offsides,Blocked Shots,Unsuccessful Launches,Successful Open Play Passes,Rightside Passes,Throw Ins to Own Player,Recoveries,Unsuccessful Short Passes,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Corners Won,Total Shots,Open Play Passes,Successful Long Passes,Backward Passes,Tackles Lost,Total Clearances,Total Red Cards,Blocks,Aerial Duels,Penalty Goals Conceded,Aerial Duels lost,Handballs conceded,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Games Played,Total Passes,Total Fouls Won,Times Tackled,Total Tackles,Foul Attempted Tackle,Index,Leftside Passes,Winning Goal,Successful Lay-offs,Substitute On,Unsuccessful lay-offs,Unsuccessful Dribbles,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Through balls,Overruns,Throw Ins to Opposition Player,Foul Won Penalty,Successful Crosses & Corners,Successful Crosses open play,Right Foot Goals,Unsuccessful Corners into Box,Headed Goals,Goals,Assists (Intentional),Corners Taken (incl short corners),Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Red Cards - 2nd Yellow,Hit Woodwork,Penalty Goals,Penalties Taken,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Drops,Saves made - parried,Saves Made from Outside Box,Saves Made from Inside Box,GK Unsuccessful Distribution,Penalties Faced,GK Successful Distribution,Catches,Saves from Penalty,Goalkeeper Smother,Saves made - caught,Punches,Saves Made,Penalties Saved,Goal Kicks,Clearances Off the Line,Second Goal Assists,Own Goal Scored,Crosses not Claimed,Other Goals,Penalties Off Target,Last Man Tackle,Last Player Tackle
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,c2wiaju4etayjlp12x9ba3kkp,C. Awaziem,Defender,5,89.0,7.0,1413.0,67.0,1.0,2.0,27.0,39.0,30.0,1.0,440.0,12.0,2.0,137.0,75.0,3.0,3.0,39.0,8.0,774.0,632.0,128.0,9.0,10.0,248.0,53.0,241.0,3.0,118.0,99.0,9.0,27.0,1.0,17.0,2253.0,2.0,19.0,227.0,55.0,2.0,2.0,37.0,808.0,418.0,2.0,115.0,108.0,27.0,226.0,1.0,11.0,1012.0,106.0,48.0,9.0,119.0,2.0,10.0,120.0,3.0,45.0,1.0,107.0,880.0,54.0,27.0,1106.0,25.0,4.0,26.0,14.0,10.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,2ud2m59wpnl79bdspv50k4efo,Fran Pereira,Midfielder,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,7cjlewnhcjtycqfbj8mkc9rs9,J. Benguché,Forward,9,5.0,2.0,202.0,13.0,,2.0,4.0,18.0,10.0,2.0,33.0,6.0,,41.0,43.0,6.0,2.0,3.0,,59.0,9.0,60.0,,6.0,51.0,17.0,91.0,5.0,1.0,76.0,2.0,8.0,1.0,,573.0,,20.0,136.0,1.0,4.0,4.0,,54.0,28.0,1.0,12.0,41.0,14.0,42.0,5.0,8.0,96.0,1.0,25.0,,4.0,,,82.0,1.0,39.0,2.0,54.0,60.0,37.0,14.0,102.0,12.0,22.0,,4.0,10.0,16.0,0.0,2.0,10.0,1.0,15.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,2,76.0,19.0,1507.0,58.0,,11.0,30.0,24.0,38.0,3.0,259.0,51.0,,134.0,23.0,17.0,4.0,25.0,7.0,647.0,392.0,113.0,7.0,4.0,300.0,90.0,328.0,10.0,29.0,91.0,3.0,34.0,1.0,33.0,2514.0,1.0,37.0,204.0,54.0,,,21.0,656.0,37.0,186.0,126.0,146.0,31.0,175.0,5.0,7.0,827.0,30.0,212.0,15.0,60.0,,9.0,51.0,5.0,28.0,3.0,153.0,677.0,63.0,31.0,852.0,32.0,27.0,48.0,11.0,10.0,344.0,0.0,,1.0,,15.0,35.0,35.0,,3.0,53.0,1.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,4ax49niuix9tiqdv05y3vbdn9,Ricardo Mangas,Defender,19,68.0,11.0,1339.0,71.0,,3.0,21.0,27.0,31.0,8.0,292.0,35.0,,175.0,40.0,12.0,2.0,36.0,5.0,478.0,240.0,152.0,8.0,5.0,266.0,112.0,379.0,20.0,48.0,112.0,3.0,29.0,1.0,27.0,1968.0,1.0,32.0,264.0,44.0,3.0,7.0,19.0,483.0,269.0,161.0,128.0,138.0,28.0,186.0,17.0,13.0,664.0,23.0,108.0,18.0,39.0,,1.0,71.0,5.0,31.0,1.0,193.0,501.0,81.0,28.0,687.0,48.0,44.0,45.0,13.0,10.0,18.0,1.0,,7.0,,25.0,56.0,57.0,1.0,4.0,57.0,,5.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,8dfk2k0q9klgn7m400bp52pec,Gonçalo Oliveira,Forward,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,bcjc4ole1m65l48zpcptweh62,J. De Santis,Forward,27,,,14.0,3.0,,,,1.0,,,2.0,,1.0,2.0,2.0,1.0,,2.0,,5.0,1.0,5.0,,1.0,4.0,3.0,4.0,2.0,,2.0,1.0,,,,21.0,,2.0,7.0,,,,,5.0,1.0,,,2.0,3.0,2.0,,1.0,7.0,,2.0,,,1.0,,3.0,,1.0,,4.0,5.0,1.0,3.0,7.0,1.0,,,1.0,10.0,2.0,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,7snj7sr1st43ehs0azitra0yy,C. Devenish,Defender,42,49.0,5.0,1124.0,50.0,,7.0,24.0,12.0,30.0,1.0,323.0,7.0,1.0,83.0,18.0,4.0,3.0,30.0,5.0,662.0,550.0,54.0,19.0,4.0,181.0,36.0,153.0,3.0,75.0,50.0,2.0,27.0,,10.0,2097.0,2.0,6.0,104.0,40.0,,,43.0,690.0,101.0,16.0,80.0,55.0,27.0,130.0,2.0,5.0,812.0,68.0,48.0,5.0,95.0,1.0,11.0,51.0,5.0,33.0,2.0,53.0,730.0,17.0,27.0,860.0,18.0,1.0,15.0,7.0,10.0,388.0,0.0,,3.0,,1.0,2.0,2.0,1.0,1.0,12.0,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,aoe90w0oopw8h5ipktpmme9cl,A. Elis,Forward,17,16.0,12.0,1011.0,110.0,,6.0,28.0,59.0,41.0,28.0,89.0,39.0,,151.0,70.0,26.0,3.0,53.0,4.0,340.0,85.0,181.0,,15.0,263.0,111.0,364.0,40.0,8.0,279.0,4.0,38.0,6.0,10.0,2549.0,,109.0,460.0,10.0,18.0,7.0,2.0,301.0,125.0,9.0,69.0,140.0,31.0,148.0,24.0,43.0,448.0,2.0,165.0,5.0,27.0,,1.0,182.0,5.0,112.0,4.0,278.0,342.0,167.0,31.0,490.0,57.0,96.0,15.0,21.0,10.0,111.0,0.0,21.0,3.0,8.0,42.0,19.0,19.0,,11.0,,,6.0,6.0,3.0,,,8.0,5.0,,5.0,8.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,48id0mb0ulahkoi0iraatn90q,K. Fidelis,Forward,44,2.0,1.0,40.0,1.0,,,,2.0,1.0,,7.0,2.0,,9.0,1.0,,,1.0,,12.0,6.0,6.0,,,7.0,5.0,19.0,2.0,2.0,6.0,,1.0,,,77.0,,2.0,12.0,,,,1.0,13.0,8.0,1.0,7.0,6.0,6.0,8.0,,,21.0,1.0,3.0,1.0,,,,2.0,,1.0,,10.0,13.0,5.0,6.0,21.0,2.0,2.0,1.0,1.0,10.0,3.0,0.0,,6.0,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,2lf9z8t0gt5mwi46w7esxg3dg,Tiago Morais,Forward,21,1.0,1.0,31.0,2.0,,,,2.0,,,5.0,2.0,,8.0,,1.0,,,,11.0,3.0,3.0,,,9.0,3.0,12.0,,1.0,4.0,,,,,68.0,,2.0,7.0,,,,,12.0,7.0,2.0,5.0,6.0,4.0,7.0,,,19.0,1.0,4.0,2.0,,,,,,,,7.0,12.0,4.0,4.0,19.0,1.0,1.0,2.0,1.0,10.0,3.0,0.0,,4.0,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,e5lqkmed2pndp8n6e7g72itp1,Javi García,Midfielder,6,39.0,6.0,856.0,42.0,,3.0,19.0,30.0,28.0,4.0,189.0,10.0,,62.0,61.0,3.0,2.0,22.0,4.0,542.0,371.0,103.0,6.0,8.0,205.0,42.0,118.0,4.0,24.0,77.0,4.0,26.0,1.0,12.0,1660.0,2.0,22.0,180.0,16.0,,5.0,15.0,549.0,190.0,1.0,67.0,77.0,21.0,101.0,7.0,12.0,648.0,34.0,73.0,6.0,44.0,2.0,9.0,92.0,3.0,31.0,,88.0,576.0,46.0,21.0,677.0,23.0,6.0,18.0,12.0,10.0,225.0,0.0,1.0,2.0,,3.0,,,,2.0,,,,,,,1.0,1.0,,,,1.0,0.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,7nivkfkngr374fx5totgektm1,A. Gomes,Midfielder,10,38.0,29.0,1387.0,85.0,15.0,15.0,29.0,47.0,39.0,15.0,264.0,55.0,,209.0,4.0,41.0,4.0,29.0,2.0,628.0,245.0,140.0,1.0,21.0,454.0,136.0,398.0,40.0,57.0,184.0,8.0,35.0,3.0,20.0,2503.0,,56.0,324.0,14.0,5.0,18.0,11.0,645.0,251.0,1.0,101.0,141.0,30.0,198.0,15.0,36.0,832.0,54.0,185.0,14.0,10.0,1.0,1.0,36.0,5.0,32.0,1.0,288.0,682.0,152.0,30.0,880.0,62.0,68.0,34.0,33.0,10.0,180.0,3.0,22.0,1.0,2.0,34.0,16.0,49.0,8.0,11.0,3.0,1.0,17.0,4.0,5.0,27.0,,6.0,3.0,38.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,69fnat87plv2mxsyivi1n0twq,A. Gómez,Defender,4,13.0,2.0,133.0,7.0,,2.0,3.0,6.0,12.0,,42.0,5.0,,13.0,4.0,1.0,1.0,4.0,,52.0,46.0,9.0,2.0,,16.0,5.0,30.0,,9.0,16.0,,11.0,,1.0,300.0,,1.0,25.0,10.0,,,5.0,51.0,23.0,2.0,18.0,17.0,7.0,26.0,,,77.0,10.0,7.0,2.0,16.0,,,10.0,1.0,6.0,,15.0,62.0,10.0,7.0,88.0,2.0,,3.0,1.0,10.0,16.0,0.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,4prhgvywwhkr9v5dr21ubb84p,Y. Hamache,Defender,25,53.0,8.0,865.0,45.0,7.0,6.0,13.0,27.0,19.0,9.0,204.0,30.0,,159.0,26.0,15.0,4.0,19.0,3.0,284.0,163.0,78.0,1.0,9.0,162.0,52.0,275.0,17.0,48.0,75.0,1.0,15.0,4.0,21.0,1201.0,1.0,10.0,153.0,21.0,2.0,7.0,26.0,288.0,156.0,97.0,81.0,100.0,24.0,148.0,8.0,18.0,433.0,20.0,72.0,7.0,34.0,1.0,1.0,51.0,1.0,25.0,,102.0,304.0,50.0,24.0,452.0,7.0,11.0,28.0,19.0,10.0,20.0,0.0,2.0,11.0,,6.0,34.0,64.0,,4.0,23.0,,21.0,6.0,,19.0,,2.0,4.0,30.0,2.0,,1.0,1.0,1.0,,,,,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,2ols4tslj83nkbztgkx9s92hh,Léo Jardim,Goalkeeper,20,71.0,1.0,1118.0,2.0,,,34.0,1.0,49.0,,637.0,3.0,,361.0,6.0,,5.0,,9.0,171.0,232.0,9.0,43.0,,153.0,3.0,441.0,,424.0,1.0,4.0,44.0,,,3060.0,1.0,,10.0,2.0,,,161.0,177.0,76.0,,258.0,8.0,34.0,432.0,,,315.0,214.0,,,35.0,,,6.0,6.0,,,4.0,385.0,1.0,34.0,817.0,3.0,,,,10.0,104.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,38.0,28.0,71.0,178.0,12.0,273.0,20.0,3.0,3.0,2.0,18.0,101.0,3.0,327.0,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,7rtrg77m3xozgfhu3p2ihfey2,M. Juwara,Forward,14,,,19.0,,,,,,,,,1.0,,5.0,,2.0,,,,7.0,4.0,1.0,,1.0,5.0,1.0,6.0,,,3.0,,,,,27.0,,2.0,4.0,,,1.0,,8.0,4.0,1.0,1.0,2.0,3.0,2.0,,1.0,10.0,1.0,4.0,,,,,2.0,,2.0,,2.0,8.0,1.0,3.0,10.0,1.0,1.0,,,10.0,2.0,0.0,,3.0,,1.0,3.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,80t6tah8lq9exleyabt449wix,Tomás Reymão,Midfielder,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,rm1d0hp2iwsne1hbfgq0oa21,Y. Njie,Forward,11,8.0,10.0,337.0,26.0,,10.0,11.0,13.0,10.0,16.0,32.0,19.0,,30.0,16.0,4.0,3.0,12.0,,115.0,35.0,65.0,,13.0,82.0,49.0,92.0,11.0,,70.0,1.0,7.0,,5.0,842.0,,45.0,135.0,5.0,3.0,6.0,,111.0,32.0,,25.0,34.0,21.0,34.0,6.0,29.0,145.0,2.0,52.0,4.0,8.0,,4.0,50.0,1.0,34.0,2.0,85.0,117.0,36.0,21.0,151.0,29.0,18.0,9.0,7.0,10.0,35.0,2.0,6.0,10.0,1.0,5.0,4.0,4.0,2.0,3.0,,,,,1.0,,2.0,5.0,,,2.0,5.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,8lv60zbly3xz43g9hm2s7oqcq,João Gonçalves,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,87gvtfqgn555sywr78abximsp,J. Porozo,Defender,21,20.0,4.0,292.0,14.0,,1.0,7.0,10.0,12.0,2.0,72.0,4.0,,20.0,22.0,1.0,1.0,10.0,1.0,141.0,122.0,33.0,4.0,1.0,23.0,11.0,48.0,2.0,21.0,16.0,2.0,11.0,,7.0,696.0,,5.0,49.0,23.0,1.0,,15.0,140.0,45.0,,32.0,18.0,11.0,39.0,1.0,3.0,175.0,4.0,12.0,1.0,41.0,1.0,7.0,26.0,2.0,4.0,,23.0,145.0,12.0,11.0,184.0,1.0,3.0,8.0,4.0,10.0,55.0,1.0,,4.0,,,1.0,1.0,,,,,,,1.0,,1.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,47wasen155qbiu6pmyp3dowr9,S. Pérez,Midfielder,24,15.0,5.0,392.0,22.0,,8.0,8.0,12.0,7.0,3.0,93.0,6.0,,43.0,4.0,2.0,,8.0,,244.0,152.0,23.0,1.0,3.0,120.0,19.0,65.0,,16.0,20.0,5.0,7.0,1.0,8.0,636.0,,3.0,43.0,10.0,,3.0,6.0,260.0,103.0,1.0,35.0,40.0,16.0,56.0,2.0,6.0,309.0,28.0,38.0,7.0,2.0,,3.0,6.0,,2.0,,37.0,272.0,18.0,16.0,328.0,4.0,,15.0,9.0,10.0,94.0,0.0,2.0,8.0,,,1.0,2.0,,,,,,,2.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,2smai2vq1r9xnemihvcq0doet,A. Rami,Defender,3,40.0,1.0,948.0,31.0,,4.0,22.0,14.0,28.0,2.0,293.0,5.0,,87.0,28.0,2.0,2.0,19.0,4.0,519.0,468.0,68.0,5.0,3.0,146.0,40.0,141.0,6.0,61.0,39.0,4.0,26.0,,11.0,1799.0,1.0,6.0,107.0,34.0,1.0,1.0,25.0,587.0,159.0,3.0,98.0,63.0,22.0,124.0,2.0,5.0,695.0,95.0,46.0,7.0,82.0,,8.0,45.0,4.0,17.0,,62.0,614.0,22.0,22.0,738.0,16.0,7.0,18.0,5.0,10.0,240.0,0.0,,,,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,1ry9a1tgmc7n101tky0b29i7e,Nathan Santos,Defender,22,8.0,2.0,214.0,8.0,,1.0,1.0,4.0,8.0,2.0,32.0,7.0,,17.0,4.0,2.0,1.0,4.0,,71.0,42.0,31.0,1.0,1.0,38.0,27.0,51.0,11.0,4.0,32.0,1.0,7.0,1.0,11.0,276.0,,3.0,63.0,6.0,,,2.0,74.0,7.0,27.0,23.0,17.0,14.0,21.0,4.0,3.0,95.0,7.0,19.0,3.0,8.0,,,9.0,,5.0,,54.0,78.0,27.0,14.0,99.0,2.0,15.0,14.0,2.0,10.0,41.0,0.0,1.0,13.0,,8.0,4.0,4.0,,1.0,6.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,5zmh9fz8vr0jcgt8zic0vyve2,Paulinho,Midfielder,30,48.0,37.0,1488.0,87.0,,5.0,30.0,83.0,46.0,11.0,285.0,57.0,,136.0,12.0,25.0,5.0,44.0,8.0,671.0,220.0,243.0,,7.0,477.0,231.0,359.0,62.0,28.0,271.0,8.0,41.0,4.0,60.0,2685.0,,40.0,514.0,43.0,1.0,9.0,11.0,690.0,196.0,5.0,177.0,149.0,31.0,177.0,5.0,18.0,867.0,26.0,133.0,28.0,16.0,,3.0,37.0,5.0,25.0,3.0,477.0,697.0,246.0,31.0,874.0,81.0,101.0,88.0,52.0,10.0,260.0,1.0,3.0,1.0,1.0,48.0,7.0,7.0,3.0,4.0,1.0,1.0,,,2.0,,,2.0,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,6qdrz14t24k2akua8pps7ghqt,Gustavo Sauer,Forward,8,22.0,20.0,1097.0,62.0,9.0,24.0,28.0,42.0,25.0,16.0,144.0,33.0,,170.0,9.0,38.0,1.0,29.0,2.0,393.0,167.0,170.0,1.0,10.0,277.0,161.0,322.0,45.0,26.0,200.0,4.0,24.0,1.0,32.0,2098.0,,28.0,370.0,18.0,,18.0,6.0,398.0,142.0,18.0,115.0,95.0,32.0,121.0,15.0,26.0,515.0,19.0,103.0,29.0,14.0,,4.0,43.0,4.0,34.0,,327.0,412.0,166.0,32.0,533.0,55.0,70.0,61.0,30.0,10.0,144.0,0.0,1.0,4.0,,34.0,19.0,71.0,1.0,4.0,6.0,,32.0,8.0,1.0,37.0,,2.0,1.0,56.0,1.0,1.0,0.0,2.0,,1.0,,,,15.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,6s3dyzmxof6gtc9whatcgiz56,Miguel Reisinho,Midfielder,10,5.0,2.0,128.0,12.0,,,2.0,8.0,4.0,1.0,29.0,3.0,,15.0,9.0,5.0,1.0,7.0,1.0,65.0,34.0,21.0,,1.0,39.0,12.0,26.0,2.0,7.0,15.0,1.0,3.0,,3.0,204.0,,2.0,36.0,5.0,,,3.0,69.0,21.0,,14.0,13.0,6.0,20.0,,2.0,88.0,8.0,8.0,5.0,2.0,,,10.0,1.0,1.0,1.0,26.0,73.0,14.0,6.0,93.0,3.0,,8.0,6.0,10.0,35.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,efbuucn9anvzy2n7dq7kxsctl,Nuno Santos,Midfielder,7,54.0,24.0,1186.0,29.0,4.0,13.0,20.0,35.0,31.0,11.0,315.0,38.0,,155.0,13.0,15.0,4.0,20.0,,596.0,290.0,101.0,4.0,7.0,368.0,88.0,279.0,27.0,34.0,125.0,3.0,27.0,,20.0,1739.0,,30.0,226.0,39.0,,9.0,8.0,628.0,242.0,7.0,133.0,149.0,29.0,183.0,8.0,18.0,807.0,60.0,101.0,16.0,19.0,1.0,5.0,25.0,5.0,12.0,,201.0,656.0,113.0,29.0,839.0,25.0,31.0,36.0,21.0,10.0,181.0,0.0,3.0,9.0,,17.0,16.0,26.0,2.0,3.0,,,2.0,1.0,,4.0,,1.0,,5.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,ekjpc2tvdk5jtiamtufdqkr85,Rafael Bracali,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,dudttzqf0mfehgvnqerqgytbd,Show,Midfielder,23,39.0,14.0,970.0,54.0,,6.0,13.0,39.0,27.0,4.0,222.0,24.0,,107.0,11.0,8.0,3.0,30.0,4.0,538.0,319.0,94.0,1.0,9.0,262.0,83.0,177.0,11.0,44.0,89.0,3.0,24.0,1.0,28.0,1477.0,1.0,4.0,183.0,28.0,,7.0,15.0,568.0,229.0,5.0,108.0,99.0,31.0,143.0,6.0,13.0,710.0,42.0,88.0,20.0,32.0,,4.0,28.0,3.0,17.0,,155.0,580.0,72.0,31.0,723.0,26.0,10.0,48.0,29.0,10.0,184.0,0.0,2.0,18.0,1.0,1.0,3.0,3.0,2.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,Boavista FC,Boavista_FC,cr25rl6joc2as00i1iezp0cus,Kalani,Forward,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Portugal_Primeira_Liga,2020-2021,CD Nacional,CD_Nacional,6w45ga1ltkcn72xtv9ps5um7d,I. Alhassan,Midfielder,6,32.0,12.0,705.0,39.0,,7.0,12.0,29.0,15.0,4.0,161.0,22.0,,64.0,25.0,6.0,1.0,19.0,2.0,409.0,314.0,64.0,7.0,6.0,135.0,39.0,116.0,2.0,42.0,82.0,3.0,14.0,1.0,15.0,1114.0,,11.0,146.0,28.0,1.0,2.0,16.0,431.0,116.0,1.0,106.0,52.0,21.0,94.0,3.0,10.0,525.0,38.0,91.0,9.0,22.0,1.0,7.0,50.0,3.0,25.0,3.0,96.0,447.0,57.0,21.0,541.0,13.0,5.0,24.0,21.0,10.0,173.0,0.0,1.0,9.0,1.0,1.0,2.0,2.0,,1.0,1.0,,2.0,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
