liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goal Assists,Goalkeeper Smother,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Saved,Assists (Intentional),Corners Taken (incl short corners),Goals Openplay,Goals from Outside Box,Handballs conceded,Left Foot Goals,Overruns,Successful Corners into Box,Successful Lay-offs,Through balls,Times Tackled,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful lay-offs,Foul Won Penalty,Right Foot Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Red Cards,Attempts from Set Pieces,Red Cards - 2nd Yellow,Penalties Faced,Second Goal Assists,Hit Woodwork,Penalties Taken,Penalty Goals,Penalties Off Target,Own Goal Scored,Other Goals,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Portugal_Primeira_Liga,2025-2026,AVS Futebol,75znincjirp1z8bcw9nhztxat,Aderllan Santos,Defender,33,62,16,46,17,19,3,9,71,2,2,102,27,75,28,145,5,3,17,3,1,17,14,3,1,40,11,29,1,12,1,2,138,1,384,2,31,5,4,42,103,1,8,2,12,3,5,1,1,2,3,27,303,73,245,290,11,13,2,1032,1,107,8,3,94,405,10,317,24,18,88,597,29,61,70,18,27,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,6ychdeky58nj22ykambacsp62,Adriel,Goalkeeper,1,5,1,4,16,,1,,35,4,1,10,2,8,1,346,,128,16,159,,24,21,3,,5,1,4,,,1,1,97,,245,,7,,,146,72,2,,,16,,,,,,39,126,175,90,199,163,,1,,1440,,27,,3,229,515,,289,1,1,226,679,90,222,199,27,4,2,,,0,12,1,2,82,1,1,9,62,40,19,2,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,4yoe3jaz8puweua5e2igmuzo4,Afonso Silva,Defender,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,4wtzkgtuu5ty0hsc8jd9vi6tw,T. Akinsola,Forward,11,46,33,13,34,105,15,1,323,2,18,280,170,110,513,138,10,,34,,1,56,50,6,,234,137,97,,15,27,,148,9,430,4,196,38,16,116,42,31,24,12,28,13,6,25,13,43,1,18,318,238,107,302,5,15,6,2442,3,23,22,34,395,433,36,320,20,57,113,1008,6,15,149,26,98,2,1,0,0,,,,,4,,,,,,,,,3,20,1,1,2,1,11,8,15,3,100,6,12,62,47,49,3,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,aso41hpuq5oh825n83boc5x0q,Ángel Algobia,Midfielder,27,14,7,7,21,63,5,6,55,1,5,86,38,48,125,99,9,,21,,1,27,25,2,1,72,31,41,,2,8,,97,,343,2,25,19,12,53,90,8,3,3,15,11,6,1,1,5,1,16,260,124,143,250,15,17,2,1080,,22,14,4,121,349,6,266,32,17,83,508,4,16,72,21,67,,1,0,0,,,,,,,,,,,,,,,,1,,,,,,11,2,10,2,,10,10,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,7b44u9pw2ea548shywksv2xp0,Antonio Machado,Forward,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,3db08lzpilp3av7onvfyekd90,S. Bane,Defender,4,17,6,11,9,23,1,3,44,,,47,19,28,38,84,,,9,,1,16,15,1,1,30,13,17,,2,2,1,91,,224,4,25,6,2,17,33,2,3,2,6,1,3,1,1,3,2,15,186,70,123,177,4,2,21,587,1,21,13,8,58,231,5,192,6,7,39,329,7,11,26,16,28,1,1,0,0,,,,,,,,,,,,,,,,1,,3,,,,,,3,,,3,3,1,,,1,10,,4,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,aissbbcnwyr06fhgfamxo9j2t,Bruno Lourenço,Forward,17,9,6,3,7,21,1,,19,,1,33,17,16,61,24,1,,7,,,9,9,,,24,11,13,,,4,,25,,80,2,8,4,2,13,18,4,3,1,2,2,5,2,2,2,,1,58,41,27,65,1,4,,233,2,,4,6,52,88,4,66,5,12,22,148,,1,29,7,21,,,,0,,,,,,,,,,,,,,,7,,,1,,1,,5,,5,,7,14,5,3,1,,,,,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,8hyaww1d0p9871u8o8zk8f9at,Carlos Ponck,Defender,26,32,13,19,16,22,3,9,62,1,1,73,38,35,23,125,5,,16,,,26,22,4,,41,25,16,,10,2,1,93,,287,2,24,17,9,44,63,2,1,,9,1,7,,,3,4,10,228,61,180,231,4,8,4,921,,69,15,2,75,303,1,241,12,12,62,447,17,31,45,17,31,3,,,0,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,2,,,,4,,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,7snj7sr1st43ehs0azitra0yy,C. Devenish,Defender,42,49,23,26,26,57,,16,214,2,2,127,57,70,37,320,4,7,26,8,,52,46,6,,78,34,44,,36,5,2,221,1,835,6,96,14,10,89,278,5,3,1,26,2,,1,1,6,12,64,698,160,576,671,10,11,4,2165,,185,20,17,162,876,4,735,21,9,141,1233,40,81,103,40,60,6,,,0,,,,1,,,,,,,,,1,,,,,,,,,,,4,,,2,2,2,,,,,,,1,1,1,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,d9n7upffcwdbmonxya4xbxnv8,Diogo Spencer,Defender,2,11,6,5,19,82,3,3,151,,7,121,57,64,244,194,7,,19,,1,26,24,2,1,110,51,59,,11,12,,110,,416,4,76,40,10,54,40,14,2,2,14,6,5,11,9,31,7,18,287,206,100,277,10,11,85,1149,,26,18,7,212,426,4,295,21,20,131,755,12,40,122,36,91,2,0,1,0,,,,,2,,,,,,,,,1,1,1,,,,3,,3,2,24,1,1,27,25,11,2,,1,6,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,970cxhz7ebu5icmotbqo0f78q,D. Duarte,Forward,20,68,45,23,27,56,12,2,61,,5,153,84,69,190,52,5,,27,,3,17,16,1,3,85,39,46,,3,10,,36,7,174,2,35,27,13,40,48,11,8,11,13,10,14,3,3,5,1,1,102,72,51,119,4,17,3,1291,4,15,14,20,148,192,19,120,21,54,72,418,6,12,68,15,60,,1,2,1,,,,,1,,,,,,,,,,,2,,2,1,2,,10,1,18,,,11,11,6,3,,2,1,3,,,,,1,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,586z52c4hoj8jseo8rk4ydt04,Edson Mucuana,Forward,50,,,,1,6,,1,6,,,7,4,3,13,13,,,1,,,3,2,1,,7,4,3,,3,1,,14,,34,,3,3,1,7,1,1,,,1,1,,2,2,2,,2,28,9,21,26,,1,6,81,,1,,,11,34,,28,1,,6,60,1,2,3,4,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,dljo5sklq5dzqgwupe8w5ustm,Jordi Escobar,Forward,9,7,4,3,5,6,1,,8,,,17,10,7,26,3,1,,5,,,3,3,,,10,6,4,,1,1,,6,,21,,4,2,1,2,8,1,1,1,2,2,3,,,,,,11,7,6,13,,1,,152,1,,5,4,17,23,2,13,1,7,10,44,,1,9,2,9,,,,0,,,,,,,,,,,,,,,,,,,,2,,3,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,b843lai7z6y934x69t19ajyay,T. Galletto,Midfielder,19,27,15,12,16,17,,1,34,,,79,33,46,26,47,3,,16,,,10,8,2,,52,18,34,,4,2,,39,2,138,1,11,6,3,17,41,2,2,,3,2,13,,,,2,11,107,36,77,102,8,14,5,562,,18,9,14,46,144,2,113,22,3,31,238,7,11,22,10,20,3,,,0,,,,,,,,,,,,,,,,,,1,,,,2,,7,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,dh32vnfk1e51z4wetpam5gjpx,Jaume Grau,Midfielder,15,33,20,13,18,53,2,3,131,,3,137,81,56,80,172,25,,18,,,35,32,3,,104,61,43,,14,3,,124,,467,3,64,18,9,59,126,3,4,1,16,5,2,,,1,1,26,371,174,203,351,9,20,1,1326,,27,36,13,137,475,5,377,29,12,98,644,18,37,74,33,61,5,,,0,,,,,,,,,,,,,,,,,,,,,,8,,13,,,9,9,8,,,,,,,,,1,,1,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,a6aaqfuxb2j4ipa7hs3g0y2g9,A. Green,Forward,25,5,3,2,5,12,1,,7,,,15,8,7,20,8,,,5,,,3,3,,,10,5,5,,,2,,8,,32,,4,6,3,3,4,2,,1,3,3,2,1,1,,,2,24,15,10,22,1,,,195,,3,1,4,21,32,1,24,1,2,8,66,1,3,9,1,5,1,,,0,,,,,,,,,,,,,,,,,,,,,,3,1,3,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,3whbdxv00iqk4cfe40473phxw,Guilherme Neiva,Forward,21,32,18,14,24,51,5,,98,,7,160,89,71,184,53,12,,24,,2,17,12,5,2,128,71,57,,12,6,,34,,175,1,44,24,11,40,44,9,7,8,9,9,15,5,3,11,3,12,122,77,55,115,13,14,10,923,3,18,22,20,165,182,15,127,27,30,55,448,5,14,63,19,41,2,0,2,1,,,,,3,,,,,,,,,2,13,1,,1,1,6,2,4,1,35,3,9,27,17,23,,1,1,2,1,,,,,3,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,48li2iey0m9b8h8cvs6py2iy2,Gustavo Assunção,Midfielder,6,11,7,4,10,52,2,3,70,,1,73,40,33,56,107,8,,10,,,20,17,3,,62,33,29,,9,2,,70,,300,4,32,13,9,29,80,2,1,1,7,1,3,1,1,6,2,21,248,106,152,236,9,8,1,689,,14,12,6,73,309,2,257,17,4,52,416,7,17,42,14,35,4,,,0,,,,,,,,,,,,,,,,,,,,1,,9,1,9,1,,4,4,6,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,db4tif44awujo30rwmvshu7hm,Gustavo Mendonça,Midfielder,23,40,18,22,21,89,,4,95,4,3,167,82,85,165,173,20,,21,,,22,21,1,,127,64,63,,12,15,,147,1,474,,44,26,14,93,71,15,3,3,16,9,5,7,6,7,4,38,358,189,180,324,15,28,23,1401,1,48,29,13,191,480,6,362,43,11,118,776,10,23,100,39,95,6,,,0,,,,,,,,,,,,,,,4,,,,,2,1,13,1,19,1,3,21,15,7,1,,,2,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,8lv60zbly3xz43g9hm2s7oqcq,João Gonçalves,Goalkeeper,99,,,,6,,,,9,,,1,1,,,90,,50,6,49,,17,15,2,,1,1,,,,,,33,,93,3,4,,,37,47,,,,6,,,,,,9,33,68,17,98,82,,,,540,,10,,,58,170,,115,,,55,227,30,55,41,14,,,,,0,1,,,20,,,4,23,14,8,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,chy52wzncc8ulmer9z2rebit,Kiki,Defender,24,49,19,30,27,78,5,8,106,1,10,167,73,94,268,286,22,,27,,,42,38,4,,118,54,64,,22,16,,17,,498,3,68,40,16,78,145,16,6,,17,9,10,15,8,6,12,36,345,206,176,331,17,23,163,1530,,69,34,18,291,526,6,367,40,13,159,1049,25,63,178,49,96,2,,,0,,,,,,,,,,,,,,,19,,,1,,,4,,1,6,2,13,68,52,4,,,,37,,,,,,,,,1,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,2isngoircmiogkzdp9xs7mj1l,K. Kodisang,Forward,16,1,1,,4,5,,1,13,,,14,9,5,18,8,1,,4,,,2,2,,,13,8,5,,1,3,,3,,24,,2,3,2,7,8,3,,,1,1,3,3,2,1,,,21,17,7,21,1,,,114,,,2,3,12,24,,21,1,2,3,46,1,1,5,1,2,,,,0,,,,,,,,,,,,,,,1,,,,,1,1,,,3,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,44ohfnfgzkpc1jkya0gcky54a,Mateus Pivô,Defender,97,25,8,17,14,24,4,6,52,4,7,111,55,56,104,158,7,,14,,,15,12,3,,86,47,39,,18,2,,104,,300,,31,20,8,42,16,2,2,,14,4,,2,2,5,4,12,229,106,127,219,13,15,66,1149,,54,22,6,168,302,2,231,28,9,71,634,18,30,56,25,41,3,,,0,,,,,,,,,,,,,,,,,,,,3,,,,12,,,10,10,5,,,,57,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,3u0hj0m497upyc0hikuj45mqy,Guillem Molina,Defender,5,7,4,3,7,13,,1,13,,,32,17,15,41,47,3,,7,,,5,5,,,25,13,12,,2,1,,19,,78,1,8,11,5,9,5,1,,,3,1,4,2,2,1,3,5,49,28,29,50,4,5,24,326,,20,8,2,52,84,,55,9,,29,192,10,11,22,14,18,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,7,7,1,,,,7,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,eyt02qg2flk4l25alyy0iw8gl,Nenê,Forward,18,35,17,18,21,21,3,,24,,2,69,39,30,75,24,7,,21,,4,8,7,1,4,34,22,12,,4,7,,17,2,88,,13,8,4,9,29,8,9,10,1,1,20,,,3,,5,55,38,20,53,2,2,,351,3,,14,5,55,91,19,58,4,20,33,172,1,4,28,7,29,2,1,3,0,,,,,1,,,,,,,,,1,,2,,1,,,,8,,7,3,,2,2,1,4,2,4,,4,,,,,5,,,,1,3,2,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,6bjtb82121qhdhtxml3ecw1zo,Paulo Vitor,Defender,3,39,14,25,18,34,,13,110,4,,113,49,64,24,244,8,13,18,13,,23,21,2,,74,35,39,,13,3,1,61,2,506,1,67,8,3,32,210,3,2,1,16,1,2,,,1,7,41,391,106,322,387,16,20,,1425,1,98,20,2,139,549,3,428,36,7,121,750,34,74,97,30,47,2,,,0,,,,,,,,,,,,,1,,,,,,,,,,,3,,,6,6,3,,,,,,,,1,2,,1,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,aeq5j9up9xf65v3nktsbzc8pg,Pedro Lima,Midfielder,8,38,16,22,26,78,21,7,220,1,17,235,119,116,254,223,15,,26,,4,49,41,8,4,197,103,94,2,11,28,,99,4,494,4,123,51,21,101,107,30,15,12,21,12,5,7,5,15,2,24,329,195,153,317,16,36,2,1896,,23,31,29,292,507,27,341,52,53,166,894,7,42,149,39,124,4,2,2,0,,,,,2,,,,,,,,,2,9,2,,2,2,1,1,3,1,59,4,7,22,11,29,,,,,3,,,,,4,,,,1,1,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,bftdu4ku64qiwknok31dmdxhx,Pedro Trigueira,Goalkeeper,88,,,,1,,,,,,,,,,,2,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,1,1,,,,,7,,1,,,,2,,2,,,,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,7w4qf9ndzyzyo5etldya2owt0,Ó. Perea,Forward,14,20,14,6,25,54,17,3,162,,11,179,114,65,267,59,3,,25,,2,32,28,4,2,159,100,59,,14,13,,12,10,178,3,118,31,17,57,76,13,12,11,14,13,11,10,4,27,,4,123,100,54,140,10,5,1,1258,5,5,10,17,213,201,23,144,15,60,57,543,2,6,80,11,51,,2,0,0,,,,,,,,,,,,,,,20,2,,1,2,9,4,3,,74,1,14,34,17,50,,,,1,2,,,,,,,,,2,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,8p8cip6nl1vae1j9f0gmpwez9,Rafael Barbosa,Midfielder,10,7,6,1,13,66,2,1,59,,5,56,34,22,157,63,7,,13,,1,16,14,2,1,49,28,21,,5,12,,32,1,203,1,22,10,2,23,70,14,9,3,7,7,6,17,9,5,,14,162,118,83,170,3,7,5,649,2,4,12,6,96,231,12,184,10,17,47,358,,9,63,12,38,3,0,1,0,,,,,2,,,,,,,,,2,24,1,,,,1,4,13,,13,3,16,28,8,5,2,,1,,1,,,,,,,,,,1,,1,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,534johzh2zffl5bjra5jmhwtm,D. Rivas,Defender,12,43,21,22,26,47,1,14,95,1,7,127,53,74,149,196,7,,26,,,26,22,4,,84,32,52,,24,12,,23,1,379,3,65,21,14,62,127,13,4,1,17,10,9,11,7,5,6,21,263,148,138,254,16,24,88,1527,,78,13,8,231,393,5,275,40,12,118,829,31,56,95,41,62,6,,,0,,,,,1,,,,,,,,,1,7,,,1,,1,3,1,,7,3,4,18,13,4,,,,66,,1,1,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,3qc4wwvesd2oyagxqjnrixduy,Roni,Midfielder,70,15,6,9,16,60,6,4,82,3,1,109,52,57,105,189,15,,16,,2,19,16,3,1,94,46,48,,23,9,,87,,435,,25,23,15,73,104,9,5,4,16,5,,,,10,6,14,352,144,213,343,11,20,1,1317,,37,19,7,120,440,9,357,31,7,83,656,23,36,55,34,47,3,2,0,1,,,,,,,,,,,,,,,,1,1,,1,2,,5,,9,,,6,6,6,,,1,,,,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,5dn7h5mrr6w3zk921cd2j2llh,Rúben Semedo,Defender,35,43,22,21,9,28,1,1,90,,,78,41,37,26,144,3,,9,,,24,22,2,,35,19,16,,8,5,,141,,360,2,41,5,1,32,75,5,,2,9,2,,1,1,1,5,28,298,62,256,289,3,5,,782,1,53,13,7,80,388,2,317,8,13,71,487,19,42,57,15,29,3,,,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,azygs4m332liu58yzvu5zwdsl,Simão,Goalkeeper,93,2,,2,12,1,,,29,,,3,,3,,215,,111,12,106,,26,23,3,,1,,1,,,1,,77,,202,3,12,1,,115,72,1,,,12,1,,,,,20,78,147,54,186,162,,,,1073,,10,,2,130,365,,240,,,125,463,60,123,107,18,2,2,,,0,6,,2,36,,1,4,32,18,14,1,5,10,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,AVS Futebol,ej45944282kra8v2lkyopge6t,Tomané,Forward,7,301,151,150,29,87,11,4,122,,9,453,229,224,292,194,8,,29,,4,48,42,6,3,152,78,74,,7,17,,69,9,424,4,64,25,5,68,109,18,12,10,24,19,5,1,1,9,,10,223,160,97,246,2,7,2,2024,2,38,32,61,349,459,22,256,9,71,203,829,2,16,188,30,187,5,3,1,0,,,,,1,,,,,,,,,1,,3,1,2,1,3,,22,4,43,3,,15,15,17,6,,3,,2,,,,,,,,1,2,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,Defender,5,9,4,5,22,96,1,2,91,2,7,112,52,60,235,217,13,,22,,,19,18,1,,103,48,55,,6,15,1,13,1,435,5,55,41,10,70,131,17,6,,17,8,5,21,12,13,1,20,336,202,173,334,8,17,96,1429,,44,30,17,220,457,6,354,25,7,103,844,19,39,120,43,64,1,,,0,,,,,2,,,,,,,,,2,25,,,2,,1,8,,,13,5,13,60,37,4,,,,28,,3,,,,1,,,,2,,,,1,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,29sgwjxwtxqwywoqyj4bzvwno,Abdu Dafe,Midfielder,59,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,3k32vv3elrydevgh61aose3f9,André Geraldes,Defender,18,33,19,14,26,85,,12,136,5,4,115,60,55,93,259,10,9,26,12,,36,31,5,,82,41,41,,13,3,,154,1,613,8,54,25,8,58,154,3,,1,21,2,5,1,1,7,11,41,503,186,347,491,16,6,58,1995,,107,25,12,180,652,1,532,22,10,120,979,40,61,89,42,59,9,,,0,,,,3,,,,,,,,,1,,,,,,,,,,,10,,,11,11,5,,,,22,,1,1,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,6kzv8xhxorlcfxc7h8scc51ey,F. Benaïssa-Yahia,Defender,12,15,4,11,10,34,,,53,1,2,64,25,39,87,52,4,,10,,,12,11,1,,49,21,28,,4,6,,4,,147,,31,9,4,40,62,6,2,,6,4,4,7,1,5,1,1,111,49,73,114,7,13,32,550,,21,11,3,82,152,2,115,20,8,37,308,6,6,37,16,31,2,,,0,,,,,,,,,,,,,,,10,,,,,2,4,,1,9,2,3,16,9,5,,,,5,,,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,31i957f27zym4aj6xdjxu7nit,Cassiano,Forward,90,195,121,74,31,62,3,3,69,1,4,350,203,147,225,94,16,,31,,6,33,30,3,6,155,82,73,,3,10,,57,9,265,8,36,33,20,45,67,10,14,12,23,16,8,1,1,4,,5,139,105,50,149,10,12,,1883,8,22,51,53,208,280,26,154,22,55,126,565,2,8,115,14,118,5,4,2,2,,,,,,,,,,,,,,,,4,,1,1,3,,16,3,28,1,,3,3,9,7,1,5,,6,,,1,1,1,,,,,4,2,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,627sappym1qnqqpvm9wwppf8q,Clau Mendes,Forward,99,25,15,10,13,12,,1,21,,2,63,41,22,38,14,5,,13,,1,6,5,1,1,38,26,12,,3,,,10,9,40,,8,1,,11,8,,5,4,2,3,11,,,,,,17,14,7,21,,1,,279,2,6,15,11,52,44,9,21,1,11,23,111,2,2,21,5,21,1,0,1,0,,,,,,,,,,,,,,,,,,,1,,,2,,11,,,3,3,6,2,,,,1,,,1,1,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,1dljhkcvmodqq9u1w8iv145m2,Dailon Livramento,Forward,10,83,47,36,24,37,4,,46,,9,145,86,59,159,34,6,,24,,,19,16,3,,62,39,23,,2,9,,23,6,133,4,34,15,5,29,46,10,11,7,10,9,14,2,2,10,,2,79,59,29,84,3,2,,940,3,10,17,8,118,140,18,86,5,35,54,295,1,2,54,10,52,2,,,0,,,,,1,,,,,,,,,,,,,1,,,,8,,22,2,,10,10,8,7,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,bfm9vh630pkwniqogdrwbiqcp,Daniel Azevedo,Goalkeeper,22,1,,1,3,,,,9,,,1,,1,,51,,18,3,13,,7,6,1,,,,,,,,,20,,74,1,2,,,15,21,,,,2,,1,,,,5,21,58,8,58,45,,,,217,,7,,,27,92,,66,,,26,118,16,26,19,7,,1,,,0,,,,6,,,3,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,4v5t4x6emwd5wl7cuxl02xd2i,David Sousa,Midfielder,43,114,42,72,26,72,5,14,205,4,1,239,104,135,89,428,18,6,26,7,2,40,36,4,2,125,62,63,2,44,7,,100,,855,10,113,24,12,95,304,7,9,5,25,2,1,1,1,5,27,84,636,197,487,599,16,31,5,2265,,162,43,11,259,904,14,683,47,37,221,1315,78,131,166,61,90,13,1,1,0,,,,1,,,,,,,,,,,1,,,,,,,1,1,5,,1,6,5,3,,,,7,2,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,e211nih87ou9t8crzjbbzhexh,José Fonte,Defender,6,72,19,53,18,30,2,17,119,3,,102,36,66,43,254,6,18,18,19,1,28,24,4,1,30,17,13,1,13,3,2,210,,596,4,56,7,4,36,151,3,4,3,16,2,2,,,2,12,40,491,124,412,496,3,6,,1438,,110,14,5,124,645,7,536,9,24,109,850,29,48,81,30,61,3,1,0,0,,,,1,,,,,,,,,1,,,,,,,,,2,,1,1,,2,2,1,,,,,1,,1,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Casa Pia AC,cbbxxcaz7n6dpkdm38vxt7dre,João Goulart,Defender,4,106,40,66,25,23,2,15,87,5,1,177,79,98,64,317,7,3,25,3,,36,33,3,,71,39,32,,27,3,,204,,560,7,40,14,3,38,51,3,2,1,22,2,3,,,1,14,48,412,138,298,388,10,15,15,1914,,146,29,6,188,595,3,436,25,33,159,916,53,86,112,50,73,4,,,0,,,,,,,,,,,,,,,,,,1,,1,,,,5,,,3,3,4,1,1,,6,,2,,,,,,,,,,,,,,,,,
