liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goal Assists,Goalkeeper Smother,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Saved,Assists (Intentional),Corners Taken (incl short corners),Goals Openplay,Goals from Outside Box,Handballs conceded,Left Foot Goals,Overruns,Successful Corners into Box,Successful Lay-offs,Through balls,Times Tackled,Total Big Chances Created,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful lay-offs,Foul Won Penalty,Right Foot Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Red Cards,Attempts from Set Pieces,Red Cards - 2nd Yellow,Penalties Faced,Second Goal Assists,Hit Woodwork,Penalties Taken,Penalty Goals,Penalties Off Target,Own Goal Scored,Other Goals,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,1vmwai6smmrb1hvur7ses3sb8,A. Papakanellos,Midfielder,19,11,9,2,21,37,4,1,69,,5,90,56,34,106,50,4,,21,,,11,9,2,,79,47,32,,2,2,,36,,168,,36,10,5,22,47,2,1,,2,2,19,2,2,14,,3,128,85,47,127,5,7,3,422,,6,10,6,98,170,1,130,12,16,40,306,,3,41,7,37,1,,,0,,,,,,,,,,,,,,,1,,,1,,3,,2,2,33,1,,8,8,18,1,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,66hmc4980m6tyeqvzc6w8ulm1,Alfonso Pastor,Goalkeeper,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,5mkvjxxs4ij4ppkmzqblqkh9m,C. Miszta,Goalkeeper,1,6,1,5,21,,,,84,3,,12,4,8,,398,1,240,21,203,,38,34,4,,6,3,3,,,,,149,,439,3,20,,,176,170,,,,21,,,,,,42,146,303,68,422,344,,,,1890,,28,1,4,235,717,,490,,,227,954,138,223,158,69,4,6,,,0,13,1,2,58,,10,18,77,52,25,2,19,14,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,3,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,1ikn6ky7wi06swbwfegv7w1gq,F. Petrasso,Defender,23,30,11,19,23,44,2,11,138,2,1,89,37,52,22,286,9,1,23,1,,28,26,2,,59,26,33,,6,2,,314,2,692,2,76,11,4,35,83,2,1,1,18,6,5,,,8,10,42,587,111,505,574,7,12,1,1440,,90,20,6,122,727,2,616,19,9,111,911,34,66,77,35,45,5,,,0,,,,,,,,,,,,,3,,,,,,,,,,2,4,1,,1,1,1,,,,1,,1,3,,1,,1,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,vgvhxmqjvf4g34bd2ebja44q,O. Pohlmann,Midfielder,80,26,14,12,31,164,7,,153,,10,190,101,89,289,102,10,,31,,1,27,25,2,,164,87,77,,9,14,,97,2,470,1,83,21,8,71,127,15,10,7,20,18,11,6,,21,,12,407,237,195,414,9,17,6,1731,1,18,18,31,186,490,17,426,26,38,64,806,5,11,74,18,53,2,1,0,0,,,,,1,,,,,,,,,1,22,1,1,2,1,3,4,36,,51,3,16,28,8,31,4,1,,1,,,,,,3,,,,3,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,2619ynjrn33i0zb7f1ldssh78,Rafael Lobato,Forward,25,,,,2,1,1,,3,,1,6,4,2,7,1,1,,2,,,1,,1,,6,4,2,,,,,1,,3,,2,,,1,,,,1,,,2,,,1,,,2,2,,2,,,,9,,1,1,1,6,3,1,2,,1,1,13,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,adanuzztvgemcbqa2xwupdcdl,O. Richards,Defender,77,18,8,10,14,58,,2,56,,1,57,22,35,88,103,2,,14,,,11,7,4,,39,14,25,,13,4,,16,,254,,30,14,6,32,86,4,1,1,8,6,6,2,2,3,,7,205,99,116,206,3,8,51,702,,22,7,11,80,263,2,213,11,5,50,432,18,24,41,20,26,2,,,0,,,,,,,,,,,,,,,,,,,,1,,,1,6,,,11,11,4,1,,,3,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,aryyav1yjf2u0s1tbky9nyas4,Ryan Guilherme,Midfielder,8,11,2,9,12,48,1,2,82,,3,71,33,38,81,51,8,,12,,,7,4,3,,60,31,29,,7,9,,62,,212,1,38,6,3,22,57,9,2,1,3,2,9,,,10,,3,186,108,84,189,5,8,,417,1,8,9,6,48,218,3,192,13,5,26,306,1,2,24,4,24,2,,,0,,,,,,,,,,,,,,,,,,,,,,2,,10,,,2,2,5,,,,,,,,,1,,1,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,2wbvg562g7b0n0qs0olc1mk89,D. Špikić,Forward,18,36,23,13,30,125,12,1,184,,10,238,145,93,323,114,15,,30,,2,36,31,5,2,202,122,80,,15,21,,74,1,435,1,114,28,18,79,123,24,9,10,24,24,6,4,4,21,2,12,340,227,118,329,9,23,12,1798,3,13,37,27,241,436,19,341,32,57,95,804,7,19,84,27,76,1,1,1,1,,,,,3,,,,,,,,,3,,2,,4,,3,,12,1,65,7,,16,16,29,,,2,,2,,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,6wz9pjhkwz4iprotyn6gyb9ck,Tamble Monteiro,Forward,9,50,25,25,13,42,4,2,48,1,5,106,51,55,125,43,7,,13,,,8,4,4,,56,26,30,,1,4,,24,2,139,1,22,11,4,25,40,5,7,7,7,5,6,,,7,,3,95,69,36,102,2,2,,667,4,11,10,20,107,149,14,105,4,29,44,295,,,48,2,44,2,,,0,,,,,1,,,,,,,,,1,,,,,,1,,10,2,14,3,,6,6,6,2,,,1,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,c86oxcau076lijy7b1nglalm1,M. Vrousai,Forward,17,62,27,35,31,211,16,13,310,2,20,343,146,197,482,437,26,,31,,1,43,36,7,1,281,119,162,,54,25,,384,2,1098,2,174,60,26,160,103,26,10,18,30,10,1,10,8,42,8,50,828,394,476,810,26,57,204,2531,1,88,35,37,447,1135,28,860,83,64,275,1968,33,83,254,74,192,3,0,1,1,,,,,2,,,,,,,,1,2,5,1,,,,4,1,4,7,48,5,3,53,47,28,1,,1,26,,,1,,1,3,1,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,49s1v16s1d6jcesw3j26dtbtg,K. Zoabi,Forward,14,2,1,1,5,7,,,3,,,16,11,5,6,4,1,,5,,,1,1,,,14,10,4,,,2,,4,,18,,1,,,3,4,2,1,,1,1,4,,,,,1,14,10,5,14,,2,,92,,1,6,2,10,19,1,15,2,1,4,33,,,2,2,4,2,,,0,,,,,,,,,,,,,,,,,,1,,,,1,,4,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,d7usri5fwyn96j26nyuwr2p04,E. da Silva Moreira,Forward,2,4,3,1,3,6,,,5,,,15,8,7,14,7,,,3,,,2,2,,,11,5,6,,4,,,19,,31,1,4,1,,4,1,,,1,,,3,,,,1,2,25,14,13,25,1,2,9,70,,5,1,3,12,33,1,27,3,1,6,64,,,5,1,6,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,Rio Ave FC,1du03mqsc0o6i4e64n7pzr6ui,E. van der Gouw,Goalkeeper,99,5,,5,10,,,,56,3,,6,,6,,176,,95,10,65,,11,8,3,,1,,1,,,,,91,,261,,31,1,,84,99,,,,10,,,,,,16,58,208,36,235,213,,,,900,,12,,1,96,366,,271,,,95,469,55,95,78,17,,1,,,0,7,,1,19,,2,7,29,13,15,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,2z9h8lozjzxk4ah6ysho9hotl,K. Aktürkoğlu,Forward,7,,,,1,,,,8,,,1,,1,8,5,,,1,,,,,,,1,,1,,,1,,,,7,,5,,,1,2,1,,1,,,1,1,,,,,6,6,1,6,,,,23,,,,1,5,7,1,6,,2,1,14,,,2,1,1,,,,0,,,,,,,,,,,,,,,2,,,,,,1,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,2p86mzr8qnu9iy01fusvovf56,António Silva,Defender,4,104,43,61,25,51,6,9,435,7,5,194,78,116,139,514,6,1,25,1,1,17,15,2,1,90,35,55,1,29,9,1,572,,1321,1,248,15,9,67,234,10,7,5,20,1,5,3,3,5,8,91,1168,550,665,1121,12,18,7,1858,2,87,24,20,178,1371,12,1212,30,35,159,1640,23,71,112,49,88,6,0,1,0,,,,,1,,,,,,,,1,1,,,,3,,,,,1,7,1,,2,2,3,,,,,,2,1,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,86xoyt0tmxshbypquf8tgkwlw,Anísio Cabral,Forward,72,4,1,3,6,4,,,6,,,12,6,6,29,3,,,6,,2,,,,2,8,5,3,2,,1,,6,,21,,3,,,1,8,1,2,4,,,6,1,1,1,,,17,16,2,17,,,,43,,,1,2,10,21,6,17,,11,4,40,,,4,,4,,2,0,1,,,,,,,,,,,,,,,,2,,,,,,3,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,4dh4ws8ehn6uywozt6ygczs2d,F. Aursnes,Midfielder,8,55,27,28,28,202,8,7,283,9,11,205,101,104,618,392,17,,28,,3,17,15,2,1,150,74,76,,22,53,,370,2,1263,1,141,37,16,121,335,56,13,8,26,4,2,32,12,13,2,50,1090,770,382,1070,19,31,49,2294,3,22,24,13,303,1299,21,1120,50,53,179,1722,19,51,219,29,128,2,1,2,0,,,,,3,,,,,,,,,3,55,3,2,,,2,18,20,5,27,6,32,69,29,10,1,,3,1,1,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,9j0v9bomstpbku7nnmqp8n7c9,A. Bah,Defender,6,11,5,6,9,51,2,1,53,1,3,64,30,34,140,79,6,,9,,2,4,4,,2,53,25,28,,7,8,,93,,223,1,33,14,6,20,8,8,3,3,6,5,3,,,3,2,6,174,91,91,176,10,6,41,474,2,6,9,9,95,231,6,182,16,13,49,387,4,9,46,11,40,2,1,1,2,,,,,,,,,,,,,,,,1,,1,1,2,,,1,13,4,,8,8,8,,,1,12,2,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,l469vtpe0jbgg5sq1v2e67e1,L. Barreiro,Midfielder,18,51,24,27,31,124,6,4,143,3,8,213,99,114,307,165,15,,31,,3,18,17,1,3,162,75,87,1,18,16,,198,5,664,2,64,26,11,60,201,21,6,10,18,9,13,1,1,8,,8,564,349,240,580,17,16,3,1748,4,21,30,46,167,688,16,588,33,68,100,972,8,11,76,28,89,1,2,1,1,,,,,5,,,,,,,,,3,,2,,,,1,,13,1,24,2,,4,4,10,1,,2,,3,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,5f5e6wufz0x041bvqzor10k16,E. Barrenechea,Midfielder,5,59,29,30,26,143,2,6,293,6,6,201,93,108,271,361,11,,26,,1,14,14,,1,142,64,78,,33,7,,402,,1377,1,125,31,16,109,525,7,7,5,21,10,5,2,2,3,8,90,1240,727,567,1202,15,29,4,1798,,33,36,31,165,1431,12,1292,44,17,139,1681,25,44,99,42,95,7,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,,12,1,10,1,,2,2,4,,,,,,,,,,1,,,,2,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,y6esn24vphnrw3y50poje21h,Bruma,Forward,7,,,,3,1,1,,6,,1,6,3,3,13,4,1,,3,,,1,,1,,6,3,3,,,,,,1,11,,3,1,,3,6,,1,,,,3,,,2,,,9,7,2,9,1,,,19,,1,1,,6,11,1,9,1,2,2,22,,,4,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,,,,,,,1,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,5i2tc06romjqx7a7wlu1iye7e,S. Dahl,Defender,26,52,34,18,33,261,5,6,409,10,16,274,119,155,669,588,5,,33,,1,24,21,3,1,222,85,137,,24,34,,98,3,1542,2,236,58,26,145,658,35,6,6,32,4,1,17,14,21,7,54,1316,825,567,1321,32,56,241,2862,,46,24,28,360,1605,12,1375,88,56,230,2303,37,74,210,64,156,3,0,1,0,,,,,1,,,,,,,,,1,3,1,,2,1,4,1,4,,28,2,2,44,40,17,1,,,25,,1,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,2p0nimg288oxorjbnj1hqow0k,Daniel Banjaqui,Defender,58,3,1,2,2,16,,,21,1,4,24,10,14,61,24,1,,2,,,,,,,21,9,12,,1,2,,34,,75,,11,4,2,7,3,2,3,1,2,1,,,,4,,1,59,41,20,60,3,3,12,153,,2,2,2,31,77,4,61,6,10,16,131,3,4,18,4,12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,6,6,2,,,,2,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,a536nk8ps5vrgextz3k3hcl0q,A. Dedić,Defender,17,26,14,12,24,272,5,4,323,6,14,196,95,101,526,265,5,,24,,1,18,15,3,1,170,81,89,,16,20,,343,,918,1,201,27,8,86,59,24,8,2,21,3,3,8,8,34,4,24,774,470,333,771,14,21,164,1903,,35,17,21,267,939,10,795,35,61,144,1444,20,30,137,37,114,3,0,1,1,,,,,4,,,,,,,,1,3,,1,,,,4,,2,4,50,5,,30,30,30,,,1,9,,,,1,2,,1,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,55hcqeulfhkiwpgutzcpwa0pg,Diogo Ferreira,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,7qn3h79plsslojw5d2w347wx6,Diogo Prioste,Midfielder,86,1,,1,2,3,,,4,,,2,,2,2,3,,,2,,,,,,,1,,1,,,,,6,,22,,,1,1,1,10,,,,,,2,,,,,2,22,9,13,20,,,,21,,,,1,,22,,22,,,,25,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,5t952swvuoed4pdwgbi4yjhex,Florentino,Midfielder,61,2,1,1,3,2,,,1,,,8,4,4,,4,1,,3,,,1,1,,,6,3,3,,1,,,,,12,,1,1,1,3,6,,,,,,3,,,,,2,9,1,8,7,2,1,,35,,2,2,,5,12,,9,3,,3,22,1,1,1,2,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,cp4736m2k714qabxzok4q3nys,Gonçalo Moreira,Midfielder,77,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,8s0ugzuzofncv2mq490dmwt90,Gonçalo Oliveira,Defender,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,8uj1pf52hctbd2uxjz4s4tnxm,Henrique Araújo,Forward,39,2,1,1,5,2,1,,1,,,4,2,2,6,2,,,5,,,1,1,,,2,1,1,,,,,,,3,,,,,1,,,,1,,,5,,,,,,2,1,2,3,,,,22,,,1,1,2,4,1,3,,3,1,8,,,1,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,2rojpqo6eyw2d5t677ifmhhqs,Ivan Lima,Forward,90,,,,1,,,,3,,2,2,1,1,5,1,,,1,,,,,,,2,1,1,,,,,1,,3,,2,2,,1,1,,,,,,1,,,1,,,2,2,,2,,,,13,,,,,4,3,,2,,1,1,8,,,3,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,amuqk3xvo87ppk7fz39cg0pre,F. Ivanović,Forward,9,45,29,16,25,62,4,1,133,,14,169,102,67,263,51,8,,25,,6,5,5,,6,124,73,51,,4,8,,51,3,220,,59,25,17,33,59,9,9,18,9,9,16,2,2,21,1,3,156,124,37,156,3,5,2,868,4,2,19,22,160,223,27,159,8,75,64,462,3,5,53,22,59,1,4,2,2,,,,,1,,,,,,,,,1,,5,,1,1,1,,11,2,46,3,,11,11,19,2,2,5,,5,,,,,,,,,,1,1,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,9sei2qd6wd0rdif10mlkkq32s,José Neto,Defender,62,2,,2,2,10,1,1,13,1,1,8,2,6,26,23,,,2,,,,,,,6,2,4,,1,,,2,1,59,,8,2,1,5,27,,1,,1,,1,,,,1,2,49,30,22,50,,1,5,94,,5,1,3,15,62,1,52,1,3,10,88,,1,9,3,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,82o91md3nn11eckmgy749ewpg,João Rego,Midfielder,84,2,,2,8,7,,,12,,3,22,12,10,23,4,,,8,,1,1,1,,1,20,12,8,,,,,4,2,21,,7,2,1,5,6,,,2,,,8,,,2,,,16,12,4,16,,1,,59,,1,2,5,16,21,2,16,1,6,5,45,,,3,2,5,,0,1,0,,,,,,,,,,,,,,,,1,,1,,1,,1,,8,,,,,3,,1,1,,1,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,21iut50h3c5sstozse2z9cqhg,João Veloso,Midfielder,68,,,,2,1,,,,,,,,,2,,,,2,,,,,,,,,,,,,,2,,4,,,,,,1,,,,,,2,,,,,,4,3,1,4,,,,2,,,,,,4,,4,,,,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,16bwa8v8avfakbihamcu58nis,Kevin Pinto,Defender,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,1orxuwwmw6m5647h08t6ym3o4,Leandro Santos,Defender,71,6,4,2,9,28,,7,52,,4,41,18,23,43,45,2,,9,,,2,1,1,,35,14,21,,3,1,1,34,,113,,33,7,3,12,8,1,,,2,2,7,1,1,10,1,4,93,43,53,91,2,6,23,259,,9,3,3,48,115,,95,8,7,20,217,4,7,24,5,13,1,,,0,,,,,,,,,,,,,,,,,,,,1,,,1,5,,,9,9,4,,,,8,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,Forward,11,7,3,4,17,81,12,,159,,18,86,37,49,317,52,4,,17,,,7,4,3,,79,34,45,,5,20,,108,3,265,1,101,20,7,37,27,23,13,9,8,8,9,18,7,27,,15,211,173,58,198,2,5,6,745,4,6,9,11,160,268,22,213,7,53,55,508,2,11,98,14,44,1,,,0,,,,,3,,,,,,,,,3,32,,,1,,2,11,5,1,24,8,19,57,33,15,1,1,,,,,,,,3,,,,2,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,3x1y10rgm8bbu3zgef74b05ck,Manu Silva,Midfielder,16,5,4,1,9,10,,,6,,1,19,15,4,13,22,2,,9,,,2,1,1,,14,11,3,,3,3,,20,,72,,1,1,,8,22,3,2,,1,,8,,,1,,4,58,26,34,56,1,1,,121,1,2,8,,18,74,2,60,2,3,14,92,,3,9,5,11,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,9bnm68d85uffvaatuemvxtwd0,Miguel Figueiredo,Midfielder,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,4vdmmwetnlmvrc4erlhjbcvoq,Rafa Obrador,Defender,3,,,,1,10,,,7,,2,6,3,3,24,6,1,,1,,,,,,,6,3,3,,2,3,,,,25,,2,,,2,10,3,,,1,1,,4,1,3,,,22,16,11,23,,,3,68,,,1,,11,26,,23,,,3,46,,,6,1,3,,,,0,,,,,,,,,,,,,,,7,,,,,,3,,,1,1,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,x32fbvwwxkda9ruezw67b3dh,N. Otamendi,Defender,30,163,36,127,30,79,8,19,607,12,3,297,80,217,141,556,15,24,30,24,2,18,16,2,2,134,44,90,2,40,9,,532,,1838,1,337,20,16,105,748,9,10,6,30,2,,,,9,14,126,1664,664,1071,1609,16,29,4,2605,,130,23,41,216,1915,16,1735,45,52,180,2328,33,81,139,47,99,7,1,1,0,,,,,,,,,,,,,,,,,,,,,,2,5,8,,,6,6,2,,2,,,2,,,1,1,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,7sd87ylfbtgwgpb70hf68cel1,V. Pavlidis,Forward,14,155,86,69,33,183,20,1,166,5,37,328,189,139,562,131,9,,33,,22,20,17,3,22,173,103,70,3,1,32,,178,20,590,2,87,45,10,76,140,36,28,47,30,15,3,2,2,14,1,17,401,285,160,426,9,9,3,2667,19,15,15,40,339,632,75,443,18,214,189,1045,1,8,168,30,181,3,15,7,8,,,,,4,,,,,,,,,2,,9,,1,4,2,,40,8,79,7,,9,9,31,7,,15,,17,,,,,,,,,3,11,10,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,6pavdf2072176dag5nt8qni8k,G. Prestianni,Forward,25,26,16,10,29,123,11,,280,,24,243,124,119,682,154,13,,29,,3,15,14,1,3,217,108,109,,8,38,,190,3,566,,164,49,31,83,108,43,19,15,17,16,12,21,10,53,,10,446,396,78,443,6,12,18,1544,3,4,18,39,298,575,34,453,18,97,122,1038,7,13,157,16,109,8,2,1,1,,,,,5,,,,,,,,,4,32,3,,1,,7,11,11,3,70,5,17,51,33,50,1,1,3,,2,,,1,1,,,,2,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,37ao6cj3w5pd5v5ap79fqlxw5,Rafa,Midfielder,27,12,7,5,16,58,3,,84,,10,104,47,57,262,102,4,,16,,5,9,8,1,5,92,40,52,,1,10,,60,3,285,1,44,23,7,30,71,10,9,13,11,9,5,1,1,14,,3,217,165,58,219,2,11,3,919,6,,4,25,125,291,22,222,13,79,69,455,,2,68,4,67,,3,2,1,,,,,,,,,,,,,,,,5,,,2,,,15,2,23,1,,3,3,9,3,,3,,3,,,,,,,,,1,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,863y1lnf6rxq7xc478ld6y7tg,Rodrigo Rêgo,Forward,67,3,3,,3,10,4,,23,,2,33,18,15,44,11,5,,3,,,,,,,30,15,15,,,2,,11,,36,,12,2,1,7,4,2,2,,1,1,2,2,2,9,,,30,19,13,30,2,2,,112,,,5,2,22,36,2,30,4,7,6,83,1,1,10,1,5,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6,,,5,5,3,,,,,,,,,,,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,1kmvf5y1wi6jysfkoqet28xnu,R. Ríos,Midfielder,20,73,36,37,27,196,14,4,340,7,12,325,148,177,420,288,32,,27,,5,17,15,2,5,252,112,140,2,17,18,,313,1,1131,2,166,53,34,107,359,22,30,16,26,9,1,4,3,26,1,44,964,587,406,945,20,30,4,2279,5,26,50,65,278,1156,46,989,50,54,167,1614,14,44,152,34,123,9,1,4,1,,,,,4,,,,,,,,,4,,4,,1,,3,,25,3,42,6,,19,17,14,3,,3,,3,,,,,5,,,,,,,,,,,,,
Portugal_Primeira_Liga,2025-2026,SL Benfica,chfqy504a1mnfs67pbdbk0jfu,Samuel Soares,Goalkeeper,24,1,,1,2,,,,7,1,,2,,2,,18,,17,2,8,,1,1,,,1,,1,,,,,10,,25,,3,,,15,9,,,,2,,,,,1,1,7,19,3,24,20,,,,180,,,,,10,37,,27,,,10,61,6,10,8,2,,1,,,0,1,,1,2,,,,10,8,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
