root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Fifty Fifty,Shots Off Target (inc woodwork),GK Successful Distribution,Goals Conceded Inside Box,Attempts from Set Pieces,Corners Taken (incl short corners),Goals,Ground Duels,Total Tackles,Unsuccessful Corners into Box,Aerial Duels,Goals from Inside Box,Backward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Successful Fifty Fifty,Successful Open Play Passes,Ground Duels lost,Index,Throw Ins to Opposition Player,Total Losses Of Possession,Key Passes (Attempt Assists),Duels won,Aerial Duels won,Tackles Lost,Total Fouls Won,Touches,Rightside Passes,Tackles Won,Starts,Leftside Passes,Open Play Passes,Recoveries,Time Played,Total Shots,Total Clearances,Successful Passes Opposition Half,Successful Corners into Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels lost,Goals Conceded Outside Box,Goal Assists,Duels lost,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Successful Crosses open play,Total Touches In Opposition Box,Unsuccessful Dribbles,Blocked Shots,Successful Long Passes,Shots On Target ( inc goals ),Substitute Off,Throw Ins to Own Player,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Clean Sheets,Unsuccessful Long Passes,Foul Attempted Tackle,Goals Conceded,Appearances,Successful Launches,Unsuccessful Passes Own Half,Forward Passes,Successful Short Passes,Ground Duels won,Successful Passes Own Half,Successful Lay-offs,Games Played,Corners Won,Unsuccessful Passes Opposition Half,Blocks,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Dribbles,PutThrough/Blocked Distribution,Left Foot Goals,Offsides,Through balls,Times Tackled,Total Passes,Total Fouls Conceded,Yellow Cards,Successful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Unsuccessful lay-offs,Right Foot Goals,Handballs conceded,Substitute On,Hit Woodwork,Headed Goals,Second Goal Assists,Penalty Goals Conceded,Goals from Outside Box,Penalties Taken,Penalty Goals,Penalties Off Target,Foul Won Penalty,Other Goals,Clearances Off the Line,Catches,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Saves Made from Outside Box,Punches,Saves made - parried,Drops,Saves Made from Inside Box,Saves from Penalty,Penalties Faced,Penalties Saved,Total Red Cards,Penalties Conceded,Straight Red Cards,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Set Pieces Goals,Crosses not Claimed,Carries,Final Third Touches,Goals Openplay,Overruns,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Goal Kicks,Last Player Tackle,Total Big Chances Saved
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,684nd3xjli51z43pbla0mwa21,T. Oosting,Forward,29,9.0,3.0,,3.0,,,2.0,23.0,7.0,,8.0,2.0,24.0,44.0,31.0,8.0,92.0,15.0,51.0,1.0,70.0,3.0,11.0,3.0,3.0,1.0,210.0,37.0,4.0,4.0,23.0,135.0,22.0,400.0,5.0,7.0,58.0,,,3.0,5.0,2.0,,20.0,34.0,5.0,,10.0,3.0,,8.0,2.0,,6.0,7.0,3.0,,10.0,3.0,5.0,6.0,2.0,8.0,62.0,94.0,8.0,44.0,1.0,6.0,1.0,41.0,2.0,3.0,102.0,,4.0,2.0,1.0,1.0,4.0,146.0,4.0,1.0,,2.0,0.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,e42jh6bbwn4aybdnysonrvutx,L. Owusu,Defender,13,41.0,11.0,,44.0,3.0,2.0,,170.0,34.0,2.0,26.0,,236.0,312.0,196.0,19.0,899.0,80.0,43.0,44.0,563.0,27.0,102.0,12.0,11.0,17.0,1997.0,66.0,23.0,31.0,371.0,1199.0,188.0,2755.0,15.0,59.0,488.0,,3.0,103.0,14.0,8.0,3.0,94.0,161.0,110.0,22.0,22.0,29.0,9.0,91.0,4.0,2.0,221.0,77.0,15.0,7.0,151.0,6.0,52.0,31.0,18.0,98.0,558.0,828.0,90.0,457.0,1.0,31.0,27.0,324.0,15.0,16.0,919.0,39.0,39.0,,,2.0,51.0,1231.0,17.0,1.0,26.0,0.0,0.0,0.0,,,1.0,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,39f4hnokkp81ucrkx5bo5sjdg,J. Pal,Forward,36,,,,,,,,3.0,,,2.0,,,,5.0,,,1.0,89.0,,1.0,,2.0,,,1.0,6.0,,,,,,,4.0,,,1.0,,,,2.0,,,3.0,,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,2.0,,,2.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,0.0,0.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,en1pg53s5zagsx7wg6tossnah,G. Roemeratoe,Midfielder,20,14.0,3.0,,15.0,,,1.0,62.0,22.0,,28.0,,67.0,60.0,90.0,9.0,317.0,30.0,100.0,8.0,98.0,3.0,49.0,17.0,11.0,6.0,531.0,88.0,11.0,6.0,104.0,377.0,72.0,688.0,6.0,22.0,168.0,,,,11.0,4.0,,41.0,43.0,,,3.0,4.0,,16.0,3.0,3.0,5.0,9.0,11.0,,17.0,3.0,19.0,21.0,3.0,16.0,124.0,307.0,32.0,155.0,1.0,21.0,1.0,44.0,4.0,11.0,323.0,4.0,12.0,1.0,,,13.0,383.0,6.0,,,1.0,0.0,0.0,,,,15.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,ail0unvzd0b9ur7j0l8hk0y51,R. Ruiter,Goalkeeper,1,1.0,,8.0,3.0,,,,,,,,,,11.0,,1.0,13.0,,53.0,,11.0,,,,,,43.0,7.0,,1.0,3.0,20.0,9.0,90.0,,1.0,5.0,,,,,1.0,,,,,,,,,9.0,,,,6.0,,,11.0,,4.0,1.0,2.0,2.0,23.0,13.0,,17.0,,1.0,,9.0,,1.0,22.0,,,,,,,33.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,5.0,3.0,1.0,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,a2ws6j60xd12ng844vlhgq2cq,D. Ryan,Defender,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,pgyt3j19g11v27qx998bgmi1,D. Saddiki,Midfielder,17,100.0,14.0,,41.0,,,2.0,274.0,92.0,,114.0,2.0,107.0,289.0,388.0,54.0,574.0,131.0,35.0,,376.0,14.0,202.0,59.0,43.0,28.0,1378.0,201.0,49.0,32.0,201.0,862.0,177.0,2697.0,23.0,52.0,356.0,,1.0,3.0,55.0,8.0,2.0,186.0,223.0,3.0,2.0,35.0,10.0,6.0,42.0,9.0,13.0,,38.0,44.0,4.0,66.0,39.0,49.0,33.0,11.0,100.0,364.0,542.0,143.0,230.0,5.0,33.0,3.0,192.0,19.0,55.0,584.0,23.0,68.0,1.0,2.0,2.0,25.0,873.0,54.0,7.0,2.0,2.0,0.0,1.0,,1.0,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,305nofkhifw9vg71q5yn5gclx,G. Sağlam,Midfielder,23,41.0,7.0,,13.0,2.0,65.0,1.0,84.0,14.0,39.0,31.0,1.0,133.0,108.0,115.0,21.0,366.0,53.0,36.0,2.0,244.0,29.0,47.0,16.0,7.0,8.0,785.0,122.0,7.0,15.0,111.0,469.0,59.0,1156.0,13.0,6.0,293.0,14.0,2.0,16.0,15.0,4.0,3.0,68.0,82.0,73.0,1.0,15.0,11.0,8.0,36.0,6.0,13.0,8.0,6.0,7.0,,26.0,4.0,17.0,22.0,2.0,22.0,150.0,372.0,31.0,133.0,20.0,22.0,16.0,159.0,4.0,8.0,408.0,9.0,14.0,1.0,,4.0,29.0,516.0,11.0,2.0,18.0,1.0,0.0,1.0,2.0,,,7.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,c3dzl73x1uypbb71x5dwf98iy,V. Schippers,Defender,28,7.0,,,6.0,,,,17.0,9.0,,7.0,,3.0,33.0,24.0,3.0,24.0,8.0,1.0,6.0,45.0,,11.0,2.0,3.0,,105.0,2.0,6.0,1.0,14.0,57.0,10.0,164.0,,6.0,13.0,,,1.0,5.0,1.0,,13.0,18.0,1.0,,3.0,,1.0,4.0,,1.0,7.0,9.0,2.0,,15.0,,7.0,5.0,1.0,16.0,39.0,21.0,9.0,12.0,,5.0,,18.0,,3.0,25.0,,5.0,,,,4.0,58.0,1.0,,,0.0,0.0,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,9v66i03qf0gnn9iserl551wyc,M. Schut,Goalkeeper,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,bhn0paq89a5keakgitoyn2hw4,W. Spieringhs,Midfielder,22,5.0,1.0,,2.0,,,1.0,10.0,2.0,,3.0,1.0,4.0,11.0,13.0,2.0,27.0,3.0,23.0,,15.0,1.0,7.0,,1.0,2.0,62.0,12.0,1.0,1.0,10.0,38.0,5.0,95.0,2.0,1.0,16.0,,,,3.0,1.0,,6.0,8.0,,,2.0,,,1.0,1.0,1.0,,2.0,4.0,,3.0,,3.0,5.0,,6.0,12.0,26.0,7.0,11.0,,5.0,,5.0,1.0,2.0,27.0,3.0,5.0,,,,3.0,38.0,,,,0.0,1.0,0.0,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,88csh50wwpanzfdvu7ia3x1ih,M. Svensson,Forward,11,61.0,13.0,,31.0,1.0,34.0,1.0,130.0,20.0,24.0,68.0,,128.0,166.0,198.0,28.0,335.0,73.0,79.0,,350.0,20.0,77.0,20.0,9.0,12.0,898.0,165.0,11.0,20.0,68.0,500.0,115.0,1914.0,22.0,12.0,263.0,3.0,4.0,47.0,48.0,8.0,4.0,121.0,140.0,80.0,12.0,48.0,23.0,4.0,25.0,9.0,16.0,9.0,13.0,14.0,,26.0,3.0,39.0,34.0,4.0,37.0,153.0,323.0,57.0,104.0,20.0,34.0,22.0,209.0,2.0,10.0,348.0,25.0,36.0,,3.0,,46.0,514.0,5.0,1.0,19.0,0.0,1.0,0.0,2.0,1.0,,14.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,3sia1dbtocrv5i7zv76esmaga,S. Tel,Defender,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,11ceernyer8po8soj8dmygatx,T. Wellenreuther,Goalkeeper,21,,,276.0,43.0,,,,10.0,1.0,,15.0,,,456.0,25.0,,472.0,4.0,52.0,,467.0,1.0,16.0,10.0,,5.0,1450.0,139.0,1.0,31.0,196.0,723.0,329.0,2790.0,,29.0,217.0,,,,5.0,9.0,,9.0,6.0,,,,,,326.0,,,,189.0,,6.0,450.0,,52.0,31.0,68.0,79.0,800.0,353.0,6.0,462.0,,31.0,,377.0,,1.0,679.0,1.0,1.0,,,2.0,,1135.0,,4.0,,0.0,0.0,0.0,1.0,,,,1.0,,,2.0,,,,,,,,26.0,3.0,96.0,105.0,37.0,9.0,28.0,1.0,59.0,,3.0,,,,,,1.0,5.0,,,2.0,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,2c796ozt5nw1l8n61cwtv9all,J. Yeboah,Forward,19,2.0,3.0,,2.0,,,,19.0,2.0,,1.0,,7.0,8.0,20.0,2.0,26.0,10.0,35.0,,22.0,1.0,9.0,,,2.0,64.0,6.0,2.0,,10.0,34.0,7.0,71.0,3.0,1.0,20.0,,,1.0,1.0,1.0,,11.0,8.0,1.0,,8.0,6.0,,1.0,,,,,,,,,3.0,8.0,,,11.0,25.0,9.0,6.0,,8.0,2.0,9.0,,,26.0,5.0,1.0,,,,9.0,34.0,1.0,1.0,,0.0,0.0,0.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,cuankpsdzbi11930kepfm5pii,R. Zuijderwijk,Midfielder,30,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,,1.0,3.0,2.0,,7.0,1.0,24.0,,4.0,,1.0,,,,19.0,1.0,1.0,,2.0,10.0,3.0,35.0,1.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,1.0,,,,,,1.0,1.0,,,1.0,,1.0,3.0,,1.0,6.0,7.0,1.0,6.0,,3.0,,3.0,,1.0,7.0,,,,,,,10.0,,,,0.0,0.0,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2021-2022,Willem II,Willem_II,8dnmp33ergo6zwzb6ubiyvl6,C. van den Berg,Goalkeeper,24,,,5.0,,,,,,,,1.0,,,18.0,1.0,,2.0,,92.0,,18.0,,1.0,1.0,,,36.0,,,,1.0,6.0,8.0,73.0,,3.0,5.0,,,,,,,,,,,,,,6.0,,,,2.0,,,18.0,,,1.0,1.0,3.0,24.0,1.0,,2.0,,1.0,,15.0,,,7.0,,,,,,,25.0,,,,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,6.0,11.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,a7vlgirln231n3dqjhb72o0es,O. Aertssen,Defender,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,47l204bkq2qqjhtazusr0019m,Y. Baas,Defender,25,9.0,1.0,,2.0,,,,17.0,8.0,,3.0,,34.0,21.0,20.0,6.0,119.0,5.0,88.0,4.0,35.0,1.0,13.0,1.0,5.0,2.0,192.0,47.0,3.0,2.0,18.0,140.0,11.0,186.0,1.0,5.0,77.0,,,5.0,2.0,,,7.0,15.0,5.0,,3.0,,1.0,4.0,,2.0,8.0,4.0,3.0,,6.0,2.0,2.0,6.0,,6.0,43.0,117.0,12.0,44.0,,6.0,4.0,20.0,1.0,3.0,121.0,2.0,6.0,,1.0,,2.0,142.0,3.0,,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,31v89l4k38v1wpisz7xhkq38,J. Banel,Forward,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,4jqgl7x5ewke1u0sy2cbkqfhl,C. Bassey,Defender,3,40.0,3.0,7.0,19.0,,,1.0,102.0,40.0,,58.0,1.0,135.0,162.0,160.0,23.0,1271.0,28.0,56.0,2.0,231.0,8.0,110.0,36.0,15.0,25.0,1808.0,528.0,25.0,20.0,333.0,1432.0,156.0,1799.0,6.0,38.0,621.0,,2.0,26.0,22.0,2.0,3.0,50.0,125.0,26.0,7.0,27.0,2.0,1.0,57.0,3.0,3.0,47.0,10.0,18.0,5.0,37.0,9.0,21.0,25.0,3.0,54.0,476.0,1253.0,74.0,696.0,1.0,25.0,6.0,134.0,6.0,23.0,1310.0,9.0,34.0,,,1.0,8.0,1472.0,14.0,,7.0,0.0,1.0,0.0,,,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,7.0,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,Forward,23,40.0,23.0,,24.0,3.0,75.0,9.0,150.0,44.0,38.0,19.0,4.0,221.0,252.0,169.0,17.0,1245.0,78.0,100.0,3.0,456.0,47.0,86.0,14.0,19.0,11.0,2037.0,306.0,25.0,25.0,487.0,1493.0,126.0,2103.0,47.0,7.0,1027.0,18.0,9.0,75.0,5.0,3.0,9.0,83.0,198.0,115.0,21.0,98.0,20.0,28.0,108.0,24.0,11.0,43.0,5.0,17.0,3.0,54.0,8.0,27.0,29.0,2.0,39.0,512.0,1166.0,72.0,290.0,17.0,29.0,33.0,328.0,2.0,6.0,1274.0,17.0,41.0,6.0,,20.0,47.0,1526.0,13.0,5.0,43.0,4.0,5.0,4.0,,1.0,,4.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,6hrp4zuxh40i3tccmk5s0j5xx,S. Bergwijn,Forward,7,71.0,21.0,,26.0,,17.0,12.0,199.0,30.0,,17.0,8.0,412.0,135.0,216.0,36.0,1033.0,94.0,82.0,2.0,311.0,42.0,111.0,6.0,9.0,36.0,1666.0,392.0,21.0,28.0,179.0,1168.0,111.0,2351.0,59.0,4.0,861.0,,4.0,36.0,11.0,5.0,5.0,105.0,127.0,36.0,9.0,216.0,34.0,27.0,18.0,38.0,15.0,21.0,4.0,12.0,5.0,8.0,6.0,31.0,32.0,,21.0,214.0,1044.0,105.0,210.0,39.0,32.0,35.0,150.0,1.0,5.0,1062.0,39.0,44.0,,9.0,4.0,75.0,1197.0,14.0,,9.0,9.0,3.0,4.0,2.0,11.0,2.0,4.0,3.0,1.0,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,3kx4mltrob4yta5g6kr2u8ic5,D. Blind,Defender,17,21.0,4.0,2.0,10.0,,,,45.0,18.0,,25.0,,68.0,120.0,70.0,15.0,931.0,17.0,82.0,2.0,160.0,15.0,43.0,15.0,6.0,6.0,1240.0,401.0,12.0,11.0,130.0,1048.0,72.0,943.0,4.0,17.0,608.0,,1.0,16.0,10.0,2.0,2.0,27.0,77.0,16.0,5.0,26.0,2.0,5.0,80.0,,3.0,39.0,13.0,7.0,3.0,43.0,2.0,12.0,13.0,6.0,21.0,466.0,865.0,28.0,342.0,1.0,13.0,2.0,115.0,2.0,12.0,945.0,4.0,14.0,,,1.0,9.0,1065.0,5.0,1.0,5.0,,,0.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,Forward,9,61.0,22.0,,16.0,,,13.0,96.0,9.0,,79.0,13.0,142.0,80.0,175.0,32.0,231.0,55.0,50.0,,162.0,20.0,77.0,36.0,3.0,24.0,597.0,82.0,6.0,17.0,75.0,310.0,31.0,1647.0,53.0,10.0,181.0,,2.0,,43.0,2.0,3.0,98.0,78.0,,,189.0,13.0,12.0,2.0,31.0,14.0,1.0,1.0,4.0,1.0,2.0,5.0,18.0,32.0,,15.0,39.0,256.0,41.0,77.0,31.0,32.0,15.0,65.0,1.0,3.0,258.0,8.0,8.0,4.0,15.0,1.0,35.0,338.0,22.0,1.0,,5.0,8.0,3.0,9.0,7.0,3.0,15.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,2x44f29a52v8kpkkjsuiiywdm,Francisco Conceição,Forward,35,13.0,8.0,,7.0,,4.0,,86.0,12.0,,9.0,,60.0,45.0,95.0,5.0,188.0,48.0,59.0,,105.0,9.0,41.0,3.0,6.0,13.0,378.0,17.0,6.0,4.0,117.0,233.0,25.0,510.0,14.0,1.0,143.0,,2.0,14.0,6.0,1.0,3.0,54.0,43.0,14.0,1.0,59.0,17.0,5.0,6.0,6.0,4.0,4.0,1.0,3.0,,2.0,7.0,8.0,19.0,,12.0,45.0,188.0,38.0,52.0,,19.0,14.0,47.0,,1.0,194.0,13.0,14.0,,1.0,1.0,25.0,239.0,10.0,3.0,1.0,,,0.0,,,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,Midfielder,28,,2.0,,,,,,3.0,1.0,,,,3.0,1.0,3.0,,18.0,2.0,72.0,,1.0,,1.0,,1.0,,22.0,7.0,,,4.0,19.0,,15.0,2.0,,8.0,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,1.0,,2.0,,,5.0,17.0,1.0,10.0,,2.0,,1.0,,,18.0,,,,,,,19.0,2.0,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,Forward,39,,,,,,,,2.0,,,,,7.0,2.0,2.0,,13.0,1.0,100.0,,6.0,,1.0,,,1.0,22.0,8.0,,,,15.0,1.0,13.0,,,13.0,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,6.0,1.0,1.0,,,,,,,,,,1.0,3.0,,1.0,,13.0,1.0,,,3.0,,2.0,,,13.0,,1.0,,,,1.0,15.0,,,,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,ddfwtazsntda1pah2l454py3t,J. Gorter,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,1ekkj2b713kjnugsk4dz50q1h,F. Grillitsch,Midfielder,21,10.0,,1.0,6.0,,4.0,,29.0,9.0,,13.0,,60.0,44.0,42.0,7.0,410.0,13.0,81.0,,56.0,3.0,23.0,7.0,2.0,7.0,538.0,173.0,7.0,4.0,136.0,454.0,42.0,420.0,,4.0,242.0,,,2.0,6.0,1.0,,19.0,35.0,2.0,,4.0,3.0,1.0,27.0,,2.0,1.0,3.0,6.0,,9.0,1.0,7.0,10.0,1.0,13.0,102.0,400.0,16.0,185.0,2.0,10.0,3.0,33.0,2.0,12.0,427.0,,10.0,,,,5.0,471.0,4.0,2.0,,,,0.0,,,1.0,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,bgydmtsi0ngn9k56apo29v0no,J. Hato,Defender,4,13.0,,,8.0,,,,43.0,13.0,,23.0,,88.0,46.0,66.0,3.0,461.0,18.0,95.0,7.0,74.0,7.0,34.0,9.0,6.0,1.0,631.0,219.0,7.0,6.0,37.0,507.0,51.0,607.0,1.0,11.0,209.0,,,1.0,14.0,2.0,,32.0,37.0,1.0,2.0,4.0,4.0,,15.0,1.0,1.0,18.0,2.0,3.0,1.0,9.0,3.0,10.0,11.0,2.0,16.0,171.0,454.0,25.0,262.0,1.0,11.0,4.0,31.0,5.0,6.0,469.0,11.0,8.0,,,,11.0,515.0,3.0,1.0,2.0,,,0.0,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,Midfielder,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,1asrguqxyo7rmoyamggwd9oq2,A. Kaplan,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2022-2023,AFC Ajax,AFC_Ajax,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,Midfielder,6,46.0,9.0,,19.0,,,8.0,107.0,33.0,,46.0,8.0,178.0,141.0,153.0,26.0,706.0,53.0,96.0,,194.0,19.0,71.0,17.0,13.0,16.0,1103.0,222.0,20.0,21.0,237.0,846.0,121.0,2047.0,27.0,18.0,490.0,,1.0,3.0,29.0,5.0,3.0,82.0,125.0,3.0,2.0,98.0,5.0,11.0,26.0,18.0,10.0,7.0,8.0,15.0,5.0,16.0,8.0,24.0,33.0,5.0,42.0,222.0,692.0,54.0,230.0,14.0,33.0,10.0,102.0,9.0,8.0,718.0,5.0,32.0,,3.0,2.0,22.0,859.0,14.0,3.0,2.0,3.0,5.0,2.0,1.0,6.0,,12.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
