root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Fifty Fifty,Shots Off Target (inc woodwork),GK Successful Distribution,Goals Conceded Inside Box,Attempts from Set Pieces,Corners Taken (incl short corners),Goals,Ground Duels,Total Tackles,Unsuccessful Corners into Box,Aerial Duels,Goals from Inside Box,Backward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Successful Fifty Fifty,Successful Open Play Passes,Ground Duels lost,Index,Throw Ins to Opposition Player,Total Losses Of Possession,Key Passes (Attempt Assists),Duels won,Aerial Duels won,Tackles Lost,Total Fouls Won,Touches,Rightside Passes,Tackles Won,Starts,Leftside Passes,Open Play Passes,Recoveries,Time Played,Total Shots,Total Clearances,Successful Passes Opposition Half,Successful Corners into Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels lost,Goals Conceded Outside Box,Goal Assists,Duels lost,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Successful Crosses open play,Total Touches In Opposition Box,Unsuccessful Dribbles,Blocked Shots,Successful Long Passes,Shots On Target ( inc goals ),Substitute Off,Throw Ins to Own Player,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Clean Sheets,Unsuccessful Long Passes,Foul Attempted Tackle,Goals Conceded,Appearances,Successful Launches,Unsuccessful Passes Own Half,Forward Passes,Successful Short Passes,Ground Duels won,Successful Passes Own Half,Successful Lay-offs,Games Played,Corners Won,Unsuccessful Passes Opposition Half,Blocks,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Dribbles,PutThrough/Blocked Distribution,Left Foot Goals,Offsides,Through balls,Times Tackled,Total Passes,Total Fouls Conceded,Yellow Cards,Successful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Unsuccessful lay-offs,Right Foot Goals,Handballs conceded,Substitute On,Hit Woodwork,Headed Goals,Second Goal Assists,Penalty Goals Conceded,Goals from Outside Box,Penalties Taken,Penalty Goals,Penalties Off Target,Foul Won Penalty,Other Goals,Clearances Off the Line,Catches,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Saves Made from Outside Box,Punches,Saves made - parried,Drops,Saves Made from Inside Box,Saves from Penalty,Penalties Faced,Penalties Saved,Total Red Cards,Penalties Conceded,Straight Red Cards,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Set Pieces Goals,Crosses not Claimed,Carries,Final Third Touches,Goals Openplay,Overruns,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Goal Kicks,Last Player Tackle,Total Big Chances Saved
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,9psfk94nduz6icnuwty5v9all,C. Gakpo,Forward,19,63.0,18.0,,11.0,,18.0,7.0,203.0,20.0,10.0,46.0,4.0,143.0,159.0,249.0,37.0,442.0,95.0,57.0,2.0,327.0,26.0,133.0,25.0,11.0,36.0,1054.0,186.0,9.0,22.0,93.0,601.0,80.0,1674.0,34.0,10.0,354.0,4.0,2.0,23.0,21.0,3.0,3.0,116.0,149.0,38.0,5.0,90.0,24.0,11.0,11.0,16.0,14.0,9.0,2.0,14.0,2.0,10.0,17.0,14.0,23.0,,20.0,195.0,447.0,108.0,113.0,9.0,23.0,17.0,177.0,,9.0,458.0,52.0,42.0,2.0,5.0,4.0,68.0,617.0,21.0,2.0,9.0,2.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,Midfielder,15,8.0,,,4.0,,1.0,,18.0,7.0,1.0,6.0,,13.0,20.0,24.0,5.0,108.0,10.0,81.0,,27.0,2.0,9.0,1.0,2.0,,162.0,30.0,5.0,1.0,48.0,128.0,12.0,150.0,,3.0,50.0,,,,5.0,,,15.0,13.0,1.0,,1.0,1.0,1.0,16.0,,1.0,,2.0,1.0,,7.0,3.0,4.0,8.0,2.0,4.0,38.0,93.0,8.0,59.0,1.0,8.0,,17.0,,5.0,109.0,1.0,2.0,,,,4.0,129.0,5.0,2.0,,0.0,0.0,0.0,,,,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,eqtsanns36za56h4pfqhbnh05,M. Götze,Midfielder,27,50.0,2.0,,7.0,,13.0,5.0,134.0,27.0,4.0,12.0,5.0,271.0,160.0,146.0,29.0,901.0,65.0,80.0,1.0,262.0,20.0,74.0,5.0,12.0,17.0,1355.0,316.0,15.0,17.0,221.0,1061.0,109.0,1410.0,12.0,3.0,581.0,1.0,3.0,18.0,7.0,3.0,6.0,72.0,144.0,22.0,4.0,45.0,14.0,3.0,38.0,10.0,10.0,7.0,,25.0,2.0,16.0,5.0,10.0,18.0,,30.0,264.0,874.0,69.0,336.0,9.0,18.0,9.0,152.0,,22.0,912.0,25.0,41.0,2.0,4.0,3.0,35.0,1072.0,7.0,,5.0,3.0,2.0,2.0,1.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,2qisc3hbv5wptqo9az1w0op1x,J. Hendrix,Midfielder,8,22.0,3.0,,7.0,,1.0,,32.0,9.0,1.0,14.0,,35.0,56.0,46.0,9.0,244.0,13.0,66.0,6.0,74.0,5.0,25.0,6.0,8.0,6.0,381.0,105.0,1.0,3.0,66.0,300.0,38.0,406.0,3.0,4.0,157.0,,,2.0,8.0,,,21.0,35.0,3.0,2.0,3.0,1.0,,24.0,,,9.0,8.0,8.0,1.0,21.0,2.0,7.0,9.0,2.0,19.0,99.0,225.0,19.0,94.0,2.0,9.0,2.0,40.0,1.0,4.0,249.0,4.0,12.0,,1.0,1.0,4.0,305.0,5.0,,2.0,0.0,0.0,0.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,esuun75v4ldrdjk0x3f9jwjmy,Luís Felipe,Defender,39,,,,,,,,,,,,,,,,,1.0,,66.0,1.0,1.0,,,,,,2.0,,,,,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,9zryne6aa951ltubvjo0gk12i,M. Ihattaren,Midfielder,10,29.0,9.0,,11.0,1.0,13.0,3.0,102.0,7.0,9.0,15.0,1.0,142.0,125.0,117.0,14.0,500.0,52.0,96.0,,235.0,24.0,53.0,3.0,3.0,10.0,895.0,129.0,4.0,13.0,196.0,624.0,58.0,1074.0,27.0,3.0,355.0,2.0,,23.0,12.0,2.0,2.0,64.0,98.0,33.0,6.0,39.0,19.0,12.0,50.0,18.0,11.0,11.0,5.0,13.0,,27.0,3.0,13.0,22.0,1.0,20.0,166.0,458.0,50.0,161.0,9.0,22.0,11.0,138.0,,6.0,508.0,33.0,28.0,3.0,2.0,1.0,37.0,633.0,6.0,,8.0,2.0,1.0,2.0,2.0,,,9.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,c7n2b2gq381k0o0jizqueii5m,M. Kjølø,Midfielder,49,,,,,,,,,,,,,,,,,10.0,,100.0,,,,,,,,10.0,4.0,,,3.0,10.0,,2.0,,,7.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,3.0,9.0,,3.0,,1.0,,,,,10.0,,,,,,,10.0,,,,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,94h1esmbnvlcvdeq9ohs11boq,M. Kreekels,Defender,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,Forward,14,1.0,1.0,,,,,,1.0,,,4.0,,3.0,2.0,5.0,,6.0,1.0,20.0,,4.0,1.0,1.0,1.0,,,14.0,1.0,,1.0,2.0,8.0,1.0,51.0,1.0,,6.0,,,,3.0,,,4.0,2.0,,,2.0,,,,,1.0,,,,,,,,1.0,,1.0,3.0,7.0,,1.0,,1.0,,1.0,,,7.0,,,,,,,9.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,5yt3hbvzpaqv8lrjgt4ahb78q,R. Ledezma,Midfielder,37,2.0,1.0,,1.0,,2.0,,3.0,1.0,1.0,6.0,,25.0,10.0,9.0,1.0,59.0,2.0,87.0,,17.0,1.0,3.0,2.0,1.0,,84.0,25.0,,1.0,13.0,69.0,7.0,92.0,1.0,,42.0,1.0,1.0,1.0,4.0,,1.0,6.0,10.0,4.0,,4.0,,,2.0,,1.0,1.0,,2.0,,,1.0,1.0,3.0,,2.0,6.0,57.0,1.0,18.0,,3.0,2.0,12.0,,,59.0,,4.0,,,,1.0,69.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,e3il1t1s5lrn4g8t85fcm40oa,N. Madueke,Forward,23,39.0,8.0,,12.0,1.0,7.0,7.0,123.0,6.0,3.0,19.0,5.0,117.0,48.0,142.0,26.0,301.0,60.0,81.0,1.0,155.0,13.0,73.0,10.0,3.0,19.0,602.0,66.0,3.0,7.0,103.0,349.0,41.0,959.0,22.0,2.0,233.0,4.0,4.0,7.0,9.0,2.0,4.0,69.0,47.0,10.0,2.0,72.0,22.0,8.0,2.0,14.0,6.0,2.0,,6.0,,1.0,1.0,14.0,24.0,,2.0,64.0,300.0,63.0,75.0,18.0,24.0,12.0,56.0,1.0,3.0,302.0,38.0,12.0,7.0,3.0,,48.0,350.0,7.0,1.0,6.0,4.0,3.0,0.0,,,2.0,17.0,2.0,,1.0,1.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,7q96z3aaee5jyccb8pjthi8kp,D. Malen,Forward,9,66.0,27.0,,20.0,1.0,4.0,19.0,174.0,5.0,,34.0,18.0,249.0,159.0,208.0,35.0,566.0,89.0,76.0,1.0,368.0,28.0,93.0,8.0,2.0,30.0,1282.0,269.0,3.0,26.0,121.0,725.0,73.0,2448.0,87.0,10.0,491.0,,5.0,30.0,26.0,5.0,8.0,115.0,140.0,30.0,9.0,209.0,25.0,26.0,20.0,60.0,16.0,8.0,5.0,6.0,1.0,19.0,5.0,25.0,32.0,2.0,24.0,141.0,601.0,85.0,139.0,15.0,32.0,32.0,165.0,,11.0,621.0,50.0,26.0,4.0,19.0,2.0,72.0,780.0,10.0,1.0,9.0,10.0,9.0,6.0,2.0,15.0,1.0,6.0,5.0,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,5mbkc1nqmirbtfml9aklqr5xx,P. Max,Defender,31,51.0,7.0,,24.0,10.0,112.0,5.0,162.0,60.0,65.0,43.0,3.0,371.0,224.0,205.0,28.0,1300.0,73.0,68.0,10.0,440.0,54.0,111.0,22.0,19.0,18.0,2322.0,734.0,41.0,29.0,56.0,1521.0,177.0,2595.0,21.0,34.0,817.0,29.0,8.0,71.0,21.0,6.0,8.0,94.0,161.0,151.0,31.0,58.0,7.0,11.0,32.0,14.0,9.0,216.0,34.0,20.0,6.0,63.0,13.0,30.0,31.0,4.0,76.0,416.0,1321.0,89.0,605.0,2.0,31.0,35.0,299.0,1.0,24.0,1353.0,11.0,52.0,4.0,7.0,,16.0,1577.0,20.0,2.0,69.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,5.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,6790uxmc1zs4emxtqf7vl6imt,Y. Mvogo,Goalkeeper,38,1.0,,293.0,29.0,,,,3.0,,,6.0,,1.0,149.0,9.0,,447.0,2.0,56.0,,154.0,1.0,7.0,6.0,,,1028.0,126.0,,33.0,202.0,535.0,244.0,2970.0,,17.0,62.0,,,,,6.0,,2.0,6.0,,,,,,146.0,,,,58.0,1.0,11.0,143.0,1.0,35.0,33.0,21.0,46.0,439.0,473.0,1.0,557.0,,33.0,,103.0,,,619.0,1.0,2.0,,,,,768.0,1.0,,,0.0,0.0,0.0,,,,,,,,5.0,,,,,,,,6.0,8.0,75.0,47.0,23.0,9.0,34.0,2.0,52.0,1.0,6.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,a2l4ep71txn2edtjjcgewai5m,V. Müller,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,Defender,24,1.0,1.0,,4.0,,,,8.0,4.0,,11.0,,8.0,6.0,19.0,1.0,174.0,2.0,100.0,,8.0,,13.0,7.0,1.0,,204.0,50.0,3.0,1.0,79.0,180.0,17.0,158.0,1.0,6.0,62.0,,,,4.0,,,6.0,4.0,,,1.0,1.0,,11.0,,1.0,1.0,,,,2.0,,4.0,5.0,1.0,1.0,45.0,165.0,6.0,114.0,,5.0,,5.0,4.0,2.0,176.0,2.0,,,,,1.0,182.0,,,,0.0,0.0,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,cm78w42nflwgvshpnok680mlm,F. Oppegård,Defender,35,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,6ka58mn83rknx80e4y2jk3949,J. Piroe,Forward,29,4.0,2.0,,4.0,,,1.0,11.0,1.0,,7.0,1.0,18.0,9.0,18.0,2.0,51.0,8.0,100.0,1.0,23.0,1.0,4.0,1.0,1.0,,96.0,17.0,,,21.0,60.0,5.0,128.0,3.0,1.0,35.0,,,,6.0,,,14.0,8.0,,,9.0,2.0,3.0,2.0,1.0,,2.0,,1.0,,1.0,,4.0,11.0,,3.0,5.0,50.0,3.0,17.0,5.0,11.0,1.0,6.0,,,52.0,2.0,2.0,,,,6.0,61.0,1.0,,,0.0,1.0,0.0,,1.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,aku4k46wmyw2of8e2vd1zbwmh,M. Romero,Forward,20,,,,,,,1.0,,,,2.0,1.0,,2.0,2.0,,,,100.0,,2.0,,1.0,1.0,,,3.0,1.0,,,,2.0,,1.0,1.0,,,,,,1.0,,,1.0,2.0,,,2.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,1.0,,2.0,,,,,,,,,,2.0,,,,1.0,0.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,vja0xo3xiuax8eh0b6q3y09,P. Rosario,Midfielder,18,109.0,5.0,,22.0,,,1.0,201.0,58.0,,93.0,1.0,214.0,287.0,294.0,54.0,1366.0,107.0,48.0,,363.0,18.0,154.0,60.0,24.0,21.0,2061.0,497.0,34.0,26.0,472.0,1649.0,167.0,2313.0,7.0,21.0,770.0,,2.0,3.0,33.0,6.0,4.0,140.0,237.0,3.0,,19.0,6.0,7.0,91.0,2.0,7.0,9.0,13.0,37.0,5.0,50.0,28.0,28.0,29.0,2.0,75.0,498.0,1303.0,94.0,624.0,10.0,29.0,6.0,215.0,8.0,51.0,1394.0,16.0,68.0,,,2.0,26.0,1681.0,45.0,6.0,,1.0,0.0,0.0,2.0,1.0,1.0,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,9qoc020keotb4s72a09zm5pzp,M. Sadílek,Midfielder,32,1.0,,,1.0,,,,2.0,,,1.0,,3.0,7.0,3.0,1.0,17.0,,21.0,,7.0,,3.0,1.0,,2.0,30.0,5.0,,1.0,8.0,24.0,5.0,46.0,,,6.0,,,,,,,,4.0,,,,,,1.0,,1.0,,,,,3.0,,1.0,2.0,,2.0,9.0,17.0,2.0,12.0,,2.0,,5.0,,2.0,18.0,,2.0,,,,,25.0,,,,0.0,0.0,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,9vf02r3geinhsy732oxyrcacq,I. Saibari,Midfielder,55,,,,,,,,1.0,,,1.0,,,,2.0,,4.0,1.0,100.0,,,1.0,,,,,5.0,1.0,,,1.0,4.0,,2.0,,,4.0,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,4.0,,,,1.0,,,,,4.0,,1.0,,,,,4.0,,,,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,f57vs3qmmob743hdk2dxf56cq,S. Sambo,Defender,44,,,,,,,,1.0,,,1.0,,4.0,1.0,2.0,,11.0,1.0,32.0,,2.0,,,,,,15.0,,,,7.0,12.0,,13.0,,,6.0,,,,1.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,2.0,12.0,,6.0,,1.0,,1.0,,,12.0,,,,,,1.0,13.0,,,,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,1abb1gcw7arw1nkbuxnccjca1,I. Sangaré,Midfielder,6,88.0,12.0,,24.0,,,1.0,255.0,101.0,,96.0,1.0,216.0,268.0,351.0,50.0,1596.0,99.0,62.0,,353.0,20.0,221.0,65.0,32.0,19.0,2386.0,644.0,69.0,25.0,482.0,1864.0,249.0,2281.0,16.0,46.0,845.0,,1.0,5.0,31.0,6.0,1.0,130.0,213.0,5.0,2.0,35.0,12.0,8.0,87.0,4.0,5.0,10.0,21.0,29.0,4.0,55.0,28.0,30.0,29.0,5.0,91.0,549.0,1536.0,156.0,780.0,7.0,29.0,8.0,182.0,8.0,61.0,1623.0,36.0,55.0,,1.0,1.0,35.0,1891.0,42.0,7.0,2.0,0.0,1.0,0.0,2.0,,1.0,4.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,2e0o5pwinz3zhg9pqg5vej9ih,J. Teze,Defender,33,60.0,1.0,,28.0,,,,119.0,51.0,,69.0,,203.0,261.0,188.0,28.0,1924.0,48.0,63.0,3.0,308.0,15.0,109.0,38.0,17.0,9.0,2603.0,293.0,34.0,31.0,965.0,2184.0,274.0,2825.0,2.0,70.0,777.0,,1.0,14.0,31.0,5.0,1.0,79.0,157.0,14.0,3.0,12.0,3.0,1.0,104.0,1.0,1.0,53.0,45.0,21.0,10.0,104.0,8.0,33.0,33.0,17.0,98.0,766.0,1862.0,71.0,1192.0,1.0,33.0,7.0,177.0,17.0,33.0,1966.0,11.0,37.0,,,2.0,7.0,2227.0,28.0,3.0,3.0,0.0,0.0,0.0,,,1.0,2.0,,,,5.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,1rd0zzpp3dn0y7qtxwc57g7h1,R. Thomas,Midfielder,30,35.0,4.0,,9.0,,18.0,1.0,70.0,22.0,9.0,26.0,1.0,116.0,94.0,96.0,22.0,424.0,36.0,64.0,1.0,155.0,22.0,49.0,15.0,10.0,9.0,737.0,129.0,12.0,11.0,152.0,517.0,62.0,900.0,7.0,13.0,284.0,5.0,2.0,7.0,11.0,1.0,2.0,47.0,79.0,18.0,5.0,34.0,7.0,2.0,27.0,3.0,10.0,16.0,6.0,15.0,,15.0,3.0,10.0,16.0,,22.0,132.0,408.0,34.0,162.0,3.0,16.0,6.0,90.0,2.0,21.0,435.0,3.0,28.0,,5.0,,16.0,529.0,6.0,,11.0,1.0,0.0,0.0,,1.0,1.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,y6esn24vphnrw3y50poje21h,Bruma,Forward,7,1.0,3.0,,2.0,,,,8.0,,,1.0,,14.0,19.0,9.0,1.0,29.0,5.0,100.0,,31.0,,3.0,,,1.0,70.0,8.0,,1.0,7.0,48.0,5.0,119.0,4.0,,22.0,,,3.0,1.0,,,6.0,18.0,3.0,,3.0,3.0,,1.0,1.0,,,,1.0,,1.0,,2.0,3.0,,3.0,19.0,28.0,3.0,7.0,,3.0,,19.0,,1.0,29.0,2.0,4.0,,,,3.0,48.0,1.0,1.0,,0.0,0.0,0.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,bzanwdo4ihqd6d7vr06bd3845,L. Unnerstall,Goalkeeper,13,,,5.0,,,,,1.0,,,,,,3.0,1.0,,22.0,1.0,50.0,,5.0,,,,,,32.0,1.0,,1.0,7.0,23.0,4.0,90.0,,,3.0,,,,,,,1.0,,,,,,,6.0,,,,1.0,,1.0,3.0,,,1.0,2.0,,22.0,21.0,,24.0,,1.0,,3.0,,,27.0,,,,,,,30.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,81sfrpdzz1nymxg1b5noo67ai,Y. Vertessen,Forward,53,20.0,4.0,,6.0,,,2.0,57.0,6.0,,26.0,2.0,51.0,29.0,83.0,7.0,112.0,32.0,88.0,,82.0,6.0,36.0,11.0,1.0,9.0,265.0,21.0,5.0,6.0,39.0,141.0,22.0,508.0,14.0,1.0,82.0,,1.0,4.0,15.0,1.0,3.0,47.0,27.0,4.0,,38.0,13.0,3.0,1.0,10.0,6.0,1.0,1.0,6.0,,2.0,1.0,7.0,15.0,,4.0,32.0,113.0,25.0,32.0,7.0,15.0,4.0,29.0,,2.0,114.0,10.0,12.0,2.0,,1.0,21.0,143.0,5.0,,,2.0,0.0,1.0,,,1.0,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,Defender,4,37.0,1.0,,8.0,,,,45.0,11.0,,71.0,,42.0,104.0,116.0,23.0,790.0,26.0,100.0,3.0,118.0,,63.0,44.0,4.0,5.0,1045.0,320.0,7.0,13.0,205.0,894.0,73.0,1092.0,1.0,37.0,296.0,,,1.0,27.0,3.0,,53.0,72.0,1.0,1.0,5.0,,,28.0,,4.0,9.0,17.0,5.0,4.0,32.0,9.0,11.0,17.0,4.0,45.0,339.0,774.0,19.0,507.0,,17.0,1.0,60.0,2.0,28.0,802.0,3.0,14.0,,,,5.0,906.0,14.0,3.0,1.0,0.0,0.0,0.0,,,1.0,4.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,dm0e0dzoincmqdaeajm9fzx05,E. Zahavi,Forward,7,90.0,31.0,,19.0,5.0,,11.0,112.0,20.0,,71.0,9.0,126.0,171.0,183.0,40.0,472.0,58.0,81.0,,264.0,24.0,82.0,28.0,10.0,18.0,963.0,210.0,10.0,24.0,160.0,643.0,65.0,1997.0,67.0,8.0,390.0,,2.0,5.0,43.0,4.0,3.0,101.0,165.0,5.0,,118.0,13.0,19.0,17.0,36.0,12.0,,,8.0,4.0,6.0,12.0,23.0,25.0,1.0,32.0,159.0,467.0,54.0,94.0,29.0,25.0,13.0,144.0,1.0,9.0,484.0,16.0,29.0,,9.0,5.0,29.0,655.0,19.0,3.0,,6.0,5.0,4.0,8.0,9.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2020-2021,PSV Eindhoven,PSV_Eindhoven,98fjpfhrww2qdifsi8viybaol,M. van Ginkel,Midfielder,14,14.0,2.0,,4.0,,,1.0,38.0,7.0,,14.0,1.0,53.0,35.0,52.0,6.0,222.0,17.0,100.0,1.0,58.0,3.0,30.0,9.0,,5.0,328.0,81.0,7.0,3.0,66.0,257.0,20.0,353.0,4.0,5.0,151.0,,1.0,1.0,5.0,,1.0,22.0,26.0,1.0,,9.0,4.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,,9.0,2.0,4.0,11.0,1.0,10.0,60.0,214.0,21.0,74.0,6.0,11.0,,26.0,,3.0,225.0,9.0,5.0,1.0,,1.0,10.0,260.0,5.0,,,0.0,1.0,0.0,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
