liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Blocked Shots,Clean Sheets,Clearances Off the Line,GK Successful Distribution,Goal Assists,Goal Kicks,Goals,Goals from Inside Box,Handballs conceded,Headed Goals,Own Goal Scored,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Second Goal Assists,Shots On Target ( inc goals ),Successful Launches,Through balls,Throw Ins to Opposition Player,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Red Cards,Yellow Cards,Home Goals,Away Goals,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Hit Woodwork,Left Foot Goals,Overruns,Right Foot Goals,Successful Corners into Box,Unsuccessful Corners into Box,Unsuccessful lay-offs,Foul Won Penalty,Goals from Outside Box,Last Player Tackle,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Goalkeeper Smother,Penalties Taken,Penalty Goals,Straight Red Cards,Direct Setpiece Goals,Set Pieces Goals,Direct Corner Goals,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals,Crosses not Claimed
Eredivisie,2025-2026,PEC Zwolle,dw13yk4rfi54y3miuelwkqivo,G. Rahajaän,Midfielder,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,c3akpx5mnexpkslo0sqqezsru,E. Reijnders,Midfielder,23,1.0,1.0,,2.0,1.0,,4.0,,5.0,3.0,2.0,10.0,3.0,,2.0,,,,4.0,2.0,2.0,,1.0,6.0,,10.0,2.0,1.0,,4.0,,1.0,,,,2.0,,,,,,4.0,2.0,2.0,4.0,,2.0,,41.0,1.0,,,,,10.0,10.0,,4.0,2.0,3.0,6.0,18.0,,,,,1.0,5.0,1.0,5.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,7h6w0i7ebl5pew0v1j8ipin10,G. Reiziger,Midfielder,20,7.0,6.0,1.0,11.0,5.0,,12.0,1.0,23.0,17.0,6.0,30.0,13.0,1.0,11.0,3.0,2.0,1.0,16.0,11.0,5.0,3.0,,12.0,,38.0,4.0,4.0,3.0,8.0,8.0,,3.0,,,11.0,,,1.0,1.0,,24.0,20.0,4.0,24.0,,3.0,,129.0,7.0,,1.0,3.0,1.0,30.0,38.0,4.0,24.0,3.0,7.0,14.0,71.0,1.0,1.0,3.0,2.0,4.0,11.0,4.0,10.0,0.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,0.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,7962u6otgj03w6a42q6zl5zx0,D. Ruward,Defender,42,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,11.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,cetavjue5femoxid9fmcd0zjd,J. Schendelaar,Goalkeeper,1,,,,2.0,,,4.0,,2.0,,2.0,,42.0,,2.0,4.0,3.0,1.0,2.0,,2.0,,,14.0,,41.0,,,,18.0,5.0,,,2.0,,,,,,,14.0,23.0,6.0,27.0,19.0,,,,180.0,,,,,2.0,29.0,61.0,,33.0,,,28.0,82.0,,,,17.0,28.0,21.0,7.0,,0.0,,,,,19.0,,15.0,,,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,8.0,1.0,,5.0,3.0,2.0,,2.0,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,awsbedog2zaz7zpjucbcba82y,S. Shoretire,Forward,7,31.0,24.0,7.0,24.0,121.0,3.0,191.0,10.0,187.0,109.0,78.0,260.0,124.0,16.0,24.0,34.0,30.0,4.0,156.0,85.0,71.0,19.0,15.0,99.0,2.0,471.0,90.0,27.0,15.0,71.0,134.0,16.0,6.0,19.0,11.0,5.0,,,15.0,15.0,15.0,387.0,222.0,171.0,378.0,8.0,16.0,6.0,1652.0,45.0,3.0,12.0,30.0,32.0,196.0,478.0,14.0,393.0,24.0,52.0,85.0,781.0,10.0,7.0,18.0,2.0,10.0,69.0,26.0,75.0,1.0,1.0,3.0,2.0,,,1.0,,5.0,5.0,,2.0,,,2.0,,,8.0,1.0,1.0,2.0,1.0,,5.0,,4.0,4.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,1rd0zzpp3dn0y7qtxwc57g7h1,R. Thomas,Midfielder,30,63.0,28.0,35.0,27.0,186.0,13.0,317.0,4.0,269.0,119.0,150.0,232.0,341.0,25.0,27.0,41.0,35.0,6.0,206.0,91.0,115.0,49.0,13.0,249.0,,979.0,111.0,59.0,37.0,129.0,244.0,14.0,5.0,27.0,9.0,,1.0,1.0,21.0,17.0,62.0,785.0,389.0,436.0,762.0,22.0,38.0,3.0,2157.0,28.0,1.0,98.0,36.0,34.0,280.0,1020.0,7.0,824.0,60.0,15.0,196.0,1492.0,9.0,9.0,13.0,25.0,59.0,148.0,57.0,137.0,0.0,,7.0,4.0,,,1.0,,1.0,1.0,1.0,,,,2.0,,,2.0,5.0,6.0,1.0,,,,,7.0,0.0,1.0,,,1.0,1.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,6nd0ifv6ljza9nauxcpejqzft,O. Velanas,Midfielder,18,15.0,11.0,4.0,12.0,53.0,,74.0,9.0,81.0,40.0,41.0,120.0,53.0,1.0,12.0,20.0,14.0,6.0,66.0,29.0,37.0,2.0,11.0,52.0,,180.0,32.0,14.0,7.0,28.0,29.0,12.0,,6.0,4.0,6.0,8.0,4.0,2.0,9.0,2.0,141.0,92.0,63.0,145.0,8.0,12.0,2.0,539.0,11.0,4.0,6.0,7.0,15.0,92.0,187.0,6.0,147.0,20.0,18.0,40.0,318.0,22.0,9.0,4.0,2.0,5.0,52.0,10.0,35.0,1.0,1.0,1.0,,,,1.0,,2.0,2.0,,1.0,,,,,,6.0,1.0,1.0,,2.0,,,,,2.0,0.0,,15.0,1.0,,,2.0,1.0,4.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,4mhahoh3a6rir882ug9hdb5nu,T. Velthuis,Defender,5,19.0,6.0,13.0,13.0,33.0,6.0,58.0,,29.0,11.0,18.0,10.0,88.0,1.0,13.0,12.0,8.0,4.0,10.0,5.0,5.0,5.0,2.0,62.0,,244.0,25.0,2.0,,20.0,75.0,2.0,,5.0,1.0,8.0,,,,,12.0,210.0,75.0,148.0,211.0,1.0,4.0,1.0,488.0,1.0,,37.0,4.0,,38.0,258.0,,223.0,5.0,2.0,35.0,324.0,1.0,1.0,,7.0,13.0,20.0,16.0,22.0,0.0,,,,,8.0,,8.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,sk7z843dcqvmdf1tkoaoysr8,D. Verduin,Goalkeeper,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,cczptju66ofuymrlsol11fpxw,D. Voute,Forward,39,2.0,1.0,1.0,3.0,6.0,,11.0,,9.0,5.0,4.0,12.0,12.0,,3.0,2.0,2.0,,7.0,4.0,3.0,3.0,,13.0,,36.0,4.0,1.0,,5.0,5.0,,1.0,,1.0,3.0,,,2.0,,1.0,31.0,13.0,18.0,30.0,,1.0,7.0,93.0,3.0,,6.0,,,12.0,36.0,1.0,31.0,1.0,,5.0,67.0,,,1.0,1.0,1.0,2.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,68hoounwudpjrr2wmovkyvswk,T. de Graaff,Goalkeeper,16,13.0,2.0,11.0,31.0,,,119.0,1.0,21.0,4.0,17.0,,713.0,,31.0,65.0,55.0,10.0,8.0,2.0,6.0,,1.0,149.0,,683.0,39.0,2.0,,287.0,149.0,1.0,,31.0,,,,,,,186.0,430.0,121.0,445.0,380.0,1.0,2.0,,2790.0,,,26.0,,5.0,453.0,1011.0,,566.0,3.0,,445.0,1353.0,,,,247.0,432.0,357.0,88.0,13.0,0.0,,,6.0,,233.0,,195.0,,,,,,,2.0,,,,72.0,,,,30.0,,,,,,,,,,,,,,,,,,1.0,19.0,6.0,102.0,2.0,14.0,128.0,82.0,44.0,2.0,28.0,2.0,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,Forward,22,98.0,56.0,42.0,32.0,127.0,,213.0,12.0,312.0,161.0,151.0,333.0,142.0,13.0,32.0,54.0,45.0,9.0,214.0,105.0,109.0,6.0,20.0,41.0,8.0,468.0,110.0,42.0,18.0,88.0,166.0,25.0,11.0,23.0,12.0,9.0,2.0,2.0,21.0,19.0,12.0,339.0,232.0,117.0,335.0,14.0,12.0,11.0,2030.0,64.0,7.0,14.0,32.0,63.0,283.0,476.0,20.0,347.0,26.0,65.0,129.0,862.0,15.0,15.0,25.0,7.0,21.0,113.0,31.0,108.0,1.0,5.0,8.0,3.0,,,5.0,,6.0,6.0,1.0,,,,3.0,,,9.0,,4.0,2.0,3.0,,4.0,,3.0,1.0,5.0,,,6.0,,2.0,8.0,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,6hpvm6ktb7nulhdph4497649g,D. van der Haar,Defender,33,1.0,1.0,,3.0,,,,,2.0,2.0,,1.0,2.0,1.0,3.0,,,,1.0,1.0,,1.0,,1.0,,3.0,,,,,,,,,,3.0,,,,,,1.0,1.0,,1.0,,,2.0,17.0,,,2.0,1.0,,2.0,3.0,,1.0,,,2.0,9.0,,,,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PEC Zwolle,dp8pw0ucv2l8iqa1smro3tyc4,G. van der Wal,Midfielder,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,cmrror5dshow00mbi6nxh1es4,T. Abed,Midfielder,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,1jr23fmrmezgiaq7k63pro07o,I. Babadi,Midfielder,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,24sgu58uugxgy49el075dz21g,E. Bajraktarević,Forward,19,17.0,15.0,2.0,28.0,175.0,,190.0,15.0,129.0,69.0,60.0,419.0,83.0,5.0,28.0,11.0,6.0,5.0,112.0,54.0,58.0,4.0,18.0,179.0,,464.0,92.0,16.0,8.0,52.0,36.0,22.0,8.0,8.0,4.0,20.0,13.0,10.0,21.0,11.0,9.0,407.0,325.0,104.0,407.0,5.0,14.0,5.0,1062.0,36.0,6.0,8.0,9.0,18.0,163.0,473.0,22.0,416.0,19.0,55.0,57.0,740.0,37.0,30.0,26.0,5.0,7.0,85.0,9.0,50.0,0.0,4.0,14.0,2.0,,,4.0,,4.0,2.0,1.0,,,,1.0,,,14.0,,4.0,1.0,2.0,,1.0,,,4.0,0.0,,13.0,4.0,1.0,4.0,3.0,,3.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,4i5i204kbg1we22h8cabtb1n8,J. Bawuah,Midfielder,52,,,,1.0,1.0,,3.0,,1.0,,1.0,2.0,,,1.0,,,,1.0,,1.0,1.0,,2.0,,3.0,2.0,,,1.0,,,,,,1.0,,,,,,2.0,1.0,1.0,2.0,,1.0,,10.0,,,,,,2.0,3.0,1.0,2.0,1.0,,1.0,8.0,,,,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,f4pqxviuwzd6a803jfx9bh4o9,M. Boadu,Forward,21,14.0,9.0,5.0,12.0,24.0,,17.0,4.0,37.0,21.0,16.0,57.0,5.0,1.0,12.0,8.0,6.0,2.0,23.0,12.0,11.0,,3.0,11.0,1.0,47.0,12.0,2.0,2.0,8.0,14.0,3.0,6.0,2.0,2.0,10.0,,,4.0,6.0,1.0,35.0,30.0,12.0,41.0,2.0,1.0,,310.0,7.0,1.0,,5.0,4.0,31.0,54.0,12.0,42.0,3.0,27.0,12.0,105.0,,,3.0,,2.0,9.0,3.0,10.0,1.0,,1.0,,,,,,3.0,3.0,1.0,1.0,,,,,,6.0,,,,4.0,,3.0,,,1.0,2.0,,,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,b0me6l44boibnwpbtasxoy02x,S. Dest,Defender,8,40.0,21.0,19.0,26.0,259.0,5.0,416.0,20.0,260.0,115.0,145.0,659.0,442.0,5.0,26.0,30.0,22.0,8.0,220.0,94.0,126.0,13.0,21.0,378.0,1.0,1281.0,237.0,40.0,14.0,144.0,225.0,26.0,7.0,25.0,7.0,1.0,10.0,10.0,39.0,10.0,19.0,1154.0,732.0,455.0,1158.0,22.0,30.0,155.0,2114.0,66.0,9.0,28.0,15.0,35.0,330.0,1304.0,12.0,1177.0,52.0,67.0,127.0,1934.0,44.0,44.0,42.0,5.0,15.0,148.0,23.0,112.0,0.0,4.0,2.0,4.0,,,5.0,,1.0,1.0,3.0,,,1.0,3.0,,,5.0,1.0,3.0,19.0,,,,,4.0,1.0,0.0,,,1.0,,,6.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,6jhavdnaitqn6ydme8a526aui,C. Driouech,Forward,11,14.0,9.0,5.0,28.0,139.0,,190.0,11.0,97.0,53.0,44.0,315.0,61.0,5.0,28.0,18.0,11.0,7.0,83.0,44.0,39.0,1.0,14.0,28.0,3.0,372.0,115.0,20.0,9.0,52.0,148.0,20.0,16.0,5.0,3.0,23.0,10.0,9.0,9.0,18.0,11.0,296.0,212.0,98.0,289.0,8.0,12.0,7.0,927.0,20.0,7.0,6.0,17.0,10.0,166.0,376.0,29.0,300.0,20.0,68.0,76.0,592.0,30.0,30.0,14.0,6.0,15.0,92.0,14.0,61.0,1.0,5.0,8.0,1.0,,,6.0,,4.0,3.0,1.0,,,,,,,13.0,1.0,1.0,1.0,4.0,,2.0,,4.0,4.0,0.0,,5.0,4.0,1.0,1.0,5.0,3.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,cgsmk5437f466uoqvol7devze,R. Flamingo,Defender,6,92.0,27.0,65.0,32.0,105.0,19.0,290.0,2.0,173.0,67.0,106.0,84.0,450.0,11.0,32.0,27.0,19.0,8.0,81.0,40.0,41.0,19.0,6.0,463.0,,1212.0,143.0,21.0,11.0,51.0,225.0,7.0,9.0,14.0,2.0,18.0,,,3.0,3.0,65.0,1075.0,517.0,587.0,1039.0,9.0,19.0,8.0,1571.0,11.0,3.0,114.0,21.0,10.0,164.0,1243.0,14.0,1104.0,28.0,24.0,139.0,1528.0,3.0,3.0,5.0,18.0,54.0,98.0,44.0,85.0,0.0,,3.0,1.0,,7.0,1.0,7.0,2.0,2.0,,2.0,,,2.0,,,5.0,12.0,4.0,1.0,2.0,1.0,2.0,,4.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,cmdeqxibr6holfqg17ap9uihg,Yarek Gąsiorowski,Defender,3,85.0,31.0,54.0,27.0,101.0,19.0,335.0,3.0,150.0,58.0,92.0,69.0,476.0,6.0,27.0,27.0,17.0,10.0,65.0,27.0,38.0,31.0,3.0,342.0,,1422.0,138.0,24.0,20.0,55.0,574.0,5.0,3.0,24.0,5.0,3.0,,,4.0,,49.0,1302.0,520.0,853.0,1324.0,9.0,16.0,5.0,2054.0,5.0,1.0,120.0,16.0,9.0,139.0,1493.0,10.0,1373.0,25.0,21.0,120.0,1797.0,,,4.0,30.0,48.0,71.0,49.0,72.0,0.0,,2.0,5.0,1.0,49.0,2.0,49.0,3.0,3.0,,3.0,,,2.0,,,7.0,15.0,1.0,1.0,3.0,1.0,3.0,,,3.0,0.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,4fweqnbfhqxtxzx9culxr9lw4,J. Koller,Midfielder,56,1.0,1.0,,2.0,1.0,,3.0,,4.0,2.0,2.0,1.0,,1.0,2.0,,,,3.0,1.0,2.0,,,1.0,,3.0,1.0,,,,1.0,,,,,2.0,,,1.0,,,3.0,1.0,2.0,3.0,,,,13.0,,,,1.0,1.0,1.0,3.0,,3.0,,1.0,,6.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,cs4aca71qkt1ru20ppmi6djl6,M. Kovář,Goalkeeper,32,7.0,,7.0,30.0,,,267.0,,17.0,4.0,13.0,,693.0,1.0,30.0,40.0,29.0,11.0,10.0,4.0,6.0,1.0,2.0,263.0,,971.0,162.0,1.0,1.0,294.0,237.0,2.0,,30.0,,,,,1.0,,187.0,787.0,102.0,816.0,731.0,,,,2700.0,2.0,,39.0,1.0,5.0,280.0,1193.0,,918.0,,,275.0,1498.0,,,,121.0,264.0,214.0,61.0,11.0,0.0,,,7.0,,231.0,,146.0,,,,,,1.0,3.0,,,,42.0,,,,14.0,,,,,,,,,,,,,,,2.0,,,,30.0,2.0,49.0,4.0,13.0,80.0,53.0,27.0,6.0,14.0,3.0,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,7aa5kjv02kla3kbyr4a983axg,W. Kuhn,Defender,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,e6x3hs6v8cq74ojgluyny72fo,T. Land,Midfielder,28,12.0,9.0,3.0,28.0,134.0,5.0,259.0,1.0,108.0,53.0,55.0,249.0,247.0,7.0,28.0,20.0,16.0,4.0,96.0,44.0,52.0,15.0,22.0,271.0,,820.0,116.0,19.0,13.0,66.0,184.0,23.0,4.0,15.0,11.0,13.0,1.0,1.0,6.0,19.0,15.0,748.0,464.0,301.0,749.0,15.0,20.0,,1452.0,15.0,4.0,12.0,13.0,11.0,117.0,836.0,8.0,764.0,35.0,22.0,72.0,1026.0,5.0,5.0,7.0,7.0,15.0,63.0,14.0,57.0,0.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,1.0,2.0,1.0,,4.0,,3.0,,,,1.0,1.0,3.0,2.0,0.0,,2.0,2.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,biee6dvb524juzai7iryyskix,D. Man,Forward,27,30.0,16.0,14.0,24.0,173.0,1.0,305.0,19.0,188.0,108.0,80.0,509.0,127.0,6.0,24.0,24.0,19.0,5.0,158.0,92.0,66.0,5.0,22.0,283.0,4.0,612.0,166.0,37.0,13.0,78.0,29.0,28.0,14.0,19.0,17.0,5.0,8.0,8.0,38.0,25.0,10.0,515.0,392.0,131.0,505.0,2.0,8.0,8.0,1419.0,60.0,5.0,11.0,16.0,19.0,216.0,612.0,28.0,515.0,10.0,105.0,97.0,927.0,11.0,9.0,44.0,1.0,7.0,93.0,15.0,90.0,2.0,5.0,13.0,,,,6.0,,6.0,6.0,,1.0,,,1.0,,,14.0,1.0,3.0,1.0,5.0,,5.0,,2.0,2.0,4.0,,2.0,4.0,3.0,4.0,7.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,c6ip6gwp8yvchd1n3dv42go9,Mauro Júnior,Defender,17,32.0,17.0,15.0,26.0,278.0,5.0,382.0,14.0,200.0,86.0,114.0,570.0,472.0,8.0,26.0,27.0,20.0,7.0,168.0,69.0,99.0,38.0,25.0,281.0,1.0,1523.0,185.0,47.0,27.0,166.0,517.0,33.0,6.0,24.0,9.0,2.0,10.0,10.0,24.0,18.0,58.0,1361.0,804.0,592.0,1328.0,19.0,41.0,109.0,2086.0,32.0,13.0,50.0,16.0,15.0,273.0,1548.0,14.0,1386.0,60.0,50.0,162.0,2063.0,19.0,19.0,18.0,18.0,30.0,131.0,50.0,132.0,0.0,9.0,8.0,3.0,,,9.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,8.0,3.0,6.0,11.0,,1.0,1.0,,2.0,0.0,1.0,,6.0,1.0,,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,67np9yqsr86iheossxpve8ufo,F. Merién,Defender,38,,,,1.0,1.0,,2.0,,2.0,1.0,1.0,,2.0,,1.0,,,,2.0,1.0,1.0,,,1.0,,4.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,4.0,,4.0,4.0,,,,3.0,,,2.0,,,,4.0,,4.0,,,,8.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,alic8z5h7h9qlr1p4ujvc3ris,A. Nagalo,Defender,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,oi8kw43rorvqooiencbnhxck,N. Fernandez,Midfielder,31,4.0,3.0,1.0,9.0,46.0,,50.0,1.0,47.0,27.0,20.0,70.0,36.0,1.0,9.0,4.0,3.0,1.0,43.0,24.0,19.0,2.0,5.0,38.0,,174.0,21.0,5.0,4.0,27.0,54.0,5.0,,3.0,3.0,6.0,1.0,1.0,3.0,6.0,3.0,162.0,92.0,71.0,159.0,8.0,6.0,1.0,299.0,11.0,1.0,3.0,8.0,2.0,29.0,174.0,,162.0,14.0,4.0,12.0,229.0,1.0,1.0,8.0,,1.0,8.0,5.0,11.0,0.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,3ojwbw6v83g9b0u2wssnkzzzd,A. Obispo,Defender,4,69.0,30.0,39.0,17.0,29.0,5.0,113.0,2.0,89.0,38.0,51.0,57.0,211.0,1.0,17.0,12.0,11.0,1.0,20.0,8.0,12.0,6.0,,147.0,,558.0,56.0,6.0,1.0,32.0,200.0,,4.0,9.0,4.0,8.0,,,3.0,1.0,28.0,498.0,237.0,289.0,498.0,3.0,3.0,,807.0,1.0,,56.0,6.0,4.0,69.0,587.0,10.0,526.0,6.0,15.0,61.0,709.0,,,,4.0,20.0,44.0,17.0,41.0,1.0,,1.0,,,18.0,,18.0,2.0,2.0,,2.0,,,1.0,,,6.0,2.0,1.0,1.0,3.0,,2.0,,1.0,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,PSV Eindhoven,eamuyjut271ytghb2q4ljqbpx,N. Olij,Goalkeeper,1,,,,1.0,,,16.0,,,,,,18.0,,1.0,1.0,,1.0,,,,,,18.0,,45.0,14.0,,,6.0,11.0,,,1.0,,,,,,,5.0,43.0,2.0,43.0,40.0,,,,90.0,,,2.0,,,2.0,47.0,,45.0,,,2.0,56.0,,,,,2.0,2.0,,,0.0,,,,,5.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,3.0,3.0,,,1.0,,,,,,,,,,,,
