liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Assists (Intentional),Blocked Shots,Clean Sheets,Clearances Off the Line,GK Successful Distribution,Goal Assists,Goal Kicks,Goals,Goals from Inside Box,Handballs conceded,Headed Goals,Own Goal Scored,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Second Goal Assists,Shots On Target ( inc goals ),Successful Launches,Through balls,Throw Ins to Opposition Player,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Red Cards,Yellow Cards,Home Goals,Away Goals,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Hit Woodwork,Left Foot Goals,Overruns,Right Foot Goals,Successful Corners into Box,Unsuccessful Corners into Box,Unsuccessful lay-offs,Foul Won Penalty,Goals from Outside Box,Last Player Tackle,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Goalkeeper Smother,Penalties Taken,Penalty Goals,Straight Red Cards,Direct Setpiece Goals,Set Pieces Goals,Direct Corner Goals,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals,Crosses not Claimed
Eredivisie,2025-2026,AFC Ajax,qbianttmr932drta2agkunf8,M. Abdalla,Midfielder,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,4fu2agdclsyxx1boxxibauzo4,G. Alders,Defender,41,15.0,13.0,2.0,9.0,56.0,3.0,56.0,3.0,67.0,30.0,37.0,90.0,77.0,4.0,9.0,9.0,7.0,2.0,52.0,17.0,35.0,6.0,4.0,53.0,1.0,230.0,37.0,13.0,1.0,24.0,49.0,4.0,1.0,7.0,6.0,2.0,4.0,4.0,1.0,2.0,7.0,187.0,106.0,90.0,185.0,11.0,9.0,28.0,529.0,9.0,2.0,19.0,6.0,14.0,73.0,235.0,1.0,192.0,20.0,11.0,43.0,377.0,9.0,9.0,3.0,5.0,6.0,36.0,16.0,37.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,3ctkqknm19hnv3oliuzgizuac,A. Appiah,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,47l204bkq2qqjhtazusr0019m,Y. Baas,Defender,15,91.0,47.0,44.0,30.0,153.0,31.0,592.0,1.0,246.0,102.0,144.0,147.0,631.0,11.0,30.0,38.0,34.0,4.0,155.0,55.0,100.0,34.0,7.0,483.0,1.0,2123.0,324.0,27.0,17.0,133.0,979.0,8.0,6.0,30.0,,,1.0,1.0,10.0,1.0,75.0,1958.0,759.0,1318.0,2001.0,21.0,32.0,12.0,2670.0,17.0,3.0,133.0,25.0,37.0,222.0,2246.0,13.0,2076.0,53.0,25.0,170.0,2702.0,1.0,1.0,8.0,36.0,76.0,93.0,78.0,94.0,2.0,1.0,1.0,8.0,2.0,59.0,1.0,59.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,7.0,15.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,7joybllup4h9oe6zfhcepjy6t,S. Berghuis,Forward,23,8.0,4.0,4.0,18.0,148.0,2.0,173.0,11.0,66.0,36.0,30.0,389.0,176.0,3.0,18.0,8.0,6.0,2.0,58.0,32.0,26.0,8.0,31.0,272.0,2.0,658.0,68.0,18.0,2.0,54.0,80.0,33.0,14.0,13.0,10.0,5.0,21.0,5.0,5.0,26.0,48.0,553.0,415.0,175.0,521.0,4.0,8.0,10.0,1071.0,25.0,6.0,5.0,7.0,10.0,196.0,676.0,30.0,569.0,12.0,52.0,107.0,897.0,42.0,25.0,12.0,10.0,34.0,128.0,21.0,73.0,1.0,2.0,9.0,1.0,,,2.0,,4.0,4.0,2.0,,,,,,1.0,16.0,1.0,4.0,1.0,2.0,,2.0,,3.0,2.0,2.0,3.0,37.0,4.0,1.0,3.0,2.0,1.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,264gu641hrd38wqf28xolwhlg,R. Bounida,Forward,43,21.0,15.0,6.0,21.0,95.0,2.0,177.0,14.0,125.0,66.0,59.0,305.0,97.0,3.0,21.0,12.0,12.0,,104.0,51.0,53.0,2.0,24.0,147.0,,378.0,67.0,19.0,7.0,36.0,48.0,29.0,8.0,9.0,8.0,12.0,11.0,3.0,17.0,17.0,17.0,316.0,238.0,97.0,307.0,9.0,5.0,12.0,807.0,28.0,5.0,16.0,12.0,22.0,166.0,387.0,18.0,324.0,14.0,62.0,63.0,650.0,45.0,17.0,14.0,7.0,12.0,91.0,17.0,51.0,1.0,5.0,18.0,,,,5.0,,1.0,1.0,2.0,,,,1.0,,1.0,10.0,,5.0,,3.0,,,,4.0,1.0,0.0,3.0,36.0,1.0,1.0,1.0,2.0,,8.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,2wesmq2wuhnuwh2yhgkuaxqfo,A. Bouwman,Defender,30,12.0,9.0,3.0,8.0,28.0,5.0,105.0,,30.0,19.0,11.0,12.0,105.0,2.0,8.0,3.0,3.0,,18.0,10.0,8.0,4.0,1.0,201.0,,394.0,48.0,3.0,2.0,23.0,76.0,1.0,,6.0,,2.0,,,1.0,,10.0,369.0,120.0,265.0,375.0,3.0,4.0,,553.0,1.0,1.0,33.0,7.0,,29.0,410.0,2.0,385.0,7.0,3.0,25.0,482.0,,,,5.0,10.0,12.0,13.0,15.0,0.0,,,4.0,,3.0,,3.0,1.0,1.0,,,,,,,,2.0,4.0,1.0,,,1.0,1.0,,2.0,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,9c2i7ddl2uh7kuhwq62klkyui,B. Brobbey,Forward,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,e3mwjkfs86jtko5qiqecqy7tg,E. Butera,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,ctp8zu9j5xq6ra8f2n3ybfn6c,M. Carrizo,Forward,7,2.0,,2.0,3.0,5.0,,5.0,,5.0,1.0,4.0,12.0,1.0,,3.0,1.0,1.0,,3.0,1.0,2.0,,,3.0,,9.0,,3.0,2.0,1.0,,,,,,3.0,,,1.0,,1.0,8.0,5.0,3.0,7.0,1.0,,2.0,27.0,1.0,,1.0,,,6.0,9.0,,8.0,1.0,1.0,1.0,24.0,2.0,1.0,1.0,,,3.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,bpprd2haoafk6y0rjans4iytx,K. Dolberg,Forward,9,54.0,36.0,18.0,21.0,72.0,1.0,64.0,4.0,139.0,80.0,59.0,162.0,42.0,9.0,21.0,12.0,12.0,,85.0,44.0,41.0,4.0,7.0,49.0,6.0,206.0,37.0,19.0,6.0,16.0,54.0,10.0,10.0,12.0,10.0,9.0,,,7.0,18.0,3.0,136.0,91.0,56.0,144.0,1.0,5.0,1.0,1083.0,23.0,4.0,5.0,22.0,28.0,131.0,217.0,21.0,147.0,6.0,54.0,70.0,392.0,1.0,1.0,14.0,2.0,3.0,50.0,21.0,67.0,0.0,2.0,5.0,,,,3.0,,3.0,3.0,2.0,,,,1.0,,,11.0,,2.0,,8.0,,3.0,,1.0,2.0,1.0,,,3.0,1.0,1.0,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,7dkhv2l8y6jq20l1dc2ye17je,O. Edvardsen,Forward,17,24.0,11.0,13.0,18.0,73.0,,61.0,3.0,93.0,49.0,44.0,160.0,63.0,4.0,18.0,14.0,12.0,2.0,69.0,38.0,31.0,4.0,8.0,74.0,,239.0,31.0,18.0,7.0,30.0,30.0,9.0,1.0,6.0,6.0,12.0,5.0,5.0,5.0,7.0,6.0,196.0,127.0,75.0,191.0,2.0,7.0,12.0,635.0,19.0,3.0,9.0,12.0,18.0,89.0,240.0,2.0,197.0,9.0,20.0,43.0,374.0,15.0,15.0,5.0,1.0,1.0,46.0,12.0,42.0,0.0,1.0,2.0,,,,1.0,,,,1.0,,,,2.0,,,1.0,2.0,,,2.0,,,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,7dbxbajs67qezr9rk2vjtnrx0,A. El Hani,Goalkeeper,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,b8ixf31bdyfqqcwoy4ulai73e,K. Fitz-Jim,Midfielder,28,2.0,1.0,1.0,17.0,50.0,,108.0,5.0,70.0,35.0,35.0,101.0,108.0,8.0,17.0,9.0,7.0,2.0,68.0,34.0,34.0,16.0,4.0,78.0,,335.0,46.0,12.0,3.0,37.0,106.0,4.0,4.0,4.0,4.0,13.0,,,7.0,13.0,9.0,293.0,185.0,115.0,291.0,8.0,12.0,1.0,516.0,14.0,2.0,8.0,11.0,7.0,68.0,342.0,8.0,300.0,20.0,23.0,42.0,455.0,3.0,3.0,9.0,7.0,12.0,31.0,14.0,30.0,0.0,,5.0,,,,,,1.0,1.0,,1.0,,1.0,2.0,,,4.0,,1.0,,,,1.0,,2.0,0.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,4n18t6bixl6ba3bx76hym51qs,A. Gaaei,Defender,3,41.0,19.0,22.0,25.0,182.0,4.0,207.0,15.0,136.0,72.0,64.0,409.0,266.0,9.0,25.0,27.0,24.0,3.0,95.0,53.0,42.0,19.0,24.0,340.0,,804.0,123.0,20.0,7.0,63.0,38.0,26.0,10.0,18.0,6.0,7.0,15.0,15.0,12.0,2.0,40.0,657.0,371.0,322.0,638.0,8.0,17.0,106.0,1703.0,24.0,10.0,50.0,20.0,5.0,273.0,826.0,18.0,678.0,25.0,44.0,148.0,1251.0,68.0,66.0,16.0,20.0,50.0,184.0,32.0,98.0,0.0,4.0,6.0,3.0,,,4.0,,1.0,,,,,,2.0,,,8.0,10.0,2.0,8.0,,,,,3.0,1.0,0.0,3.0,3.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,8hgpvnzy2mra3ps209tniq7f8,O. Gloukh,Midfielder,10,6.0,6.0,,29.0,155.0,,353.0,10.0,173.0,101.0,72.0,515.0,217.0,2.0,29.0,18.0,16.0,2.0,167.0,95.0,72.0,2.0,23.0,198.0,,778.0,181.0,29.0,5.0,79.0,234.0,29.0,9.0,16.0,13.0,13.0,12.0,2.0,32.0,27.0,23.0,659.0,498.0,194.0,657.0,11.0,12.0,9.0,1560.0,79.0,4.0,4.0,4.0,17.0,275.0,804.0,31.0,680.0,23.0,84.0,124.0,1150.0,28.0,13.0,44.0,1.0,16.0,127.0,25.0,108.0,1.0,2.0,18.0,,,,6.0,,6.0,5.0,,,,,3.0,,,22.0,,10.0,,1.0,,2.0,,3.0,1.0,5.0,3.0,27.0,6.0,,,6.0,6.0,9.0,12.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,cx6fxszjvjam6zb3c3p0dd1jo,M. Godts,Forward,11,32.0,21.0,11.0,31.0,263.0,3.0,613.0,21.0,362.0,200.0,162.0,918.0,266.0,8.0,31.0,38.0,35.0,3.0,330.0,179.0,151.0,12.0,63.0,97.0,8.0,1078.0,317.0,67.0,23.0,115.0,479.0,75.0,27.0,29.0,11.0,2.0,15.0,11.0,83.0,25.0,52.0,857.0,631.0,268.0,832.0,9.0,18.0,19.0,2601.0,141.0,14.0,7.0,18.0,41.0,520.0,1105.0,66.0,884.0,27.0,196.0,221.0,1776.0,65.0,47.0,90.0,3.0,24.0,239.0,47.0,197.0,4.0,9.0,13.0,4.0,,,12.0,,17.0,13.0,1.0,,,,5.0,,,39.0,,13.0,,8.0,,12.0,,2.0,9.0,8.0,2.0,27.0,17.0,4.0,5.0,7.0,12.0,4.0,12.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,cu1mrhhanp9ee4hbnwg7v1444,J. Heerkens,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,c2v9hevxbzzamy7wkrvysq9ec,M. Ibrahimović,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,Defender,4,42.0,13.0,29.0,17.0,82.0,13.0,193.0,2.0,96.0,40.0,56.0,66.0,245.0,3.0,17.0,17.0,16.0,1.0,54.0,27.0,27.0,13.0,2.0,266.0,,824.0,111.0,14.0,9.0,40.0,260.0,2.0,3.0,15.0,6.0,2.0,,,3.0,6.0,27.0,764.0,271.0,522.0,766.0,6.0,9.0,,1254.0,11.0,1.0,93.0,13.0,9.0,87.0,853.0,6.0,793.0,15.0,12.0,60.0,1071.0,4.0,4.0,4.0,14.0,25.0,42.0,22.0,35.0,0.0,,1.0,2.0,,16.0,,16.0,1.0,1.0,,,,,1.0,,,3.0,6.0,1.0,1.0,,,1.0,,2.0,0.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,1c4fzmrwmlwaqmqomge14rqc4,D. Janse,Defender,36,92.0,41.0,51.0,30.0,136.0,23.0,363.0,2.0,210.0,86.0,124.0,107.0,536.0,14.0,30.0,35.0,29.0,6.0,118.0,45.0,73.0,29.0,15.0,321.0,,1515.0,197.0,25.0,14.0,91.0,642.0,17.0,5.0,29.0,,1.0,4.0,4.0,8.0,,92.0,1298.0,548.0,872.0,1324.0,15.0,21.0,4.0,2634.0,4.0,5.0,142.0,35.0,30.0,250.0,1635.0,10.0,1416.0,36.0,30.0,219.0,2010.0,1.0,1.0,1.0,52.0,100.0,171.0,49.0,119.0,0.0,2.0,4.0,10.0,2.0,67.0,2.0,67.0,2.0,2.0,,1.0,,,2.0,,,5.0,13.0,2.0,1.0,2.0,2.0,2.0,,6.0,1.0,1.0,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,3mctpepmqunc1a8zro2nq1wtm,V. Jaroš,Goalkeeper,1,4.0,,4.0,19.0,,,118.0,,6.0,,6.0,,434.0,,19.0,23.0,21.0,2.0,2.0,,2.0,2.0,,172.0,,628.0,41.0,,,174.0,153.0,,,19.0,,,,,,,116.0,472.0,53.0,497.0,434.0,,,,1710.0,,,15.0,,3.0,215.0,759.0,,550.0,,,209.0,960.0,,,,113.0,201.0,147.0,62.0,8.0,0.0,,,5.0,,144.0,,72.0,,,,,1.0,,3.0,,,,38.0,,,,13.0,,,1.0,,,,,,,,,,,,,,,,15.0,2.0,24.0,3.0,5.0,62.0,38.0,23.0,1.0,10.0,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,3srqm69qud5sfy14rgveaeuxg,L. Jetten,Defender,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,94y5a0g4qvxgv00qy5l51u13o,J. Johnson,Midfielder,57,,,,1.0,1.0,,1.0,,1.0,1.0,,2.0,2.0,,1.0,,,,1.0,1.0,,,,1.0,,4.0,1.0,,,1.0,,,,,,1.0,,,,,,4.0,1.0,3.0,4.0,,,,10.0,1.0,,,,,3.0,4.0,,4.0,,,,7.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,1asrguqxyo7rmoyamggwd9oq2,A. Kaplan,Defender,13,129.0,55.0,74.0,25.0,171.0,14.0,317.0,8.0,307.0,123.0,184.0,193.0,398.0,8.0,25.0,42.0,35.0,7.0,178.0,68.0,110.0,23.0,11.0,178.0,2.0,1080.0,179.0,37.0,20.0,117.0,401.0,11.0,6.0,23.0,4.0,2.0,2.0,2.0,20.0,,45.0,936.0,412.0,588.0,953.0,17.0,31.0,67.0,2046.0,17.0,,128.0,36.0,43.0,213.0,1148.0,14.0,998.0,48.0,28.0,150.0,1649.0,10.0,10.0,7.0,21.0,50.0,118.0,42.0,100.0,0.0,,6.0,1.0,1.0,20.0,,20.0,1.0,1.0,1.0,,,1.0,3.0,,,8.0,7.0,2.0,17.0,2.0,1.0,,,10.0,0.0,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,d7z8183bumzsh0qnvurc3b95g,K. Kasanwirjo,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,baakmd4ndnulbl9npvmq90mvp,D. Klaassen,Midfielder,18,52.0,30.0,22.0,28.0,139.0,7.0,100.0,4.0,167.0,84.0,83.0,253.0,208.0,7.0,28.0,25.0,24.0,1.0,115.0,54.0,61.0,12.0,16.0,159.0,2.0,643.0,38.0,39.0,16.0,75.0,168.0,18.0,8.0,20.0,13.0,8.0,2.0,2.0,2.0,37.0,19.0,509.0,310.0,231.0,520.0,14.0,30.0,9.0,1718.0,21.0,2.0,18.0,24.0,15.0,188.0,674.0,19.0,539.0,44.0,55.0,135.0,921.0,3.0,3.0,12.0,6.0,16.0,85.0,53.0,119.0,1.0,1.0,7.0,1.0,,,2.0,,6.0,4.0,1.0,2.0,,,3.0,,,11.0,1.0,1.0,1.0,3.0,,4.0,,1.0,4.0,2.0,,1.0,6.0,,,,4.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,3rve12v22lh39aaqgjlwlmhas,D. Konadu,Forward,19,15.0,7.0,8.0,9.0,16.0,,10.0,,30.0,15.0,15.0,32.0,5.0,1.0,9.0,4.0,4.0,,15.0,8.0,7.0,1.0,3.0,13.0,1.0,36.0,6.0,2.0,1.0,3.0,6.0,3.0,4.0,2.0,2.0,7.0,,,1.0,4.0,1.0,25.0,19.0,10.0,28.0,,2.0,,176.0,4.0,1.0,4.0,4.0,4.0,24.0,40.0,6.0,29.0,2.0,12.0,11.0,79.0,,,1.0,,,6.0,5.0,11.0,0.0,,1.0,,,,,,,,,,,,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,9tp35qqu1heburu0g5wa6jv56,Lucas Rosa,Defender,2,43.0,25.0,18.0,26.0,229.0,14.0,330.0,12.0,218.0,88.0,130.0,279.0,387.0,18.0,26.0,26.0,24.0,2.0,175.0,63.0,112.0,37.0,8.0,285.0,,1163.0,162.0,32.0,17.0,110.0,296.0,8.0,7.0,23.0,4.0,3.0,3.0,3.0,19.0,2.0,33.0,1026.0,439.0,623.0,1026.0,26.0,40.0,131.0,2054.0,23.0,,78.0,30.0,27.0,216.0,1197.0,12.0,1059.0,66.0,31.0,138.0,1724.0,21.0,21.0,18.0,24.0,39.0,103.0,56.0,99.0,0.0,,3.0,7.0,1.0,,,,,,2.0,,,2.0,4.0,,,5.0,7.0,,11.0,1.0,1.0,,,3.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,7wz2sc3d07aaduyhmihffa2hg,J. McConnell,Midfielder,16,1.0,,1.0,4.0,11.0,2.0,20.0,,11.0,3.0,8.0,11.0,14.0,1.0,4.0,2.0,2.0,,10.0,3.0,7.0,1.0,,21.0,,58.0,11.0,3.0,1.0,3.0,13.0,,,1.0,1.0,3.0,,,1.0,,3.0,50.0,31.0,20.0,48.0,3.0,2.0,,101.0,2.0,,4.0,1.0,1.0,11.0,59.0,,51.0,5.0,,8.0,84.0,,,,2.0,3.0,6.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,brfa9yhy2llgt9l75unddogk,J. Mokio,Defender,24,43.0,21.0,22.0,25.0,109.0,6.0,177.0,3.0,185.0,87.0,98.0,167.0,161.0,7.0,25.0,21.0,19.0,2.0,142.0,66.0,76.0,19.0,9.0,184.0,1.0,634.0,85.0,33.0,22.0,80.0,192.0,11.0,8.0,12.0,7.0,13.0,1.0,1.0,11.0,21.0,15.0,538.0,264.0,287.0,535.0,24.0,29.0,23.0,1233.0,31.0,1.0,26.0,14.0,12.0,158.0,646.0,14.0,550.0,53.0,17.0,96.0,940.0,5.0,5.0,16.0,5.0,14.0,63.0,38.0,82.0,0.0,2.0,2.0,2.0,1.0,,2.0,,2.0,2.0,1.0,,,,3.0,,,6.0,2.0,4.0,3.0,3.0,1.0,1.0,,,2.0,0.0,,,1.0,,2.0,1.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,6km3r9cspyz7g6343o9mri63u,Raúl Moro,Forward,7,3.0,2.0,1.0,14.0,38.0,,102.0,15.0,41.0,27.0,14.0,175.0,44.0,1.0,14.0,9.0,7.0,2.0,38.0,25.0,13.0,4.0,15.0,72.0,3.0,172.0,75.0,14.0,2.0,21.0,22.0,16.0,3.0,7.0,7.0,7.0,5.0,5.0,5.0,2.0,4.0,139.0,115.0,33.0,139.0,4.0,2.0,3.0,562.0,15.0,4.0,1.0,3.0,2.0,105.0,176.0,8.0,143.0,6.0,37.0,33.0,293.0,35.0,29.0,15.0,,1.0,59.0,9.0,32.0,0.0,1.0,1.0,,,,1.0,,,,,,,,2.0,,,5.0,1.0,,1.0,1.0,,,,1.0,,,,10.0,,,,8.0,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,dqdu0arww7z83y4of1nvi42z8,P. Nash,Forward,66,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,1.0,,3.0,1.0,,,,1.0,,,,,1.0,,,,,,2.0,2.0,,2.0,,,,3.0,,,,,,2.0,3.0,,2.0,,,1.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,1skswa4kpj45huc0rcf43ptsk,D. O'Niel,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,dyurvoycbhux9rm1mpaaegf10,A. Ouazane,Midfielder,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,2025-2026,AFC Ajax,dunp2ilud32z4lf3f8vvwjca1,M. Paes,Goalkeeper,26,3.0,,3.0,10.0,,,62.0,,5.0,,5.0,,259.0,,10.0,11.0,10.0,1.0,2.0,,2.0,,,85.0,,316.0,21.0,1.0,,101.0,63.0,,,10.0,,,,,,,82.0,206.0,50.0,206.0,174.0,1.0,,,900.0,,,5.0,,1.0,155.0,407.0,,256.0,1.0,,151.0,509.0,,,,82.0,144.0,105.0,46.0,7.0,0.0,,,4.0,,83.0,,52.0,,,,,,,1.0,,,,39.0,,,,3.0,,,,,,,,,,,,,,,,,,,8.0,1.0,22.0,1.0,3.0,29.0,15.0,14.0,2.0,7.0,,,,,,,,,,,,
