root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Starts,Total Clearances,PutThrough/Blocked Distribution,Duels won,Foul Attempted Tackle,Ground Duels lost,Total Losses Of Possession,Substitute Off,Forward Passes,Goal Assists,Successful Long Passes,Substitute On,Times Tackled,Successful Launches,Yellow Cards,Successful Dribbles,Aerial Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Assists (Intentional),Appearances,Throw Ins to Own Player,Goals Conceded Inside Box,Rightside Passes,Unsuccessful Crosses open play,Unsuccessful Short Passes,Interceptions,Blocked Shots,Ground Duels won,Total Tackles,Index,Open Play Passes,Time Played,Duels,Shots Off Target (inc woodwork),Unsuccessful Long Passes,Unsuccessful Launches,Shots On Target ( inc goals ),Unsuccessful Dribbles,Successful Crosses & Corners,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Total Fouls Won,Total Touches In Opposition Box,Successful Crosses open play,Aerial Duels won,Unsuccessful Passes Opposition Half,Successful Passes Opposition Half,Through balls,Total Successful Passes ( Excl Crosses & Corners ) ,Total Shots,Unsuccessful Passes Own Half,Fifty Fifty,Aerial Duels lost,Total Fouls Conceded,Successful Fifty Fifty,Penalty Goals Conceded,Touches,Successful Lay-offs,Successful Short Passes,Duels lost,Successful Passes Own Half,Games Played,Recoveries,Total Passes,Ground Duels,Leftside Passes,Successful Open Play Passes,Goals Conceded,Unsuccessful Crosses & Corners,Corners Won,Backward Passes,Tackles Won,Tackles Lost,Unsuccessful lay-offs,Home Goals,Away Goals,Winning Goal,Right Foot Goals,Hit Woodwork,Handballs conceded,Goals from Outside Box,Goals,Attempts from Set Pieces,Corners Taken (incl short corners),Clearances Off the Line,Unsuccessful Corners into Box,Blocks,Clean Sheets,Second Goal Assists,Throw Ins to Opposition Player,Saves Made,Catches,GK Successful Distribution,Saves Made from Outside Box,Successful Corners into Box,Own Goal Scored,Offsides,Headed Goals,Goals from Inside Box,Left Foot Goals,Penalty Goals,Penalties Taken,Foul Won Penalty,Penalties Conceded,Penalties Faced,GK Unsuccessful Distribution,Punches,Saves made - caught,Saves made - parried,Drops,Crosses not Claimed,Goalkeeper Smother,Saves Made from Inside Box,Red Cards - 2nd Yellow,Total Red Cards,Straight Red Cards,Set Pieces Goals,Other Goals,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target,Goal Kicks,Overruns,Last Player Tackle
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,61pyhkrbmyws1dx5rbred1uc5,D. Burnić,Midfielder,20,9.0,10.0,13.0,31.0,11.0,32.0,87.0,8.0,108.0,1.0,19.0,3.0,8.0,2.0,5.0,9.0,5.0,68.0,1.0,12.0,1.0,7.0,91.0,2.0,48.0,7.0,3.0,29.0,17.0,55.0,340.0,653.0,66.0,3.0,20.0,8.0,2.0,3.0,1.0,4.0,5.0,2.0,3.0,7.0,1.0,2.0,46.0,116.0,1.0,274.0,5.0,24.0,22.0,3.0,13.0,10.0,1.0,439.0,3.0,255.0,35.0,159.0,12.0,66.0,342.0,61.0,76.0,272.0,9.0,2.0,1.0,67.0,11.0,6.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,98glpci54ztzmd3yn1kttlvpx,M. Busch,Defender,2,29.0,77.0,83.0,115.0,24.0,63.0,569.0,7.0,574.0,,98.0,1.0,19.0,18.0,3.0,15.0,57.0,353.0,,30.0,317.0,33.0,37.0,71.0,213.0,50.0,3.0,89.0,61.0,47.0,1151.0,2533.0,209.0,9.0,140.0,77.0,8.0,10.0,11.0,29.0,31.0,6.0,15.0,15.0,11.0,26.0,305.0,380.0,,823.0,17.0,120.0,75.0,31.0,31.0,39.0,1.0,2052.0,2.0,725.0,94.0,454.0,30.0,165.0,1176.0,152.0,366.0,803.0,39.0,72.0,19.0,199.0,38.0,23.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,13.0,9.0,1.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,9zzkyqivbmsd015hcgfib6qd,V. Eicher,Goalkeeper,22,1.0,1.0,,,,4.0,2.0,,11.0,,5.0,,,3.0,,,1.0,2.0,,1.0,,5.0,7.0,,,,,,,7.0,12.0,90.0,5.0,,2.0,2.0,,,,,,,,,,,1.0,4.0,,20.0,,1.0,,1.0,,,,32.0,,15.0,5.0,16.0,1.0,5.0,22.0,4.0,4.0,11.0,5.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,3.0,1.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,5dcemmjwbguvnz7sz0m8uomad,J. Föhrenbach,Defender,19,19.0,22.0,51.0,92.0,6.0,34.0,350.0,2.0,338.0,,46.0,4.0,20.0,12.0,,10.0,57.0,206.0,,23.0,184.0,28.0,231.0,46.0,119.0,30.0,1.0,56.0,29.0,25.0,702.0,1743.0,147.0,3.0,87.0,42.0,1.0,11.0,23.0,22.0,14.0,5.0,17.0,12.0,12.0,36.0,179.0,238.0,,514.0,4.0,88.0,42.0,21.0,8.0,17.0,2.0,1239.0,,468.0,55.0,299.0,23.0,99.0,720.0,90.0,26.0,500.0,33.0,61.0,15.0,125.0,19.0,10.0,,0.0,0.0,0.0,,,,,,,22.0,,15.0,5.0,4.0,,33.0,,,,,7.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,3ndjbliglc5vn0bv3yspa3aad,A. Geipl,Midfielder,8,17.0,15.0,36.0,106.0,31.0,82.0,291.0,10.0,298.0,,94.0,7.0,16.0,18.0,6.0,12.0,65.0,234.0,,24.0,1.0,19.0,224.0,7.0,147.0,34.0,4.0,73.0,44.0,21.0,821.0,1535.0,220.0,10.0,87.0,44.0,2.0,5.0,4.0,10.0,23.0,4.0,17.0,9.0,,33.0,171.0,251.0,,614.0,12.0,77.0,81.0,32.0,40.0,36.0,2.0,1117.0,3.0,520.0,114.0,367.0,24.0,143.0,848.0,155.0,209.0,589.0,23.0,14.0,2.0,117.0,32.0,12.0,1.0,0.0,0.0,0.0,,,1.0,,,,10.0,,5.0,7.0,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,c2brelyzq0fi13il3dw6ji1ud,O. Hüsing,Defender,5,26.0,117.0,19.0,165.0,20.0,51.0,255.0,2.0,473.0,,73.0,,3.0,20.0,8.0,1.0,185.0,244.0,,26.0,2.0,33.0,284.0,2.0,148.0,59.0,1.0,44.0,35.0,46.0,1056.0,2321.0,280.0,7.0,96.0,68.0,2.0,,,5.0,11.0,6.0,9.0,19.0,,121.0,138.0,152.0,2.0,836.0,9.0,108.0,79.0,64.0,38.0,34.0,2.0,1398.0,,763.0,115.0,684.0,26.0,84.0,1080.0,95.0,282.0,817.0,39.0,2.0,1.0,41.0,21.0,14.0,1.0,0.0,2.0,1.0,,,1.0,,2.0,,,,,15.0,7.0,1.0,,,,4.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,5xw4o4f0aabgl9engqsw3ut7u,K. Ibrahim,Goalkeeper,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,94jnhlhnly7tjjug4eoxyeket,K. Kerschbaumer,Midfielder,27,12.0,6.0,23.0,31.0,8.0,31.0,109.0,11.0,120.0,1.0,18.0,6.0,11.0,2.0,2.0,5.0,17.0,79.0,1.0,18.0,1.0,11.0,132.0,1.0,62.0,7.0,7.0,24.0,11.0,22.0,387.0,912.0,72.0,4.0,17.0,11.0,5.0,3.0,,10.0,11.0,1.0,8.0,22.0,,7.0,58.0,153.0,,318.0,9.0,22.0,35.0,10.0,13.0,16.0,1.0,514.0,6.0,300.0,41.0,165.0,18.0,61.0,397.0,55.0,79.0,308.0,12.0,1.0,5.0,66.0,6.0,5.0,,1.0,0.0,0.0,1.0,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,aopmwx748flafzpj58w2afwlx,T. Kleindienst,Forward,10,15.0,24.0,35.0,146.0,23.0,101.0,267.0,2.0,125.0,,16.0,,43.0,,4.0,18.0,162.0,158.0,,15.0,3.0,21.0,100.0,9.0,154.0,11.0,8.0,47.0,8.0,64.0,406.0,1276.0,310.0,11.0,4.0,1.0,18.0,14.0,,11.0,15.0,3.0,21.0,66.0,,99.0,138.0,177.0,,265.0,29.0,29.0,57.0,63.0,44.0,20.0,,711.0,24.0,249.0,164.0,88.0,15.0,51.0,423.0,148.0,94.0,249.0,24.0,9.0,11.0,104.0,4.0,4.0,4.0,7.0,4.0,3.0,3.0,,1.0,1.0,11.0,,1.0,,,1.0,2.0,,1.0,,,,,,,11.0,3.0,10.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,bshaq55zg7q3n7v6aysx95ec5,C. Kühlwetter,Forward,24,31.0,10.0,65.0,150.0,27.0,188.0,532.0,20.0,206.0,4.0,35.0,2.0,108.0,7.0,5.0,52.0,109.0,255.0,4.0,33.0,6.0,35.0,175.0,39.0,218.0,14.0,18.0,121.0,33.0,90.0,682.0,2616.0,418.0,17.0,37.0,12.0,33.0,47.0,13.0,26.0,22.0,5.0,37.0,119.0,12.0,29.0,247.0,310.0,1.0,459.0,50.0,52.0,109.0,80.0,51.0,61.0,3.0,1333.0,25.0,424.0,268.0,162.0,33.0,130.0,714.0,309.0,180.0,430.0,40.0,44.0,33.0,153.0,25.0,8.0,8.0,8.0,5.0,4.0,8.0,2.0,8.0,2.0,13.0,,9.0,1.0,5.0,4.0,,1.0,3.0,,,,,1.0,,17.0,2.0,11.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,92g37gxlaeh36s1z4c2dfpal1,R. Leipertz,Forward,13,21.0,13.0,33.0,105.0,20.0,92.0,265.0,19.0,146.0,,45.0,2.0,41.0,6.0,1.0,22.0,75.0,144.0,,23.0,4.0,20.0,53.0,13.0,113.0,16.0,9.0,75.0,30.0,50.0,381.0,1594.0,242.0,17.0,31.0,15.0,9.0,15.0,5.0,14.0,21.0,4.0,25.0,56.0,5.0,30.0,125.0,160.0,,241.0,26.0,32.0,48.0,45.0,27.0,25.0,2.0,728.0,9.0,196.0,137.0,86.0,23.0,93.0,385.0,167.0,124.0,237.0,24.0,13.0,16.0,62.0,21.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,,,,2.0,,,2.0,,,,,,,5.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,9heh3f6hvyp4sgbu0ft4xfh05,P. Mainka,Defender,6,33.0,142.0,32.0,220.0,9.0,45.0,348.0,,720.0,3.0,97.0,,6.0,31.0,5.0,10.0,235.0,319.0,2.0,33.0,6.0,40.0,331.0,,183.0,98.0,7.0,77.0,51.0,62.0,1626.0,2970.0,357.0,7.0,136.0,75.0,8.0,3.0,,7.0,25.0,7.0,17.0,41.0,,143.0,177.0,285.0,,1336.0,15.0,142.0,116.0,92.0,23.0,58.0,3.0,2136.0,,1239.0,137.0,1051.0,33.0,202.0,1655.0,122.0,499.0,1313.0,47.0,,6.0,105.0,31.0,20.0,,4.0,1.0,1.0,2.0,,1.0,,5.0,,,1.0,,25.0,10.0,,,,,,,,,,2.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,Midfielder,29,10.0,14.0,33.0,52.0,9.0,49.0,238.0,10.0,167.0,4.0,43.0,16.0,23.0,5.0,1.0,17.0,16.0,122.0,3.0,26.0,40.0,14.0,158.0,38.0,80.0,6.0,8.0,46.0,21.0,52.0,436.0,1031.0,111.0,9.0,42.0,14.0,12.0,12.0,18.0,17.0,16.0,3.0,8.0,15.0,11.0,6.0,134.0,189.0,,325.0,21.0,45.0,37.0,10.0,11.0,15.0,1.0,759.0,4.0,282.0,59.0,154.0,26.0,81.0,447.0,95.0,44.0,314.0,17.0,57.0,12.0,78.0,16.0,5.0,,0.0,2.0,0.0,,1.0,,,2.0,2.0,26.0,,14.0,2.0,,,6.0,,,,,7.0,,3.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,ezsqr7bc70n69t97uvdsxvsut,K. Müller,Goalkeeper,1,33.0,17.0,2.0,13.0,,,318.0,,593.0,,279.0,,,94.0,1.0,1.0,10.0,311.0,,33.0,,37.0,275.0,,6.0,,,4.0,2.0,57.0,708.0,2970.0,14.0,,305.0,141.0,,,,,,7.0,,,,9.0,252.0,166.0,,852.0,,59.0,2.0,1.0,,1.0,3.0,1460.0,,573.0,1.0,686.0,33.0,283.0,1163.0,4.0,295.0,573.0,44.0,,,,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,10.0,,,92.0,2.0,372.0,44.0,,,,,,,,,,,3.0,71.0,9.0,10.0,28.0,1.0,1.0,5.0,48.0,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,78ei2y2j33s472hl4gs0lm3mx,D. Otto,Forward,10,10.0,5.0,17.0,61.0,10.0,53.0,148.0,10.0,65.0,1.0,5.0,12.0,27.0,,3.0,4.0,82.0,74.0,,22.0,,17.0,58.0,4.0,68.0,4.0,4.0,25.0,10.0,18.0,228.0,939.0,160.0,10.0,6.0,3.0,7.0,8.0,,10.0,4.0,1.0,11.0,51.0,,36.0,64.0,110.0,,177.0,17.0,14.0,42.0,46.0,23.0,15.0,1.0,407.0,13.0,172.0,99.0,67.0,22.0,32.0,251.0,78.0,52.0,154.0,18.0,4.0,6.0,76.0,1.0,9.0,2.0,1.0,0.0,0.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,7.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,2wt5rzeldnz8qdechenaifrv9,F. Pick,Midfielder,17,9.0,2.0,18.0,85.0,7.0,87.0,219.0,9.0,116.0,2.0,10.0,19.0,61.0,3.0,1.0,33.0,27.0,69.0,2.0,28.0,7.0,17.0,115.0,19.0,61.0,5.0,11.0,72.0,23.0,26.0,370.0,1155.0,186.0,10.0,8.0,3.0,8.0,31.0,8.0,20.0,3.0,1.0,16.0,51.0,1.0,13.0,93.0,212.0,,312.0,18.0,16.0,34.0,14.0,12.0,14.0,1.0,695.0,5.0,302.0,101.0,108.0,28.0,101.0,381.0,159.0,50.0,302.0,18.0,40.0,10.0,100.0,13.0,10.0,,0.0,0.0,0.0,,2.0,1.0,,,,25.0,,17.0,,,3.0,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,9plnvl4btzcdrcyii3t4r4vai,M. Ramusović,Midfielder,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,dwjs01jkeaoqsr761pnxnwv6x,M. Rittmüller,Defender,18,4.0,8.0,19.0,28.0,1.0,13.0,85.0,1.0,80.0,1.0,6.0,8.0,8.0,1.0,,2.0,9.0,56.0,,12.0,44.0,7.0,4.0,8.0,35.0,4.0,4.0,25.0,17.0,43.0,194.0,459.0,47.0,1.0,21.0,13.0,2.0,6.0,2.0,3.0,9.0,1.0,6.0,7.0,2.0,3.0,47.0,68.0,,138.0,3.0,17.0,10.0,6.0,2.0,3.0,1.0,334.0,,132.0,19.0,72.0,12.0,30.0,194.0,38.0,70.0,138.0,8.0,8.0,8.0,40.0,11.0,6.0,,0.0,0.0,0.0,,,,,,,,,,,1.0,,6.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,4v1bqelw9bk1gftvzwzk6w6w9,S. Schimmer,Forward,9,2.0,6.0,13.0,43.0,11.0,41.0,124.0,2.0,55.0,1.0,6.0,27.0,16.0,,1.0,3.0,68.0,79.0,1.0,29.0,,9.0,32.0,3.0,75.0,1.0,4.0,23.0,4.0,20.0,179.0,792.0,132.0,14.0,4.0,3.0,3.0,2.0,1.0,15.0,5.0,1.0,16.0,43.0,1.0,20.0,66.0,81.0,,110.0,17.0,16.0,24.0,48.0,18.0,11.0,1.0,311.0,6.0,104.0,89.0,30.0,29.0,25.0,189.0,64.0,54.0,100.0,10.0,3.0,6.0,48.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,,2.0,,,,,,,1.0,3.0,,,,,,,4.0,,2.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,c8520lgmypwzrn4u9lml4y4t1,P. Schmidt,Forward,32,7.0,9.0,11.0,44.0,4.0,28.0,102.0,5.0,48.0,,2.0,7.0,14.0,,,4.0,67.0,56.0,,14.0,1.0,6.0,34.0,10.0,53.0,5.0,6.0,11.0,4.0,19.0,138.0,596.0,106.0,9.0,3.0,,7.0,6.0,3.0,9.0,7.0,1.0,3.0,40.0,3.0,33.0,52.0,58.0,1.0,88.0,16.0,14.0,33.0,34.0,14.0,10.0,,271.0,3.0,86.0,62.0,33.0,14.0,14.0,144.0,39.0,37.0,82.0,7.0,10.0,5.0,25.0,2.0,2.0,,2.0,0.0,1.0,2.0,,,,2.0,,,,,2.0,1.0,,1.0,,,,,,1.0,5.0,,2.0,,1.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,afhfa72pk544irubxdpmph87p,M. Schnatterer,Midfielder,7,4.0,11.0,33.0,25.0,3.0,23.0,180.0,4.0,108.0,4.0,20.0,24.0,13.0,3.0,2.0,4.0,7.0,84.0,3.0,28.0,17.0,11.0,33.0,34.0,60.0,6.0,3.0,20.0,9.0,87.0,236.0,633.0,50.0,9.0,24.0,13.0,7.0,9.0,13.0,17.0,8.0,2.0,7.0,19.0,6.0,5.0,133.0,122.0,1.0,160.0,16.0,12.0,24.0,2.0,5.0,12.0,,452.0,1.0,140.0,25.0,51.0,28.0,56.0,244.0,43.0,68.0,153.0,13.0,61.0,17.0,35.0,6.0,3.0,,0.0,0.0,0.0,,,,,,4.0,22.0,,18.0,2.0,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,bqjrib66m08p1qw8315ljc38q,J. Schöppner,Midfielder,3,15.0,35.0,33.0,91.0,10.0,52.0,173.0,6.0,196.0,,20.0,7.0,14.0,1.0,2.0,10.0,91.0,138.0,,22.0,1.0,22.0,87.0,2.0,104.0,31.0,1.0,47.0,21.0,95.0,455.0,1387.0,190.0,4.0,34.0,18.0,3.0,5.0,2.0,9.0,19.0,3.0,17.0,15.0,2.0,44.0,94.0,147.0,,320.0,7.0,46.0,45.0,47.0,15.0,25.0,1.0,697.0,,300.0,99.0,175.0,22.0,85.0,458.0,99.0,120.0,317.0,25.0,2.0,,55.0,14.0,7.0,2.0,0.0,0.0,0.0,,,,,,,,,,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,5nqi00ylwluros9d7dh18lw8a,K. Sessa,Midfielder,16,21.0,22.0,24.0,111.0,24.0,92.0,295.0,14.0,255.0,6.0,49.0,9.0,37.0,9.0,,22.0,41.0,173.0,5.0,30.0,21.0,26.0,129.0,13.0,112.0,30.0,6.0,91.0,47.0,87.0,626.0,1722.0,224.0,13.0,61.0,34.0,9.0,22.0,24.0,31.0,11.0,4.0,22.0,34.0,8.0,20.0,155.0,268.0,2.0,467.0,22.0,58.0,57.0,21.0,36.0,23.0,2.0,1028.0,3.0,418.0,113.0,223.0,30.0,123.0,640.0,183.0,152.0,455.0,30.0,40.0,9.0,104.0,25.0,22.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,,2.0,5.0,38.0,,20.0,3.0,1.0,,3.0,,,,,15.0,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,bo5dasbo9bz4xnziogez5mnoq,J. Stark,Midfielder,25,,,,1.0,,,5.0,,4.0,,,2.0,,,,,1.0,3.0,,2.0,,1.0,4.0,1.0,2.0,,,,,47.0,13.0,20.0,1.0,,1.0,1.0,,,,,,,,,,1.0,4.0,5.0,,10.0,,,1.0,,,,,15.0,1.0,10.0,,5.0,2.0,2.0,13.0,,1.0,10.0,1.0,1.0,,4.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,cptdgayutgb0j1hgnf63674k5,O. Steurer,Defender,4,6.0,14.0,6.0,18.0,5.0,12.0,61.0,4.0,106.0,,23.0,4.0,2.0,3.0,,,32.0,53.0,,10.0,6.0,10.0,106.0,1.0,20.0,9.0,,2.0,2.0,17.0,273.0,470.0,46.0,1.0,33.0,18.0,1.0,1.0,,1.0,3.0,1.0,,2.0,,16.0,33.0,38.0,,227.0,2.0,21.0,14.0,16.0,9.0,5.0,,340.0,,204.0,28.0,189.0,10.0,32.0,280.0,14.0,50.0,220.0,11.0,1.0,,18.0,2.0,,,0.0,0.0,0.0,,,1.0,,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,7p3wqcwzd2d6a2pc6e0o43il1,N. Theuerkauf,Midfielder,30,22.0,56.0,54.0,74.0,9.0,37.0,369.0,4.0,487.0,3.0,90.0,2.0,9.0,11.0,5.0,4.0,71.0,267.0,3.0,24.0,126.0,23.0,339.0,20.0,144.0,21.0,6.0,36.0,21.0,83.0,1000.0,1945.0,144.0,5.0,123.0,57.0,2.0,7.0,24.0,18.0,24.0,3.0,11.0,9.0,8.0,38.0,211.0,303.0,,767.0,7.0,100.0,50.0,33.0,13.0,21.0,3.0,1487.0,1.0,677.0,70.0,488.0,24.0,123.0,1034.0,73.0,94.0,737.0,26.0,44.0,5.0,114.0,14.0,7.0,,0.0,1.0,1.0,,,1.0,,1.0,5.0,39.0,,22.0,9.0,6.0,,26.0,,,,,15.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,50qhvilv3a62obuq6hl2svis5,M. Thiel,Midfielder,21,1.0,1.0,3.0,7.0,2.0,5.0,17.0,1.0,15.0,,1.0,4.0,1.0,1.0,,,8.0,12.0,,5.0,,2.0,5.0,1.0,10.0,1.0,,4.0,3.0,18.0,31.0,107.0,17.0,1.0,2.0,1.0,,,1.0,2.0,1.0,,1.0,5.0,1.0,3.0,11.0,14.0,,19.0,1.0,2.0,3.0,5.0,3.0,2.0,,48.0,2.0,18.0,10.0,6.0,5.0,5.0,31.0,9.0,5.0,19.0,2.0,1.0,,6.0,2.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Heidenheim 1846,1._FC_Heidenheim_1846,1ulkva22y6r9j9jdatyhr2bbp,D. Thomalla,Forward,11,28.0,22.0,55.0,156.0,23.0,82.0,354.0,15.0,254.0,2.0,27.0,2.0,34.0,5.0,2.0,13.0,189.0,256.0,2.0,30.0,1.0,26.0,192.0,7.0,232.0,27.0,6.0,61.0,28.0,75.0,815.0,2196.0,332.0,9.0,24.0,14.0,16.0,9.0,3.0,15.0,28.0,6.0,20.0,64.0,3.0,95.0,192.0,332.0,,563.0,25.0,71.0,79.0,94.0,29.0,34.0,3.0,1151.0,16.0,536.0,176.0,234.0,30.0,119.0,819.0,143.0,198.0,559.0,32.0,7.0,14.0,175.0,19.0,9.0,1.0,3.0,2.0,2.0,3.0,,1.0,,5.0,2.0,,,,2.0,6.0,,2.0,,,,,,,9.0,2.0,5.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2020-2021,1. FC Nürnberg,1._FC_Nürnberg,9hi3qmlm9ujx9tzvp2iqn4f6d,H. Behrens,Midfielder,18,3.0,5.0,16.0,50.0,3.0,15.0,100.0,2.0,80.0,,6.0,17.0,8.0,1.0,,2.0,53.0,79.0,,20.0,2.0,10.0,38.0,1.0,69.0,3.0,,21.0,12.0,88.0,204.0,401.0,89.0,2.0,10.0,8.0,8.0,1.0,2.0,4.0,6.0,2.0,7.0,25.0,2.0,29.0,62.0,87.0,1.0,125.0,10.0,18.0,10.0,24.0,5.0,5.0,3.0,288.0,5.0,119.0,39.0,40.0,20.0,23.0,204.0,36.0,56.0,125.0,12.0,1.0,4.0,30.0,8.0,4.0,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
