root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Starts,Total Clearances,PutThrough/Blocked Distribution,Duels won,Foul Attempted Tackle,Ground Duels lost,Total Losses Of Possession,Substitute Off,Forward Passes,Goal Assists,Successful Long Passes,Substitute On,Times Tackled,Successful Launches,Yellow Cards,Successful Dribbles,Aerial Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Assists (Intentional),Appearances,Throw Ins to Own Player,Goals Conceded Inside Box,Rightside Passes,Unsuccessful Crosses open play,Unsuccessful Short Passes,Interceptions,Blocked Shots,Ground Duels won,Total Tackles,Index,Open Play Passes,Time Played,Duels,Shots Off Target (inc woodwork),Unsuccessful Long Passes,Unsuccessful Launches,Shots On Target ( inc goals ),Unsuccessful Dribbles,Successful Crosses & Corners,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Total Fouls Won,Total Touches In Opposition Box,Successful Crosses open play,Aerial Duels won,Unsuccessful Passes Opposition Half,Successful Passes Opposition Half,Through balls,Total Successful Passes ( Excl Crosses & Corners ) ,Total Shots,Unsuccessful Passes Own Half,Fifty Fifty,Aerial Duels lost,Total Fouls Conceded,Successful Fifty Fifty,Penalty Goals Conceded,Touches,Successful Lay-offs,Successful Short Passes,Duels lost,Successful Passes Own Half,Games Played,Recoveries,Total Passes,Ground Duels,Leftside Passes,Successful Open Play Passes,Goals Conceded,Unsuccessful Crosses & Corners,Corners Won,Backward Passes,Tackles Won,Tackles Lost,Unsuccessful lay-offs,Home Goals,Away Goals,Winning Goal,Right Foot Goals,Hit Woodwork,Handballs conceded,Goals from Outside Box,Goals,Attempts from Set Pieces,Corners Taken (incl short corners),Clearances Off the Line,Unsuccessful Corners into Box,Blocks,Clean Sheets,Second Goal Assists,Throw Ins to Opposition Player,Saves Made,Catches,GK Successful Distribution,Saves Made from Outside Box,Successful Corners into Box,Own Goal Scored,Offsides,Headed Goals,Goals from Inside Box,Left Foot Goals,Penalty Goals,Penalties Taken,Foul Won Penalty,Penalties Conceded,Penalties Faced,GK Unsuccessful Distribution,Punches,Saves made - caught,Saves made - parried,Drops,Crosses not Claimed,Goalkeeper Smother,Saves Made from Inside Box,Red Cards - 2nd Yellow,Total Red Cards,Straight Red Cards,Set Pieces Goals,Other Goals,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target,Goal Kicks,Overruns,Last Player Tackle
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,1234whn3ltpy7x664xztflp05,C. Gebauer,Midfielder,22,17.0,23.0,25.0,47.0,6.0,39.0,227.0,7.0,152.0,,24.0,5.0,24.0,7.0,,8.0,25.0,103.0,,22.0,30.0,29.0,37.0,38.0,78.0,9.0,8.0,39.0,21.0,21.0,346.0,1537.0,103.0,2.0,25.0,13.0,3.0,10.0,4.0,11.0,10.0,2.0,10.0,27.0,4.0,8.0,123.0,138.0,1.0,249.0,5.0,28.0,48.0,17.0,8.0,28.0,1.0,635.0,1.0,225.0,56.0,115.0,22.0,92.0,352.0,78.0,83.0,243.0,31.0,48.0,6.0,80.0,13.0,8.0,1.0,0.0,1.0,0.0,,,,,1.0,,9.0,,5.0,3.0,1.0,,17.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,6mwzh60c2ihabbd1rd784c15h,M. Götzendörfer,Midfielder,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,c82umtdnxng9vgwogrbznr1be,J. Hawkins,Forward,20,3.0,1.0,2.0,8.0,,6.0,28.0,3.0,14.0,,,3.0,4.0,,2.0,3.0,12.0,13.0,,6.0,,2.0,8.0,4.0,11.0,,1.0,6.0,2.0,10.0,32.0,217.0,24.0,,2.0,1.0,1.0,3.0,1.0,,,,1.0,3.0,1.0,2.0,13.0,18.0,,22.0,1.0,4.0,4.0,10.0,4.0,,,65.0,1.0,22.0,16.0,5.0,6.0,11.0,35.0,12.0,8.0,20.0,2.0,4.0,2.0,5.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,bz68r3j5184v0n3p7vls61knp,M. Heinloth,Defender,17,24.0,60.0,38.0,97.0,7.0,53.0,411.0,7.0,363.0,,65.0,1.0,21.0,13.0,2.0,21.0,47.0,242.0,,25.0,174.0,34.0,18.0,50.0,126.0,29.0,6.0,73.0,42.0,22.0,653.0,1953.0,173.0,6.0,116.0,43.0,,14.0,17.0,17.0,19.0,4.0,11.0,16.0,16.0,24.0,239.0,215.0,,417.0,6.0,61.0,37.0,23.0,12.0,22.0,2.0,1240.0,,352.0,76.0,219.0,25.0,134.0,659.0,126.0,192.0,412.0,38.0,58.0,9.0,86.0,24.0,18.0,,0.0,0.0,0.0,,,2.0,,,,8.0,,7.0,3.0,6.0,,61.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,5ppiushdgcnjtzt6ox1xpm21,R. Jendrusch,Goalkeeper,1,7.0,22.0,1.0,2.0,,1.0,89.0,1.0,165.0,,55.0,1.0,,18.0,,,2.0,85.0,,8.0,,9.0,59.0,,5.0,1.0,,,,75.0,177.0,672.0,3.0,,80.0,37.0,,,,,1.0,,,,,2.0,63.0,38.0,,204.0,,22.0,,,,,2.0,378.0,,149.0,1.0,166.0,8.0,65.0,289.0,1.0,65.0,137.0,9.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,29.0,3.0,86.0,11.0,,,,,,,,,,,2.0,25.0,7.0,,11.0,1.0,,,18.0,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,3i85rbmn6qd5x4y29hk78rmy1,F. Kaya,Forward,9,3.0,6.0,4.0,27.0,11.0,39.0,77.0,2.0,28.0,,1.0,14.0,14.0,,1.0,4.0,44.0,38.0,,17.0,,11.0,27.0,2.0,36.0,,3.0,16.0,4.0,51.0,92.0,521.0,99.0,7.0,2.0,1.0,4.0,9.0,1.0,9.0,2.0,1.0,8.0,26.0,1.0,11.0,35.0,44.0,1.0,61.0,11.0,5.0,18.0,33.0,22.0,7.0,1.0,191.0,8.0,60.0,72.0,18.0,17.0,21.0,99.0,55.0,17.0,54.0,12.0,2.0,4.0,27.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,,,,,2.0,,,,,,,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,7dcl84ahs5b2kjzaipai5ikno,F. Keidel,Midfielder,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,1675dd1p91lb20f9b3w5v067e,T. Keller,Defender,27,17.0,51.0,16.0,83.0,7.0,47.0,160.0,6.0,216.0,,30.0,2.0,14.0,6.0,5.0,10.0,57.0,124.0,,19.0,,27.0,125.0,1.0,73.0,18.0,7.0,51.0,18.0,23.0,502.0,1431.0,155.0,13.0,51.0,20.0,6.0,9.0,3.0,7.0,7.0,5.0,24.0,19.0,3.0,32.0,88.0,150.0,,383.0,19.0,40.0,33.0,25.0,15.0,14.0,1.0,745.0,1.0,353.0,72.0,236.0,19.0,76.0,507.0,98.0,93.0,379.0,32.0,4.0,3.0,73.0,10.0,8.0,,0.0,1.0,0.0,1.0,2.0,,1.0,1.0,3.0,2.0,,2.0,10.0,1.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,4lc1h0q6lbo2ls9e9owywl1w5,J. Kotzke,Defender,25,6.0,36.0,8.0,37.0,3.0,9.0,58.0,,92.0,,17.0,5.0,3.0,3.0,1.0,5.0,33.0,53.0,,11.0,1.0,14.0,75.0,,38.0,6.0,,19.0,9.0,24.0,230.0,633.0,61.0,1.0,15.0,10.0,,1.0,,1.0,6.0,,5.0,3.0,,18.0,27.0,37.0,,184.0,1.0,26.0,16.0,15.0,5.0,7.0,1.0,331.0,,167.0,24.0,147.0,11.0,41.0,237.0,28.0,49.0,178.0,14.0,,,21.0,4.0,5.0,,0.0,0.0,0.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,20b8f8p5sg7fpfa8x5pv90mc4,J. Krupa,Forward,0,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,5gq7lcudqyynjei1dkd15zj6d,P. Kurzweg,Defender,16,,2.0,,4.0,1.0,2.0,9.0,,3.0,,,2.0,1.0,,1.0,,4.0,5.0,,2.0,3.0,1.0,2.0,1.0,3.0,,,1.0,1.0,1.0,8.0,56.0,7.0,,2.0,2.0,,1.0,,,,,,1.0,,3.0,5.0,,,3.0,,1.0,,1.0,1.0,,,20.0,,3.0,3.0,3.0,2.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,67v6i95r4489a5hnuunef0s0l,S. Kutschke,Forward,30,18.0,36.0,22.0,173.0,6.0,64.0,275.0,9.0,165.0,,1.0,6.0,21.0,1.0,4.0,4.0,239.0,207.0,,24.0,2.0,29.0,96.0,10.0,204.0,4.0,4.0,40.0,13.0,24.0,411.0,1607.0,343.0,12.0,3.0,3.0,11.0,5.0,4.0,19.0,8.0,5.0,24.0,97.0,4.0,133.0,195.0,161.0,,225.0,23.0,22.0,38.0,106.0,31.0,19.0,2.0,674.0,13.0,224.0,170.0,68.0,24.0,44.0,432.0,104.0,79.0,205.0,34.0,10.0,7.0,92.0,7.0,6.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,,,,,5.0,1.0,,,,,,,,,16.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,28651ocwfakmczfy5gn4v7kyd,D. Linsmayer,Midfielder,23,16.0,20.0,27.0,55.0,9.0,32.0,110.0,10.0,126.0,,20.0,4.0,11.0,4.0,5.0,,32.0,79.0,,20.0,5.0,24.0,87.0,6.0,62.0,22.0,3.0,39.0,26.0,21.0,338.0,1289.0,103.0,3.0,17.0,9.0,,3.0,1.0,3.0,20.0,4.0,13.0,18.0,1.0,16.0,63.0,116.0,,281.0,3.0,23.0,42.0,16.0,12.0,14.0,1.0,540.0,2.0,261.0,48.0,166.0,20.0,57.0,360.0,71.0,84.0,259.0,28.0,7.0,,63.0,17.0,9.0,,0.0,0.0,0.0,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,6fyi2mw686h1t5amz4ylc68ve,A. Llugiqi,Forward,29,,,1.0,3.0,1.0,2.0,11.0,,3.0,,,4.0,,,,1.0,2.0,7.0,,4.0,1.0,1.0,2.0,,6.0,,1.0,3.0,1.0,1.0,8.0,38.0,7.0,,1.0,,,,,,1.0,,1.0,6.0,,,7.0,1.0,,2.0,,,1.0,2.0,1.0,,,19.0,,2.0,4.0,1.0,4.0,1.0,9.0,5.0,1.0,1.0,1.0,,,3.0,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,e6djfcqgwlcxvydz2rt3qxsk5,J. Marx,Defender,26,2.0,5.0,6.0,11.0,3.0,13.0,55.0,1.0,31.0,1.0,1.0,1.0,5.0,,,2.0,6.0,29.0,1.0,3.0,22.0,4.0,5.0,4.0,18.0,4.0,,10.0,4.0,21.0,59.0,224.0,29.0,1.0,11.0,8.0,,4.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,19.0,18.0,,31.0,1.0,15.0,4.0,5.0,4.0,2.0,,139.0,,30.0,18.0,16.0,3.0,15.0,60.0,23.0,17.0,30.0,5.0,5.0,,7.0,3.0,1.0,,0.0,0.0,0.0,,,,,,,,,,1.0,,,8.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,enup95vx1a5gih6ljth7sdbrp,V. Musliu,Defender,16,14.0,75.0,9.0,74.0,10.0,23.0,110.0,1.0,227.0,,49.0,,2.0,4.0,2.0,1.0,64.0,103.0,,14.0,1.0,21.0,198.0,,60.0,28.0,,37.0,25.0,51.0,559.0,1215.0,124.0,,43.0,11.0,1.0,1.0,,1.0,7.0,1.0,11.0,1.0,,37.0,65.0,104.0,,483.0,1.0,38.0,34.0,27.0,15.0,24.0,2.0,771.0,,434.0,50.0,379.0,14.0,69.0,586.0,60.0,126.0,460.0,22.0,,,35.0,14.0,11.0,,1.0,0.0,0.0,,,1.0,,1.0,,,1.0,,19.0,3.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,et0e1sopvaqocm11zsvnqrgiy,M. Neuberger,Defender,38,7.0,21.0,7.0,37.0,5.0,15.0,106.0,3.0,95.0,,8.0,4.0,5.0,2.0,,3.0,32.0,63.0,,11.0,25.0,13.0,18.0,18.0,44.0,16.0,,23.0,11.0,15.0,206.0,645.0,70.0,1.0,19.0,11.0,,5.0,2.0,3.0,6.0,5.0,9.0,2.0,2.0,14.0,59.0,39.0,1.0,146.0,1.0,22.0,12.0,18.0,6.0,5.0,,361.0,,138.0,33.0,109.0,11.0,35.0,209.0,38.0,65.0,144.0,18.0,18.0,1.0,31.0,6.0,5.0,,0.0,0.0,0.0,,,,,,,,,,4.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,7qd78ivuyspmb0fno5vdetat,I. Niskanen,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,2wt5rzeldnz8qdechenaifrv9,F. Pick,Midfielder,26,14.0,5.0,32.0,80.0,6.0,91.0,257.0,11.0,134.0,,21.0,12.0,58.0,4.0,5.0,29.0,24.0,95.0,,26.0,9.0,20.0,90.0,20.0,77.0,6.0,7.0,70.0,23.0,88.0,373.0,1267.0,185.0,12.0,18.0,9.0,13.0,35.0,18.0,18.0,11.0,1.0,18.0,40.0,6.0,10.0,114.0,207.0,1.0,301.0,25.0,29.0,42.0,14.0,18.0,19.0,2.0,737.0,4.0,280.0,105.0,112.0,26.0,63.0,396.0,161.0,75.0,283.0,21.0,48.0,16.0,97.0,14.0,9.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,,1.0,3.0,40.0,,22.0,1.0,2.0,,6.0,,,,,10.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,99s6ienxmr3fhtn9o1i8y7zoq,G. Pintidis,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,1p638nf860zvvvnkekk25jip6,M. Ponath,Goalkeeper,40,1.0,3.0,,,,,7.0,,17.0,,8.0,,,,,,,7.0,,1.0,,3.0,10.0,,,,,,,39.0,23.0,90.0,,,7.0,,,,,,,,,,,,5.0,7.0,,27.0,,2.0,,,,,,46.0,,19.0,,20.0,1.0,11.0,34.0,,7.0,19.0,3.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,3.0,,12.0,2.0,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,2513579m13glsous1p82fbjzd,A. Poulsen,Defender,2,2.0,7.0,5.0,11.0,1.0,8.0,40.0,2.0,31.0,,4.0,4.0,4.0,1.0,,2.0,7.0,20.0,,6.0,21.0,7.0,21.0,3.0,13.0,3.0,,7.0,2.0,30.0,58.0,183.0,22.0,1.0,7.0,3.0,2.0,3.0,5.0,5.0,,,3.0,4.0,4.0,4.0,18.0,22.0,,41.0,3.0,5.0,4.0,3.0,2.0,2.0,,133.0,,37.0,11.0,24.0,6.0,8.0,61.0,15.0,1.0,38.0,7.0,3.0,1.0,8.0,1.0,1.0,,1.0,0.0,1.0,,,,1.0,1.0,,1.0,,,2.0,,,9.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,cljppnrhvz3k98f1x2ljtvufp,R. Preißinger,Midfielder,6,14.0,34.0,17.0,77.0,17.0,54.0,185.0,7.0,260.0,,28.0,9.0,6.0,4.0,10.0,6.0,50.0,155.0,,23.0,3.0,29.0,135.0,6.0,96.0,23.0,3.0,53.0,24.0,61.0,594.0,1413.0,157.0,3.0,59.0,27.0,1.0,3.0,3.0,9.0,11.0,3.0,24.0,,,24.0,118.0,177.0,1.0,460.0,4.0,48.0,28.0,26.0,28.0,12.0,3.0,828.0,,432.0,80.0,286.0,23.0,108.0,615.0,107.0,118.0,442.0,32.0,11.0,,102.0,12.0,12.0,,0.0,0.0,0.0,,1.0,2.0,,,,12.0,,2.0,11.0,1.0,,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,eesbgww3bbx46a11j8nglrt2h,T. Rausch,Defender,45,,,,,,,5.0,,1.0,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,4.0,21.0,,,,,,,,1.0,,,,1.0,,,2.0,1.0,,3.0,,1.0,3.0,,,,,11.0,,3.0,,2.0,1.0,,4.0,,2.0,3.0,1.0,2.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,5n7vp6g13q7sxkzbygfbz27oq,M. Röhl,Midfielder,34,20.0,26.0,48.0,119.0,21.0,119.0,280.0,10.0,180.0,1.0,22.0,6.0,62.0,3.0,6.0,36.0,56.0,134.0,1.0,26.0,3.0,32.0,116.0,15.0,105.0,13.0,12.0,99.0,30.0,21.0,486.0,1720.0,274.0,6.0,29.0,12.0,7.0,26.0,3.0,11.0,27.0,4.0,33.0,31.0,3.0,20.0,94.0,180.0,,362.0,13.0,55.0,52.0,36.0,32.0,21.0,2.0,901.0,5.0,340.0,155.0,185.0,26.0,133.0,496.0,218.0,118.0,353.0,36.0,15.0,9.0,82.0,17.0,13.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,,1.0,,,8.0,3.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,8r6dkzf3yjnvlz4go6xct0kid,N. Röseler,Defender,13,12.0,63.0,11.0,54.0,5.0,10.0,152.0,,243.0,,63.0,4.0,1.0,16.0,2.0,2.0,46.0,143.0,,16.0,1.0,24.0,138.0,6.0,72.0,14.0,,27.0,12.0,28.0,541.0,1155.0,83.0,3.0,71.0,32.0,2.0,1.0,,1.0,6.0,2.0,13.0,10.0,,27.0,101.0,111.0,1.0,419.0,5.0,48.0,26.0,19.0,7.0,16.0,1.0,713.0,,356.0,29.0,308.0,16.0,77.0,562.0,37.0,140.0,403.0,26.0,6.0,,41.0,7.0,5.0,,0.0,0.0,0.0,,,,,,,,,,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,71y8ix489jjg545vf94e7glpl,H. Sarpei,Midfielder,18,6.0,8.0,8.0,32.0,8.0,18.0,51.0,2.0,64.0,,14.0,,2.0,,3.0,3.0,10.0,42.0,,6.0,,8.0,53.0,,19.0,10.0,3.0,26.0,12.0,22.0,170.0,485.0,54.0,2.0,23.0,5.0,,1.0,,5.0,7.0,2.0,11.0,,,6.0,39.0,56.0,,147.0,2.0,5.0,16.0,4.0,14.0,9.0,,269.0,4.0,133.0,22.0,91.0,6.0,49.0,189.0,44.0,35.0,136.0,10.0,2.0,1.0,37.0,5.0,7.0,,0.0,0.0,0.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,4n0tiat8wvaq1d5oaakruul7t,L. Schellenberg,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,c8520lgmypwzrn4u9lml4y4t1,P. Schmidt,Forward,32,15.0,17.0,23.0,81.0,17.0,67.0,185.0,11.0,91.0,1.0,6.0,10.0,20.0,1.0,4.0,9.0,131.0,128.0,,25.0,,25.0,84.0,8.0,120.0,4.0,7.0,28.0,7.0,60.0,301.0,1306.0,226.0,23.0,8.0,3.0,10.0,5.0,3.0,13.0,14.0,3.0,12.0,63.0,3.0,53.0,117.0,110.0,1.0,189.0,33.0,19.0,29.0,78.0,41.0,15.0,1.0,508.0,10.0,183.0,145.0,82.0,25.0,59.0,317.0,95.0,79.0,173.0,28.0,8.0,7.0,63.0,3.0,4.0,4.0,1.0,3.0,0.0,3.0,3.0,2.0,,4.0,,,,,1.0,,,1.0,,,,,,,17.0,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,cnoxnbq2kgvs409ni3a5sroid,T. Schröck,Defender,21,4.0,18.0,5.0,12.0,3.0,5.0,43.0,2.0,68.0,,18.0,2.0,,5.0,1.0,,13.0,39.0,,6.0,2.0,8.0,18.0,,18.0,6.0,1.0,4.0,3.0,14.0,143.0,349.0,22.0,2.0,21.0,9.0,,,,2.0,3.0,,1.0,,,8.0,27.0,35.0,1.0,105.0,2.0,12.0,6.0,5.0,4.0,4.0,,188.0,,87.0,10.0,70.0,6.0,29.0,144.0,9.0,46.0,104.0,8.0,,,12.0,3.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,2prfo0vi2ji2b40fm35rjx4np,M. Stendera,Midfielder,10,9.0,7.0,12.0,39.0,11.0,32.0,157.0,5.0,177.0,,30.0,1.0,10.0,6.0,,7.0,17.0,116.0,,10.0,3.0,16.0,71.0,6.0,69.0,6.0,6.0,31.0,19.0,40.0,315.0,734.0,80.0,6.0,47.0,18.0,3.0,5.0,5.0,13.0,5.0,3.0,5.0,11.0,1.0,8.0,115.0,145.0,1.0,244.0,9.0,18.0,29.0,9.0,12.0,18.0,1.0,503.0,1.0,214.0,41.0,104.0,10.0,59.0,360.0,63.0,51.0,212.0,19.0,17.0,2.0,61.0,12.0,7.0,,0.0,0.0,0.0,,,,,,,12.0,,7.0,2.0,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Germany_Bundesliga,2021-2022,FC Ingolstadt 04,FC_Ingolstadt_04,28ydbmnuvh07a5uqgy13plqzt,N. Stevanović,Defender,15,5.0,23.0,5.0,27.0,5.0,9.0,65.0,3.0,90.0,,14.0,1.0,,2.0,,1.0,21.0,50.0,,6.0,9.0,12.0,26.0,7.0,27.0,8.0,1.0,13.0,6.0,37.0,193.0,461.0,43.0,3.0,23.0,10.0,,,,3.0,1.0,,6.0,8.0,,14.0,35.0,41.0,,146.0,3.0,22.0,12.0,7.0,7.0,9.0,,279.0,,132.0,16.0,105.0,6.0,31.0,196.0,22.0,66.0,143.0,12.0,7.0,1.0,14.0,3.0,3.0,,0.0,0.0,0.0,,,,,,,,,,3.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
