liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Goals Openplay,Hit Woodwork,Left Foot Goals,Assists (Intentional),Goal Assists,Penalties Conceded,Successful Crosses open play,Successful Launches,Throw Ins to Opposition Player,Total Big Chances Created,Clearances Off the Line,Total Big Chances Saved,Foul Won Penalty,Unsuccessful lay-offs,Total Big Chances Missed,Last Player Tackle,GK Successful Distribution,Goal Kicks,Attempts from Set Pieces,Headed Goals,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Second Goal Assists,Own Goal Scored,Straight Red Cards,Total Red Cards,Goals from Outside Box,Red Cards - 2nd Yellow,Penalties Off Target,Direct Setpiece Goals,Set Pieces Goals,Crosses not Claimed,Other Goals
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,Midfielder,10,13,4,9,21,136,4,3,201,2,6,5,119,59,60,177,203,12,21,2,21,20,1,2,106,55,51,1,16,9,180,1,687,1,2,2,3,120,27,14,74,2,190,9,5,6,12,8,9,2,3,15,23,23,600,305,319,598,7,17,5,5,1079,30,2,12,19,12,143,709,11,621,24,13,88,916,3,7,3,18,5,18,69,26,70,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,Forward,18,1,,1,6,9,1,1,15,,,,15,8,7,21,8,,6,1,1,1,,1,14,8,6,,,1,15,1,38,1,,,,6,2,2,11,,6,1,3,1,,,6,,,1,,1,34,15,19,33,1,,,,127,7,1,1,,4,16,38,4,34,1,7,4,66,,1,1,6,,,4,1,4,,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,d3qx3gwypipcl2azrj9ing9ud,C. Arcus,Defender,2,39,14,25,25,135,2,2,259,6,,5,147,68,79,254,374,21,25,,27,24,3,,108,54,54,1,31,13,507,,1067,2,,,1,142,31,18,91,,88,16,6,1,24,7,1,,11,2,2,42,933,387,591,925,9,27,,138,2019,9,,65,32,16,211,1104,7,967,36,12,137,1539,,27,27,3,16,44,121,43,93,7,,,0,,,,3,3,1,11,3,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,7rvgrqf0ktsepvwpj0osy5pzp,A. Bamba,Defender,25,8,2,6,5,5,,3,13,,,,16,5,11,7,23,,5,,5,5,,,8,3,5,,3,,13,,48,,,,,5,1,1,6,,10,,,1,2,1,3,,,,,,33,16,20,36,,3,,4,190,,,8,1,3,20,51,1,36,3,,15,83,,1,1,,4,5,9,7,10,,,,0,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,dom1dzrvk7y4sd8puf8iztn11,H. Belkebla,Midfielder,93,35,16,19,32,185,2,8,257,8,,1,262,101,161,179,303,13,32,,46,41,5,,227,85,142,3,30,16,386,,1198,,,,3,94,44,22,143,,355,16,3,,32,5,,,1,18,19,28,1044,448,627,1046,26,45,,6,2790,36,,42,23,54,249,1229,3,1074,71,11,155,1639,,3,3,15,30,38,97,61,117,7,,,0,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,5vvhwzxwq395q3welimok3uqy,Y. Belkhdim,Midfielder,14,26,15,11,27,209,9,6,147,3,1,12,191,88,103,276,180,23,27,2,32,28,4,2,165,73,92,1,36,13,189,2,717,,,,2,66,48,20,83,,146,15,10,14,26,15,1,,6,5,30,22,603,287,328,587,18,41,,4,2149,26,1,23,29,29,204,724,24,609,59,38,115,1075,,36,36,13,10,18,99,52,97,5,0,2,2,2,,2,1,2,,6,1,,4,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,eouwziiusxkpmhn5m1fj9vyms,E. Biumla,Midfielder,24,12,8,4,8,9,,2,29,,,,36,20,16,4,47,3,8,,9,9,,,24,12,12,1,3,,59,,161,,,,,20,7,4,18,,50,,2,,3,3,5,,,,,3,140,23,121,141,3,4,,2,371,2,,15,8,5,34,165,2,144,7,,21,224,,1,1,1,2,8,6,16,13,,,,0,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,99yx7t2j59cyia4bkpi59q1as,O. Camara,Defender,4,99,48,51,31,44,1,24,247,10,,1,183,77,106,27,351,9,31,1,37,32,5,1,84,29,55,,31,4,541,1,1297,,,,3,104,18,14,108,1,392,4,7,5,30,2,1,,,3,,41,1173,242,961,1162,16,30,2,3,2629,4,,169,21,7,149,1328,12,1203,46,17,125,1714,,3,3,2,38,59,82,46,66,3,0,1,0,,,,,,1,,8,,,,1,,,,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,dvtd4xsoihe7srn69irnng5w5,P. Capelle,Midfielder,15,12,7,5,15,33,3,1,54,,3,2,80,43,37,89,62,8,15,,9,9,,,68,36,32,,6,4,71,,188,,,,1,25,15,9,31,,27,5,4,1,5,5,10,1,3,3,2,11,152,87,71,144,6,13,1,2,570,12,,9,14,11,70,193,5,155,19,4,38,306,2,9,6,2,3,5,35,12,33,2,,,0,,,,1,1,,2,4,,1,,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,27u1slmp5wrly9oc6ju7ya87o,S. Cherif,Forward,11,51,34,17,19,63,10,,110,,,13,140,88,52,144,39,4,19,4,16,15,1,4,89,54,35,5,7,5,52,11,216,4,,,1,72,23,10,41,3,71,5,6,12,14,12,5,,1,11,17,1,159,78,91,167,5,3,1,,1164,42,2,2,15,16,150,225,18,168,8,44,57,428,,5,5,23,,1,45,17,56,3,3,1,1,4,,1,,,,1,,,1,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,2cw7so15i3i6bl3aqla0dnhn8,M. Courcoul,Defender,5,6,3,3,18,18,,2,40,,,1,43,21,22,31,48,4,18,,8,7,1,,37,18,19,,3,3,38,,157,,,,,16,5,3,17,,53,3,1,1,3,3,15,,,1,2,4,125,53,72,121,6,9,,,361,8,,8,6,3,50,157,2,125,15,3,32,220,,,,3,4,8,21,11,24,,,,0,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,bpwjiomcefvhknhvx6k8tufbo,B. Diatta,Midfielder,46,,,,1,,,,,,,,1,,1,,,,1,,,,,,1,,1,,,,,,2,,,,,,,,,,2,,,,,,1,,,,,,2,1,1,2,,1,,,4,,,,,,,2,,2,1,,,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,dssrq717aixm0exkwkbf3q42c,H. Djibirin,Forward,31,14,5,9,15,24,2,,52,,,3,64,38,26,85,24,2,15,2,5,4,1,2,50,33,17,,4,3,20,,74,1,,,,41,11,4,22,,8,4,2,3,1,1,14,,3,3,1,1,51,39,17,52,3,4,,3,323,17,2,7,9,8,59,76,5,53,7,18,23,168,,6,6,10,,2,22,7,21,2,2,0,0,1,1,1,1,1,,3,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,4hfq1ngrroah5xew91woxg07o,J. Ekomié,Defender,3,51,26,25,31,184,2,10,237,5,,12,241,111,130,341,247,17,31,,35,33,2,,190,85,105,2,31,12,50,6,727,2,,,3,166,68,40,106,,258,12,6,3,25,8,6,,8,14,2,13,586,275,331,585,26,34,1,128,2215,47,,49,30,31,324,739,9,598,60,37,141,1355,,54,54,21,15,23,141,54,118,3,,,0,,,,,,1,8,6,31,1,,1,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,3hfp5fr49ceahovfy5be86sk4,I. Garin,Midfielder,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,6k9p889p3xi228y0fr4smb8k4,M. Gernigon,Defender,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,au4gac1lz7xurxqjy6yoaq4t1,F. Hanin,Defender,26,22,13,9,24,64,2,4,69,1,1,3,70,37,33,122,135,2,24,,13,11,2,,48,24,24,1,10,8,14,,328,2,,,,46,16,8,44,,121,8,1,,8,7,16,,8,3,2,15,252,125,141,243,6,7,,58,796,8,,25,8,8,119,334,1,258,13,5,76,534,,15,14,6,5,15,62,29,61,,,,0,,,,,,,8,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,ewxw9bczz8ml3aifkanbc0c9g,Y. Jlidi,Forward,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,c3f7tpb57qho5z9agsxtcopas,J. Kalumba,Forward,17,9,8,1,4,18,1,,44,,11,3,39,25,14,72,25,1,4,,5,5,,,30,17,13,,1,4,28,,74,1,,,1,29,2,1,10,,4,4,,,3,2,1,4,7,4,3,1,56,45,19,56,3,3,,2,225,14,,3,3,3,52,75,,57,6,4,18,142,6,8,2,10,,1,23,3,17,,,,0,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,btyk45f7gmz3ck2dafpp22yg9,H. Koffi,Goalkeeper,12,8,1,7,29,,,,78,10,,,20,2,18,,470,1,29,,36,34,2,,12,1,11,,,,226,,514,,,,3,34,2,,301,,145,,,,29,,,,,,1,138,398,51,538,451,,1,,,2610,,,27,1,11,262,841,,589,1,,252,1203,,,,,101,240,168,84,12,1,,,0,,,,,,1,,28,,,,20,,,,1,271,174,,,38,6,53,1,6,2,9,121,77,43,2,4,31,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,5b9ycghp21qhv7qz6zuvblh49,G. Koyalipou,Forward,9,31,18,13,12,32,3,,35,,,3,67,41,26,92,21,,12,2,6,5,1,2,36,23,13,1,2,4,25,5,107,,1,1,1,21,8,5,21,2,31,4,8,8,6,6,6,,,5,14,3,77,39,40,76,1,2,,,592,20,1,4,4,5,73,109,16,79,3,35,30,205,,3,3,9,,2,25,8,28,,1,1,0,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,ar3g1flq7vgbl90q9t1v4y02d,J. Lefort,Defender,21,58,22,36,33,95,2,15,441,10,,6,190,78,112,110,836,17,33,,47,42,5,,132,56,76,,47,6,252,2,1716,2,,,3,231,23,9,129,,696,8,7,1,33,,,,10,9,1,101,1477,397,1244,1530,22,27,1,55,2970,15,,175,21,19,316,1879,8,1631,49,16,248,2395,,14,13,6,54,135,171,91,113,2,,,0,,,,2,2,1,7,15,18,3,1,1,,,,1,73,74,1,,,,1,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,f12l40tkknok5cqitoacfdsve,E. Lepaul,Forward,19,94,53,41,33,161,18,,127,3,,18,181,110,71,320,96,7,33,20,36,32,4,20,87,57,30,2,2,17,110,9,465,1,4,3,3,66,16,3,53,16,135,22,26,38,32,21,1,,4,9,47,15,354,210,185,376,3,4,2,3,2612,31,17,16,24,16,210,502,64,391,7,105,111,779,,12,12,17,2,12,93,30,99,3,9,11,1,15,3,2,3,5,,4,2,,3,,,,6,9,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,38krmbv6ro78ocg7ta93tg844,Y. Llahona,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,3wro301r42w3zvf8awh2erkes,M. Louër,Defender,20,12,7,5,9,30,,2,44,1,,,53,21,32,42,92,1,9,,13,12,1,,41,14,27,,3,3,70,,197,,,,1,33,5,4,29,,13,3,,,6,1,3,,3,4,,10,170,54,126,167,5,15,,32,541,2,,20,7,3,42,205,,177,20,,28,325,,6,6,1,2,10,22,12,18,1,,,0,,,,,,,3,4,2,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,d4v9gld96o8b0dm8mo12dsg7o,L. Machine,Forward,36,30,20,10,21,34,3,,46,,,4,77,50,27,85,22,2,21,1,7,6,1,1,47,30,17,,,4,16,4,106,,,,,24,12,4,13,1,40,4,8,4,3,3,18,,1,5,7,3,84,56,35,87,3,4,1,,493,18,1,4,9,5,75,112,12,90,7,25,22,219,,4,4,7,,,20,6,22,1,0,1,0,1,1,,,,,1,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,15xrj90m9ajck0zklb1o3t2qc,A. Moussaoui,Forward,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,avrytipllm79xl3g4lf6si5wq,L. Mouton,Midfielder,6,42,27,15,32,173,13,4,138,2,16,8,200,117,83,301,183,11,32,2,28,23,5,2,158,90,68,3,14,21,167,4,685,,,,2,58,41,16,71,2,184,22,15,8,24,21,8,5,9,12,46,27,512,304,239,507,17,23,7,4,1904,49,1,14,20,16,286,707,23,534,40,51,173,1029,10,22,12,22,6,27,130,65,146,2,1,1,1,2,,,1,1,,4,1,1,4,,,,5,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,5hsayz8xx43z84ounubrnt91w,P. Peter,Forward,35,82,46,36,29,64,3,,81,,,3,208,129,79,182,40,8,29,5,28,25,3,5,126,83,43,4,4,11,44,15,166,1,,,2,51,17,12,34,3,48,11,6,14,14,9,15,,,6,10,1,109,85,54,138,4,3,1,,1266,58,5,9,30,30,178,196,20,139,7,68,57,446,,,,34,,1,43,14,56,,4,1,1,5,,1,,,,,,,1,,,1,2,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,2npgr2t9a1tdqvomg3khczl78,O. Pona,Goalkeeper,40,,,,2,,,,6,,,,2,,2,,20,,2,,7,5,2,,2,,2,,,,12,,26,,,,,3,,,12,,15,,,,2,,,,,,,10,20,6,31,27,,,,,180,,,3,,2,10,47,,37,,,10,69,,,,,4,10,4,6,,1,,,0,,,,,,,,6,,,,1,,,,,23,16,,,,,3,1,,,1,6,4,2,,,1,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,4l4hmsih1jyb9jegs60cbn4oa,L. Raolisoa,Defender,27,53,23,30,31,120,7,3,207,2,19,13,212,102,110,317,217,11,31,2,30,28,2,1,159,79,80,1,14,17,205,1,617,4,,,2,131,43,18,80,2,79,21,4,6,20,13,11,3,17,15,10,23,453,268,206,434,20,29,2,29,1877,40,1,44,27,16,344,621,10,457,49,26,164,1062,15,77,56,21,13,35,177,64,129,3,2,0,1,2,,,4,4,,13,5,3,8,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,4nzndhd2pnky4szpunvlyxs2y,A. Sbaï,Forward,7,15,12,3,24,94,11,,325,,27,16,218,139,79,440,191,11,24,2,25,21,4,2,203,127,76,1,7,24,55,3,547,7,1,,1,201,40,19,73,1,218,25,6,15,22,17,2,3,7,34,13,16,390,281,127,385,11,9,6,3,1742,100,2,2,15,22,388,558,21,401,20,96,157,974,18,50,28,59,2,15,176,31,142,1,1,1,1,1,1,1,1,1,,4,,2,4,,,,7,3,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,epqkr392cimvlfd0a8yldz578,D. Sinaté,Midfielder,23,1,1,,3,3,,,5,,,,5,3,2,10,3,,3,,2,1,1,,4,2,2,,,,3,,17,,,,,2,1,1,1,,8,,1,,,,3,,,2,,1,15,11,4,14,,,,1,31,1,,,,,5,17,1,15,,1,2,25,,1,1,1,,,2,1,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,3vfe86wuzx2mr6ixpfngae42c,N. Sonnerat-Deschamps,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,3qapyusjivhr8pi16nc8i3otm,M. Zinga,Goalkeeper,16,,,,2,,,,6,,,,1,,1,,29,,2,,4,3,1,,1,,1,,,,11,,26,,,,,2,,,19,,9,,,,2,,,,,,,9,20,4,29,24,,1,,,180,,,1,,,18,49,,33,1,,16,73,,,,,8,16,12,4,,,,,0,,,,,,,,6,,,,2,,,,1,21,14,,,,1,7,,,,,7,6,1,,,1,,,,,,,,,,,
France_Ligue_1,2025-2026,Angers Sporting Club de l'Ouest,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,Midfielder,8,17,10,7,14,97,3,4,171,3,35,4,94,52,42,195,225,9,14,,20,18,2,,77,42,35,1,7,25,192,,703,,1,,2,86,11,3,61,,212,26,5,5,13,5,1,10,19,3,25,64,627,353,315,585,12,12,1,1,1152,9,,13,18,8,150,726,10,649,24,6,77,909,24,47,15,4,4,22,98,26,55,3,,,0,,,,,1,,4,4,,2,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,4f85sbgrdxjtb02m8y5hideui,S. Agouzoul,Defender,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,9dnne0ny6o6d5c6w3ayoo4vvu,N. Ahamada,Midfielder,8,4,1,3,14,63,1,1,127,,1,,47,19,28,120,59,4,14,,7,6,1,,43,18,25,,4,5,73,1,243,,,,1,69,12,6,37,,56,6,3,1,7,6,7,,1,8,1,9,209,144,74,208,1,8,,1,589,11,,3,4,8,64,251,4,217,9,10,34,339,1,4,3,6,2,8,30,8,26,,,,0,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,2173tp0hk6gsx2o46hx4h5mju,C. Akpa,Defender,92,67,31,36,26,77,3,9,282,4,11,8,163,56,107,92,481,8,26,,29,26,3,,96,25,71,1,21,9,117,1,1015,2,,,1,151,18,9,77,,398,9,3,,21,2,5,3,10,11,,75,819,296,578,789,12,19,1,15,1941,4,,93,12,30,258,1073,3,864,31,8,209,1387,7,20,9,2,62,131,172,57,78,2,,,0,,1,,,,1,4,10,1,1,1,,,1,,,11,11,1,,,,,,,,,,,,,,,,2,,1,,1,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,2r6suw717hgzqsp8ogvwdfk6h,T. Bair,Forward,9,3,,3,2,,,,1,,,,5,2,3,5,1,,2,,,,,,2,2,,,,,2,,4,,,,,,,,,,1,,,,,,2,,,,,,3,3,,3,,,,,8,2,,1,,,5,4,,3,,,1,9,,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,1i1kglybnprrm3qliag8citm2,J. Casimir,Forward,7,49,24,25,30,123,5,,141,,24,13,184,87,97,337,121,20,30,1,25,24,1,1,135,63,72,2,11,10,156,3,427,3,1,,1,80,28,13,65,1,51,10,5,12,16,11,14,3,9,9,10,13,330,235,128,341,13,18,1,23,1503,22,1,12,34,32,212,451,17,354,31,37,97,764,11,44,30,10,7,14,120,21,83,4,0,1,0,1,2,,,,,6,2,2,1,,,,4,3,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,6g95kayrpxatgdv4mg64xtm38,M. Cissokho,Forward,44,,,,2,,,,1,,,,1,,1,,,,2,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,1,,,,,,,,2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,ykp13dluyk1dwzunv5qj2yhg,L. Coulibaly,Midfielder,21,3,,3,17,27,2,1,70,,6,8,62,27,35,94,25,4,17,,5,4,1,,59,27,32,,5,4,34,2,106,1,,,,34,9,3,30,,22,4,1,1,1,1,16,2,4,15,1,4,83,60,28,80,1,5,1,9,308,13,,,10,11,66,108,2,84,6,10,24,213,4,14,9,8,2,4,29,9,20,1,,,0,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,4sjs5ktvkun9g96w6h5a39puc,K. Danois,Midfielder,5,39,25,14,32,288,6,2,432,8,91,9,314,165,149,585,443,17,32,3,39,33,6,,275,140,135,2,37,51,365,3,1403,2,,,3,196,46,24,184,2,389,52,10,8,31,10,1,31,43,35,28,89,1199,753,561,1182,30,45,8,5,2745,68,,15,31,25,431,1485,18,1271,75,30,214,2051,53,85,23,25,9,40,245,54,174,3,1,2,0,2,1,1,1,1,,3,1,1,10,,,,5,2,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,2fvrc1kbl7k48il02ekwiqove,T. De Percin,Goalkeeper,40,3,,3,8,,,,8,,,,3,,3,,149,,8,,9,9,,,,,,,,,41,,115,,,,1,6,1,,40,,16,,,,5,,3,,,,,41,80,34,77,70,,,,,596,,,6,,1,96,206,,111,,,95,255,,,,,45,93,83,12,2,,,,0,,,,,,,,19,,,,3,,,,,38,50,,,6,,30,1,2,1,3,16,7,5,1,,4,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,3apdng0z7tnntzvcwatrdp9n8,T. Devernois,Midfielder,36,,,,2,2,,,2,,2,1,,,,5,6,,2,,,,,,,,,,,2,1,,10,,,,,,,,2,,1,2,,,,,2,1,1,,,,6,6,1,6,,,,,8,,,,,,6,10,,6,,,4,13,1,2,1,,,,3,3,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,c0xwftpmyy9mr86c013uw47bo,E. Diamalunda,Defender,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Association Jeunesse Auxerroise,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,Defender,20,62,24,38,23,62,2,14,184,6,,2,162,67,95,43,388,9,23,2,29,23,6,2,100,43,57,1,30,2,302,1,888,,,,3,101,10,7,79,1,183,4,3,4,23,2,,,,4,,58,771,251,557,750,13,18,,2,2044,7,2,108,30,25,150,935,7,808,31,13,127,1225,,,,4,31,71,84,43,56,2,0,2,0,,,,1,2,,,6,1,1,,,,,2,1,3,4,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,
