liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Corners into Box,Successful Crosses & Corners,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Goals Openplay,Hit Woodwork,Left Foot Goals,Assists (Intentional),Goal Assists,Penalties Conceded,Successful Crosses open play,Successful Launches,Throw Ins to Opposition Player,Total Big Chances Created,Clearances Off the Line,Total Big Chances Saved,Foul Won Penalty,Unsuccessful lay-offs,Total Big Chances Missed,Last Player Tackle,GK Successful Distribution,Goal Kicks,Attempts from Set Pieces,Headed Goals,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Second Goal Assists,Own Goal Scored,Straight Red Cards,Total Red Cards,Goals from Outside Box,Red Cards - 2nd Yellow,Penalties Off Target,Direct Setpiece Goals,Set Pieces Goals,Crosses not Claimed,Other Goals
France_Ligue_1,2025-2026,Racing Club de Lens,7izciy79i6d6h7usfr8mcmh91,F. Sotoca,Forward,7,22,11,11,25,53,2,,54,,1,3,61,35,26,154,61,2,25,,8,6,2,,39,24,15,1,5,7,57,2,218,,,,,33,15,5,19,,55,7,10,,3,3,22,,,1,11,6,168,125,51,170,2,4,3,1,404,11,,4,9,8,83,226,10,176,6,24,50,321,,11,11,5,1,4,53,8,46,2,,,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,Racing Club de Lens,1op4tks39vwt6djhzfesy15w4,F. Sylla,Midfielder,18,3,1,2,4,9,,,16,,,,17,6,11,5,20,2,4,,1,1,,,14,5,9,,3,1,13,,55,,,,,4,,,11,,14,1,,,1,1,3,,,,,1,46,16,31,46,2,7,,,97,2,,3,3,,11,56,,47,9,,9,78,,,,1,,,4,5,9,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Racing Club de Lens,8shwa0k28rt5duyrhuqza1hhx,F. Thauvin,Forward,10,30,19,11,32,212,16,2,480,1,79,46,290,171,119,893,349,8,32,10,27,21,6,9,260,152,108,2,10,72,419,8,1077,7,3,2,3,264,58,18,110,1,131,77,29,26,28,22,4,29,56,49,54,41,850,633,301,837,9,16,9,12,2399,118,6,7,18,34,589,1111,55,878,25,167,233,1810,40,138,79,63,4,35,340,31,198,6,5,5,1,7,1,8,5,5,,23,,,16,,,,2,10,,,,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,
France_Ligue_1,2025-2026,Racing Club de Lens,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,Midfielder,28,44,24,20,31,284,11,4,223,8,86,17,385,205,180,683,339,40,31,3,33,25,8,3,341,181,160,5,18,72,264,4,1275,1,,,3,87,95,48,189,1,447,81,19,13,31,9,,34,41,19,79,36,1055,640,510,1073,48,51,4,6,2661,70,2,26,54,43,433,1334,32,1109,99,143,225,1983,43,79,27,25,12,31,240,64,194,11,2,1,0,3,2,2,7,9,,3,5,1,11,,,,4,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,Racing Club de Lens,d7xmdbhg68ygcowv6pdofgvyt,M. Udol,Defender,14,72,37,35,33,282,8,8,335,10,1,34,266,140,126,682,412,12,33,1,35,27,8,1,194,103,91,,50,47,38,2,1272,3,,,3,195,88,44,131,,556,54,21,17,33,3,,,42,15,7,42,1062,599,519,1034,26,23,3,179,2958,52,,62,30,27,408,1288,38,1076,49,90,212,2061,,70,70,26,32,73,221,61,139,2,1,0,0,1,,1,7,7,,42,9,28,22,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,Racing Club de Lens,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,Forward,11,52,25,27,29,86,11,4,105,,,4,191,122,69,293,56,6,29,12,19,14,5,12,139,97,42,2,3,17,62,12,263,,1,1,2,66,14,8,36,7,84,20,18,31,26,26,3,,,16,28,4,206,155,76,227,5,5,2,,1818,64,7,22,21,17,166,288,49,231,10,100,57,580,,1,1,24,,2,46,12,55,2,9,3,3,9,2,2,2,3,,,,,3,,,1,7,18,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,3e703hmiskmwqd4f3hvx326tw,S. Amo-Ameyaw,Forward,27,3,3,,25,135,6,,266,1,4,10,149,74,75,328,59,6,25,2,18,18,,2,146,71,75,2,3,11,199,2,408,7,,,2,156,18,8,48,1,21,13,6,5,9,5,16,1,11,28,12,11,362,217,162,357,10,11,3,27,1042,46,1,1,15,26,169,414,11,368,21,44,46,706,2,40,38,27,,4,76,10,42,2,2,0,0,1,,1,1,2,1,10,,1,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1mpj1a78az7a7heu8ovab6c5w,M. Amougou,Midfielder,17,,,,12,40,,1,66,,,,46,21,25,61,64,3,12,,8,8,,,46,21,25,,2,5,67,,222,,,,,36,9,4,21,,58,5,1,2,4,4,8,,,4,6,,197,103,101,204,6,11,1,6,406,8,,2,4,4,42,229,3,204,17,6,25,300,,2,2,5,,3,17,10,22,1,,,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,ay8tikc1j1r2luqovxrmuf9xw,A. Anselmino,Defender,5,2,,2,3,,,,1,,,,2,,2,1,3,,3,,1,,1,,,,,,1,,3,,7,,,,,,,,,,2,,,,,,3,,,,,,7,,8,8,,,,,15,,,7,,,,8,,8,,,,16,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,8c44ama4w8abj70rkgciwlawa,S. Bajić,Goalkeeper,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,jvtea24o3s6ze8etqk0rqgru,D. Bakwa,Forward,26,,,,3,9,1,,37,,4,2,16,6,10,47,8,,3,1,2,2,,1,16,6,10,,1,1,22,,42,,,,,21,3,2,6,,3,3,,1,,,3,1,2,5,1,2,37,30,9,35,,1,2,1,105,5,,1,,4,19,42,1,37,1,5,5,77,3,5,2,4,1,1,10,,4,,0,1,0,1,,1,2,2,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1au9xpmimbyr1jceidcy6v7kk,V. Barco,Midfielder,32,19,10,9,26,198,9,1,389,5,51,21,255,107,148,476,485,11,26,2,29,27,2,2,236,97,139,2,13,32,446,2,1444,1,,,2,207,36,18,127,,388,36,8,10,23,4,3,15,27,24,54,66,1249,625,711,1243,25,29,39,24,2111,63,1,11,23,61,387,1517,18,1309,54,37,208,2015,32,75,33,34,4,49,244,39,159,5,1,1,0,2,,2,4,4,1,6,,,13,,,,1,3,1,,,4,,,,,,,,,,,,,,,2,,1,1,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,e0dldtpu60vugoetjip2mc2l0,Y. Becker,Defender,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,e5yvwtxe13n8tsojrq1leqmfo,J. Bosey,Forward,38,,,,1,,,,1,,,,1,1,,1,,1,1,,,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,7usl4495egoptlrd762f0arbp,B. Chilwell,Defender,3,19,9,10,20,126,1,4,168,2,7,3,122,55,67,171,306,2,20,,24,24,,,103,46,57,,22,5,65,4,757,2,,,3,94,22,13,73,,295,7,1,3,19,6,1,2,11,10,3,21,664,252,454,674,8,17,,86,1602,17,,53,14,22,192,792,4,695,25,11,97,1166,5,19,13,7,11,38,91,25,59,4,,,0,,,,2,2,,8,4,19,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,3rv3k4dfulc5u1zcxdjlfx1w,O. Chizurum,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,cgz69hvek2s4pmrngu9ubdg5w,A. Cissé,Defender,33,1,,1,1,8,,1,4,,,,9,4,5,11,23,2,1,,3,3,,,8,4,4,,,1,15,,50,,,,,1,3,3,3,,7,1,,,1,,,,,1,,1,43,18,27,44,1,2,,5,90,1,,8,3,,13,53,,45,3,1,8,84,,,,,2,3,6,2,5,,,,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1ltc40nsr2fkx99i5hf7i3mga,S. Coulibaly,Defender,44,40,13,27,16,64,1,9,185,3,,,99,36,63,24,201,7,16,,28,21,7,,59,23,36,1,14,1,151,1,725,,,,1,106,7,3,73,,329,1,3,2,15,2,1,,,3,,39,652,173,499,633,3,11,,1,1339,,,75,26,20,82,745,5,672,14,12,73,923,,1,1,,16,37,55,19,36,3,,,0,,,,,,,,4,,,,,,1,,,6,6,,,,,,,,,,,,,,,,1,1,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,6ita8t40qk3b85mrqpq71gjys,D. Fofana,Forward,15,5,4,1,5,13,,,14,,,1,19,13,6,24,1,,5,,2,2,,,14,9,5,,1,1,9,3,31,,,,,4,1,,3,,10,1,2,1,3,3,2,,,2,3,,26,19,9,28,1,1,,,170,6,,2,3,1,16,33,3,28,2,7,5,59,,,,2,,,4,1,5,,,,0,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,9t0e3nk3d4ho198p1n0ldbsic,Y. Diémé,Forward,34,4,4,,3,8,1,,6,,,1,11,10,1,17,4,2,3,,2,2,,,7,6,1,1,,,3,1,14,,,,,3,3,2,1,,2,,,1,2,2,1,,,,2,,11,8,6,14,,,,,155,3,,1,4,1,9,17,1,14,,4,3,30,,1,1,,,,3,1,3,2,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,Defender,6,51,22,29,24,133,,11,352,5,,2,129,54,75,77,409,4,24,,27,24,3,,78,32,46,1,22,4,388,,1380,1,,,4,185,18,8,92,,512,6,4,3,24,4,,,1,10,11,36,1265,378,945,1286,7,12,7,12,1986,11,,68,20,17,158,1442,7,1322,19,14,120,1690,,2,2,3,14,44,84,38,76,4,,,0,,,,,2,,1,2,2,2,,1,,1,2,1,21,21,,,,,,,,,,,,,,,,1,1,2,2,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,446lrhzh79xugyt2pgnrwypnu,G. Doué,Defender,22,87,32,55,23,169,3,8,304,5,,3,271,130,141,267,443,16,23,2,28,25,3,2,184,98,86,,27,13,432,,1189,2,,,3,174,38,19,95,2,177,19,4,5,22,4,1,,16,18,10,21,1033,470,609,1042,10,37,4,107,1973,39,2,96,41,21,287,1221,9,1063,47,29,158,1769,,34,34,15,12,31,143,49,127,3,1,1,0,2,1,,5,6,,16,6,17,6,,,,1,3,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,26yt4f0i77i9fvaujwg0dnbbo,S. El Mourabet,Midfielder,29,26,17,9,32,211,6,11,353,2,3,3,213,88,125,239,326,16,32,1,24,22,2,,187,71,116,,25,25,410,3,1363,,,,4,139,34,24,125,,444,27,4,1,24,15,8,1,4,17,28,50,1227,530,729,1205,37,37,8,7,2045,29,,21,23,25,215,1391,5,1255,74,13,136,1742,2,11,9,11,5,26,117,30,110,4,1,0,0,,,1,1,2,,3,2,,5,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,d89utbh576jnm3r5sh108ikx6,E. Emegha,Forward,10,5,,5,10,23,4,,21,1,,3,34,17,17,51,7,,10,4,6,4,2,4,29,17,12,,,1,15,4,48,,,,,10,2,,9,2,7,3,5,8,4,2,6,,,3,8,1,39,22,21,42,,,,,440,5,4,5,12,9,24,52,13,43,,23,9,106,,,,4,,,6,3,9,3,3,1,3,3,,1,2,2,,,,,2,,,,2,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1mf7tr17fqnddm23nx1z1tsh6,J. Enciso,Midfielder,19,32,20,12,26,162,17,1,284,1,26,14,233,121,112,448,147,10,26,3,26,23,3,3,201,101,100,2,6,21,124,3,568,4,1,1,4,171,35,21,67,2,180,24,20,22,21,15,5,12,21,50,39,12,471,339,197,503,11,9,2,7,1802,78,3,8,19,30,266,613,42,515,20,77,98,1039,11,35,20,40,,6,115,18,92,2,1,2,2,2,1,1,3,3,,7,,,6,,,,2,8,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1ky09avsu2ndb4onl10pyo1zo,M. Godo,Forward,20,8,4,4,27,168,10,1,223,1,1,14,150,80,70,342,59,2,27,8,20,18,2,7,142,76,66,4,13,20,45,10,412,4,,,1,118,30,17,71,5,143,21,13,15,17,11,10,1,10,21,13,7,345,212,146,341,4,12,2,5,1497,56,6,8,15,29,190,415,28,348,16,87,67,720,,20,20,26,2,7,70,17,60,2,5,3,1,8,3,,1,1,1,9,,,1,,,1,1,8,,,,,2,,,,,,,,,,,,,,1,,,,1,,,,,,1
France_Ligue_1,2025-2026,RC Strasbourg Alsace,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,Defender,24,36,18,18,23,65,1,20,214,4,,2,95,44,51,28,453,6,23,,32,31,1,,59,26,33,1,13,1,449,1,1258,,,,3,115,13,3,89,,356,1,2,1,21,8,2,,,1,,48,1165,359,869,1180,11,10,1,18,1795,2,,65,16,13,111,1323,3,1228,21,7,95,1515,,,,,16,36,55,40,59,2,,,0,,,,,,,,5,3,,,1,,,,,40,40,,,,,,,,,,,,,,,,,,,1,,1,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,9ldz2updrruze1tkw0erfr3dh,K. Johnsson,Goalkeeper,1,1,,1,1,,,,2,1,,,1,,1,,16,,1,,,,,,,,,,,,7,,26,,,,,,,,9,,9,,,,1,,,,,,,4,23,2,23,21,,,,,90,,,3,,,7,32,,25,,,7,40,,,,,4,7,6,1,,,,,0,,,,,,,,2,,,,,,,,,3,2,,,1,,1,,,,1,2,2,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,6k8ctiupbaicfaow5bm57gx04,G. Kerckaert,Goalkeeper,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,7mjc5a2k7wz4flem6upj5u1w4,F. Lemaréchal,Midfielder,80,7,3,4,11,67,3,,80,1,6,2,81,42,39,148,59,4,11,,6,6,,,74,39,35,,3,5,56,,225,1,,,,37,24,14,25,,52,7,5,2,7,6,4,3,5,12,12,3,173,106,80,178,11,6,3,,554,21,,7,8,6,106,234,7,181,17,16,53,377,3,10,5,10,3,3,52,11,50,1,,,0,,,,1,2,,2,,,2,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1qcj2upaz0xa98zkc835djo8a,S. Mara,Forward,14,78,47,31,26,70,9,,76,,,6,192,109,83,205,41,11,26,3,17,14,3,3,114,62,52,3,3,6,64,2,214,5,,,2,27,18,9,24,2,53,8,11,12,13,12,13,,,15,17,9,152,115,51,157,6,6,2,2,1147,37,2,7,27,25,144,228,23,166,12,45,62,447,,,,16,,1,47,15,61,,3,0,0,3,,1,2,2,,,,,2,,,1,11,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,8hg7sqlb5o3duhbhm31oifjhm,D. Moreira,Forward,7,30,15,15,26,217,8,4,301,2,2,21,251,133,118,511,230,5,26,3,27,25,2,1,221,118,103,,19,29,184,8,899,4,,,2,173,36,16,87,,283,33,7,9,22,15,4,1,19,35,34,32,729,423,340,712,20,24,2,53,1951,74,1,26,18,25,369,914,16,744,44,64,170,1424,1,67,65,49,7,28,196,41,142,4,2,1,1,2,,3,3,4,,18,1,4,11,,,,5,1,,,,2,,,,,,,,,,,,,,,2,,,,2,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,4y1je8y7jioje2r96vf8zutxw,J. Mwanga,Midfielder,18,38,22,16,20,81,2,7,252,3,,1,173,84,89,154,218,16,20,1,33,28,5,1,135,62,73,,13,17,284,,762,3,,,4,136,26,13,80,1,204,18,5,3,20,4,,,1,18,12,36,656,290,390,643,18,21,4,20,1642,19,1,27,25,16,160,787,8,679,39,18,108,1036,,8,8,10,2,39,91,25,69,2,1,0,0,,,,1,1,1,1,3,,2,,,,3,1,1,8,9,,,,,1,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,144jdrezcfwd4uh3sk7zhtizu,S. Nanasi,Midfielder,11,9,7,2,18,94,2,3,84,1,26,4,61,39,22,223,95,6,18,5,13,12,1,5,52,32,20,,6,14,81,1,364,,,,1,47,12,4,22,2,107,16,5,9,10,5,8,2,3,5,20,8,300,196,120,305,8,4,5,12,957,14,4,13,8,3,115,377,14,313,12,47,64,520,16,21,4,9,1,8,73,12,56,,1,4,1,4,1,2,1,2,,1,,,3,,,,2,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,d9otg45whw325kvhvrdfv05ck,T. Noubissie,Midfielder,28,1,,1,3,5,,,10,,,,2,,2,4,5,,3,,,,,,1,,1,,1,,11,,31,,,,,5,,,4,,10,,,,,,3,,,,,1,30,14,16,29,,,,,24,,,,,1,1,31,,30,,,1,34,,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,dm57w3nxih25gl3hwzimyen10,R. Nzingoula,Midfielder,41,,,,4,3,1,,8,,,2,13,8,5,12,2,1,4,,1,1,,,13,8,5,,1,1,11,,20,,,,,5,3,1,,,4,1,,,,,4,,,1,1,,16,6,10,16,1,1,,1,49,4,,1,3,2,12,20,,16,2,3,4,39,,1,1,2,,,5,,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,70hdfmna3nvwjlufm9rs92uzu,A. Omobamidele,Defender,2,34,9,25,24,43,,8,255,3,,1,67,25,42,15,270,2,24,1,17,15,2,1,33,16,17,,16,,467,,1095,,,,1,144,8,4,57,,362,,1,2,12,5,12,,,,,12,1053,199,901,1088,3,4,,2,1261,2,1,69,13,10,50,1142,3,1100,7,7,42,1288,,,,1,3,6,24,18,36,4,0,1,1,,,1,,,,,3,,,,,,,1,1,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1gfomo3mo11cttdhprm1jtp0,A. Ouattara,Midfielder,42,9,6,3,27,227,7,1,191,4,,6,85,44,41,245,171,5,27,2,23,22,1,2,76,38,38,2,20,5,218,1,807,,,,1,89,20,12,99,2,207,5,9,11,18,6,9,,4,7,26,10,726,300,446,732,10,11,1,57,1675,23,2,31,11,10,155,823,20,742,21,44,81,1128,,12,12,14,6,9,61,32,72,2,2,0,0,1,,,,,,4,,10,4,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,da8g61fdeuuqqeldh3rgba2hg,M. Oyedele,Midfielder,8,12,8,4,8,41,,,69,,,,49,23,26,48,80,6,8,1,10,9,1,1,37,15,22,1,5,1,83,,285,1,,,1,27,4,2,22,1,88,1,1,1,6,3,2,,,4,8,10,255,111,151,252,5,8,1,9,447,3,,11,9,5,44,292,2,262,13,2,30,365,,,,3,2,8,22,8,22,3,0,1,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1m5ng39pgvlwgo6dci8gtwphw,J. Panichelli,Forward,9,139,79,60,27,146,8,8,95,5,,11,307,169,138,363,78,11,27,16,29,27,2,15,168,90,78,1,12,21,130,14,449,2,6,5,3,55,34,15,71,11,112,22,20,31,24,5,3,,,11,63,3,321,197,141,335,18,8,5,,2195,45,14,32,43,44,249,466,51,338,26,122,128,838,,,,19,3,8,112,16,120,3,6,10,5,10,3,2,1,1,,,,,5,,,,7,13,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,47vs05b8xlhvx5sqo2t5kys4,M. Penders,Goalkeeper,39,5,,5,32,,,,198,8,,,7,1,6,,521,1,32,,43,40,3,,2,1,1,,,,312,,1173,,,,4,89,1,,236,,537,,,,32,,,,,,,142,1044,72,1113,1043,,,,,2880,,,19,1,2,191,1370,,1185,,,185,1620,,,,,101,170,126,59,15,3,,,0,,,,,,1,,33,,,,17,,,,,184,116,,,22,5,25,,5,1,9,102,71,31,1,4,24,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,15bgz7ulf86mvr3m35ys0u590,K. Páez,Midfielder,16,6,4,2,15,38,2,,68,,5,4,65,48,17,109,39,3,15,1,3,3,,1,59,44,15,,3,6,53,1,158,1,,,1,30,15,10,11,,29,6,4,4,4,4,11,1,2,6,9,2,122,80,45,121,2,4,4,,420,22,1,6,7,3,82,159,8,123,6,22,36,267,4,15,11,13,,7,45,6,29,,0,1,0,1,,,,,,1,,,1,,,,1,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,a4kctqqujbovz5sb65mgk39ck,Rafael Luís,Midfielder,83,2,1,1,12,71,2,,100,,,2,56,31,25,70,88,3,12,,13,13,,,54,30,24,,4,5,111,,381,,,,1,35,10,5,20,,115,6,,3,6,2,6,,,4,12,19,335,146,193,320,9,9,3,5,585,12,,6,7,2,72,385,3,339,18,7,46,480,,4,4,8,2,17,41,9,29,,,,0,,,,1,1,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,7fa3c2wgio5w75kvkgk4dcc9g,I. Sabaly,Midfielder,34,,,,1,8,,,4,,,1,3,1,2,10,8,1,1,,3,3,,,3,1,2,,1,,5,,24,,,,,2,1,1,2,,3,,1,,1,1,,,,1,1,,16,6,10,16,,1,,,57,,,,1,,12,24,1,16,1,2,8,33,,2,2,,,1,8,2,7,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,433fwn94e2najnmvvg9u47oyc,I. Samuels-Smith,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,2bfs1dfmyao4e3gzha29t1lw4,M. Sarr,Defender,23,42,22,20,15,56,,3,209,5,,1,98,47,51,23,257,7,15,,16,15,1,,56,25,31,,9,1,319,,921,,,,1,92,7,6,72,,350,1,1,,15,1,,,,5,,30,873,208,725,903,3,12,,6,1305,6,,65,16,11,67,982,1,933,15,4,49,1139,,,,2,13,20,25,24,29,3,,,0,,,,,,,,5,2,,,,,,,,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,Defender,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France_Ligue_1,2025-2026,RC Strasbourg Alsace,cn6uwymow3ewbnr6niqumao0k,A. Sylla,Defender,5,6,1,5,3,3,,,12,,,,10,5,5,9,19,,3,,3,3,,,4,4,,,,,11,,45,,,,,9,1,,2,,15,,2,,1,1,2,,,,,,39,16,25,41,,,,,65,2,,2,2,,11,48,2,41,,2,7,59,,,,,,1,4,3,6,,,,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
